reservoir,storage,capacity,pct_capacity,date
Wickiup,181321,206880,87.6,01/2000,or
Wickiup,192235,206880,92.9,02/2000,or
Wickiup,195042,206880,94.3,03/2000,or
Wickiup,198236,206880,95.8,04/2000,or
Wickiup,185249,206880,89.5,05/2000,or
Wickiup,159271,206880,77,06/2000,or
Wickiup,131801,206880,63.7,07/2000,or
Wickiup,108797,206880,52.6,08/2000,or
Wickiup,95134,206880,46,09/2000,or
Wickiup,99992,206880,48.3,10/2000,or
Wickiup,128257,206880,62,11/2000,or
Wickiup,150120,206880,72.6,12/2000,or
Wickiup,167224,206880,80.8,01/2001,or
Wickiup,182107,206880,88,02/2001,or
Wickiup,195271,206880,94.4,03/2001,or
Wickiup,195080,206880,94.3,04/2001,or
Wickiup,165745,206880,80.1,05/2001,or
Wickiup,129511,206880,62.6,06/2001,or
Wickiup,99755,206880,48.2,07/2001,or
Wickiup,78235,206880,37.8,08/2001,or
Wickiup,55750,206880,26.9,09/2001,or
Wickiup,54895,206880,26.5,10/2001,or
Wickiup,81459,206880,39.4,11/2001,or
Wickiup,106743,206880,51.6,12/2001,or
Wickiup,131856,206880,63.7,01/2002,or
Wickiup,153138,206880,74,02/2002,or
Wickiup,169814,206880,82.1,03/2002,or
Wickiup,177351,206880,85.7,04/2002,or
Wickiup,155898,206880,75.4,05/2002,or
Wickiup,122875,206880,59.4,06/2002,or
Wickiup,86170,206880,41.7,07/2002,or
Wickiup,56119,206880,27.1,08/2002,or
Wickiup,35359,206880,17.1,09/2002,or
Wickiup,43530,206880,21,10/2002,or
Wickiup,78823,206880,38.1,11/2002,or
Wickiup,105570,206880,51,12/2002,or
Wickiup,131236,206880,63.4,01/2003,or
Wickiup,152536,206880,73.7,02/2003,or
Wickiup,171767,206880,83,03/2003,or
Wickiup,187103,206880,90.4,04/2003,or
Wickiup,170857,206880,82.6,05/2003,or
Wickiup,131872,206880,63.7,06/2003,or
Wickiup,91364,206880,44.2,07/2003,or
Wickiup,60625,206880,29.3,08/2003,or
Wickiup,39837,206880,19.3,09/2003,or
Wickiup,35661,206880,17.2,10/2003,or
Wickiup,66910,206880,32.3,11/2003,or
Wickiup,96270,206880,46.5,12/2003,or
Wickiup,123012,206880,59.5,01/2004,or
Wickiup,145627,206880,70.4,02/2004,or
Wickiup,164855,206880,79.7,03/2004,or
Wickiup,176297,206880,85.2,04/2004,or
Wickiup,152481,206880,73.7,05/2004,or
Wickiup,126722,206880,61.3,06/2004,or
Wickiup,93843,206880,45.4,07/2004,or
Wickiup,66237,206880,32,08/2004,or
Wickiup,48045,206880,23.2,09/2004,or
Wickiup,48086,206880,23.2,10/2004,or
Wickiup,79227,206880,38.3,11/2004,or
Wickiup,109295,206880,52.8,12/2004,or
Wickiup,136683,206880,66.1,01/2005,or
Wickiup,158689,206880,76.7,02/2005,or
Wickiup,177976,206880,86,03/2005,or
Wickiup,185964,206880,89.9,04/2005,or
Wickiup,175613,206880,84.9,05/2005,or
Wickiup,144347,206880,69.8,06/2005,or
Wickiup,102423,206880,49.5,07/2005,or
Wickiup,64716,206880,31.3,08/2005,or
Wickiup,33712,206880,16.3,09/2005,or
Wickiup,37280,206880,18,10/2005,or
Wickiup,69280,206880,33.5,11/2005,or
Wickiup,97050,206880,46.9,12/2005,or
Wickiup,126375,206880,61.1,01/2006,or
Wickiup,153386,206880,74.1,02/2006,or
Wickiup,175808,206880,85,03/2006,or
Wickiup,194439,206880,94,04/2006,or
Wickiup,182590,206880,88.3,05/2006,or
Wickiup,176412,206880,85.3,06/2006,or
Wickiup,151851,206880,73.4,07/2006,or
Wickiup,116473,206880,56.3,08/2006,or
Wickiup,93196,206880,45,09/2006,or
Wickiup,101393,206880,49,10/2006,or
Wickiup,135816,206880,65.6,11/2006,or
Wickiup,162021,206880,78.3,12/2006,or
Wickiup,180940,206880,87.5,01/2007,or
Wickiup,190260,206880,92,02/2007,or
Wickiup,196695,206880,95.1,03/2007,or
Wickiup,198432,206880,95.9,04/2007,or
Wickiup,171024,206880,82.7,05/2007,or
Wickiup,136704,206880,66.1,06/2007,or
Wickiup,101910,206880,49.3,07/2007,or
Wickiup,74781,206880,36.1,08/2007,or
Wickiup,55424,206880,26.8,09/2007,or
Wickiup,65021,206880,31.4,10/2007,or
Wickiup,99254,206880,48,11/2007,or
Wickiup,128678,206880,62.2,12/2007,or
Wickiup,155843,206880,75.3,01/2008,or
Wickiup,176200,206880,85.2,02/2008,or
Wickiup,190228,206880,92,03/2008,or
Wickiup,195375,206880,94.4,04/2008,or
Wickiup,167702,206880,81.1,05/2008,or
Wickiup,155820,206880,75.3,06/2008,or
Wickiup,120494,206880,58.2,07/2008,or
Wickiup,102638,206880,49.6,08/2008,or
Wickiup,91388,206880,44.2,09/2008,or
Wickiup,97315,206880,47,10/2008,or
Wickiup,131686,206880,63.7,11/2008,or
Wickiup,158292,206880,76.5,12/2008,or
Wickiup,180453,206880,87.2,01/2009,or
Wickiup,192239,206880,92.9,02/2009,or
Wickiup,197316,206880,95.4,03/2009,or
Wickiup,195571,206880,94.5,04/2009,or
Wickiup,181059,206880,87.5,05/2009,or
Wickiup,165274,206880,79.9,06/2009,or
Wickiup,133013,206880,64.3,07/2009,or
Wickiup,96707,206880,46.7,08/2009,or
Wickiup,74483,206880,36,09/2009,or
Wickiup,86621,206880,41.9,10/2009,or
Wickiup,119612,206880,57.8,11/2009,or
Wickiup,145750,206880,70.5,12/2009,or
Wickiup,170190,206880,82.3,01/2010,or
Wickiup,187866,206880,90.8,02/2010,or
Wickiup,197947,206880,95.7,03/2010,or
Wickiup,197149,206880,95.3,04/2010,or
Wickiup,167605,206880,81,05/2010,or
Wickiup,142204,206880,68.7,06/2010,or
Wickiup,105015,206880,50.8,07/2010,or
Wickiup,63460,206880,30.7,08/2010,or
Wickiup,35639,206880,17.2,09/2010,or
Wickiup,44966,206880,21.7,10/2010,or
Wickiup,83406,206880,40.3,11/2010,or
Wickiup,119409,206880,57.7,12/2010,or
Wickiup,151737,206880,73.3,01/2011,or
Wickiup,177126,206880,85.6,02/2011,or
Wickiup,195609,206880,94.6,03/2011,or
Wickiup,200046,206880,96.7,04/2011,or
Wickiup,187228,206880,90.5,05/2011,or
Wickiup,175666,206880,84.9,06/2011,or
Wickiup,153921,206880,74.4,07/2011,or
Wickiup,128166,206880,62,08/2011,or
Wickiup,108457,206880,52.4,09/2011,or
Wickiup,119407,206880,57.7,10/2011,or
Wickiup,147166,206880,71.1,11/2011,or
Wickiup,165843,206880,80.2,12/2011,or
Wickiup,181031,206880,87.5,01/2012,or
Wickiup,190508,206880,92.1,02/2012,or
Wickiup,195672,206880,94.6,03/2012,or
Wickiup,200289,206880,96.8,04/2012,or
Wickiup,195778,206880,94.6,05/2012,or
Wickiup,189594,206880,91.6,06/2012,or
Wickiup,166738,206880,80.6,07/2012,or
Wickiup,132065,206880,63.8,08/2012,or
Wickiup,109911,206880,53.1,09/2012,or
Wickiup,113900,206880,55.1,10/2012,or
Wickiup,141893,206880,68.6,11/2012,or
