county,year,month,D0,D1,D2,D3,D4
Ada,2000,01,0.0,0.0,0.0,0.0,0.0
Ada,2000,02,0.0,0.0,0.0,0.0,0.0
Ada,2000,03,0.0,0.0,0.0,0.0,0.0
Ada,2000,04,0.0,0.0,0.0,0.0,0.0
Ada,2000,05,0.0,0.0,0.0,0.0,0.0
Ada,2000,06,0.0,0.0,0.0,0.0,0.0
Ada,2000,07,76.7,0.0,0.0,0.0,0.0
Ada,2000,08,100.0,37.1,0.0,0.0,0.0
Ada,2000,09,100.0,0.3,0.0,0.0,0.0
Ada,2000,10,40.0,0.0,0.0,0.0,0.0
Ada,2000,11,0.0,0.0,0.0,0.0,0.0
Ada,2000,12,0.0,0.0,0.0,0.0,0.0
Ada,2001,01,0.8,0.0,0.0,0.0,0.0
Ada,2001,02,69.4,63.4,0.0,0.0,0.0
Ada,2001,03,100.0,100.0,0.0,0.0,0.0
Ada,2001,04,100.0,100.0,97.3,0.0,0.0
Ada,2001,05,100.0,100.0,97.3,0.0,0.0
Ada,2001,06,100.0,100.0,98.7,0.0,0.0
Ada,2001,07,100.0,100.0,100.0,0.0,0.0
Ada,2001,08,100.0,100.0,100.0,0.0,0.0
Ada,2001,09,100.0,100.0,100.0,0.0,0.0
Ada,2001,10,100.0,100.0,100.0,0.0,0.0
Ada,2001,11,100.0,100.0,100.0,0.0,0.0
Ada,2001,12,100.0,100.0,100.0,0.0,0.0
Ada,2002,01,100.0,100.0,100.0,0.0,0.0
Ada,2002,02,100.0,100.0,100.0,0.0,0.0
Ada,2002,03,100.0,83.9,0.0,0.0,0.0
Ada,2002,04,100.0,99.3,0.0,0.0,0.0
Ada,2002,05,100.0,99.0,0.0,0.0,0.0
Ada,2002,06,100.0,99.8,0.0,0.0,0.0
Ada,2002,07,100.0,98.2,43.2,0.0,0.0
Ada,2002,08,100.0,100.0,100.0,0.0,0.0
Ada,2002,09,100.0,100.0,100.0,0.0,0.0
Ada,2002,10,100.0,100.0,100.0,0.0,0.0
Ada,2002,11,100.0,100.0,100.0,0.0,0.0
Ada,2002,12,100.0,100.0,100.0,0.0,0.0
Ada,2003,01,100.0,100.0,100.0,0.0,0.0
Ada,2003,02,100.0,100.0,100.0,0.0,0.0
Ada,2003,03,100.0,100.0,100.0,0.0,0.0
Ada,2003,04,100.0,100.0,90.2,0.0,0.0
Ada,2003,05,90.8,39.5,0.0,0.0,0.0
