state,year,month,D0,D1,D2,D3,D4
CA,2002,12,67.5,37.6,28.1,17.3,0.0
CA,2003,01,42.1,30.6,25.1,16.7,0.0
CA,2003,02,47.8,34.9,23.9,11.5,0.0
CA,2003,03,47.8,32.3,16.6,0.7,0.0
CA,2003,04,48.5,30.9,9.9,0.1,0.0
CA,2003,05,37.1,26.4,8.3,0.0,0.0
CA,2003,06,36.1,25.7,8.5,0.0,0.0
CA,2003,07,37.1,25.4,8.9,0.0,0.0
CA,2003,08,34.8,24.6,10.9,0.0,0.0
CA,2003,09,33.3,26.5,10.9,0.0,0.0
CA,2003,10,67.9,29.5,10.7,0.0,0.0
CA,2003,11,58.6,31.8,10.9,0.0,0.0
CA,2003,12,48.9,28.6,9.5,0.0,0.0
CA,2004,01,33.0,19.8,8.2,0.0,0.0
CA,2004,02,31.8,17.2,7.8,0.0,0.0
CA,2004,03,28.4,17.2,7.9,0.0,0.0
CA,2004,04,61.4,19.3,6.0,0.0,0.0
CA,2004,05,83.0,46.6,7.0,0.0,0.0
CA,2004,06,82.7,50.5,7.4,0.0,0.0
CA,2004,07,85.2,52.0,10.4,0.0,0.0
CA,2004,08,89.5,59.0,21.3,0.0,0.0
CA,2004,09,94.7,61.1,21.4,0.0,0.0
CA,2004,10,89.7,54.6,17.7,0.0,0.0
CA,2004,11,77.2,31.1,8.8,0.0,0.0
CA,2004,12,65.6,29.2,4.2,0.0,0.0
CA,2005,01,17.7,5.0,0.6,0.0,0.0
CA,2005,02,11.0,2.7,0.0,0.0,0.0
CA,2005,03,9.6,2.3,0.1,0.0,0.0
CA,2005,04,4.4,2.4,0.0,0.0,0.0
CA,2005,05,2.4,0.7,0.0,0.0,0.0
CA,2005,06,1.3,0.1,0.0,0.0,0.0
CA,2005,07,1.0,0.1,0.0,0.0,0.0
CA,2005,08,1.1,0.1,0.0,0.0,0.0
CA,2005,09,0.7,0.0,0.0,0.0,0.0
CA,2005,10,0.4,0.0,0.0,0.0,0.0
CA,2005,11,5.2,0.0,0.0,0.0,0.0
CA,2005,12,8.1,0.0,0.0,0.0,0.0
CA,2006,01,2.8,0.0,0.0,0.0,0.0
CA,2006,02,16.7,0.1,0.0,0.0,0.0
CA,2006,03,15.8,0.5,0.0,0.0,0.0
CA,2006,04,7.2,0.2,0.0,0.0,0.0
CA,2006,05,7.6,0.0,0.0,0.0,0.0
CA,2006,06,7.7,0.1,0.0,0.0,0.0
CA,2006,07,7.9,0.1,0.0,0.0,0.0
CA,2006,08,7.4,0.1,0.0,0.0,0.0
CA,2006,09,15.1,1.7,0.1,0.0,0.0
CA,2006,10,15.2,0.8,0.0,0.0,0.0
CA,2006,11,18.9,0.8,0.0,0.0,0.0
CA,2006,12,56.4,6.2,0.0,0.0,0.0
CA,2007,01,73.8,37.9,9.2,0.0,0.0
CA,2007,02,81.2,57.2,28.1,0.0,0.0
CA,2007,03,75.9,58.4,31.9,15.9,0.0
CA,2007,04,93.7,78.8,44.8,25.0,0.0
CA,2007,05,95.0,87.8,58.9,30.9,0.0
CA,2007,06,98.3,92.3,65.3,34.4,0.0
CA,2007,07,100.0,92.3,65.3,35.1,0.0
CA,2007,08,100.0,92.4,65.3,35.2,0.0
CA,2007,09,100.0,92.6,65.2,34.9,0.0
CA,2007,10,96.8,89.7,63.4,33.7,0.0
CA,2007,11,91.1,84.8,58.1,33.7,0.0
CA,2007,12,91.1,84.8,58.0,14.5,0.0
CA,2008,01,87.8,73.1,34.0,2.9,0.0
CA,2008,02,75.2,36.4,13.9,0.0,0.0
CA,2008,03,55.5,33.2,11.0,0.0,0.0
CA,2008,04,72.5,39.2,5.9,0.0,0.0
CA,2008,05,92.0,48.2,9.3,0.0,0.0
CA,2008,06,97.6,76.5,13.7,0.0,0.0
CA,2008,07,99.9,89.1,21.9,0.0,0.0
CA,2008,08,100.0,93.1,40.5,0.0,0.0
CA,2008,09,100.0,96.4,50.5,0.8,0.0
CA,2008,10,100.0,94.7,55.3,0.0,0.0
CA,2008,11,96.5,87.1,41.1,0.0,0.0
CA,2008,12,99.6,88.9,45.5,2.9,0.0
CA,2009,01,98.4,88.2,45.8,8.6,0.0
CA,2009,02,97.0,77.4,52.3,17.4,0.0
CA,2009,03,94.8,64.9,26.4,0.9,0.0
CA,2009,04,95.6,67.8,37.2,0.0,0.0
CA,2009,05,96.4,72.1,35.3,0.0,0.0
CA,2009,06,97.2,72.1,44.3,0.0,0.0
CA,2009,07,97.5,72.9,44.3,0.0,0.0
CA,2009,08,99.6,72.9,43.2,0.0,0.0
CA,2009,09,100.0,73.4,45.8,0.0,0.0
CA,2009,10,95.1,67.7,31.8,0.0,0.0
CA,2009,11,92.2,76.4,17.6,0.0,0.0
CA,2009,12,93.1,72.8,11.9,0.0,0.0
CA,2010,01,84.1,57.1,11.6,0.0,0.0
CA,2010,02,46.0,12.9,3.2,0.0,0.0
CA,2010,03,35.0,10.3,6.2,0.0,0.0
CA,2010,04,32.1,9.9,7.1,0.0,0.0
CA,2010,05,21.5,8.9,6.8,0.0,0.0
CA,2010,06,12.2,8.1,2.5,0.0,0.0
CA,2010,07,12.2,8.1,0.2,0.0,0.0
CA,2010,08,14.6,8.1,0.2,0.0,0.0
CA,2010,09,14.6,8.1,0.2,0.0,0.0
CA,2010,10,12.1,6.2,0.2,0.0,0.0
CA,2010,11,11.6,3.7,0.1,0.0,0.0
CA,2010,12,12.0,0.8,0.0,0.0,0.0
CA,2011,01,0.4,0.0,0.0,0.0,0.0
CA,2011,02,11.4,0.0,0.0,0.0,0.0
CA,2011,03,3.0,0.0,0.0,0.0,0.0
CA,2011,04,0.0,0.0,0.0,0.0,0.0
CA,2011,05,0.0,0.0,0.0,0.0,0.0
CA,2011,06,3.1,0.0,0.0,0.0,0.0
CA,2011,07,13.4,0.0,0.0,0.0,0.0
CA,2011,08,10.6,0.0,0.0,0.0,0.0
CA,2011,09,11.7,0.0,0.0,0.0,0.0
CA,2011,10,10.8,0.0,0.0,0.0,0.0
CA,2011,11,11.4,0.0,0.0,0.0,0.0
CA,2011,12,34.4,1.4,0.0,0.0,0.0
CA,2012,01,80.4,47.5,1.2,0.0,0.0
CA,2012,02,92.5,64.5,5.3,0.0,0.0
CA,2012,03,97.8,86.2,37.0,0.0,0.0
CA,2012,04,90.0,71.0,36.1,0.0,0.0
CA,2012,05,84.1,58.9,22.0,0.0,0.0
CA,2012,06,84.1,59.2,22.6,0.0,0.0
CA,2012,07,85.8,61.4,23.8,0.1,0.0
CA,2012,08,88.5,66.6,23.2,0.5,0.0
CA,2012,09,88.2,69.2,22.4,1.1,0.0
CA,2012,10,92.3,68.9,20.3,1.1,0.0
CA,2012,11,93.5,68.1,22.0,1.1,0.0
CA,2012,12,71.0,57.4,26.1,0.1,0.0
CA,2013,01,66.6,52.9,21.7,0.0,0.0
CA,2013,02,79.0,47.2,24.0,0.0,0.0
CA,2013,03,92.9,47.6,24.9,0.0,0.0
CA,2013,04,98.3,54.6,26.7,0.0,0.0
CA,2013,05,100.0,98.2,46.3,0.0,0.0
CA,2013,06,100.0,98.2,66.7,0.0,0.0
CA,2013,07,100.0,98.2,93.4,0.0,0.0
CA,2013,08,100.0,98.2,93.9,8.5,0.0
CA,2013,09,98.7,96.6,91.4,11.4,0.0
CA,2013,10,97.4,96.0,84.1,11.4,0.0
CA,2013,11,97.4,95.5,83.7,19.5,0.0
CA,2013,12,97.4,94.2,84.0,27.6,0.0
CA,2014,01,98.6,94.2,89.3,55.0,2.2
CA,2014,02,99.3,94.5,90.8,67.5,15.1
CA,2014,03,100.0,97.2,92.5,68.8,22.6
CA,2014,04,100.0,99.9,95.5,71.9,24.0
CA,2014,05,100.0,100.0,99.0,76.7,24.8
CA,2014,06,100.0,100.0,100.0,76.7,28.9
CA,2014,07,100.0,100.0,100.0,80.7,40.9
CA,2014,08,100.0,100.0,98.2,81.9,58.4
CA,2014,09,100.0,100.0,95.3,81.9,58.4
CA,2014,10,100.0,100.0,95.0,81.9,58.4
CA,2014,11,100.0,99.7,94.4,79.7,55.1
CA,2014,12,100.0,98.8,94.4,78.5,39.8
CA,2015,01,100.0,98.1,94.3,77.6,37.6
CA,2015,02,99.8,98.1,93.5,70.0,40.3
CA,2015,03,99.8,98.1,93.4,67.1,40.5
CA,2015,04,99.9,98.1,93.4,66.6,45.5
CA,2015,05,99.9,98.4,93.9,66.6,46.8
CA,2015,06,99.9,98.7,94.3,70.8,46.7
CA,2015,07,99.9,98.0,94.6,71.1,46.2
CA,2015,08,99.9,97.3,92.9,71.1,46.0
CA,2015,09,99.9,97.3,92.4,71.1,46.0
CA,2015,10,99.9,97.3,92.3,71.1,46.0
CA,2015,11,99.9,97.3,92.3,70.5,44.8
CA,2015,12,99.9,97.3,90.7,69.4,44.8
CA,2016,01,100.0,96.8,86.8,67.6,42.6
CA,2016,02,99.8,94.8,82.9,61.9,38.7
CA,2016,03,98.8,93.6,77.0,57.5,36.2
CA,2016,04,96.1,90.3,74.4,52.2,26.4
CA,2016,05,94.9,87.2,66.1,45.2,21.0
CA,2016,06,98.9,83.7,59.0,42.8,21.0
CA,2016,07,100.0,83.6,59.0,42.8,21.0
CA,2016,08,100.0,83.6,59.0,42.8,21.0
CA,2016,09,100.0,83.6,61.5,42.8,21.0
CA,2016,10,95.8,82.4,62.0,42.8,21.0
CA,2016,11,88.0,73.5,60.5,42.8,21.0
CA,2016,12,85.8,71.3,59.4,41.9,20.0
CA,2017,01,66.8,57.1,38.9,18.9,4.5
CA,2017,02,44.6,24.2,6.7,0.4,0.0
CA,2017,03,23.5,8.2,1.1,0.0,0.0
CA,2017,04,23.5,8.2,1.1,0.0,0.0
CA,2017,05,23.5,8.2,1.1,0.0,0.0
CA,2017,06,23.5,8.2,1.1,0.0,0.0
CA,2017,07,23.9,8.2,1.1,0.0,0.0
CA,2017,08,22.1,8.2,0.4,0.0,0.0
CA,2017,09,22.1,8.2,0.0,0.0,0.0
CA,2017,10,22.1,8.2,0.0,0.0,0.0
CA,2017,11,26.3,8.2,0.0,0.0,0.0
CA,2017,12,41.9,11.3,0.0,0.0,0.0
CA,2018,01,53.1,18.9,1.0,0.0,0.0
CA,2018,02,86.6,46.8,16.6,0.0,0.0
CA,2018,03,86.6,46.0,19.9,0.9,0.0
CA,2018,04,68.7,38.1,13.5,2.5,0.0
CA,2018,05,68.0,37.1,18.1,2.8,0.0
CA,2018,06,73.5,38.8,20.8,2.8,0.0
CA,2018,07,85.6,44.4,20.8,2.8,0.0
CA,2018,08,86.2,46.8,20.8,2.8,0.0
CA,2018,09,87.4,47.9,22.8,4.4,0.0
CA,2018,10,85.3,47.9,21.0,3.5,0.0
CA,2018,11,100.0,66.6,18.3,3.1,0.0
CA,2018,12,92.2,76.3,17.1,2.5,0.0
CA,2019,01,89.0,64.3,7.8,1.0,0.0
CA,2019,02,43.7,6.8,1.2,0.0,0.0
CA,2019,03,7.5,0.1,0.0,0.0,0.0
CA,2019,04,6.1,0.0,0.0,0.0,0.0
CA,2019,05,6.0,0.0,0.0,0.0,0.0
CA,2019,06,4.3,0.0,0.0,0.0,0.0
CA,2019,07,4.3,0.0,0.0,0.0,0.0
CA,2019,08,6.5,0.3,0.0,0.0,0.0
CA,2019,09,9.7,1.6,0.0,0.0,0.0
CA,2019,10,11.9,2.1,0.0,0.0,0.0
CA,2019,11,67.8,3.1,0.0,0.0,0.0
CA,2019,12,19.9,0.0,0.0,0.0,0.0
CA,2020,01,11.3,0.0,0.0,0.0,0.0
CA,2020,02,52.5,10.6,0.0,0.0,0.0
CA,2020,03,74.8,42.7,0.8,0.0,0.0
CA,2020,04,60.6,39.1,13.3,2.3,0.0
CA,2020,05,58.2,45.7,20.5,3.2,0.0
CA,2020,06,58.2,46.7,20.8,2.6,0.0
CA,2020,07,59.3,48.4,21.3,2.7,0.0
CA,2020,08,72.9,52.3,24.2,3.0,0.0
CA,2020,09,82.5,62.1,34.2,5.1,0.0
CA,2020,10,84.6,67.5,35.6,12.7,0.0
CA,2020,11,87.5,71.1,41.6,15.9,0.0
CA,2020,12,99.3,91.1,67.6,28.4,0.7
CA,2021,01,100.0,95.2,76.8,38.1,1.9
CA,2021,02,99.5,85.2,57.7,30.9,3.8
CA,2021,03,99.3,90.7,60.4,30.4,4.4
CA,2021,04,99.6,95.2,80.0,44.2,5.4
CA,2021,05,100.0,99.4,94.0,73.6,15.2
CA,2021,06,100.0,100.0,94.7,83.2,31.9
