county,year,month,D0,D1,D2,D3,D4
Albany,2000,01,0.0,0.0,0.0,0.0,0.0
Albany,2000,02,0.0,0.0,0.0,0.0,0.0
Albany,2000,03,0.0,0.0,0.0,0.0,0.0
Albany,2000,04,0.0,0.0,0.0,0.0,0.0
Albany,2000,05,0.0,0.0,0.0,0.0,0.0
Albany,2000,06,66.9,0.0,0.0,0.0,0.0
Albany,2000,07,100.0,0.0,0.0,0.0,0.0
Albany,2000,08,100.0,11.3,0.0,0.0,0.0
Albany,2000,09,100.0,39.4,0.0,0.0,0.0
Albany,2000,10,100.0,0.3,0.0,0.0,0.0
Albany,2000,11,64.3,0.0,0.0,0.0,0.0
Albany,2000,12,18.8,0.0,0.0,0.0,0.0
Albany,2001,01,18.3,0.0,0.0,0.0,0.0
Albany,2001,02,47.5,0.0,0.0,0.0,0.0
Albany,2001,03,71.5,0.0,0.0,0.0,0.0
Albany,2001,04,56.9,0.0,0.0,0.0,0.0
Albany,2001,05,0.1,0.0,0.0,0.0,0.0
Albany,2001,06,28.0,0.0,0.0,0.0,0.0
Albany,2001,07,99.0,0.7,0.0,0.0,0.0
Albany,2001,08,99.8,1.1,0.0,0.0,0.0
Albany,2001,09,85.3,0.0,0.0,0.0,0.0
Albany,2001,10,83.4,0.0,0.0,0.0,0.0
Albany,2001,11,77.7,0.0,0.0,0.0,0.0
Albany,2001,12,77.7,0.0,0.0,0.0,0.0
Albany,2002,01,94.3,68.1,37.8,0.0,0.0
Albany,2002,02,100.0,100.0,58.1,0.0,0.0
Albany,2002,03,100.0,100.0,89.3,0.0,0.0
Albany,2002,04,100.0,100.0,96.2,44.6,0.0
Albany,2002,05,100.0,100.0,100.0,74.7,0.0
Albany,2002,06,100.0,100.0,100.0,83.9,0.0
Albany,2002,07,100.0,100.0,100.0,100.0,76.2
Albany,2002,08,100.0,100.0,100.0,100.0,98.4
Albany,2002,09,100.0,100.0,100.0,100.0,46.0
Albany,2002,10,100.0,100.0,100.0,76.6,0.0
Albany,2002,11,100.0,100.0,100.0,74.5,0.0
Albany,2002,12,100.0,100.0,100.0,89.1,0.0
Albany,2003,01,100.0,100.0,100.0,97.8,1.9
Albany,2003,02,100.0,100.0,100.0,97.0,3.8
Albany,2003,03,100.0,100.0,100.0,78.7,2.4
Albany,2003,04,100.0,100.0,79.6,21.4,0.0
Albany,2003,05,100.0,91.9,18.9,0.0,0.0
Albany,2003,06,68.9,32.0,4.0,0.0,0.0
Albany,2003,07,93.8,81.5,12.9,0.0,0.0
