state,year,month,D0,D1,D2,D3,D4
NV,2000,01,72.8,0.0,0.0,0.0,0.0
NV,2000,02,53.0,0.0,0.0,0.0,0.0
NV,2000,03,3.5,0.0,0.0,0.0,0.0
NV,2000,04,0.0,0.0,0.0,0.0,0.0
NV,2000,05,0.0,0.0,0.0,0.0,0.0
NV,2000,06,2.2,0.0,0.0,0.0,0.0
NV,2000,07,29.4,0.0,0.0,0.0,0.0
NV,2000,08,94.8,8.7,0.0,0.0,0.0
NV,2000,09,54.7,7.1,0.0,0.0,0.0
NV,2000,10,53.3,5.7,0.0,0.0,0.0
NV,2000,11,8.9,0.0,0.0,0.0,0.0
NV,2000,12,0.0,0.0,0.0,0.0,0.0
NV,2001,01,18.3,0.0,0.0,0.0,0.0
NV,2001,02,33.2,1.6,0.0,0.0,0.0
NV,2001,03,40.6,4.0,0.0,0.0,0.0
NV,2001,04,46.3,25.5,0.1,0.0,0.0
NV,2001,05,46.1,31.0,1.0,0.0,0.0
NV,2001,06,81.6,58.8,23.2,0.0,0.0
NV,2001,07,87.8,70.4,56.8,37.9,0.0
NV,2001,08,84.5,70.7,55.3,38.9,0.0
NV,2001,09,91.8,79.6,55.2,40.2,0.0
NV,2001,10,94.7,82.3,55.2,40.3,0.0
NV,2001,11,94.5,80.8,54.9,40.3,0.0
NV,2001,12,92.9,76.3,50.0,30.9,0.0
NV,2002,01,92.8,65.7,31.9,4.7,0.0
NV,2002,02,100.0,60.4,24.3,0.0,0.0
NV,2002,03,99.1,60.3,13.0,0.0,0.0
NV,2002,04,98.3,55.4,22.8,0.5,0.0
NV,2002,05,98.5,65.2,26.1,4.3,0.0
NV,2002,06,100.0,79.5,26.9,12.3,0.0
NV,2002,07,100.0,95.0,32.7,15.6,0.0
NV,2002,08,100.0,100.0,56.6,22.7,0.0
NV,2002,09,100.0,100.0,72.8,22.7,0.0
NV,2002,10,100.0,99.1,59.4,20.6,0.0
NV,2002,11,100.0,97.6,43.5,12.9,0.0
NV,2002,12,99.8,97.1,79.5,11.1,0.0
NV,2003,01,98.2,94.5,86.3,37.4,0.0
NV,2003,02,100.0,99.2,93.0,67.2,0.0
NV,2003,03,100.0,100.0,98.4,65.6,0.0
NV,2003,04,100.0,99.9,96.9,62.2,0.0
NV,2003,05,100.0,99.2,94.5,42.6,0.0
NV,2003,06,100.0,99.2,94.5,51.9,0.0
NV,2003,07,100.0,99.0,95.0,60.7,1.6
NV,2003,08,100.0,99.2,94.8,64.1,3.2
NV,2003,09,100.0,99.0,95.5,61.1,3.4
NV,2003,10,100.0,98.3,95.3,63.0,3.8
NV,2003,11,100.0,99.6,95.0,61.6,2.8
NV,2003,12,99.8,98.6,93.1,56.3,2.7
NV,2004,01,99.1,95.7,90.9,26.2,0.6
NV,2004,02,98.7,94.0,90.1,22.8,0.3
NV,2004,03,98.7,94.0,75.3,13.6,0.0
NV,2004,04,99.6,97.6,79.4,14.4,0.0
NV,2004,05,100.0,100.0,84.1,23.2,0.0
NV,2004,06,100.0,100.0,83.2,38.5,0.0
NV,2004,07,100.0,100.0,86.2,38.5,0.0
NV,2004,08,100.0,100.0,85.9,50.5,0.0
NV,2004,09,100.0,100.0,85.0,53.2,0.0
NV,2004,10,100.0,100.0,84.1,51.1,0.0
NV,2004,11,100.0,99.1,77.2,40.7,0.0
NV,2004,12,100.0,95.1,67.9,28.1,0.0
NV,2005,01,96.0,72.1,33.2,8.0,0.0
NV,2005,02,88.6,59.2,22.9,2.2,0.0
NV,2005,03,87.6,56.9,22.1,2.2,0.0
NV,2005,04,67.7,38.0,9.4,0.5,0.0
NV,2005,05,16.1,3.9,0.0,0.0,0.0
NV,2005,06,4.9,0.0,0.0,0.0,0.0
NV,2005,07,4.6,0.0,0.0,0.0,0.0
NV,2005,08,4.7,0.0,0.0,0.0,0.0
NV,2005,09,3.5,0.0,0.0,0.0,0.0
NV,2005,10,3.1,0.0,0.0,0.0,0.0
NV,2005,11,3.1,0.0,0.0,0.0,0.0
NV,2005,12,2.6,0.0,0.0,0.0,0.0
NV,2006,01,1.7,0.0,0.0,0.0,0.0
NV,2006,02,4.3,0.5,0.0,0.0,0.0
NV,2006,03,5.7,2.0,0.0,0.0,0.0
NV,2006,04,4.6,2.2,0.0,0.0,0.0
NV,2006,05,5.2,1.5,0.0,0.0,0.0
NV,2006,06,5.3,1.5,0.0,0.0,0.0
NV,2006,07,3.2,0.1,0.0,0.0,0.0
NV,2006,08,2.7,0.1,0.0,0.0,0.0
NV,2006,09,5.5,1.3,0.0,0.0,0.0
NV,2006,10,5.5,1.3,0.0,0.0,0.0
NV,2006,11,5.5,1.3,0.0,0.0,0.0
NV,2006,12,22.6,1.7,0.0,0.0,0.0
NV,2007,01,49.6,8.9,1.9,0.0,0.0
NV,2007,02,98.8,30.5,2.1,0.0,0.0
NV,2007,03,99.3,55.4,8.1,0.1,0.0
NV,2007,04,100.0,96.6,20.1,0.2,0.0
NV,2007,05,100.0,93.1,27.6,0.4,0.0
NV,2007,06,100.0,94.5,42.1,0.4,0.0
NV,2007,07,100.0,100.0,82.6,9.2,0.0
NV,2007,08,100.0,100.0,100.0,9.9,0.0
NV,2007,09,100.0,100.0,98.9,10.0,0.0
NV,2007,10,100.0,100.0,95.1,9.7,0.0
NV,2007,11,100.0,100.0,90.7,8.9,0.0
NV,2007,12,100.0,100.0,86.1,8.5,0.0
NV,2008,01,100.0,99.8,84.4,1.7,0.0
NV,2008,02,100.0,98.3,59.9,0.0,0.0
NV,2008,03,100.0,95.5,58.8,0.0,0.0
NV,2008,04,100.0,71.1,12.7,0.0,0.0
NV,2008,05,100.0,64.8,12.1,0.0,0.0
NV,2008,06,100.0,66.9,12.1,0.0,0.0
NV,2008,07,100.0,70.5,14.1,0.0,0.0
NV,2008,08,100.0,77.2,20.7,0.0,0.0
NV,2008,09,100.0,76.1,20.8,0.0,0.0
NV,2008,10,100.0,76.8,23.2,0.0,0.0
NV,2008,11,100.0,79.0,26.7,0.0,0.0
NV,2008,12,100.0,79.0,28.7,0.0,0.0
NV,2009,01,100.0,77.5,29.2,0.0,0.0
NV,2009,02,99.4,71.5,28.3,0.0,0.0
NV,2009,03,98.8,63.6,13.7,0.0,0.0
NV,2009,04,99.0,53.8,12.7,0.0,0.0
NV,2009,05,92.6,45.0,8.2,0.0,0.0
NV,2009,06,83.7,40.6,8.1,0.0,0.0
NV,2009,07,75.2,36.0,10.6,0.0,0.0
NV,2009,08,76.0,36.0,9.1,0.0,0.0
NV,2009,09,76.1,36.0,8.6,0.0,0.0
NV,2009,10,74.9,35.1,7.6,0.0,0.0
NV,2009,11,75.4,44.4,7.7,0.0,0.0
NV,2009,12,79.8,52.4,10.3,0.0,0.0
NV,2010,01,88.0,55.2,17.8,0.0,0.0
NV,2010,02,90.4,52.9,13.5,0.0,0.0
NV,2010,03,90.7,45.4,14.2,0.0,0.0
NV,2010,04,83.1,39.6,10.2,0.0,0.0
NV,2010,05,78.1,39.3,9.1,0.0,0.0
NV,2010,06,72.4,33.0,3.6,0.0,0.0
NV,2010,07,74.0,28.8,0.0,0.0,0.0
NV,2010,08,81.6,28.8,0.0,0.0,0.0
NV,2010,09,85.1,28.8,0.0,0.0,0.0
NV,2010,10,87.4,15.3,0.0,0.0,0.0
NV,2010,11,68.8,8.9,0.0,0.0,0.0
NV,2010,12,38.6,6.5,0.0,0.0,0.0
NV,2011,01,3.3,0.0,0.0,0.0,0.0
NV,2011,02,0.0,0.0,0.0,0.0,0.0
NV,2011,03,6.1,0.0,0.0,0.0,0.0
NV,2011,04,0.0,0.0,0.0,0.0,0.0
NV,2011,05,0.0,0.0,0.0,0.0,0.0
NV,2011,06,0.6,0.0,0.0,0.0,0.0
NV,2011,07,2.2,0.0,0.0,0.0,0.0
