state,year,month,D0,D1,D2,D3,D4
OR,2003,09,97.3,82.1,32.3,24.0,3.5
OR,2003,10,91.2,74.3,43.1,23.3,4.5
OR,2003,11,81.9,68.4,47.3,24.9,7.2
OR,2003,12,74.7,64.9,43.5,24.1,7.4
OR,2004,01,67.1,46.1,25.0,13.3,1.3
OR,2004,02,46.4,27.3,17.2,6.3,0.0
OR,2004,03,38.0,24.3,16.0,4.2,0.0
OR,2004,04,39.7,24.4,16.5,4.2,0.0
OR,2004,05,42.9,25.8,16.7,4.2,0.0
OR,2004,06,40.8,23.8,15.1,4.1,0.0
OR,2004,07,48.4,23.8,14.5,4.1,0.0
OR,2004,08,51.2,25.9,16.6,4.8,0.0
OR,2004,09,38.7,26.9,17.3,5.1,0.0
OR,2004,10,38.8,27.1,17.3,5.1,0.0
OR,2004,11,38.0,27.0,17.4,5.1,0.0
OR,2004,12,38.2,23.1,15.2,2.8,0.0
OR,2005,01,76.0,23.1,13.6,2.6,0.0
OR,2005,02,94.3,78.6,18.1,0.3,0.0
OR,2005,03,99.7,92.1,69.9,0.3,0.0
OR,2005,04,89.5,81.1,68.7,2.6,0.0
OR,2005,05,83.2,73.5,47.4,1.9,0.0
OR,2005,06,80.8,60.0,30.7,0.0,0.0
OR,2005,07,79.7,55.3,28.0,0.0,0.0
OR,2005,08,81.2,55.3,28.0,0.0,0.0
OR,2005,09,83.0,55.0,28.1,0.9,0.0
OR,2005,10,82.8,54.4,28.0,1.4,0.0
OR,2005,11,72.7,46.0,21.4,0.2,0.0
OR,2005,12,58.9,20.4,0.0,0.0,0.0
OR,2006,01,0.1,0.0,0.0,0.0,0.0
OR,2006,02,0.0,0.0,0.0,0.0,0.0
OR,2006,03,0.0,0.0,0.0,0.0,0.0
OR,2006,04,0.0,0.0,0.0,0.0,0.0
OR,2006,05,0.0,0.0,0.0,0.0,0.0
OR,2006,06,0.0,0.0,0.0,0.0,0.0
OR,2006,07,0.0,0.0,0.0,0.0,0.0
OR,2006,08,1.3,0.0,0.0,0.0,0.0
OR,2006,09,7.0,0.0,0.0,0.0,0.0
OR,2006,10,11.2,0.0,0.0,0.0,0.0
OR,2006,11,0.0,0.0,0.0,0.0,0.0
OR,2006,12,0.0,0.0,0.0,0.0,0.0
OR,2007,01,1.1,0.0,0.0,0.0,0.0
OR,2007,02,12.8,0.0,0.0,0.0,0.0
OR,2007,03,28.1,3.7,0.0,0.0,0.0
OR,2007,04,43.2,16.2,0.0,0.0,0.0
OR,2007,05,59.1,29.6,6.3,0.0,0.0
OR,2007,06,61.4,33.9,20.2,0.0,0.0
OR,2007,07,76.1,43.0,27.8,0.0,0.0
OR,2007,08,78.1,44.0,32.6,0.4,0.0
OR,2007,09,78.9,45.2,32.9,2.7,0.0
OR,2007,10,66.2,44.9,32.9,2.9,0.0
OR,2007,11,55.1,43.1,19.2,0.0,0.0
OR,2007,12,49.0,41.4,5.0,0.0,0.0
OR,2008,01,47.4,37.8,9.0,0.0,0.0
OR,2008,02,45.1,30.3,13.5,0.0,0.0
OR,2008,03,44.1,27.9,13.1,0.0,0.0
OR,2008,04,36.8,15.3,4.9,0.0,0.0
OR,2008,05,40.4,15.4,4.7,0.0,0.0
OR,2008,06,46.8,16.8,4.7,0.0,0.0
OR,2008,07,52.9,18.5,4.3,0.0,0.0
OR,2008,08,79.2,18.5,3.7,0.0,0.0
OR,2008,09,79.3,18.2,4.1,0.0,0.0
OR,2008,10,70.6,17.3,4.4,0.0,0.0
OR,2008,11,58.6,16.9,4.9,0.0,0.0
OR,2008,12,63.8,18.6,4.9,0.0,0.0
OR,2009,01,51.1,19.3,4.9,0.0,0.0
OR,2009,02,66.6,21.2,4.9,0.0,0.0
OR,2009,03,75.1,25.8,2.3,0.0,0.0
OR,2009,04,73.5,25.8,3.4,0.0,0.0
OR,2009,05,66.6,25.8,0.5,0.0,0.0
OR,2009,06,48.0,17.0,2.3,0.0,0.0
OR,2009,07,41.0,7.5,0.3,0.0,0.0
OR,2009,08,44.1,9.7,0.1,0.0,0.0
OR,2009,09,61.1,19.4,0.0,0.0,0.0
OR,2009,10,83.1,13.7,0.0,0.0,0.0
OR,2009,11,63.9,7.7,0.0,0.0,0.0
OR,2009,12,54.3,6.6,0.0,0.0,0.0
OR,2010,01,54.3,11.4,0.0,0.0,0.0
OR,2010,02,71.7,11.2,0.0,0.0,0.0
OR,2010,03,83.9,18.3,3.9,0.0,0.0
OR,2010,04,59.4,11.9,4.8,0.0,0.0
OR,2010,05,53.6,10.4,4.7,0.0,0.0
OR,2010,06,28.4,8.9,3.4,0.0,0.0
OR,2010,07,23.2,9.0,2.6,0.0,0.0
OR,2010,08,23.3,9.0,2.6,0.0,0.0
OR,2010,09,23.3,9.0,2.6,0.0,0.0
OR,2010,10,23.0,7.4,2.4,0.0,0.0
OR,2010,11,19.4,3.9,1.2,0.0,0.0
OR,2010,12,5.2,0.0,0.0,0.0,0.0
OR,2011,01,0.0,0.0,0.0,0.0,0.0
OR,2011,02,1.1,0.0,0.0,0.0,0.0
OR,2011,03,0.2,0.0,0.0,0.0,0.0
OR,2011,04,0.0,0.0,0.0,0.0,0.0
OR,2011,05,0.0,0.0,0.0,0.0,0.0
OR,2011,06,0.0,0.0,0.0,0.0,0.0
OR,2011,07,0.0,0.0,0.0,0.0,0.0
OR,2011,08,0.0,0.0,0.0,0.0,0.0
OR,2011,09,0.0,0.0,0.0,0.0,0.0
OR,2011,10,1.4,0.0,0.0,0.0,0.0
OR,2011,11,16.2,0.0,0.0,0.0,0.0
OR,2011,12,46.5,5.7,0.0,0.0,0.0
OR,2012,01,73.9,24.3,0.0,0.0,0.0
OR,2012,02,74.1,25.9,1.1,0.0,0.0
OR,2012,03,63.3,30.6,1.5,0.0,0.0
OR,2012,04,44.3,21.5,0.9,0.0,0.0
OR,2012,05,35.9,18.2,1.1,0.0,0.0
OR,2012,06,28.6,16.2,1.1,0.0,0.0
OR,2012,07,35.0,22.2,1.1,0.0,0.0
OR,2012,08,41.3,27.3,2.0,0.1,0.0
OR,2012,09,45.4,28.3,4.3,0.5,0.0
OR,2012,10,57.6,30.7,4.8,0.3,0.0
OR,2012,11,45.1,28.2,4.8,0.2,0.0
OR,2012,12,41.8,26.9,4.8,0.0,0.0
OR,2013,01,44.0,27.0,4.8,0.0,0.0
OR,2013,02,40.5,24.7,4.2,0.0,0.0
OR,2013,03,46.4,23.7,4.0,0.0,0.0
OR,2013,04,61.5,24.4,1.5,0.0,0.0
OR,2013,05,91.2,29.2,0.9,0.0,0.0
OR,2013,06,85.7,45.8,23.8,0.0,0.0
OR,2013,07,87.3,53.3,33.7,0.0,0.0
OR,2013,08,90.2,64.8,33.7,8.9,0.0
OR,2013,09,86.7,62.3,33.7,9.6,0.0
OR,2013,10,62.5,38.8,24.9,1.3,0.0
OR,2013,11,62.3,38.4,24.9,1.3,0.0
OR,2013,12,92.8,51.5,24.9,1.3,0.0
OR,2014,01,100.0,97.0,63.6,1.6,0.0
OR,2014,02,100.0,96.5,66.0,0.8,0.0
OR,2014,03,99.4,94.9,49.5,0.0,0.0
OR,2014,04,97.1,90.7,51.3,2.1,0.0
OR,2014,05,94.8,75.7,47.4,9.3,0.0
OR,2014,06,94.4,72.8,46.0,9.3,0.0
OR,2014,07,96.0,73.9,53.3,16.2,0.0
OR,2014,08,98.3,75.8,56.0,34.5,0.0
OR,2014,09,98.3,76.2,56.6,34.7,0.0
OR,2014,10,96.4,81.1,56.0,35.3,0.0
OR,2014,11,89.3,80.8,54.1,34.9,0.0
OR,2014,12,87.6,81.5,51.7,34.5,0.0
OR,2015,01,88.7,80.3,49.4,34.3,0.0
OR,2015,02,86.7,82.7,46.1,34.0,0.0
OR,2015,03,86.1,82.3,46.7,33.7,0.0
OR,2015,04,89.2,83.2,52.7,33.8,0.1
OR,2015,05,99.9,87.1,67.7,34.1,0.0
OR,2015,06,100.0,96.2,76.1,34.1,0.0
OR,2015,07,100.0,100.0,87.8,37.6,0.0
OR,2015,08,100.0,100.0,100.0,53.8,0.0
OR,2015,09,100.0,100.0,100.0,67.3,0.0
OR,2015,10,100.0,100.0,100.0,67.3,0.0
OR,2015,11,99.8,98.6,91.3,60.7,0.0
OR,2015,12,92.5,88.2,80.2,51.6,0.0
OR,2016,01,85.4,75.6,42.6,5.4,0.0
OR,2016,02,79.1,70.6,35.7,1.1,0.0
OR,2016,03,70.0,50.8,18.9,0.0,0.0
OR,2016,04,53.5,28.0,1.0,0.0,0.0
OR,2016,05,71.4,25.2,0.6,0.0,0.0
OR,2016,06,99.9,40.8,0.0,0.0,0.0
OR,2016,07,100.0,49.8,0.0,0.0,0.0
OR,2016,08,100.0,50.1,9.6,0.0,0.0
OR,2016,09,100.0,50.5,12.2,0.0,0.0
OR,2016,10,78.6,41.2,7.5,0.0,0.0
OR,2016,11,43.6,24.0,2.6,0.0,0.0
OR,2016,12,41.3,18.7,2.0,0.0,0.0
OR,2017,01,21.1,3.4,0.0,0.0,0.0
OR,2017,02,15.2,2.2,0.0,0.0,0.0
OR,2017,03,0.0,0.0,0.0,0.0,0.0
OR,2017,04,0.0,0.0,0.0,0.0,0.0
OR,2017,05,0.0,0.0,0.0,0.0,0.0
OR,2017,06,0.0,0.0,0.0,0.0,0.0
OR,2017,07,16.7,0.0,0.0,0.0,0.0
OR,2017,08,59.1,0.0,0.0,0.0,0.0
OR,2017,09,73.5,28.5,0.0,0.0,0.0
OR,2017,10,52.6,11.4,0.0,0.0,0.0
OR,2017,11,11.2,0.0,0.0,0.0,0.0
OR,2017,12,0.0,0.0,0.0,0.0,0.0
OR,2018,01,48.3,6.6,0.0,0.0,0.0
OR,2018,02,75.5,30.4,0.0,0.0,0.0
OR,2018,03,74.0,37.0,0.0,0.0,0.0
OR,2018,04,67.3,34.1,0.0,0.0,0.0
OR,2018,05,66.8,42.4,7.3,0.0,0.0
OR,2018,06,91.8,51.0,18.3,0.0,0.0
OR,2018,07,95.5,77.4,34.6,0.0,0.0
OR,2018,08,100.0,92.1,71.3,4.6,0.0
OR,2018,09,100.0,95.4,85.9,26.9,0.0
OR,2018,10,100.0,97.6,86.3,33.6,0.0
OR,2018,11,100.0,98.1,86.2,34.3,0.0
OR,2018,12,100.0,97.3,84.8,32.9,0.0
OR,2019,01,100.0,91.4,77.3,18.8,0.0
OR,2019,02,95.8,82.2,56.3,7.6,0.0
OR,2019,03,82.0,46.0,6.9,0.0,0.0
OR,2019,04,39.4,8.0,0.0,0.0,0.0
OR,2019,05,15.4,0.9,0.0,0.0,0.0
OR,2019,06,20.7,5.4,0.0,0.0,0.0
OR,2019,07,32.9,10.5,0.0,0.0,0.0
OR,2019,08,33.0,10.8,0.0,0.0,0.0
OR,2019,09,22.0,5.6,0.0,0.0,0.0
OR,2019,10,6.9,0.0,0.0,0.0,0.0
OR,2019,11,13.9,0.0,0.0,0.0,0.0
OR,2019,12,91.5,14.7,0.0,0.0,0.0
OR,2020,01,95.7,25.7,0.0,0.0,0.0
OR,2020,02,82.3,26.2,0.0,0.0,0.0
OR,2020,03,83.2,53.7,5.8,0.0,0.0
OR,2020,04,91.6,60.7,26.1,1.2,0.0
OR,2020,05,96.6,81.0,37.2,7.4,0.0
OR,2020,06,94.4,79.3,42.3,4.9,0.0
OR,2020,07,90.8,75.5,49.3,9.9,0.0
OR,2020,08,90.9,76.5,52.5,15.7,0.0
OR,2020,09,93.9,82.9,62.6,28.5,0.0
OR,2020,10,93.3,86.4,70.1,37.8,0.0
OR,2020,11,92.1,85.1,70.7,37.2,0.0
OR,2020,12,91.9,83.9,68.9,30.2,0.0
OR,2021,01,91.5,76.2,60.9,26.6,0.0
OR,2021,02,88.7,74.5,54.1,19.5,0.0
OR,2021,03,80.0,66.8,43.5,12.5,0.0
OR,2021,04,89.3,71.4,44.6,13.9,2.0
OR,2021,05,100.0,92.5,70.0,26.4,3.6
OR,2021,06,100.0,99.0,77.8,35.9,4.5
