state,year,month,D0,D1,D2,D3,D4
UT,2000,01,37.3,0.0,0.0,0.0,0.0
UT,2000,02,32.6,0.0,0.0,0.0,0.0
UT,2000,03,2.0,0.0,0.0,0.0,0.0
UT,2000,04,0.0,0.0,0.0,0.0,0.0
UT,2000,05,0.2,0.0,0.0,0.0,0.0
UT,2000,06,65.7,0.0,0.0,0.0,0.0
UT,2000,07,99.6,15.2,0.0,0.0,0.0
UT,2000,08,100.0,75.6,3.9,0.0,0.0
UT,2000,09,99.9,80.1,2.3,0.0,0.0
UT,2000,10,89.8,46.5,1.3,0.0,0.0
UT,2000,11,13.2,0.0,0.0,0.0,0.0
UT,2000,12,0.1,0.0,0.0,0.0,0.0
UT,2001,01,0.0,0.0,0.0,0.0,0.0
UT,2001,02,0.5,0.0,0.0,0.0,0.0
UT,2001,03,10.6,0.0,0.0,0.0,0.0
UT,2001,04,25.6,4.3,0.0,0.0,0.0
UT,2001,05,24.7,4.4,0.1,0.0,0.0
UT,2001,06,70.6,17.8,3.4,0.0,0.0
UT,2001,07,62.4,27.9,15.2,0.7,0.0
UT,2001,08,56.5,28.8,12.4,4.2,0.0
UT,2001,09,65.1,35.2,10.1,5.5,0.0
UT,2001,10,70.7,37.2,10.1,4.7,0.0
UT,2001,11,82.6,33.8,9.8,4.7,0.0
UT,2001,12,84.0,23.5,2.9,0.0,0.0
UT,2002,01,94.4,17.6,0.8,0.0,0.0
UT,2002,02,100.0,39.5,0.7,0.0,0.0
UT,2002,03,100.0,50.2,16.8,0.0,0.0
UT,2002,04,100.0,69.5,44.9,1.4,0.0
UT,2002,05,100.0,86.3,70.0,23.9,2.8
UT,2002,06,100.0,97.6,71.9,37.6,12.0
UT,2002,07,100.0,100.0,84.5,56.3,29.0
UT,2002,08,100.0,100.0,91.0,57.2,15.8
UT,2002,09,100.0,100.0,100.0,66.3,12.6
UT,2002,10,100.0,100.0,76.5,35.5,4.9
UT,2002,11,100.0,100.0,71.5,22.7,1.7
UT,2002,12,100.0,100.0,94.2,19.9,1.0
UT,2003,01,100.0,100.0,100.0,74.4,1.2
UT,2003,02,100.0,100.0,100.0,98.1,1.0
UT,2003,03,100.0,100.0,100.0,100.0,0.3
UT,2003,04,100.0,100.0,100.0,100.0,0.0
UT,2003,05,100.0,100.0,100.0,100.0,3.9
UT,2003,06,100.0,100.0,100.0,99.9,8.9
UT,2003,07,100.0,100.0,100.0,99.8,13.5
UT,2003,08,100.0,100.0,100.0,100.0,18.7
UT,2003,09,100.0,100.0,100.0,99.1,15.2
UT,2003,10,100.0,100.0,100.0,99.5,14.7
UT,2003,11,100.0,100.0,100.0,100.0,17.2
UT,2003,12,100.0,100.0,100.0,93.7,18.3
UT,2004,01,100.0,100.0,100.0,64.5,12.8
UT,2004,02,100.0,100.0,100.0,64.2,13.0
UT,2004,03,100.0,100.0,84.8,50.3,2.3
UT,2004,04,100.0,100.0,90.0,52.0,2.1
