county,year,month,D0,D1,D2,D3,D4
Anderson,2000,01,100.0,100.0,90.9,0.0,0.0
Anderson,2000,02,100.0,100.0,100.0,0.0,0.0
Anderson,2000,03,100.0,97.7,53.7,0.0,0.0
Anderson,2000,04,100.0,72.1,0.0,0.0,0.0
Anderson,2000,05,78.8,8.6,0.0,0.0,0.0
Anderson,2000,06,0.0,0.0,0.0,0.0,0.0
Anderson,2000,07,6.8,0.0,0.0,0.0,0.0
Anderson,2000,08,90.8,0.9,0.0,0.0,0.0
Anderson,2000,09,100.0,100.0,84.1,0.0,0.0
Anderson,2000,10,100.0,100.0,40.0,0.0,0.0
Anderson,2000,11,0.0,0.0,0.0,0.0,0.0
Anderson,2000,12,0.0,0.0,0.0,0.0,0.0
Anderson,2001,01,0.0,0.0,0.0,0.0,0.0
Anderson,2001,02,0.0,0.0,0.0,0.0,0.0
Anderson,2001,03,0.0,0.0,0.0,0.0,0.0
Anderson,2001,04,0.0,0.0,0.0,0.0,0.0
Anderson,2001,05,0.0,0.0,0.0,0.0,0.0
Anderson,2001,06,0.0,0.0,0.0,0.0,0.0
Anderson,2001,07,25.2,0.0,0.0,0.0,0.0
Anderson,2001,08,80.5,23.4,0.0,0.0,0.0
Anderson,2001,09,0.0,0.0,0.0,0.0,0.0
Anderson,2001,10,0.0,0.0,0.0,0.0,0.0
Anderson,2001,11,0.0,0.0,0.0,0.0,0.0
Anderson,2001,12,0.0,0.0,0.0,0.0,0.0
Anderson,2002,01,0.0,0.0,0.0,0.0,0.0
Anderson,2002,02,0.0,0.0,0.0,0.0,0.0
Anderson,2002,03,0.0,0.0,0.0,0.0,0.0
Anderson,2002,04,0.0,0.0,0.0,0.0,0.0
Anderson,2002,05,82.0,0.0,0.0,0.0,0.0
Anderson,2002,06,0.0,0.0,0.0,0.0,0.0
Anderson,2002,07,0.0,0.0,0.0,0.0,0.0
Anderson,2002,08,0.0,0.0,0.0,0.0,0.0
Anderson,2002,09,0.0,0.0,0.0,0.0,0.0
Anderson,2002,10,4.6,0.0,0.0,0.0,0.0
Anderson,2002,11,0.0,0.0,0.0,0.0,0.0
Anderson,2002,12,0.0,0.0,0.0,0.0,0.0
Anderson,2003,01,0.0,0.0,0.0,0.0,0.0
Anderson,2003,02,0.0,0.0,0.0,0.0,0.0
Anderson,2003,03,0.0,0.0,0.0,0.0,0.0
Anderson,2003,04,20.0,0.0,0.0,0.0,0.0
Anderson,2003,05,100.0,67.6,0.0,0.0,0.0
Anderson,2003,06,100.0,50.0,0.0,0.0,0.0
Anderson,2003,07,6.4,0.0,0.0,0.0,0.0
Anderson,2003,08,100.0,0.0,0.0,0.0,0.0
Anderson,2003,09,24.9,0.0,0.0,0.0,0.0
Anderson,2003,10,0.0,0.0,0.0,0.0,0.0
Anderson,2003,11,12.1,0.0,0.0,0.0,0.0
Anderson,2003,12,2.9,0.0,0.0,0.0,0.0
Anderson,2004,01,35.1,0.0,0.0,0.0,0.0
Anderson,2004,02,0.9,0.0,0.0,0.0,0.0
Anderson,2004,03,0.0,0.0,0.0,0.0,0.0
Anderson,2004,04,0.0,0.0,0.0,0.0,0.0
Anderson,2004,05,0.0,0.0,0.0,0.0,0.0
Anderson,2004,06,0.0,0.0,0.0,0.0,0.0
Anderson,2004,07,0.0,0.0,0.0,0.0,0.0
Anderson,2004,08,0.0,0.0,0.0,0.0,0.0
Anderson,2004,09,0.0,0.0,0.0,0.0,0.0
Anderson,2004,10,0.0,0.0,0.0,0.0,0.0
Anderson,2004,11,0.0,0.0,0.0,0.0,0.0
Anderson,2004,12,0.0,0.0,0.0,0.0,0.0
Anderson,2005,01,0.0,0.0,0.0,0.0,0.0
Anderson,2005,02,0.0,0.0,0.0,0.0,0.0
Anderson,2005,03,0.0,0.0,0.0,0.0,0.0
Anderson,2005,04,16.8,0.0,0.0,0.0,0.0
Anderson,2005,05,80.2,0.0,0.0,0.0,0.0
Anderson,2005,06,100.0,68.0,0.0,0.0,0.0
Anderson,2005,07,100.0,100.0,0.1,0.0,0.0
Anderson,2005,08,96.5,56.2,0.0,0.0,0.0
Anderson,2005,09,98.0,42.8,0.0,0.0,0.0
Anderson,2005,10,100.0,95.9,0.0,0.0,0.0
Anderson,2005,11,100.0,100.0,60.0,0.0,0.0
Anderson,2005,12,100.0,100.0,100.0,44.0,0.0
Anderson,2006,01,100.0,100.0,100.0,81.2,0.0
Anderson,2006,02,100.0,100.0,81.0,10.0,0.0
Anderson,2006,03,100.0,100.0,36.0,0.0,0.0
Anderson,2006,04,100.0,100.0,0.7,0.0,0.0
Anderson,2006,05,100.0,48.2,0.0,0.0,0.0
Anderson,2006,06,100.0,100.0,98.0,0.0,0.0
Anderson,2006,07,100.0,100.0,100.0,0.0,0.0
Anderson,2006,08,100.0,100.0,100.0,13.4,0.0
Anderson,2006,09,100.0,100.0,100.0,63.0,0.0
Anderson,2006,10,100.0,100.0,98.5,40.6,0.0
Anderson,2006,11,100.0,100.0,92.9,15.1,0.0
Anderson,2006,12,100.0,100.0,71.8,0.0,0.0
Anderson,2007,01,51.2,38.6,15.4,0.0,0.0
Anderson,2007,02,0.0,0.0,0.0,0.0,0.0
Anderson,2007,03,95.1,0.0,0.0,0.0,0.0
Anderson,2007,04,0.0,0.0,0.0,0.0,0.0
Anderson,2007,05,0.0,0.0,0.0,0.0,0.0
Anderson,2007,06,0.0,0.0,0.0,0.0,0.0
Anderson,2007,07,0.0,0.0,0.0,0.0,0.0
Anderson,2007,08,0.0,0.0,0.0,0.0,0.0
Anderson,2007,09,0.0,0.0,0.0,0.0,0.0
Anderson,2007,10,3.9,0.0,0.0,0.0,0.0
Anderson,2007,11,71.7,0.0,0.0,0.0,0.0
Anderson,2007,12,0.0,0.0,0.0,0.0,0.0
Anderson,2008,01,0.0,0.0,0.0,0.0,0.0
Anderson,2008,02,35.7,0.0,0.0,0.0,0.0
Anderson,2008,03,0.0,0.0,0.0,0.0,0.0
Anderson,2008,04,0.0,0.0,0.0,0.0,0.0
Anderson,2008,05,0.0,0.0,0.0,0.0,0.0
Anderson,2008,06,75.0,0.0,0.0,0.0,0.0
Anderson,2008,07,100.0,24.7,0.0,0.0,0.0
Anderson,2008,08,50.0,25.0,0.0,0.0,0.0
Anderson,2008,09,0.0,0.0,0.0,0.0,0.0
Anderson,2008,10,0.0,0.0,0.0,0.0,0.0
Anderson,2008,11,0.0,0.0,0.0,0.0,0.0
Anderson,2008,12,1.5,0.0,0.0,0.0,0.0
Anderson,2009,01,31.8,2.7,0.0,0.0,0.0
Anderson,2009,02,100.0,10.6,0.0,0.0,0.0
Anderson,2009,03,99.4,43.7,0.0,0.0,0.0
Anderson,2009,04,26.8,1.5,0.0,0.0,0.0
Anderson,2009,05,1.5,0.0,0.0,0.0,0.0
Anderson,2009,06,41.1,0.7,0.0,0.0,0.0
Anderson,2009,07,87.6,9.8,0.0,0.0,0.0
Anderson,2009,08,18.9,3.2,0.0,0.0,0.0
Anderson,2009,09,15.1,2.0,0.0,0.0,0.0
Anderson,2009,10,5.0,0.7,0.0,0.0,0.0
Anderson,2009,11,0.8,0.0,0.0,0.0,0.0
Anderson,2009,12,0.1,0.0,0.0,0.0,0.0
Anderson,2010,01,0.0,0.0,0.0,0.0,0.0
Anderson,2010,02,0.0,0.0,0.0,0.0,0.0
Anderson,2010,03,0.0,0.0,0.0,0.0,0.0
Anderson,2010,04,0.0,0.0,0.0,0.0,0.0
Anderson,2010,05,54.0,0.0,0.0,0.0,0.0
Anderson,2010,06,40.7,18.4,0.0,0.0,0.0
Anderson,2010,07,0.0,0.0,0.0,0.0,0.0
Anderson,2010,08,20.0,0.0,0.0,0.0,0.0
Anderson,2010,09,39.6,0.0,0.0,0.0,0.0
Anderson,2010,10,72.3,1.8,0.0,0.0,0.0
Anderson,2010,11,100.0,33.8,0.0,0.0,0.0
Anderson,2010,12,100.0,100.0,92.4,9.9,0.0
Anderson,2011,01,100.0,100.0,100.0,32.7,0.0
Anderson,2011,02,100.0,100.0,100.0,24.4,0.0
Anderson,2011,03,100.0,100.0,100.0,85.3,0.0
Anderson,2011,04,100.0,100.0,100.0,93.9,0.0
Anderson,2011,05,100.0,100.0,100.0,94.1,34.9
Anderson,2011,06,100.0,100.0,100.0,98.8,0.0
Anderson,2011,07,100.0,100.0,100.0,99.5,5.1
Anderson,2011,08,100.0,100.0,100.0,100.0,83.8
Anderson,2011,09,100.0,100.0,100.0,100.0,100.0
Anderson,2011,10,100.0,100.0,100.0,100.0,100.0
Anderson,2011,11,100.0,100.0,100.0,100.0,95.0
Anderson,2011,12,100.0,100.0,100.0,99.8,27.6
Anderson,2012,01,100.0,100.0,100.0,91.0,9.2
Anderson,2012,02,100.0,100.0,83.4,17.3,0.6
Anderson,2012,03,98.9,71.3,30.3,0.0,0.0
Anderson,2012,04,60.9,0.0,0.0,0.0,0.0
Anderson,2012,05,89.3,0.0,0.0,0.0,0.0
Anderson,2012,06,76.8,0.0,0.0,0.0,0.0
Anderson,2012,07,60.9,0.0,0.0,0.0,0.0
Anderson,2012,08,96.9,0.0,0.0,0.0,0.0
Anderson,2012,09,94.7,24.5,0.0,0.0,0.0
Anderson,2012,10,20.6,0.0,0.0,0.0,0.0
Anderson,2012,11,44.0,4.6,0.0,0.0,0.0
Anderson,2012,12,100.0,74.1,11.0,0.0,0.0
Anderson,2013,01,96.3,46.0,6.6,0.0,0.0
Anderson,2013,02,51.5,9.1,0.0,0.0,0.0
Anderson,2013,03,51.7,14.4,0.0,0.0,0.0
Anderson,2013,04,100.0,83.1,7.7,0.0,0.0
Anderson,2013,05,100.0,100.0,46.3,3.0,0.0
Anderson,2013,06,100.0,100.0,53.2,12.4,0.0
Anderson,2013,07,100.0,100.0,100.0,31.4,0.0
Anderson,2013,08,100.0,100.0,100.0,38.3,0.0
Anderson,2013,09,100.0,100.0,100.0,42.6,0.0
Anderson,2013,10,100.0,58.9,0.0,0.0,0.0
Anderson,2013,11,0.6,0.0,0.0,0.0,0.0
Anderson,2013,12,0.0,0.0,0.0,0.0,0.0
Anderson,2014,01,0.0,0.0,0.0,0.0,0.0
Anderson,2014,02,70.8,9.1,0.0,0.0,0.0
Anderson,2014,03,100.0,100.0,16.2,0.0,0.0
Anderson,2014,04,100.0,86.8,13.0,0.0,0.0
Anderson,2014,05,100.0,55.9,7.3,0.0,0.0
Anderson,2014,06,100.0,57.4,0.0,0.0,0.0
Anderson,2014,07,91.8,0.0,0.0,0.0,0.0
Anderson,2014,08,77.6,0.0,0.0,0.0,0.0
Anderson,2014,09,96.8,1.4,0.0,0.0,0.0
Anderson,2014,10,36.9,1.8,0.0,0.0,0.0
Anderson,2014,11,18.8,0.0,0.0,0.0,0.0
Anderson,2014,12,28.8,0.0,0.0,0.0,0.0
Anderson,2015,01,0.0,0.0,0.0,0.0,0.0
Anderson,2015,02,0.0,0.0,0.0,0.0,0.0
Anderson,2015,03,0.0,0.0,0.0,0.0,0.0
Anderson,2015,04,0.0,0.0,0.0,0.0,0.0
Anderson,2015,05,0.0,0.0,0.0,0.0,0.0
Anderson,2015,06,0.0,0.0,0.0,0.0,0.0
Anderson,2015,07,40.3,0.0,0.0,0.0,0.0
Anderson,2015,08,100.0,98.1,62.5,0.0,0.0
Anderson,2015,09,100.0,100.0,99.5,64.9,0.0
Anderson,2015,10,98.9,96.4,87.7,70.1,17.0
Anderson,2015,11,48.0,12.6,0.0,0.0,0.0
Anderson,2015,12,0.0,0.0,0.0,0.0,0.0
Anderson,2016,01,0.0,0.0,0.0,0.0,0.0
Anderson,2016,02,49.1,0.0,0.0,0.0,0.0
Anderson,2016,03,40.0,0.0,0.0,0.0,0.0
Anderson,2016,04,0.0,0.0,0.0,0.0,0.0
Anderson,2016,05,0.0,0.0,0.0,0.0,0.0
Anderson,2016,06,0.0,0.0,0.0,0.0,0.0
Anderson,2016,07,0.0,0.0,0.0,0.0,0.0
Anderson,2016,08,0.6,0.0,0.0,0.0,0.0
Anderson,2016,09,0.0,0.0,0.0,0.0,0.0
Anderson,2016,10,92.9,12.0,0.0,0.0,0.0
Anderson,2016,11,98.3,80.1,41.4,0.0,0.0
Anderson,2016,12,85.7,25.4,0.0,0.0,0.0
Anderson,2017,01,44.0,12.4,0.0,0.0,0.0
Anderson,2017,02,0.3,0.0,0.0,0.0,0.0
Anderson,2017,03,93.4,0.0,0.0,0.0,0.0
Anderson,2017,04,16.3,0.0,0.0,0.0,0.0
Anderson,2017,05,0.0,0.0,0.0,0.0,0.0
Anderson,2017,06,0.0,0.0,0.0,0.0,0.0
Anderson,2017,07,0.0,0.0,0.0,0.0,0.0
Anderson,2017,08,0.0,0.0,0.0,0.0,0.0
