state,year,month,D0,D1,D2,D3,D4
TX,2000,01,99.3,74.6,51.6,0.0,0.0
TX,2000,02,100.0,86.1,60.1,0.0,0.0
TX,2000,03,97.9,88.9,67.8,0.0,0.0
TX,2000,04,87.1,68.9,50.1,3.4,0.0
TX,2000,05,78.2,58.9,37.9,16.7,0.0
TX,2000,06,50.5,34.4,19.7,13.7,0.0
TX,2000,07,65.4,19.4,2.4,0.0,0.0
TX,2000,08,85.3,54.3,22.1,2.5,0.0
TX,2000,09,99.9,98.6,82.8,19.0,1.7
TX,2000,10,99.4,95.4,55.2,12.6,0.0
TX,2000,11,47.0,18.8,2.0,0.0,0.0
TX,2000,12,38.3,16.7,1.7,0.0,0.0
TX,2001,01,35.2,14.5,1.9,0.0,0.0
TX,2001,02,29.3,11.3,2.4,0.0,0.0
TX,2001,03,29.1,12.6,2.4,0.0,0.0
TX,2001,04,29.0,13.2,2.2,0.0,0.0
TX,2001,05,30.2,12.8,2.5,0.0,0.0
TX,2001,06,47.8,18.6,5.4,0.0,0.0
TX,2001,07,77.0,49.3,17.6,1.0,0.0
TX,2001,08,87.5,68.8,29.0,2.2,0.0
TX,2001,09,58.7,35.4,13.8,0.0,0.0
TX,2001,10,54.7,39.0,17.6,0.0,0.0
TX,2001,11,55.7,47.2,23.4,13.1,0.0
TX,2001,12,48.3,40.0,17.7,11.1,0.0
TX,2002,01,47.2,36.5,17.8,11.1,0.0
TX,2002,02,40.4,27.3,14.6,7.6,0.0
TX,2002,03,62.9,35.7,15.2,3.9,0.0
TX,2002,04,52.5,32.0,16.2,4.8,0.0
TX,2002,05,72.5,51.5,23.3,8.4,0.0
TX,2002,06,74.7,52.2,26.3,8.8,0.2
TX,2002,07,45.3,28.6,13.8,4.4,0.2
TX,2002,08,33.6,14.7,2.2,1.3,0.0
TX,2002,09,39.2,19.0,6.0,0.3,0.0
TX,2002,10,43.1,16.9,4.4,0.0,0.0
TX,2002,11,15.1,8.1,0.0,0.0,0.0
TX,2002,12,13.9,7.8,0.0,0.0,0.0
TX,2003,01,12.9,7.8,0.0,0.0,0.0
TX,2003,02,12.0,6.7,0.0,0.0,0.0
TX,2003,03,25.3,2.8,0.0,0.0,0.0
TX,2003,04,47.4,2.7,0.0,0.0,0.0
TX,2003,05,95.6,66.9,12.6,0.0,0.0
TX,2003,06,93.1,58.0,19.0,0.0,0.0
TX,2003,07,53.7,22.2,8.2,0.0,0.0
TX,2003,08,69.7,48.9,28.5,0.0,0.0
TX,2003,09,54.9,30.9,13.6,1.9,0.0
TX,2003,10,39.4,19.8,11.8,5.0,0.0
TX,2003,11,47.0,32.9,15.2,6.9,0.0
TX,2003,12,49.5,34.7,18.4,7.0,0.0
TX,2004,01,57.7,34.7,21.1,10.6,1.9
TX,2004,02,44.9,33.0,18.3,7.3,1.0
