state,year,month,D0,D1,D2,D3,D4
CO,2008,12,88.0,9.1,0.0,0.0,0.0
CO,2009,01,67.5,6.1,0.0,0.0,0.0
CO,2009,02,63.7,6.2,0.0,0.0,0.0
CO,2009,03,66.3,19.4,0.0,0.0,0.0
CO,2009,04,54.5,9.6,0.0,0.0,0.0
CO,2009,05,36.4,4.9,0.0,0.0,0.0
CO,2009,06,13.7,0.0,0.0,0.0,0.0
CO,2009,07,6.3,0.0,0.0,0.0,0.0
CO,2009,08,8.5,0.0,0.0,0.0,0.0
CO,2009,09,35.8,1.2,0.0,0.0,0.0
CO,2009,10,29.6,6.0,0.8,0.0,0.0
CO,2009,11,26.0,7.0,0.0,0.0,0.0
CO,2009,12,30.2,7.5,0.0,0.0,0.0
CO,2010,01,33.7,6.0,0.2,0.0,0.0
CO,2010,02,29.7,0.1,0.0,0.0,0.0
CO,2010,03,20.8,2.3,0.0,0.0,0.0
CO,2010,04,17.6,2.4,0.0,0.0,0.0
CO,2010,05,17.1,1.7,0.0,0.0,0.0
CO,2010,06,18.9,0.1,0.0,0.0,0.0
CO,2010,07,22.1,0.0,0.0,0.0,0.0
CO,2010,08,14.4,0.0,0.0,0.0,0.0
CO,2010,09,46.4,2.7,0.0,0.0,0.0
CO,2010,10,71.1,18.3,0.0,0.0,0.0
CO,2010,11,66.9,36.5,2.0,0.0,0.0
CO,2010,12,61.5,46.3,10.1,0.0,0.0
CO,2011,01,58.4,49.6,10.1,0.0,0.0
CO,2011,02,58.4,49.8,9.5,0.0,0.0
CO,2011,03,58.6,52.2,37.0,0.0,0.0
CO,2011,04,60.3,53.8,41.5,1.0,0.0
CO,2011,05,53.2,43.7,32.8,5.9,0.4
CO,2011,06,43.0,32.4,26.6,12.8,0.9
CO,2011,07,46.1,33.0,27.5,17.5,2.0
CO,2011,08,42.6,30.0,24.4,15.2,1.5
CO,2011,09,45.2,28.5,21.5,8.3,0.8
CO,2011,10,37.0,27.5,20.0,6.8,0.6
CO,2011,11,34.5,26.5,17.9,2.1,0.6
CO,2011,12,32.5,25.2,15.5,0.7,0.1
CO,2012,01,55.7,31.4,10.6,0.1,0.0
CO,2012,02,69.5,41.1,10.1,0.2,0.0
CO,2012,03,77.5,44.3,8.6,0.2,0.0
CO,2012,04,96.1,58.3,21.9,0.0,0.0
CO,2012,05,96.0,66.5,30.3,3.4,0.0
CO,2012,06,100.0,91.2,59.3,25.9,0.0
CO,2012,07,100.0,100.0,99.9,70.1,3.8
CO,2012,08,100.0,100.0,100.0,67.4,9.2
CO,2012,09,100.0,100.0,100.0,62.4,15.9
CO,2012,10,100.0,100.0,92.8,52.3,14.5
CO,2012,11,100.0,100.0,91.9,49.2,12.8
CO,2012,12,100.0,100.0,95.1,53.5,13.5
CO,2013,01,100.0,100.0,98.0,56.6,13.5
CO,2013,02,100.0,100.0,93.5,51.9,24.9
CO,2013,03,100.0,100.0,89.0,47.5,19.4
CO,2013,04,100.0,100.0,83.8,37.9,15.0
CO,2013,05,100.0,93.8,72.8,24.8,16.4
CO,2013,06,100.0,96.6,74.8,31.9,16.7
CO,2013,07,100.0,97.8,82.8,35.0,16.8
CO,2013,08,98.8,93.7,65.4,25.2,4.2
CO,2013,09,90.1,72.9,37.7,12.1,2.2
CO,2013,10,75.2,32.6,12.0,4.0,1.5
CO,2013,11,72.5,21.0,12.0,4.0,1.5
CO,2013,12,68.0,21.5,12.7,4.1,1.5
CO,2014,01,69.7,22.5,13.6,4.0,1.5
CO,2014,02,74.4,22.6,13.7,4.1,1.5
CO,2014,03,64.0,22.0,13.9,4.9,1.5
CO,2014,04,61.8,25.0,16.2,7.3,1.6
CO,2014,05,57.4,31.9,18.9,11.5,1.9
CO,2014,06,49.3,27.1,17.5,10.1,1.9
CO,2014,07,42.6,27.5,16.5,5.9,1.2
CO,2014,08,40.0,26.8,15.6,2.7,0.1
CO,2014,09,34.9,24.5,14.9,2.5,0.0
CO,2014,10,30.2,21.5,12.7,0.6,0.0
CO,2014,11,30.1,21.3,12.3,0.0,0.0
CO,2014,12,30.1,21.3,12.3,0.0,0.0
CO,2015,01,34.6,21.3,12.3,0.0,0.0
CO,2015,02,63.0,36.4,12.2,0.0,0.0
CO,2015,03,65.1,51.6,19.6,0.0,0.0
CO,2015,04,66.7,51.4,38.6,0.0,0.0
CO,2015,05,53.5,39.1,14.6,0.0,0.0
CO,2015,06,31.4,3.9,0.0,0.0,0.0
CO,2015,07,8.0,0.0,0.0,0.0,0.0
CO,2015,08,2.0,0.0,0.0,0.0,0.0
CO,2015,09,15.6,0.0,0.0,0.0,0.0
CO,2015,10,35.3,0.0,0.0,0.0,0.0
CO,2015,11,20.9,0.0,0.0,0.0,0.0
CO,2015,12,13.0,0.0,0.0,0.0,0.0
CO,2016,01,10.0,0.0,0.0,0.0,0.0
CO,2016,02,8.0,0.0,0.0,0.0,0.0
CO,2016,03,22.8,1.5,0.0,0.0,0.0
CO,2016,04,27.3,4.8,0.1,0.0,0.0
CO,2016,05,4.8,0.0,0.0,0.0,0.0
CO,2016,06,4.5,0.0,0.0,0.0,0.0
CO,2016,07,12.6,0.1,0.0,0.0,0.0
CO,2016,08,26.3,1.0,0.0,0.0,0.0
CO,2016,09,27.2,1.8,0.0,0.0,0.0
CO,2016,10,40.3,3.6,0.0,0.0,0.0
CO,2016,11,96.9,32.2,1.3,0.0,0.0
CO,2016,12,90.8,38.1,2.9,0.0,0.0
CO,2017,01,57.6,35.7,1.5,0.0,0.0
CO,2017,02,52.4,36.5,1.2,0.0,0.0
CO,2017,03,51.6,36.0,3.7,0.2,0.0
CO,2017,04,46.5,15.5,0.8,0.0,0.0
CO,2017,05,11.8,1.2,0.0,0.0,0.0
CO,2017,06,6.1,0.0,0.0,0.0,0.0
CO,2017,07,30.8,0.0,0.0,0.0,0.0
CO,2017,08,17.6,0.0,0.0,0.0,0.0
CO,2017,09,33.8,3.7,0.0,0.0,0.0
CO,2017,10,27.2,1.7,0.0,0.0,0.0
CO,2017,11,29.8,6.4,0.0,0.0,0.0
CO,2017,12,76.9,21.8,0.0,0.0,0.0
CO,2018,01,98.2,67.4,22.2,0.0,0.0
CO,2018,02,93.0,71.3,33.1,3.8,0.0
CO,2018,03,90.1,72.4,48.0,15.8,0.0
CO,2018,04,85.9,70.1,53.1,25.8,1.9
CO,2018,05,79.4,66.1,51.5,32.0,7.2
CO,2018,06,78.1,66.3,51.2,35.2,8.0
CO,2018,07,81.7,74.9,60.1,40.0,11.2
CO,2018,08,81.5,74.7,65.3,42.6,8.5
CO,2018,09,82.2,71.7,64.0,45.3,12.1
CO,2018,10,83.8,68.6,59.5,40.5,14.1
CO,2018,11,83.1,66.4,54.8,34.2,13.4
CO,2018,12,83.2,66.3,54.8,27.1,11.2
CO,2019,01,83.9,67.8,49.3,24.4,7.6
CO,2019,02,91.2,65.9,38.9,13.7,0.8
CO,2019,03,60.9,23.7,4.7,0.3,0.0
CO,2019,04,20.6,3.2,0.0,0.0,0.0
CO,2019,05,6.6,0.1,0.0,0.0,0.0
CO,2019,06,0.0,0.0,0.0,0.0,0.0
CO,2019,07,1.6,0.0,0.0,0.0,0.0
CO,2019,08,9.6,0.5,0.0,0.0,0.0
CO,2019,09,51.5,6.9,0.0,0.0,0.0
CO,2019,10,77.7,44.1,15.5,0.0,0.0
CO,2019,11,76.6,58.8,30.7,0.0,0.0
CO,2019,12,69.7,53.1,24.1,0.0,0.0
CO,2020,01,72.9,51.2,11.2,0.0,0.0
CO,2020,02,72.8,45.4,3.3,0.0,0.0
CO,2020,03,69.4,46.5,3.3,0.0,0.0
CO,2020,04,68.4,52.7,20.2,0.0,0.0
CO,2020,05,77.3,63.7,44.2,15.3,0.0
CO,2020,06,80.5,65.8,52.9,29.0,0.3
CO,2020,07,94.0,74.3,58.1,32.3,0.0
CO,2020,08,100.0,94.2,71.6,28.5,0.1
CO,2020,09,100.0,98.8,90.0,49.0,0.8
CO,2020,10,100.0,99.8,95.5,68.0,19.3
CO,2020,11,100.0,100.0,93.7,74.2,25.9
CO,2020,12,100.0,100.0,93.7,75.9,27.4
CO,2021,01,100.0,100.0,91.6,74.1,26.9
CO,2021,02,100.0,99.6,89.9,64.2,20.8
CO,2021,03,100.0,95.6,74.6,43.2,15.3
CO,2021,04,99.4,90.7,61.1,32.1,15.2
CO,2021,05,80.5,63.3,42.5,29.6,16.4
CO,2021,06,46.0,41.9,35.9,29.7,17.3
