county,year,month,D0,D1,D2,D3,D4
Adams,2000,01,0.1,0.0,0.0,0.0,0.0
Adams,2000,02,0.0,0.0,0.0,0.0,0.0
Adams,2000,03,0.0,0.0,0.0,0.0,0.0
Adams,2000,04,0.0,0.0,0.0,0.0,0.0
Adams,2000,05,0.0,0.0,0.0,0.0,0.0
Adams,2000,06,50.0,0.0,0.0,0.0,0.0
Adams,2000,07,100.0,4.3,0.0,0.0,0.0
Adams,2000,08,86.9,0.0,0.0,0.0,0.0
Adams,2000,09,31.7,0.0,0.0,0.0,0.0
Adams,2000,10,40.0,13.7,0.0,0.0,0.0
Adams,2000,11,0.6,0.0,0.0,0.0,0.0
Adams,2000,12,0.0,0.0,0.0,0.0,0.0
Adams,2001,01,0.0,0.0,0.0,0.0,0.0
Adams,2001,02,0.0,0.0,0.0,0.0,0.0
Adams,2001,03,0.0,0.0,0.0,0.0,0.0
Adams,2001,04,0.0,0.0,0.0,0.0,0.0
Adams,2001,05,0.0,0.0,0.0,0.0,0.0
Adams,2001,06,0.0,0.0,0.0,0.0,0.0
Adams,2001,07,0.0,0.0,0.0,0.0,0.0
Adams,2001,08,0.0,0.0,0.0,0.0,0.0
Adams,2001,09,0.0,0.0,0.0,0.0,0.0
Adams,2001,10,0.0,0.0,0.0,0.0,0.0
Adams,2001,11,0.0,0.0,0.0,0.0,0.0
Adams,2001,12,0.0,0.0,0.0,0.0,0.0
Adams,2002,01,80.0,0.0,0.0,0.0,0.0
Adams,2002,02,100.0,70.7,0.0,0.0,0.0
Adams,2002,03,100.0,58.8,0.0,0.0,0.0
Adams,2002,04,100.0,100.0,40.0,1.5,0.0
Adams,2002,05,100.0,100.0,100.0,69.2,0.0
Adams,2002,06,100.0,100.0,100.0,0.9,0.0
Adams,2002,07,100.0,100.0,100.0,40.0,0.0
Adams,2002,08,100.0,100.0,100.0,100.0,0.0
Adams,2002,09,100.0,100.0,100.0,50.4,0.0
Adams,2002,10,100.0,100.0,100.0,53.7,0.0
Adams,2002,11,100.0,100.0,100.0,27.8,0.0
Adams,2002,12,100.0,100.0,100.0,28.7,0.0
Adams,2003,01,100.0,100.0,100.0,20.5,0.0
Adams,2003,02,100.0,100.0,100.0,0.0,0.0
Adams,2003,03,100.0,100.0,76.3,16.0,0.0
Adams,2003,04,100.0,100.0,0.0,0.0,0.0
Adams,2003,05,100.0,50.0,0.0,0.0,0.0
Adams,2003,06,74.9,0.0,0.0,0.0,0.0
Adams,2003,07,60.0,24.1,0.0,0.0,0.0
Adams,2003,08,100.0,100.0,0.0,0.0,0.0
Adams,2003,09,100.0,20.0,0.0,0.0,0.0
Adams,2003,10,100.0,0.0,0.0,0.0,0.0
Adams,2003,11,100.0,0.0,0.0,0.0,0.0
Adams,2003,12,100.0,16.1,0.0,0.0,0.0
Adams,2004,01,100.0,21.3,0.0,0.0,0.0
Adams,2004,02,100.0,47.1,0.0,0.0,0.0
Adams,2004,03,100.0,87.4,38.4,0.0,0.0
Adams,2004,04,100.0,100.0,64.6,0.0,0.0
Adams,2004,05,100.0,100.0,69.9,0.0,0.0
Adams,2004,06,100.0,100.0,77.5,0.0,0.0
Adams,2004,07,100.0,95.1,33.2,0.0,0.0
Adams,2004,08,91.6,70.1,0.0,0.0,0.0
Adams,2004,09,66.3,47.1,0.0,0.0,0.0
Adams,2004,10,49.6,18.2,0.0,0.0,0.0
Adams,2004,11,37.7,2.3,0.0,0.0,0.0
Adams,2004,12,33.0,0.0,0.0,0.0,0.0
Adams,2005,01,33.0,0.0,0.0,0.0,0.0
Adams,2005,02,39.6,0.0,0.0,0.0,0.0
Adams,2005,03,59.9,0.0,0.0,0.0,0.0
Adams,2005,04,15.9,0.0,0.0,0.0,0.0
Adams,2005,05,0.4,0.0,0.0,0.0,0.0
Adams,2005,06,0.1,0.0,0.0,0.0,0.0
Adams,2005,07,25.0,0.0,0.0,0.0,0.0
Adams,2005,08,69.8,0.0,0.0,0.0,0.0
Adams,2005,09,51.3,0.0,0.0,0.0,0.0
Adams,2005,10,12.3,0.0,0.0,0.0,0.0
Adams,2005,11,0.0,0.0,0.0,0.0,0.0
Adams,2005,12,0.0,0.0,0.0,0.0,0.0
Adams,2006,01,10.4,0.0,0.0,0.0,0.0
Adams,2006,02,51.9,0.0,0.0,0.0,0.0
Adams,2006,03,50.5,0.0,0.0,0.0,0.0
Adams,2006,04,79.9,45.7,0.0,0.0,0.0
Adams,2006,05,91.7,76.5,16.1,0.0,0.0
Adams,2006,06,100.0,100.0,100.0,0.0,0.0
Adams,2006,07,100.0,100.0,95.3,0.0,0.0
Adams,2006,08,100.0,100.0,91.8,0.0,0.0
Adams,2006,09,100.0,100.0,66.8,0.0,0.0
Adams,2006,10,100.0,99.7,46.1,0.0,0.0
Adams,2006,11,100.0,94.6,0.8,0.0,0.0
Adams,2006,12,97.7,67.3,0.0,0.0,0.0
Adams,2007,01,83.3,3.7,0.0,0.0,0.0
Adams,2007,02,56.1,2.8,0.0,0.0,0.0
Adams,2007,03,10.8,0.0,0.0,0.0,0.0
Adams,2007,04,12.4,0.0,0.0,0.0,0.0
Adams,2007,05,0.0,0.0,0.0,0.0,0.0
Adams,2007,06,0.0,0.0,0.0,0.0,0.0
Adams,2007,07,3.9,0.0,0.0,0.0,0.0
Adams,2007,08,18.9,0.0,0.0,0.0,0.0
Adams,2007,09,16.0,0.0,0.0,0.0,0.0
Adams,2007,10,18.7,0.0,0.0,0.0,0.0
Adams,2007,11,60.9,0.0,0.0,0.0,0.0
Adams,2007,12,74.3,0.0,0.0,0.0,0.0
Adams,2008,01,74.5,0.0,0.0,0.0,0.0
Adams,2008,02,74.6,0.0,0.0,0.0,0.0
Adams,2008,03,74.6,0.0,0.0,0.0,0.0
Adams,2008,04,74.1,0.0,0.0,0.0,0.0
Adams,2008,05,59.5,0.0,0.0,0.0,0.0
Adams,2008,06,79.9,0.0,0.0,0.0,0.0
Adams,2008,07,100.0,55.6,0.0,0.0,0.0
Adams,2008,08,100.0,90.7,0.0,0.0,0.0
Adams,2008,09,100.0,32.5,0.0,0.0,0.0
Adams,2008,10,100.0,0.0,0.0,0.0,0.0
