county,year,month,D0,D1,D2,D3,D4
Adams,2000,01,0.0,0.0,0.0,0.0,0.0
Adams,2000,02,0.0,0.0,0.0,0.0,0.0
Adams,2000,03,0.0,0.0,0.0,0.0,0.0
Adams,2000,04,0.0,0.0,0.0,0.0,0.0
Adams,2000,05,0.0,0.0,0.0,0.0,0.0
Adams,2000,06,0.0,0.0,0.0,0.0,0.0
Adams,2000,07,0.0,0.0,0.0,0.0,0.0
Adams,2000,08,6.9,0.0,0.0,0.0,0.0
Adams,2000,09,4.4,0.0,0.0,0.0,0.0
Adams,2000,10,0.0,0.0,0.0,0.0,0.0
Adams,2000,11,0.0,0.0,0.0,0.0,0.0
Adams,2000,12,0.0,0.0,0.0,0.0,0.0
Adams,2001,01,40.0,0.0,0.0,0.0,0.0
Adams,2001,02,100.0,75.0,0.0,0.0,0.0
Adams,2001,03,100.0,100.0,0.0,0.0,0.0
Adams,2001,04,100.0,100.0,20.9,0.0,0.0
Adams,2001,05,100.0,100.0,18.3,0.0,0.0
Adams,2001,06,100.0,100.0,20.4,0.0,0.0
Adams,2001,07,100.0,100.0,100.0,0.0,0.0
Adams,2001,08,100.0,100.0,100.0,0.0,0.0
Adams,2001,09,100.0,100.0,100.0,0.0,0.0
Adams,2001,10,100.0,100.0,100.0,0.0,0.0
Adams,2001,11,100.0,100.0,100.0,0.0,0.0
Adams,2001,12,100.0,100.0,100.0,0.0,0.0
Adams,2002,01,100.0,30.3,20.0,0.0,0.0
Adams,2002,02,25.0,0.0,0.0,0.0,0.0
Adams,2002,03,0.0,0.0,0.0,0.0,0.0
Adams,2002,04,0.0,0.0,0.0,0.0,0.0
Adams,2002,05,0.0,0.0,0.0,0.0,0.0
Adams,2002,06,0.0,0.0,0.0,0.0,0.0
Adams,2002,07,39.1,0.0,0.0,0.0,0.0
Adams,2002,08,78.2,0.0,0.0,0.0,0.0
Adams,2002,09,100.0,0.0,0.0,0.0,0.0
Adams,2002,10,100.0,0.0,0.0,0.0,0.0
Adams,2002,11,100.0,100.0,0.0,0.0,0.0
Adams,2002,12,100.0,80.0,0.0,0.0,0.0
Adams,2003,01,100.0,1.4,0.0,0.0,0.0
Adams,2003,02,100.0,0.0,0.0,0.0,0.0
Adams,2003,03,50.0,0.0,0.0,0.0,0.0
Adams,2003,04,0.0,0.0,0.0,0.0,0.0
Adams,2003,05,0.0,0.0,0.0,0.0,0.0
Adams,2003,06,0.0,0.0,0.0,0.0,0.0
Adams,2003,07,100.0,20.0,0.0,0.0,0.0
Adams,2003,08,100.0,100.0,0.0,0.0,0.0
Adams,2003,09,100.0,100.0,0.0,0.0,0.0
Adams,2003,10,100.0,100.0,0.0,0.0,0.0
Adams,2003,11,100.0,100.0,0.0,0.0,0.0
Adams,2003,12,100.0,100.0,0.0,0.0,0.0
Adams,2004,01,100.0,25.0,0.0,0.0,0.0
Adams,2004,02,100.0,0.0,0.0,0.0,0.0
Adams,2004,03,100.0,0.0,0.0,0.0,0.0
Adams,2004,04,100.0,0.0,0.0,0.0,0.0
Adams,2004,05,100.0,0.0,0.0,0.0,0.0
Adams,2004,06,100.0,0.0,0.0,0.0,0.0
Adams,2004,07,100.0,0.0,0.0,0.0,0.0
Adams,2004,08,80.0,0.0,0.0,0.0,0.0
Adams,2004,09,0.0,0.0,0.0,0.0,0.0
Adams,2004,10,0.0,0.0,0.0,0.0,0.0
Adams,2004,11,0.0,0.0,0.0,0.0,0.0
Adams,2004,12,63.5,0.0,0.0,0.0,0.0
Adams,2005,01,99.2,0.0,0.0,0.0,0.0
Adams,2005,02,100.0,100.0,25.0,0.0,0.0
Adams,2005,03,100.0,100.0,100.0,0.0,0.0
Adams,2005,04,100.0,100.0,100.0,0.0,0.0
Adams,2005,05,100.0,100.0,100.0,0.0,0.0
Adams,2005,06,100.0,100.0,100.0,0.0,0.0
Adams,2005,07,100.0,100.0,100.0,0.0,0.0
Adams,2005,08,100.0,100.0,100.0,0.0,0.0
Adams,2005,09,100.0,100.0,100.0,0.0,0.0
Adams,2005,10,100.0,100.0,100.0,0.0,0.0
Adams,2005,11,100.0,100.0,100.0,0.0,0.0
Adams,2005,12,100.0,100.0,88.8,0.0,0.0
Adams,2006,01,40.0,19.6,0.0,0.0,0.0
Adams,2006,02,0.0,0.0,0.0,0.0,0.0
Adams,2006,03,0.0,0.0,0.0,0.0,0.0
Adams,2006,04,0.0,0.0,0.0,0.0,0.0
Adams,2006,05,0.0,0.0,0.0,0.0,0.0
Adams,2006,06,0.0,0.0,0.0,0.0,0.0
Adams,2006,07,0.0,0.0,0.0,0.0,0.0
Adams,2006,08,2.8,0.0,0.0,0.0,0.0
Adams,2006,09,43.8,0.0,0.0,0.0,0.0
Adams,2006,10,72.8,0.0,0.0,0.0,0.0
Adams,2006,11,0.0,0.0,0.0,0.0,0.0
Adams,2006,12,0.0,0.0,0.0,0.0,0.0
Adams,2007,01,0.0,0.0,0.0,0.0,0.0
Adams,2007,02,0.0,0.0,0.0,0.0,0.0
Adams,2007,03,0.0,0.0,0.0,0.0,0.0
Adams,2007,04,0.0,0.0,0.0,0.0,0.0
Adams,2007,05,0.0,0.0,0.0,0.0,0.0
Adams,2007,06,0.0,0.0,0.0,0.0,0.0
Adams,2007,07,80.1,0.0,0.0,0.0,0.0
Adams,2007,08,100.0,0.0,0.0,0.0,0.0
Adams,2007,09,100.0,0.0,0.0,0.0,0.0
Adams,2007,10,95.4,0.0,0.0,0.0,0.0
Adams,2007,11,88.4,0.0,0.0,0.0,0.0
Adams,2007,12,0.0,0.0,0.0,0.0,0.0
Adams,2008,01,0.0,0.0,0.0,0.0,0.0
Adams,2008,02,0.0,0.0,0.0,0.0,0.0
Adams,2008,03,0.0,0.0,0.0,0.0,0.0
Adams,2008,04,0.0,0.0,0.0,0.0,0.0
Adams,2008,05,0.0,0.0,0.0,0.0,0.0
Adams,2008,06,84.6,0.0,0.0,0.0,0.0
Adams,2008,07,85.4,14.9,0.0,0.0,0.0
Adams,2008,08,87.0,24.9,0.0,0.0,0.0
Adams,2008,09,87.8,25.0,0.0,0.0,0.0
Adams,2008,10,93.9,49.3,0.0,0.0,0.0
Adams,2008,11,100.0,18.3,0.0,0.0,0.0
Adams,2008,12,100.0,0.0,0.0,0.0,0.0
Adams,2009,01,58.5,0.0,0.0,0.0,0.0
Adams,2009,02,42.2,0.0,0.0,0.0,0.0
Adams,2009,03,90.5,0.0,0.0,0.0,0.0
Adams,2009,04,90.5,0.0,0.0,0.0,0.0
Adams,2009,05,91.1,0.0,0.0,0.0,0.0
Adams,2009,06,91.3,0.0,0.0,0.0,0.0
Adams,2009,07,85.3,0.0,0.0,0.0,0.0
Adams,2009,08,93.9,2.1,0.0,0.0,0.0
Adams,2009,09,96.4,2.1,0.0,0.0,0.0
Adams,2009,10,100.0,2.1,0.0,0.0,0.0
Adams,2009,11,100.0,2.1,0.0,0.0,0.0
Adams,2009,12,100.0,2.1,0.0,0.0,0.0
Adams,2010,01,100.0,1.8,0.0,0.0,0.0
Adams,2010,02,100.0,1.6,0.0,0.0,0.0
Adams,2010,03,100.0,0.3,0.0,0.0,0.0
Adams,2010,04,100.0,0.0,0.0,0.0,0.0
Adams,2010,05,100.0,0.0,0.0,0.0,0.0
Adams,2010,06,20.0,0.0,0.0,0.0,0.0
Adams,2010,07,0.0,0.0,0.0,0.0,0.0
Adams,2010,08,0.0,0.0,0.0,0.0,0.0
Adams,2010,09,0.0,0.0,0.0,0.0,0.0
Adams,2010,10,0.0,0.0,0.0,0.0,0.0
Adams,2010,11,0.0,0.0,0.0,0.0,0.0
Adams,2010,12,0.0,0.0,0.0,0.0,0.0
Adams,2011,01,0.0,0.0,0.0,0.0,0.0
Adams,2011,02,0.0,0.0,0.0,0.0,0.0
Adams,2011,03,0.0,0.0,0.0,0.0,0.0
Adams,2011,04,0.0,0.0,0.0,0.0,0.0
Adams,2011,05,0.0,0.0,0.0,0.0,0.0
Adams,2011,06,0.0,0.0,0.0,0.0,0.0
Adams,2011,07,0.0,0.0,0.0,0.0,0.0
Adams,2011,08,0.0,0.0,0.0,0.0,0.0
Adams,2011,09,0.0,0.0,0.0,0.0,0.0
Adams,2011,10,0.0,0.0,0.0,0.0,0.0
Adams,2011,11,19.1,0.0,0.0,0.0,0.0
Adams,2011,12,99.8,0.0,0.0,0.0,0.0
Adams,2012,01,100.0,80.0,0.0,0.0,0.0
Adams,2012,02,100.0,85.5,0.0,0.0,0.0
Adams,2012,03,99.5,58.0,0.0,0.0,0.0
Adams,2012,04,98.1,30.5,0.0,0.0,0.0
Adams,2012,05,46.2,21.6,0.0,0.0,0.0
Adams,2012,06,32.2,16.1,0.0,0.0,0.0
Adams,2012,07,23.1,6.7,0.0,0.0,0.0
Adams,2012,08,17.3,0.0,0.0,0.0,0.0
Adams,2012,09,8.7,0.0,0.0,0.0,0.0
Adams,2012,10,0.0,0.0,0.0,0.0,0.0
Adams,2012,11,0.0,0.0,0.0,0.0,0.0
Adams,2012,12,0.0,0.0,0.0,0.0,0.0
Adams,2013,01,0.0,0.0,0.0,0.0,0.0
Adams,2013,02,0.0,0.0,0.0,0.0,0.0
Adams,2013,03,0.0,0.0,0.0,0.0,0.0
Adams,2013,04,0.0,0.0,0.0,0.0,0.0
Adams,2013,05,38.9,0.0,0.0,0.0,0.0
Adams,2013,06,46.2,0.0,0.0,0.0,0.0
Adams,2013,07,4.8,0.0,0.0,0.0,0.0
Adams,2013,08,4.2,0.0,0.0,0.0,0.0
Adams,2013,09,4.2,0.0,0.0,0.0,0.0
Adams,2013,10,0.0,0.0,0.0,0.0,0.0
Adams,2013,11,0.0,0.0,0.0,0.0,0.0
Adams,2013,12,38.8,0.0,0.0,0.0,0.0
Adams,2014,01,100.0,75.0,0.0,0.0,0.0
Adams,2014,02,100.0,100.0,1.8,0.0,0.0
Adams,2014,03,100.0,99.1,73.0,0.0,0.0
Adams,2014,04,100.0,96.6,48.9,0.0,0.0
Adams,2014,05,100.0,96.5,48.9,0.0,0.0
Adams,2014,06,100.0,96.5,48.9,0.0,0.0
Adams,2014,07,100.0,96.5,48.9,0.0,0.0
