state,year,month,D0,D1,D2,D3,D4
ID,2000,01,1.7,0.0,0.0,0.0,0.0
ID,2000,02,0.0,0.0,0.0,0.0,0.0
ID,2000,03,0.0,0.0,0.0,0.0,0.0
ID,2000,04,1.2,0.0,0.0,0.0,0.0
ID,2000,05,0.0,0.0,0.0,0.0,0.0
ID,2000,06,6.9,0.0,0.0,0.0,0.0
ID,2000,07,82.3,36.2,0.0,0.0,0.0
ID,2000,08,90.9,61.5,9.4,0.1,0.0
ID,2000,09,87.3,58.2,14.1,0.4,0.0
ID,2000,10,67.5,41.0,5.0,0.1,0.0
ID,2000,11,24.2,0.0,0.0,0.0,0.0
ID,2000,12,6.0,0.0,0.0,0.0,0.0
ID,2001,01,35.7,0.6,0.0,0.0,0.0
ID,2001,02,86.7,64.5,0.0,0.0,0.0
ID,2001,03,99.9,93.8,40.2,0.0,0.0
ID,2001,04,100.0,98.7,73.2,0.0,0.0
ID,2001,05,100.0,98.3,78.2,0.0,0.0
ID,2001,06,100.0,100.0,90.4,0.0,0.0
ID,2001,07,100.0,100.0,100.0,6.7,0.0
ID,2001,08,100.0,100.0,100.0,42.6,0.0
ID,2001,09,100.0,100.0,100.0,61.1,0.0
ID,2001,10,100.0,100.0,100.0,62.8,0.0
ID,2001,11,100.0,100.0,100.0,62.8,0.0
ID,2001,12,100.0,100.0,100.0,33.9,0.0
ID,2002,01,99.3,94.0,72.3,14.1,0.0
ID,2002,02,93.1,79.5,48.3,4.7,0.0
ID,2002,03,89.9,62.4,22.4,4.1,0.0
ID,2002,04,79.8,54.4,14.2,2.2,0.0
ID,2002,05,73.4,48.9,13.1,2.1,0.0
ID,2002,06,71.1,51.1,18.7,0.1,0.0
ID,2002,07,73.2,64.5,43.4,0.4,0.0
ID,2002,08,82.2,74.3,64.3,20.6,0.0
ID,2002,09,83.4,75.4,71.2,24.8,0.0
ID,2002,10,100.0,78.5,75.2,17.7,0.0
ID,2002,11,100.0,96.1,86.8,17.1,0.0
ID,2002,12,100.0,94.5,87.9,15.5,0.0
ID,2003,01,100.0,95.0,90.7,30.5,2.0
ID,2003,02,100.0,87.2,75.0,33.6,0.0
ID,2003,03,86.8,77.3,66.1,31.7,0.0
ID,2003,04,74.8,65.4,56.7,27.5,0.0
ID,2003,05,62.0,54.2,47.5,26.1,2.5
ID,2003,06,60.9,54.1,48.2,30.6,3.6
ID,2003,07,90.1,70.1,55.8,38.6,9.2
ID,2003,08,100.0,100.0,85.0,57.8,22.0
ID,2003,09,100.0,100.0,98.2,66.2,22.5
ID,2003,10,100.0,100.0,96.6,64.2,22.4
ID,2003,11,100.0,100.0,93.3,60.3,36.3
ID,2003,12,100.0,100.0,84.1,56.5,39.0
ID,2004,01,100.0,87.1,58.0,43.9,21.0
ID,2004,02,100.0,66.3,52.4,42.1,17.0
ID,2004,03,100.0,61.2,52.6,33.7,10.8
ID,2004,04,100.0,66.9,58.3,36.1,13.6
ID,2004,05,95.6,73.4,62.9,47.8,14.5
ID,2004,06,81.5,66.1,58.1,46.9,13.3
ID,2004,07,81.4,66.0,57.3,46.8,13.5
ID,2004,08,78.1,65.5,57.4,44.9,14.1
ID,2004,09,71.2,64.2,57.3,39.4,10.1
ID,2004,10,70.6,63.7,57.0,38.6,10.7
ID,2004,11,70.1,63.6,56.8,38.5,11.3
ID,2004,12,67.7,61.2,52.4,34.2,10.3
ID,2005,01,91.9,62.3,51.3,30.9,4.0
ID,2005,02,100.0,100.0,71.9,34.4,3.6
ID,2005,03,100.0,100.0,96.4,45.4,8.1
ID,2005,04,100.0,100.0,85.5,43.2,8.1
ID,2005,05,99.5,98.1,75.2,30.9,0.9
ID,2005,06,98.4,93.6,33.5,3.3,0.0
ID,2005,07,97.7,92.1,25.9,0.0,0.0
ID,2005,08,97.7,90.4,27.0,0.0,0.0
ID,2005,09,96.3,88.2,27.0,0.0,0.0
ID,2005,10,95.6,83.2,19.9,0.0,0.0
ID,2005,11,95.6,58.8,4.1,0.0,0.0
ID,2005,12,89.6,45.5,0.8,0.0,0.0
ID,2006,01,34.5,3.6,0.0,0.0,0.0
ID,2006,02,17.4,0.0,0.0,0.0,0.0
ID,2006,03,17.4,0.0,0.0,0.0,0.0
ID,2006,04,3.2,0.0,0.0,0.0,0.0
ID,2006,05,0.0,0.0,0.0,0.0,0.0
ID,2006,06,0.0,0.0,0.0,0.0,0.0
ID,2006,07,1.3,0.0,0.0,0.0,0.0
ID,2006,08,50.6,1.7,0.0,0.0,0.0
ID,2006,09,77.4,2.5,0.2,0.0,0.0
ID,2006,10,68.0,1.0,0.1,0.0,0.0
ID,2006,11,25.3,0.2,0.0,0.0,0.0
ID,2006,12,25.8,1.8,0.0,0.0,0.0
ID,2007,01,28.3,6.1,0.0,0.0,0.0
ID,2007,02,34.1,5.8,0.0,0.0,0.0
ID,2007,03,35.5,2.9,0.0,0.0,0.0
ID,2007,04,70.8,14.8,0.2,0.0,0.0
ID,2007,05,91.6,21.5,1.1,0.0,0.0
ID,2007,06,92.7,22.5,1.3,0.0,0.0
ID,2007,07,98.8,82.2,24.4,0.0,0.0
ID,2007,08,100.0,100.0,100.0,22.6,0.0
ID,2007,09,100.0,100.0,100.0,32.4,0.0
ID,2007,10,100.0,100.0,98.3,25.8,0.0
ID,2007,11,100.0,98.8,84.6,3.2,0.0
ID,2007,12,99.5,88.8,51.3,0.0,0.0
ID,2008,01,96.2,70.7,46.1,0.0,0.0
ID,2008,02,69.7,52.4,39.5,0.0,0.0
ID,2008,03,69.0,48.9,38.6,0.0,0.0
ID,2008,04,52.5,25.0,2.1,0.0,0.0
ID,2008,05,51.5,22.3,0.0,0.0,0.0
ID,2008,06,66.0,36.4,0.0,0.0,0.0
ID,2008,07,74.7,38.1,0.0,0.0,0.0
ID,2008,08,79.1,37.8,0.0,0.0,0.0
ID,2008,09,78.2,36.5,0.0,0.0,0.0
ID,2008,10,76.9,45.6,0.0,0.0,0.0
ID,2008,11,74.9,58.1,0.0,0.0,0.0
ID,2008,12,76.9,57.7,0.0,0.0,0.0
ID,2009,01,74.6,51.4,0.0,0.0,0.0
ID,2009,02,76.7,53.7,0.0,0.0,0.0
ID,2009,03,77.6,45.1,0.0,0.0,0.0
ID,2009,04,66.5,34.2,0.0,0.0,0.0
ID,2009,05,57.0,18.1,0.0,0.0,0.0
ID,2009,06,21.4,6.9,0.0,0.0,0.0
ID,2009,07,2.9,0.4,0.0,0.0,0.0
ID,2009,08,1.7,0.0,0.0,0.0,0.0
ID,2009,09,6.9,0.0,0.0,0.0,0.0
ID,2009,10,29.0,0.0,0.0,0.0,0.0
ID,2009,11,15.2,0.0,0.0,0.0,0.0
ID,2009,12,30.2,0.0,0.0,0.0,0.0
ID,2010,01,59.1,15.1,0.0,0.0,0.0
ID,2010,02,91.2,30.4,0.3,0.0,0.0
ID,2010,03,100.0,61.3,9.3,0.0,0.0
ID,2010,04,100.0,70.8,10.1,0.0,0.0
ID,2010,05,96.1,59.2,9.4,0.0,0.0
ID,2010,06,64.5,30.6,2.2,0.0,0.0
ID,2010,07,21.3,0.0,0.0,0.0,0.0
ID,2010,08,6.5,0.0,0.0,0.0,0.0
ID,2010,09,10.2,0.0,0.0,0.0,0.0
ID,2010,10,31.0,0.0,0.0,0.0,0.0
ID,2010,11,18.6,0.0,0.0,0.0,0.0
ID,2010,12,4.6,0.0,0.0,0.0,0.0
ID,2011,01,0.0,0.0,0.0,0.0,0.0
ID,2011,02,0.0,0.0,0.0,0.0,0.0
ID,2011,03,0.0,0.0,0.0,0.0,0.0
ID,2011,04,0.0,0.0,0.0,0.0,0.0
ID,2011,05,0.0,0.0,0.0,0.0,0.0
ID,2011,06,0.0,0.0,0.0,0.0,0.0
ID,2011,07,0.0,0.0,0.0,0.0,0.0
ID,2011,08,0.0,0.0,0.0,0.0,0.0
ID,2011,09,3.4,0.0,0.0,0.0,0.0
ID,2011,10,4.6,0.0,0.0,0.0,0.0
ID,2011,11,1.3,0.0,0.0,0.0,0.0
ID,2011,12,13.1,0.0,0.0,0.0,0.0
ID,2012,01,53.1,0.0,0.0,0.0,0.0
ID,2012,02,54.0,0.6,0.0,0.0,0.0
ID,2012,03,29.9,1.2,0.0,0.0,0.0
ID,2012,04,5.3,0.0,0.0,0.0,0.0
ID,2012,05,11.0,0.0,0.0,0.0,0.0
ID,2012,06,21.8,0.3,0.0,0.0,0.0
ID,2012,07,58.3,8.8,0.2,0.0,0.0
ID,2012,08,76.1,41.0,0.5,0.0,0.0
ID,2012,09,84.3,66.3,1.3,0.0,0.0
ID,2012,10,82.2,65.8,0.9,0.0,0.0
ID,2012,11,73.8,58.6,0.6,0.0,0.0
ID,2012,12,56.4,48.1,0.5,0.0,0.0
ID,2013,01,57.8,38.9,0.5,0.0,0.0
ID,2013,02,52.6,31.0,0.1,0.0,0.0
ID,2013,03,50.5,22.6,0.0,0.0,0.0
ID,2013,04,52.2,22.6,0.0,0.0,0.0
ID,2013,05,81.1,22.4,0.1,0.0,0.0
ID,2013,06,93.0,75.0,13.3,0.0,0.0
ID,2013,07,96.4,89.0,32.9,0.0,0.0
ID,2013,08,97.6,94.4,61.6,9.7,0.0
ID,2013,09,97.6,94.6,61.2,9.4,0.0
ID,2013,10,80.3,71.5,42.2,5.1,0.0
ID,2013,11,78.3,70.1,41.9,5.1,0.0
ID,2013,12,78.3,70.1,43.2,5.6,0.0
ID,2014,01,99.9,71.6,46.4,13.8,0.0
ID,2014,02,91.3,63.2,39.0,7.2,0.0
ID,2014,03,63.5,44.4,29.8,1.6,0.0
ID,2014,04,54.6,40.4,28.0,1.7,0.0
ID,2014,05,51.8,38.5,27.2,1.7,0.0
ID,2014,06,60.2,40.6,28.1,1.7,0.0
