state,year,month,D0,D1,D2,D3,D4
WA,2000,01,0.0,0.0,0.0,0.0,0.0
WA,2000,02,0.0,0.0,0.0,0.0,0.0
WA,2000,03,0.0,0.0,0.0,0.0,0.0
WA,2000,04,0.0,0.0,0.0,0.0,0.0
WA,2000,05,0.0,0.0,0.0,0.0,0.0
WA,2000,06,0.0,0.0,0.0,0.0,0.0
WA,2000,07,0.0,0.0,0.0,0.0,0.0
WA,2000,08,10.3,0.0,0.0,0.0,0.0
WA,2000,09,3.8,0.0,0.0,0.0,0.0
WA,2000,10,0.0,0.0,0.0,0.0,0.0
WA,2000,11,0.0,0.0,0.0,0.0,0.0
WA,2000,12,0.0,0.0,0.0,0.0,0.0
WA,2001,01,44.8,1.1,0.0,0.0,0.0
WA,2001,02,100.0,76.3,0.0,0.0,0.0
WA,2001,03,100.0,100.0,35.2,0.0,0.0
WA,2001,04,100.0,100.0,46.4,0.0,0.0
WA,2001,05,100.0,100.0,52.3,0.0,0.0
WA,2001,06,100.0,99.3,58.6,0.0,0.0
WA,2001,07,100.0,100.0,69.4,0.0,0.0
WA,2001,08,100.0,100.0,61.3,0.0,0.0
WA,2001,09,100.0,100.0,66.1,5.4,0.0
WA,2001,10,100.0,94.6,68.0,5.8,0.0
WA,2001,11,100.0,87.4,67.7,5.8,0.0
WA,2001,12,79.3,64.9,46.7,0.9,0.0
WA,2002,01,55.0,20.6,9.5,0.3,0.0
WA,2002,02,9.6,0.8,0.0,0.0,0.0
WA,2002,03,2.8,0.0,0.0,0.0,0.0
WA,2002,04,4.3,0.1,0.0,0.0,0.0
WA,2002,05,1.9,0.4,0.0,0.0,0.0
WA,2002,06,2.4,0.4,0.0,0.0,0.0
WA,2002,07,12.1,0.3,0.0,0.0,0.0
WA,2002,08,28.5,0.0,0.0,0.0,0.0
WA,2002,09,43.2,0.0,0.0,0.0,0.0
WA,2002,10,66.6,0.0,0.0,0.0,0.0
WA,2002,11,100.0,31.7,0.1,0.0,0.0
WA,2002,12,92.2,24.0,0.1,0.0,0.0
WA,2003,01,66.7,8.2,1.3,0.0,0.0
WA,2003,02,91.6,0.3,0.0,0.0,0.0
WA,2003,03,49.7,0.0,0.0,0.0,0.0
WA,2003,04,2.2,0.0,0.0,0.0,0.0
