state,year,month,D0,D1,D2,D3,D4
WY,2007,03,99.6,93.2,74.4,37.0,0.0
WY,2007,04,100.0,92.8,53.9,9.3,0.0
WY,2007,05,90.0,67.6,44.4,9.0,0.0
WY,2007,06,78.0,60.4,46.6,11.4,0.0
WY,2007,07,85.1,65.5,49.3,12.5,0.0
WY,2007,08,89.4,67.2,49.3,11.3,0.0
WY,2007,09,90.1,68.0,42.5,5.2,0.0
WY,2007,10,86.3,66.4,39.7,1.2,0.0
WY,2007,11,84.3,66.3,39.4,0.0,0.0
WY,2007,12,84.6,66.6,36.5,0.0,0.0
WY,2008,01,84.7,65.2,34.6,0.0,0.0
WY,2008,02,84.7,64.2,34.1,0.0,0.0
WY,2008,03,77.3,56.0,31.7,0.0,0.0
WY,2008,04,77.7,54.0,13.4,0.0,0.0
WY,2008,05,66.3,43.0,10.4,0.0,0.0
WY,2008,06,43.3,17.2,6.9,0.0,0.0
WY,2008,07,51.1,17.1,6.9,0.0,0.0
WY,2008,08,67.2,19.4,6.9,0.0,0.0
WY,2008,09,63.7,18.9,4.1,0.0,0.0
WY,2008,10,60.5,18.1,0.0,0.0,0.0
WY,2008,11,60.0,17.9,0.0,0.0,0.0
WY,2008,12,72.2,17.9,0.0,0.0,0.0
WY,2009,01,72.3,17.9,0.0,0.0,0.0
WY,2009,02,70.1,13.3,0.0,0.0,0.0
WY,2009,03,74.7,13.2,0.0,0.0,0.0
WY,2009,04,38.2,6.1,0.0,0.0,0.0
WY,2009,05,15.9,3.0,0.0,0.0,0.0
WY,2009,06,11.7,1.2,0.0,0.0,0.0
WY,2009,07,0.0,0.0,0.0,0.0,0.0
WY,2009,08,0.0,0.0,0.0,0.0,0.0
WY,2009,09,0.0,0.0,0.0,0.0,0.0
WY,2009,10,0.0,0.0,0.0,0.0,0.0
WY,2009,11,1.1,0.0,0.0,0.0,0.0
WY,2009,12,8.7,0.0,0.0,0.0,0.0
WY,2010,01,31.7,4.9,0.0,0.0,0.0
WY,2010,02,60.9,17.8,0.0,0.0,0.0
WY,2010,03,74.9,36.6,9.9,0.0,0.0
WY,2010,04,73.5,37.1,14.8,0.0,0.0
WY,2010,05,54.0,33.2,14.8,0.0,0.0
WY,2010,06,40.1,28.9,8.5,0.0,0.0
WY,2010,07,30.7,7.4,0.0,0.0,0.0
WY,2010,08,29.5,7.4,0.0,0.0,0.0
WY,2010,09,45.0,7.6,0.0,0.0,0.0
WY,2010,10,65.5,8.8,0.0,0.0,0.0
WY,2010,11,51.7,7.1,0.0,0.0,0.0
WY,2010,12,39.6,4.7,0.0,0.0,0.0
WY,2011,01,34.9,1.0,0.0,0.0,0.0
WY,2011,02,30.0,1.0,0.0,0.0,0.0
WY,2011,03,19.2,0.3,0.0,0.0,0.0
WY,2011,04,9.3,0.0,0.0,0.0,0.0
WY,2011,05,0.1,0.0,0.0,0.0,0.0
WY,2011,06,0.0,0.0,0.0,0.0,0.0
WY,2011,07,0.0,0.0,0.0,0.0,0.0
WY,2011,08,1.4,0.0,0.0,0.0,0.0
WY,2011,09,2.7,0.0,0.0,0.0,0.0
WY,2011,10,1.3,0.0,0.0,0.0,0.0
WY,2011,11,0.2,0.0,0.0,0.0,0.0
WY,2011,12,0.2,0.0,0.0,0.0,0.0
WY,2012,01,10.5,0.8,0.0,0.0,0.0
WY,2012,02,12.7,2.1,0.0,0.0,0.0
WY,2012,03,12.7,2.3,0.1,0.0,0.0
WY,2012,04,39.1,6.5,0.0,0.0,0.0
WY,2012,05,69.0,17.5,0.3,0.0,0.0
WY,2012,06,88.8,50.1,17.3,2.2,0.0
WY,2012,07,96.5,86.8,63.1,16.5,0.0
WY,2012,08,98.0,91.2,75.1,27.0,0.0
WY,2012,09,100.0,97.9,87.3,58.4,2.7
WY,2012,10,100.0,97.9,86.4,57.9,7.6
WY,2012,11,100.0,97.8,86.2,55.8,8.2
WY,2012,12,100.0,96.6,86.1,60.1,10.3
WY,2013,01,100.0,96.1,86.1,64.2,10.5
WY,2013,02,100.0,94.2,84.3,58.5,10.3
WY,2013,03,100.0,93.5,83.7,54.7,10.1
WY,2013,04,100.0,93.6,82.6,38.8,3.9
WY,2013,05,100.0,92.4,77.8,13.9,0.0
WY,2013,06,99.7,89.9,47.1,9.1,0.0
WY,2013,07,96.3,83.6,49.2,14.6,0.0
WY,2013,08,93.8,84.1,51.0,17.3,0.0
WY,2013,09,89.8,78.3,39.1,13.0,0.0
WY,2013,10,70.7,34.1,6.3,0.6,0.0
WY,2013,11,64.3,6.1,0.0,0.0,0.0
WY,2013,12,56.6,6.2,0.0,0.0,0.0
WY,2014,01,53.4,6.1,0.0,0.0,0.0
WY,2014,02,39.3,2.8,0.0,0.0,0.0
WY,2014,03,22.9,0.1,0.0,0.0,0.0
WY,2014,04,8.2,0.0,0.0,0.0,0.0
WY,2014,05,2.8,0.0,0.0,0.0,0.0
WY,2014,06,6.1,0.0,0.0,0.0,0.0
WY,2014,07,9.4,0.7,0.0,0.0,0.0
WY,2014,08,9.4,3.5,0.0,0.0,0.0
WY,2014,09,3.8,0.5,0.0,0.0,0.0
WY,2014,10,2.4,0.0,0.0,0.0,0.0
WY,2014,11,2.4,0.0,0.0,0.0,0.0
WY,2014,12,2.4,0.0,0.0,0.0,0.0
WY,2015,01,3.6,0.0,0.0,0.0,0.0
WY,2015,02,12.1,3.6,0.0,0.0,0.0
WY,2015,03,20.4,7.4,0.2,0.0,0.0
WY,2015,04,33.5,12.7,1.1,0.0,0.0
WY,2015,05,32.6,10.7,0.6,0.0,0.0
WY,2015,06,27.8,0.5,0.0,0.0,0.0
WY,2015,07,20.7,0.5,0.0,0.0,0.0
WY,2015,08,18.5,0.6,0.0,0.0,0.0
WY,2015,09,24.6,0.7,0.0,0.0,0.0
WY,2015,10,43.5,0.5,0.0,0.0,0.0
WY,2015,11,59.8,0.5,0.0,0.0,0.0
WY,2015,12,61.6,1.8,0.0,0.0,0.0
WY,2016,01,73.0,11.2,0.0,0.0,0.0
WY,2016,02,77.3,12.7,0.3,0.0,0.0
WY,2016,03,75.7,13.8,2.1,0.0,0.0
WY,2016,04,41.3,6.7,1.7,0.0,0.0
WY,2016,05,19.7,5.4,1.1,0.0,0.0
WY,2016,06,27.8,11.0,2.5,0.2,0.0
WY,2016,07,40.8,15.9,6.5,2.8,0.0
WY,2016,08,56.5,21.9,8.9,3.3,0.0
WY,2016,09,60.4,28.4,11.4,0.0,0.0
WY,2016,10,40.1,12.8,3.0,0.0,0.0
WY,2016,11,43.4,11.9,1.7,0.0,0.0
WY,2016,12,41.5,15.6,2.3,0.0,0.0
WY,2017,01,25.3,10.6,0.6,0.0,0.0
WY,2017,02,14.9,9.3,0.0,0.0,0.0
WY,2017,03,15.0,9.4,0.0,0.0,0.0
WY,2017,04,16.7,8.4,0.0,0.0,0.0
WY,2017,05,8.0,0.1,0.0,0.0,0.0
WY,2017,06,6.8,0.5,0.0,0.0,0.0
WY,2017,07,23.4,3.5,0.9,0.0,0.0
WY,2017,08,19.4,2.8,0.5,0.0,0.0
WY,2017,09,28.7,2.2,0.2,0.0,0.0
WY,2017,10,16.7,2.2,0.0,0.0,0.0
WY,2017,11,13.4,1.9,0.0,0.0,0.0
WY,2017,12,19.7,1.9,0.0,0.0,0.0
WY,2018,01,27.4,3.5,0.0,0.0,0.0
WY,2018,02,23.1,3.4,0.0,0.0,0.0
WY,2018,03,18.0,3.2,0.0,0.0,0.0
WY,2018,04,13.5,2.7,0.0,0.0,0.0
WY,2018,05,13.6,2.5,0.0,0.0,0.0
WY,2018,06,14.2,2.8,0.0,0.0,0.0
WY,2018,07,19.8,5.1,0.6,0.0,0.0
WY,2018,08,24.4,9.7,3.5,0.0,0.0
WY,2018,09,32.3,11.7,3.5,0.1,0.0
WY,2018,10,39.7,13.6,3.5,0.0,0.0
WY,2018,11,40.4,13.4,3.3,0.0,0.0
WY,2018,12,40.0,13.4,3.3,0.0,0.0
WY,2019,01,46.8,15.4,2.1,0.0,0.0
WY,2019,02,56.9,14.3,0.0,0.0,0.0
WY,2019,03,42.7,2.9,0.0,0.0,0.0
WY,2019,04,23.9,3.1,0.0,0.0,0.0
