state,year,elev,avg_anomaly,median_anomaly,temp_mean,snow_mean,snow_median,site_count
UT,2011,10,7.4,8.9,26.6,20.8,18.8,
UT,2012,10,-7.0,-3.9,26.8,8.9,8.5,
UT,2013,10,-5.5,-2.4,25.4,10.4,10.0,
UT,2014,10,-7.4,-2.6,27.8,9.8,8.8,
UT,2015,10,-10.0,-5.7,30.5,7.3,7.2,
UT,2016,10,-6.0,-1.8,29.2,11.4,10.6,
UT,2017,10,-1.0,3.4,28.7,16.2,15.5,
UT,2000,10,-5.4,-4.2,27.3,9.8,11.2,
UT,2001,10,-1.1,-0.6,26.4,13.9,14.3,
UT,2002,10,-7.4,-6.5,24.8,7.3,7.3,
UT,2003,10,-3.9,-3.4,27.2,10.5,10.8,
UT,2004,10,-2.0,-0.5,28.0,12.6,12.5,
UT,2005,10,12.7,14.6,29.2,25.2,25.8,
UT,2006,10,0.3,1.0,26.1,13.4,12.9,
UT,2007,10,-3.9,-3.0,26.9,8.8,8.5,
UT,2008,10,0.2,1.0,24.5,12.2,12.1,
UT,2009,10,-1.3,-0.6,26.6,11.2,10.3,
UT,2005,5,2.1,2.2,35.2,15.8,15.3,
UT,2006,5,4.6,5.1,32.8,18.9,20.1,
UT,2007,5,-9.5,-8.4,31.3,5.6,5.3,
UT,2008,5,8.0,9.6,31.6,21.5,24.5,
UT,2009,5,-0.2,0.0,33.8,14.1,15.5,
UT,2010,5,-3.1,-2.3,33.0,11.4,13.0,
UT,2011,5,7.5,7.0,33.4,20.1,19.5,
UT,2012,5,-5.6,-4.3,33.8,9.6,11.6,
UT,2013,5,-9.6,-8.9,29.1,5.8,6.8,
UT,2014,5,-4.6,-3.7,34.4,10.7,13.0,
UT,2015,5,-10.1,-9.4,35.3,5.3,5.8,
UT,2016,5,-5.0,-4.1,33.5,10.5,11.6,
UT,2017,5,5.5,8.0,34.1,20.3,21.9,
WA,2003,4,-5.1,-3.9,34.3,19.3,16.1,
WA,2004,4,-1.8,-0.1,34.1,23.6,21.3,
WA,2005,4,-19.0,-16.7,34.4,8.0,7.1,
WA,2006,4,5.7,4.5,34.9,29.2,25.2,
WA,2007,4,4.0,4.0,34.8,28.6,27.0,
WA,2008,4,9.6,8.0,33.5,29.9,27.7,
WA,2009,4,-1.8,-1.3,34.6,22.7,20.5,
WA,2010,4,0.0,-0.4,35.8,24.7,21.5,
WA,2011,4,8.3,4.5,33.4,31.8,25.5,
WA,2012,4,8.2,6.6,34.5,32.0,28.1,
WA,2013,4,2.1,1.9,35.2,27.6,23.6,
WA,2014,4,-3.3,-2.0,35.1,22.3,17.6,
WA,2015,4,-19.4,-16.6,36.7,7.7,6.2,
WA,2016,4,-2.2,1.1,37.0,24.5,22.4,
WA,2017,4,2.3,1.4,33.3,27.7,22.6,
WA,2000,4,1.8,1.9,32.5,23.3,22.4,
WA,2001,4,-8.6,-7.4,31.7,13.2,11.7,
WA,2002,4,6.4,6.5,32.1,26.6,25.3,
WA,2008,3,19.0,17.1,35.9,40.3,38.7,
WA,2009,3,2.3,1.4,36.8,25.8,22.9,
WA,2010,3,-6.9,-4.8,37.6,17.4,16.1,
WA,2011,3,7.2,4.8,35.4,29.4,25.9,
WA,2012,3,8.3,7.5,36.5,31.0,28.1,
WA,2013,3,4.7,6.2,37.2,28.7,27.9,
WA,2014,3,-7.8,-7.2,36.8,17.9,16.4,
WA,2015,3,-19.8,-18.1,37.8,5.4,3.9,
WA,2016,3,-5.0,-2.1,38.5,21.1,21.0,
WA,2017,3,4.3,4.3,35.6,28.7,27.4,
WA,2000,3,6.8,6.5,34.9,28.7,29.3,
WA,2001,3,-8.6,-8.0,34.1,15.0,15.0,
WA,2002,3,11.1,10.9,34.5,32.4,31.7,
WA,2003,3,-10.2,-8.3,35.5,13.6,13.4,
WA,2004,3,-2.1,-0.1,36.0,22.3,23.2,
WA,2005,3,-18.9,-18.6,35.7,6.4,5.8,
WA,2006,3,6.1,6.9,36.8,28.7,29.2,
WA,2007,3,4.3,4.2,36.8,29.0,28.7,
WA,2007,5,0.8,0.8,33.3,30.5,24.0,
WA,2008,5,7.4,6.3,31.5,35.4,31.1,
WA,2009,5,-2.9,-2.0,32.9,25.9,22.3,
WA,2010,5,1.4,-0.3,33.6,30.5,24.9,
WA,2011,5,7.3,2.9,31.5,35.8,28.1,
WA,2012,5,7.7,4.6,32.5,36.9,28.5,
WA,2013,5,2.7,0.5,33.9,32.5,24.5,
WA,2014,5,-4.6,-3.7,33.5,23.7,17.3,
WA,2015,5,-17.5,-16.0,36.0,12.7,9.2,
WA,2016,5,0.3,0.5,35.8,30.6,25.3,
WA,2017,5,2.6,1.3,32.3,32.0,25.2,
WA,2000,5,1.1,2.3,30.9,30.2,27.4,
WA,2001,5,-13.0,-10.3,32.9,16.0,13.3,
WA,2002,5,5.5,5.3,30.5,33.3,26.6,
WA,2003,5,-3.4,-1.5,32.3,24.6,20.5,
WA,2004,5,-4.6,-0.9,32.1,24.2,21.2,
WA,2005,5,-19.3,-17.5,32.4,10.4,7.8,
WA,2006,5,4.6,5.3,32.7,32.6,28.0,
WA,2008,2,8.0,8.5,36.3,25.3,23.8,
WA,2009,2,-1.5,2.0,36.3,15.9,14.6,
WA,2010,2,-11.6,-9.1,37.5,6.8,3.8,
WA,2011,2,-5.6,-1.5,35.4,15.6,15.1,
WA,2012,2,-3.8,1.6,36.3,17.8,15.4,
WA,2013,2,-5.8,1.2,36.3,15.9,15.6,
WA,2014,2,-12.4,-7.9,35.7,11.2,9.2,
WA,2015,2,-15.8,-15.4,36.9,7.7,4.8,
WA,2016,2,-6.3,-1.1,37.4,16.7,16.0,
WA,2017,2,-6.5,0.4,34.3,15.8,14.6,
WA,2000,2,0.9,1.5,34.4,14.5,14.7,
WA,2001,2,-3.8,-2.9,34.5,11.2,11.3,
WA,2002,2,7.5,7.3,34.6,19.2,20.2,
WA,2003,2,-8.3,-8.1,35.1,7.6,6.4,
WA,2004,2,-1.9,-0.3,34.8,12.2,13.6,
WA,2005,2,-13.1,-13.2,33.9,2.7,2.3,
WA,2006,2,3.2,5.5,36.7,16.0,17.1,
WA,2007,2,2.9,4.4,36.3,16.5,17.2,
WA,2000,6,-4.4,-2.7,26.9,27.7,29.7,
WA,2001,6,-16.8,-17.5,28.7,17.0,17.6,
WA,2002,6,6.5,7.4,26.6,37.4,38.9,
WA,2003,6,-6.0,-6.4,28.8,26.1,26.6,
WA,2004,6,-13.3,-13.0,35.3,23.7,27.5,
WA,2005,6,-21.7,-22.7,27.7,13.1,13.6,
WA,2006,6,1.1,3.1,27.2,33.3,34.8,
WA,2007,6,6.9,8.7,29.3,39.3,42.1,
WA,2008,6,1.3,1.8,26.5,32.1,34.9,
WA,2009,6,-7.5,-7.6,27.6,25.4,25.3,
WA,2010,6,-6.3,-5.7,28.0,24.6,25.7,
WA,2011,6,8.1,7.7,22.5,40.4,38.9,
WA,2012,6,10.1,9.7,29.0,40.9,42.3,
WA,2013,6,2.8,4.3,31.2,33.8,34.5,
WA,2014,6,2.5,6.8,30.6,33.8,35.4,
WA,2015,6,-3.2,-1.6,33.3,31.1,33.9,
WA,2016,6,5.2,9.8,32.5,39.0,40.6,
WA,2017,6,10.2,11.5,28.9,41.4,41.1,
WY,2002,7,-2.1,-1.5,25.8,8.7,7.5,
WY,2003,7,-0.4,0.1,29.4,10.3,9.1,
WY,2004,7,-1.1,0.0,28.4,10.2,8.5,
WY,2005,7,-2.2,-1.5,29.5,8.7,8.1,
WY,2006,7,1.7,1.9,28.3,12.8,10.4,
WY,2007,7,-2.4,-1.3,28.6,8.7,7.5,
WY,2008,7,2.0,1.4,26.9,12.1,10.4,
WY,2009,7,0.8,0.7,29.1,11.5,10.1,
WY,2010,7,-2.7,-1.9,28.6,7.7,6.8,
WY,2011,7,5.2,4.1,28.6,14.9,12.6,
WY,2012,7,-0.6,0.3,29.4,10.7,9.4,
WY,2013,7,-2.1,-1.4,26.4,8.9,7.7,
WY,2014,7,2.9,2.7,29.1,13.5,12.0,
WY,2015,7,-2.1,-0.7,30.7,9.0,8.2,
WY,2016,7,-1.5,-0.9,30.4,9.4,8.3,
WY,2017,7,3.1,3.5,30.1,14.0,11.4,
WY,2000,7,-1.0,0.1,29.2,10.1,9.4,
WY,2001,7,-3.6,-2.3,26.8,7.5,6.8,
WY,2004,8,-3.7,-0.8,27.8,9.3,8.5,
WY,2005,8,-2.9,-0.6,29.0,9.5,8.5,
WY,2006,8,-0.4,0.4,27.1,12.3,10.3,
WY,2007,8,-3.8,-1.6,28.3,8.7,7.8,
WY,2008,8,0.3,1.4,26.7,12.2,10.4,
WY,2009,8,-0.2,1.5,28.8,12.2,10.5,
WY,2010,8,-3.0,-1.1,28.4,8.9,7.7,
WY,2011,8,1.7,3.2,28.3,14.8,12.2,
WY,2012,8,-4.9,-1.4,28.8,9.3,8.4,
WY,2013,8,-5.6,-2.3,26.1,8.3,7.3,
WY,2014,8,0.0,1.8,28.5,13.3,10.6,
WY,2015,8,-5.6,-1.8,30.8,8.6,7.1,
WY,2016,8,-4.8,-1.4,29.9,8.9,7.5,
WY,2017,8,0.2,1.7,30.3,14.2,11.7,
WY,2000,8,-3.1,-0.9,28.6,9.8,8.6,
WY,2001,8,-4.8,-2.4,26.2,8.1,7.5,
WY,2002,8,-3.9,-1.5,24.8,9.1,8.2,
WY,2003,8,-2.2,-0.3,28.7,10.7,9.4,
WY,2004,9,-2.6,-1.0,27.7,11.9,12.2,
WY,2005,9,-1.0,-0.4,28.3,13.0,12.4,
WY,2006,9,0.4,0.5,26.8,15.3,13.8,
WY,2007,9,-3.0,-1.4,27.9,12.6,11.5,
WY,2008,9,3.0,2.2,25.5,17.5,15.1,
WY,2009,9,1.9,2.4,28.3,16.8,15.1,
WY,2010,9,-2.0,-1.8,27.4,12.6,11.5,
WY,2011,9,8.5,6.3,26.8,22.0,19.4,
WY,2012,9,-0.7,0.2,28.5,14.5,12.9,
WY,2013,9,-2.4,-1.5,25.6,12.7,11.1,
WY,2014,9,4.5,4.3,27.9,19.0,16.8,
WY,2015,9,-2.2,-1.1,30.1,12.7,11.4,
WY,2016,9,-2.2,-1.9,29.3,12.5,11.2,
WY,2017,9,6.6,6.8,29.4,20.6,18.5,
WY,2000,9,-2.0,-0.8,27.7,12.5,12.1,
WY,2001,9,-5.1,-3.5,25.4,9.6,9.2,
WY,2002,9,-1.8,-0.8,24.5,12.5,11.4,
WY,2003,9,-0.5,-0.1,27.7,13.7,12.0,
WY,2013,10,-5.5,-4.3,26.1,16.2,15.6,
WY,2014,10,2.4,3.7,29.3,23.7,24.1,
WY,2015,10,-3.6,-2.5,30.9,17.6,17.5,
WY,2016,10,-0.6,-0.9,29.5,21.5,20.7,
WY,2017,10,3.5,4.3,30.6,25.5,25.9,
WY,2000,10,-4.6,-3.0,26.7,15.8,15.8,
WY,2001,10,-4.2,-2.7,24.7,16.4,16.0,
WY,2002,10,-8.1,-6.6,23.3,12.4,12.2,
WY,2003,10,-2.2,-1.5,25.8,17.4,15.1,
WY,2004,10,-4.7,-2.6,25.9,15.7,15.1,
WY,2005,10,-0.6,-0.1,27.1,18.7,17.7,
WY,2006,10,2.2,4.8,25.9,22.8,24.1,
WY,2007,10,-3.9,-2.2,28.8,16.3,15.9,
WY,2008,10,2.2,2.2,25.8,21.2,20.6,
WY,2009,10,1.7,2.4,28.6,21.5,20.9,
WY,2010,10,4.0,3.0,28.2,22.8,22.0,
WY,2011,10,15.0,13.4,27.7,33.6,32.8,
WY,2012,10,-6.3,-4.1,28.5,14.4,14.1,
WY,2000,6,-0.3,0.4,30.1,7.7,6.2,
WY,2001,6,-1.9,-1.1,27.6,6.0,5.9,
WY,2002,6,-1.8,-1.3,26.2,6.1,5.5,
WY,2003,6,-0.6,-0.1,30.0,7.2,6.8,
WY,2004,6,0.0,0.6,28.8,8.3,7.1,
WY,2005,6,-3.1,-2.8,28.8,6.8,7.9,
WY,2006,6,2.7,4.3,28.6,12.3,14.2,
WY,2007,6,-2.5,-1.7,28.3,7.1,7.8,
WY,2008,6,2.3,1.6,27.4,11.0,9.8,
WY,2009,6,0.6,0.4,29.1,9.8,10.6,
WY,2010,6,-4.4,-3.6,28.1,4.8,5.1,
WY,2011,6,4.9,3.4,29.1,13.0,13.2,
WY,2012,6,-0.5,0.6,28.5,9.6,9.6,
WY,2013,6,-1.6,-1.1,26.0,7.9,8.2,
WY,2014,6,3.2,3.6,29.2,12.1,9.5,
WY,2015,6,-0.4,0.2,30.1,9.6,11.8,
WY,2016,6,-2.0,-1.4,30.1,8.0,8.4,
WY,2017,6,4.5,4.3,30.0,13.7,14.4,
WY,2001,5,-0.2,0.0,30.8,3.9,4.3,
WY,2002,5,-1.1,-1.4,26.9,3.0,2.8,
WY,2003,5,-0.9,-0.5,29.4,3.2,3.5,
WY,2004,5,-0.9,-0.6,30.4,3.2,3.0,
WY,2005,5,-2.2,-2.3,31.8,1.8,1.8,
WY,2006,5,-0.3,-0.3,32.8,3.7,3.7,
WY,2007,5,-1.0,-0.7,29.2,3.2,2.9,
WY,2008,5,1.0,0.2,30.4,4.6,5.0,
WY,2009,5,1.3,1.2,31.7,5.1,4.9,
WY,2010,5,0.2,0.1,32.5,3.9,4.1,
WY,2011,5,2.8,2.3,30.2,6.5,7.0,
WY,2012,5,-0.1,0.1,33.1,3.8,3.7,
WY,2013,5,-0.5,-0.8,30.0,3.4,3.6,
WY,2014,5,1.5,1.4,28.7,5.4,5.3,
WY,2015,5,-1.1,-0.5,31.0,2.7,2.9,
WY,2016,5,-1.3,-0.8,34.0,2.8,3.0,
WY,2017,5,-1.0,0.1,30.8,2.8,3.0,
