county,state,none,D0,D1,D2,D3,D4,year,month
"Apache County",AZ,0.00,100.00,100.00,100.00,83.60,0.00,2004,12
"Apache County",AZ,0.00,100.00,100.00,100.00,83.60,0.00,2004,12
"Apache County",AZ,0.00,100.00,100.00,100.00,83.60,0.00,2004,12
"Apache County",AZ,0.00,100.00,100.00,100.00,83.60,0.00,2004,12
"Apache County",AZ,0.00,100.00,100.00,100.00,83.60,0.00,2004,11
"Apache County",AZ,0.00,100.00,100.00,100.00,83.69,0.00,2004,11
"Apache County",AZ,0.00,100.00,100.00,100.00,83.69,0.00,2004,11
"Apache County",AZ,0.00,100.00,100.00,100.00,83.69,0.00,2004,11
"Apache County",AZ,0.00,100.00,100.00,100.00,83.95,0.00,2004,11
"Apache County",AZ,0.00,100.00,100.00,100.00,83.95,0.00,2004,10
"Apache County",AZ,0.00,100.00,100.00,100.00,83.95,0.00,2004,10
"Apache County",AZ,0.00,100.00,100.00,100.00,83.95,0.00,2004,10
"Apache County",AZ,0.00,100.00,100.00,100.00,97.82,0.00,2004,10
"Apache County",AZ,0.00,100.00,100.00,100.00,97.82,0.00,2004,09
"Apache County",AZ,0.00,100.00,100.00,100.00,97.82,0.00,2004,09
"Apache County",AZ,0.00,100.00,100.00,100.00,97.82,0.00,2004,09
"Apache County",AZ,0.00,100.00,100.00,100.00,97.82,0.00,2004,09
"Apache County",AZ,0.00,100.00,100.00,100.00,100.00,0.00,2004,08
"Apache County",AZ,0.00,100.00,100.00,100.00,100.00,0.00,2004,08
"Apache County",AZ,0.00,100.00,100.00,100.00,100.00,0.00,2004,08
"Apache County",AZ,0.00,100.00,100.00,100.00,98.39,0.00,2004,08
"Apache County",AZ,0.00,100.00,100.00,100.00,98.39,0.00,2004,08
"Apache County",AZ,0.00,100.00,100.00,100.00,98.39,0.00,2004,07
"Apache County",AZ,0.00,100.00,100.00,100.00,98.18,0.00,2004,07
"Apache County",AZ,0.00,100.00,100.00,100.00,98.18,0.00,2004,07
"Apache County",AZ,0.00,100.00,100.00,100.00,89.49,0.00,2004,07
"Apache County",AZ,0.00,100.00,100.00,100.00,89.49,0.00,2004,06
"Apache County",AZ,0.00,100.00,100.00,100.00,89.49,0.00,2004,06
"Apache County",AZ,0.00,100.00,100.00,100.00,89.49,0.00,2004,06
"Apache County",AZ,0.00,100.00,100.00,100.00,89.49,0.00,2004,06
"Apache County",AZ,0.00,100.00,100.00,100.00,89.55,0.00,2004,06
"Apache County",AZ,0.00,100.00,100.00,100.00,89.55,0.00,2004,05
"Apache County",AZ,0.00,100.00,100.00,100.00,89.55,0.00,2004,05
"Apache County",AZ,0.00,100.00,100.00,100.00,89.55,0.00,2004,05
"Apache County",AZ,0.00,100.00,100.00,100.00,89.55,0.00,2004,05
"Apache County",AZ,0.00,100.00,100.00,100.00,89.55,0.00,2004,04
"Apache County",AZ,0.00,100.00,100.00,100.00,89.55,0.00,2004,04
"Apache County",AZ,0.00,100.00,100.00,100.00,89.55,0.00,2004,04
"Apache County",AZ,0.00,100.00,100.00,100.00,78.58,0.00,2004,04
"Apache County",AZ,0.00,100.00,100.00,100.00,94.52,0.00,2004,03
"Apache County",AZ,0.00,100.00,100.00,100.00,86.17,0.00,2004,03
"Apache County",AZ,0.00,100.00,100.00,100.00,84.05,0.00,2004,03
"Apache County",AZ,0.00,100.00,100.00,100.00,84.05,0.00,2004,03
"Apache County",AZ,0.00,100.00,100.00,100.00,93.50,0.00,2004,03
"Apache County",AZ,0.00,100.00,100.00,100.00,93.50,0.00,2004,02
"Apache County",AZ,0.00,100.00,100.00,100.00,93.50,0.00,2004,02
"Apache County",AZ,0.00,100.00,100.00,100.00,93.80,0.00,2004,02
"Apache County",AZ,0.00,100.00,100.00,100.00,93.80,0.00,2004,02
"Apache County",AZ,0.00,100.00,100.00,100.00,94.44,0.00,2004,01
"Apache County",AZ,0.00,100.00,100.00,100.00,94.44,0.00,2004,01
"Apache County",AZ,0.00,100.00,100.00,100.00,82.16,0.00,2004,01
"Apache County",AZ,0.00,100.00,100.00,100.00,83.82,0.00,2004,01
"Apache County",AZ,0.00,100.00,100.00,100.00,84.44,0.00,2003,12
"Apache County",AZ,0.00,100.00,100.00,100.00,56.93,0.00,2003,12
"Apache County",AZ,0.00,100.00,100.00,98.43,55.65,0.17,2003,12
"Apache County",AZ,0.00,100.00,100.00,98.09,55.46,0.31,2003,12
"Apache County",AZ,0.00,100.00,100.00,98.15,54.54,0.00,2003,12
"Apache County",AZ,0.00,100.00,100.00,98.96,58.00,0.00,2003,11
"Apache County",AZ,0.00,100.00,100.00,98.84,55.12,0.00,2003,11
"Apache County",AZ,0.00,100.00,100.00,100.00,58.51,0.00,2003,11
"Apache County",AZ,0.00,100.00,100.00,100.00,56.92,0.00,2003,11
"Apache County",AZ,0.00,100.00,100.00,100.00,57.50,0.00,2003,10
"Apache County",AZ,0.00,100.00,100.00,100.00,15.49,0.00,2003,10
"Apache County",AZ,0.00,100.00,100.00,100.00,16.06,0.00,2003,10
"Apache County",AZ,0.00,100.00,100.00,100.00,2.97,0.00,2003,10
"Apache County",AZ,0.00,100.00,100.00,100.00,11.79,0.00,2003,09
"Apache County",AZ,0.00,100.00,100.00,100.00,12.52,0.00,2003,09
"Apache County",AZ,0.00,100.00,100.00,100.00,11.42,0.00,2003,09
"Apache County",AZ,0.00,100.00,100.00,100.00,50.90,10.02,2003,09
"Apache County",AZ,0.00,100.00,100.00,80.61,49.55,8.40,2003,09
"Apache County",AZ,0.00,100.00,100.00,84.55,50.05,10.43,2003,08
"Apache County",AZ,0.00,100.00,100.00,84.06,49.01,10.16,2003,08
"Apache County",AZ,0.00,100.00,100.00,77.76,53.49,13.24,2003,08
"Apache County",AZ,0.00,100.00,100.00,78.94,52.28,14.90,2003,08
"Apache County",AZ,0.00,100.00,100.00,100.00,66.60,13.78,2003,07
"Apache County",AZ,0.00,100.00,100.00,100.00,81.03,20.01,2003,07
"Apache County",AZ,0.00,100.00,100.00,98.68,72.32,19.16,2003,07
"Apache County",AZ,0.00,100.00,100.00,88.70,43.40,18.95,2003,07
"Apache County",AZ,0.00,100.00,100.00,89.48,41.48,17.29,2003,07
"Apache County",AZ,0.00,100.00,100.00,77.79,42.79,18.74,2003,06
"Apache County",AZ,0.00,100.00,100.00,76.00,42.32,18.24,2003,06
"Apache County",AZ,0.00,100.00,100.00,77.56,43.40,18.06,2003,06
"Apache County",AZ,0.00,100.00,100.00,75.19,44.22,0.00,2003,06
"Apache County",AZ,0.00,100.00,100.00,77.74,44.60,0.00,2003,05
"Apache County",AZ,0.00,100.00,100.00,78.68,44.39,0.00,2003,05
"Apache County",AZ,0.00,100.00,100.00,60.89,42.97,0.00,2003,05
"Apache County",AZ,0.00,100.00,100.00,60.77,22.33,0.00,2003,05
"Apache County",AZ,0.00,100.00,100.00,60.55,21.18,0.00,2003,04
"Apache County",AZ,0.00,100.00,100.00,61.04,21.67,0.00,2003,04
"Apache County",AZ,0.00,100.00,100.00,58.03,21.31,0.00,2003,04
"Apache County",AZ,0.00,100.00,100.00,60.13,23.15,0.00,2003,04
"Apache County",AZ,0.00,100.00,100.00,61.34,24.58,0.00,2003,04
"Apache County",AZ,0.00,100.00,100.00,61.10,23.48,0.00,2003,03
"Apache County",AZ,0.00,100.00,100.00,60.68,23.28,0.00,2003,03
"Apache County",AZ,0.00,100.00,100.00,61.06,23.56,0.00,2003,03
"Apache County",AZ,0.00,100.00,100.00,60.81,27.05,0.00,2003,03
"Apache County",AZ,0.00,100.00,100.00,72.74,31.29,2.48,2003,02
"Apache County",AZ,0.00,100.00,100.00,76.20,32.57,2.33,2003,02
"Apache County",AZ,0.00,100.00,100.00,98.32,40.22,13.10,2003,02
"Apache County",AZ,0.00,100.00,100.00,92.52,40.23,12.04,2003,02
"Apache County",AZ,0.00,100.00,100.00,93.61,39.85,13.16,2003,01
"Apache County",AZ,0.00,100.00,100.00,95.92,42.11,11.64,2003,01
"Apache County",AZ,0.00,100.00,100.00,95.89,42.86,12.02,2003,01
"Apache County",AZ,0.00,100.00,100.00,77.86,43.28,12.40,2003,01
"Apache County",AZ,0.00,100.00,100.00,80.61,43.35,14.28,2002,12
"Apache County",AZ,0.00,100.00,100.00,89.61,42.69,12.67,2002,12
"Apache County",AZ,0.00,100.00,100.00,90.40,44.69,12.67,2002,12
"Apache County",AZ,0.00,100.00,100.00,88.91,41.76,12.26,2002,12
"Apache County",AZ,0.00,100.00,100.00,90.35,36.75,10.85,2002,12
"Apache County",AZ,0.00,100.00,100.00,89.59,37.41,10.94,2002,11
"Apache County",AZ,0.00,100.00,100.00,90.89,37.74,12.89,2002,11
"Apache County",AZ,0.00,100.00,100.00,91.59,37.58,11.37,2002,11
"Apache County",AZ,0.00,100.00,100.00,98.94,52.77,19.86,2002,11
"Apache County",AZ,0.00,100.00,100.00,96.45,54.54,19.94,2002,10
"Apache County",AZ,0.00,100.00,100.00,99.96,56.56,18.65,2002,10
"Apache County",AZ,0.00,100.00,100.00,99.70,55.21,18.13,2002,10
"Apache County",AZ,0.00,100.00,100.00,99.66,55.74,18.68,2002,10
"Apache County",AZ,0.00,100.00,100.00,99.61,53.74,27.24,2002,10
"Apache County",AZ,0.00,100.00,100.00,98.66,56.67,13.97,2002,09
"Apache County",AZ,0.00,100.00,100.00,100.00,59.40,19.71,2002,09
"Apache County",AZ,0.00,100.00,100.00,100.00,76.07,22.30,2002,09
"Apache County",AZ,0.00,100.00,100.00,100.00,81.93,40.58,2002,09
"Apache County",AZ,0.00,100.00,100.00,100.00,81.85,40.45,2002,08
"Apache County",AZ,0.00,100.00,100.00,100.00,82.60,40.53,2002,08
"Apache County",AZ,0.00,100.00,100.00,100.00,82.35,41.43,2002,08
"Apache County",AZ,0.00,100.00,100.00,100.00,80.55,40.36,2002,08
"Apache County",AZ,0.00,100.00,100.00,100.00,84.96,59.35,2002,07
"Apache County",AZ,0.00,100.00,100.00,100.00,100.00,79.09,2002,07
