state,none,D0,D1,D2,D3,D4,year,month
CA,40.46,59.54,28.85,3.98,0,0,2004,12
CA,32.23,67.77,29.37,3.98,0,0,2004,12
CA,32.23,67.77,29.37,3.98,0,0,2004,12
CA,26.62,73.38,29.37,4.84,0,0,2004,12
CA,26.46,73.54,30.21,8.64,0,0,2004,11
CA,24.23,75.77,31.28,8.3,0,0,2004,11
CA,24.23,75.77,31.28,8.3,0,0,2004,11
CA,20.84,79.16,31.28,8.3,0,0,2004,11
CA,18.41,81.59,31.28,10.42,0,0,2004,11
CA,18.23,81.77,40.55,10.42,0,0,2004,10
CA,12.21,87.79,55.82,18.25,0,0,2004,10
CA,5.41,94.59,61.08,21.1,0,0,2004,10
CA,5.41,94.59,61.08,21.1,0,0,2004,10
CA,5.41,94.59,61.08,21.1,0,0,2004,09
CA,5.26,94.74,61.08,21.1,0,0,2004,09
CA,5.35,94.65,61.08,21.1,0,0,2004,09
CA,5.2,94.8,61.29,22.45,0,0,2004,09
CA,5.1,94.9,61.29,22.45,0,0,2004,08
CA,10.63,89.37,60.59,21.79,0,0,2004,08
CA,10.62,89.38,60.59,21.79,0,0,2004,08
CA,10.62,89.38,60.59,25.3,0,0,2004,08
CA,15.64,84.36,52.05,14.97,0,0,2004,08
CA,14.81,85.19,52.05,14.97,0,0,2004,07
CA,14.81,85.19,52.02,9.89,0,0,2004,07
CA,14.81,85.19,52.05,8.32,0,0,2004,07
CA,14.81,85.19,52.05,8.32,0,0,2004,07
CA,14.64,85.36,50.9,7.57,0,0,2004,06
CA,17.95,82.05,50.66,7.57,0,0,2004,06
CA,17.67,82.33,50.41,7.67,0,0,2004,06
CA,17.67,82.33,50.41,7.67,0,0,2004,06
CA,18.39,81.61,50.36,6.66,0,0,2004,06
CA,16.9,83.1,48.33,6.96,0,0,2004,05
CA,17.07,82.93,46.06,6.96,0,0,2004,05
CA,17.07,82.93,46.06,6.96,0,0,2004,05
CA,16.81,83.19,46.06,6.96,0,0,2004,05
CA,29.21,70.79,22.67,6.96,0,0,2004,04
CA,31.64,68.36,19.01,5.78,0,0,2004,04
CA,31.64,68.36,19.01,5.78,0,0,2004,04
CA,62.08,37.92,16.45,5.43,0,0,2004,04
CA,61.85,38.15,17.16,7.94,0,0,2004,03
CA,74,26,17.16,7.94,0,0,2004,03
CA,74,26,17.16,7.94,0,0,2004,03
CA,74,26,17.16,7.94,0,0,2004,03
CA,74,26,17.16,7.94,0,0,2004,03
CA,70.62,29.38,17.2,7.78,0,0,2004,02
CA,67.47,32.53,17.2,7.78,0,0,2004,02
CA,67.47,32.53,17.2,7.78,0,0,2004,02
CA,67.18,32.82,17.3,7.79,0,0,2004,02
CA,67.18,32.82,17.3,7.67,0,0,2004,01
CA,66.01,33.99,18.38,7.67,0,0,2004,01
CA,65.27,34.73,23.23,9.51,0,0,2004,01
CA,69.55,30.45,20.28,8.05,0,0,2004,01
CA,67.34,32.66,20.28,9.47,0,0,2003,12
CA,47.84,52.16,32.06,9.8,0.01,0,2003,12
CA,48.91,51.09,30.57,9.75,0.02,0,2003,12
CA,47.46,52.54,29.64,8.86,0.01,0,2003,12
CA,43.73,56.27,30.7,9.84,0,0,2003,12
CA,46.19,53.81,30.69,10.91,0,0,2003,11
CA,44.56,55.44,32.1,11.56,0.03,0,2003,11
CA,45.87,54.13,31.34,10.2,0,0,2003,11
CA,29.14,70.86,33.06,11.07,0,0,2003,11
CA,6.6,93.4,42.17,11.32,0.02,0,2003,10
CA,26.77,73.23,26.49,11.27,0,0,2003,10
CA,28.25,71.75,23.96,9.48,0,0,2003,10
CA,66.91,33.09,25.28,10.65,0,0,2003,10
CA,67.98,32.02,23.86,8.94,0,0,2003,09
CA,66.92,33.08,25.47,10.71,0,0,2003,09
CA,67.25,32.75,24.9,10.18,0,0,2003,09
CA,65.83,34.17,27.52,9.39,0.01,0,2003,09
CA,65.32,34.68,30.54,15.26,0,0,2003,09
CA,66.8,33.2,24.01,13.44,0.01,0,2003,08
CA,66.81,33.19,24.08,12.7,0,0,2003,08
CA,63.93,36.07,24.75,8.37,0.01,0,2003,08
CA,63.37,36.63,25.72,9.1,0.05,0,2003,08
CA,63.9,36.1,24.76,8.43,0.03,0,2003,07
CA,62.96,37.04,26.04,8.9,0.01,0,2003,07
CA,62.14,37.86,25.28,9.19,0,0,2003,07
CA,62.41,37.59,25.72,9.38,0,0,2003,07
CA,63.14,36.86,25.06,8.45,0.03,0,2003,07
CA,64.7,35.3,25.23,8.28,0.04,0,2003,06
CA,63.83,36.17,25.85,8.23,0.1,0,2003,06
CA,63.7,36.3,25.72,8.66,0,0,2003,06
CA,63.32,36.68,26.16,8.99,0,0,2003,06
CA,65.05,34.95,25.13,8.38,0,0,2003,05
CA,64.15,35.85,25.01,8.47,0,0,2003,05
CA,63.81,36.19,25.47,8.03,0,0,2003,05
CA,58.71,41.29,30.12,8.33,0,0,2003,05
CA,59.37,40.63,29.46,7.67,0,0,2003,04
CA,59.72,40.28,30.85,8.75,0.04,0,2003,04
CA,58.56,41.44,29,10.17,0.05,0,2003,04
CA,40.13,59.87,32.74,11.39,0.17,0,2003,04
CA,39.64,60.36,32.57,11.57,0.21,0,2003,04
CA,51.83,48.17,32.1,11.33,0.1,0,2003,03
CA,51.5,48.5,32.9,11.55,0.04,0,2003,03
CA,45.14,54.86,33.71,21.85,1.2,0,2003,03
CA,60.17,39.83,30.65,21.81,1.35,0,2003,03
CA,58.1,41.9,34.46,20.61,7.62,0,2003,02
CA,57.82,42.18,34.47,20.69,7.93,0,2003,02
CA,45.39,54.61,38.83,28.32,14.91,0,2003,02
CA,47.36,52.64,31.78,25.8,15.7,0,2003,02
CA,51.74,48.26,29.56,25.24,15.67,0,2003,01
CA,61.07,38.93,29.7,24.2,17.18,0,2003,01
CA,60.71,39.29,30.81,25.39,17.08,0,2003,01
CA,58.16,41.84,32.14,25.42,16.93,0,2003,01
CA,58.39,41.61,32.23,26.06,17.19,0,2002,12
CA,56.56,43.44,33.12,26.29,17.58,0,2002,12
CA,42.1,57.9,35.75,29.12,17.18,0,2002,12
CA,0,100,51.74,30.89,17.39,0,2002,12
CA,5.66,94.34,35.26,28.16,17.35,0,2002,12
CA,4.96,95.04,36.15,28.59,20.81,0,2002,11
CA,5.55,94.45,35.87,28.21,20.68,0,2002,11
CA,5.29,94.71,35.19,28.1,20.41,0,2002,11
CA,0,100,75.48,47.2,24.48,0,2002,11
CA,0,100,72.23,39.41,24.28,0,2002,10
CA,0,100,72.01,39.65,23.89,0,2002,10
CA,0,100,70.48,39.6,23.64,0,2002,10
CA,0,100,70.73,39.66,23.64,0,2002,10
CA,6.12,93.88,51.75,38.19,23.61,0,2002,10
