state,none,D0,D1,D2,D3,D4,year,month
ID,18.71,81.29,56.51,49.17,31.23,4.87,2003,07
ID,30.78,69.22,55.22,48.96,32.68,4.09,2003,07
ID,38.72,61.28,54.41,48.24,32.16,3.69,2003,06
ID,38.55,61.45,54.72,48.27,32.1,3.86,2003,06
ID,38.85,61.15,54.56,49.35,32.23,3.83,2003,06
ID,40.27,59.73,52.85,46.91,25.86,3.08,2003,06
ID,38.92,61.08,53.65,47.83,26.55,3.3,2003,05
ID,38.75,61.25,53.11,48.17,25.32,3.27,2003,05
ID,38.73,61.27,53.49,48,27.24,3.54,2003,05
ID,35.43,64.57,56.66,46.07,25.4,0,2003,05
ID,26.43,73.57,62.18,56.19,28.82,0,2003,04
ID,25.39,74.61,64.07,56.92,27.51,0,2003,04
ID,25.42,74.58,65.04,56.75,26.33,0,2003,04
ID,25.29,74.71,64.64,55.61,26.93,0,2003,04
ID,23.4,76.6,70.98,57.9,27.76,0,2003,04
ID,20.25,79.75,75.77,64.69,30.6,0,2003,03
ID,20.15,79.85,75.78,65.38,30.67,0,2003,03
ID,12.27,87.73,76.18,65.69,31.99,0,2003,03
ID,0,100,81.51,68.72,33.38,0,2003,03
ID,0,100,81.71,67.96,30.92,0,2003,02
ID,0,100,88.86,77.24,33.55,0,2003,02
ID,0,100,89.17,77.32,34.49,0,2003,02
ID,0,100,88.99,77.55,35.47,0,2003,02
ID,0,100,94.96,90.38,35.75,2.31,2003,01
ID,0,100,95.96,91.65,39.27,2.4,2003,01
ID,0.01,99.99,96.01,92.32,35.76,3.17,2003,01
ID,0.01,99.99,93.04,88.35,11.13,0,2003,01
ID,0,100,92.79,87.96,11.52,0,2002,12
ID,0,100,95.41,88.4,17.1,0,2002,12
ID,0,100,94.94,88.1,16.5,0,2002,12
ID,0,100,94.62,87.64,16.01,0,2002,12
ID,0,100,94.55,87.39,16.17,0,2002,12
ID,0,100,95.02,87.88,16.71,0,2002,11
ID,0,100,94.94,87.48,17.56,0,2002,11
ID,0,100,94.4,87.23,17.06,0,2002,11
ID,0,100,100,84.69,17.25,0,2002,11
ID,0,100,78.85,75.69,17,0,2002,10
ID,0,100,79.02,75.84,16.69,0,2002,10
ID,0,100,79.34,75.97,15.93,0,2002,10
ID,0,100,79.3,76.08,16.18,0,2002,10
ID,0,100,76.16,72.43,22.62,0,2002,10
ID,16.26,83.74,75.59,71.21,24.62,0,2002,09
ID,16.56,83.44,75.43,71.28,23.4,0,2002,09
ID,16.81,83.19,75.22,71.06,23.74,0,2002,09
ID,16.9,83.1,75.19,71.21,27.58,0,2002,09
ID,16.87,83.13,75.31,70.45,27.24,0,2002,08
ID,17.02,82.98,75.53,71.03,27.47,0,2002,08
ID,16.63,83.37,72.96,58.58,20.14,0,2002,08
ID,20.85,79.15,73.3,57.33,7.57,0,2002,08
ID,20.95,79.05,73.31,50.6,0.58,0,2002,07
ID,28.09,71.91,66.34,46.34,0.04,0,2002,07
ID,28.29,71.71,65.26,45.76,0.39,0,2002,07
ID,27.69,72.31,59.28,37.28,0.65,0,2002,07
ID,28.91,71.09,58.45,37.07,0.41,0,2002,07
ID,29.19,70.81,53.56,25.89,0.06,0,2002,06
ID,29.84,70.16,52.29,25.06,0.21,0,2002,06
ID,29.09,70.91,49.42,16.12,0.07,0,2002,06
ID,27.5,72.5,49.26,7.77,0.08,0,2002,06
ID,27.49,72.51,47.11,12.93,2.13,0,2002,05
ID,25.8,74.2,48.95,12.88,1.83,0,2002,05
ID,26.5,73.5,50.19,13.42,2.28,0,2002,05
ID,26.47,73.53,49.31,13.31,1.98,0,2002,05
ID,26.23,73.77,52.44,12.99,2.06,0,2002,04
ID,25.64,74.36,52.84,13.15,1.84,0,2002,04
ID,26.24,73.76,52.25,12.78,2.09,0,2002,04
ID,11.47,88.53,57.28,16.07,2.36,0,2002,04
ID,11.44,88.56,57.08,15.81,2.53,0,2002,04
ID,11.38,88.62,57.61,16.07,3.17,0,2002,03
ID,11.87,88.13,51.26,21.19,4.73,0,2002,03
ID,9,91,61.06,25.46,4.27,0,2002,03
ID,8.31,91.69,79.67,26.88,4.35,0,2002,03
ID,8.93,91.07,78.91,47.66,4.85,0,2002,02
ID,7.75,92.25,79.5,48.42,4.8,0,2002,02
ID,7.6,92.4,79.33,48.35,4.48,0,2002,02
ID,3.14,96.86,80.11,48.68,4.55,0,2002,02
ID,2.91,97.09,81.78,48.45,3.38,0,2002,01
ID,0.03,99.97,92.49,63.5,11.1,0,2002,01
ID,0.57,99.43,96.21,63.78,11.98,0,2002,01
ID,0,100,99.61,85.98,17.72,0,2002,01
ID,0,100,100,99.98,26.29,0,2002,01
ID,0,100,100,100,25.77,0,2001,12
ID,0,100,100,100,34.07,0,2001,12
ID,0,100,100,100,36.05,0,2001,12
ID,0,100,100,100,39.88,0,2001,12
ID,0,100,100,100,62.51,0,2001,11
ID,0,100,100,100,62.83,0,2001,11
ID,0,100,100,100,62.83,0,2001,11
ID,0,100,100,100,62.83,0,2001,11
ID,0,100,100,100,62.83,0,2001,10
ID,0,100,100,100,62.83,0,2001,10
ID,0,100,100,100,62.83,0,2001,10
ID,0,100,100,100,62.83,0,2001,10
ID,0,100,100,100,62.83,0,2001,10
ID,0,100,100,100,62.83,0,2001,09
ID,0,100,100,100,62.21,0,2001,09
ID,0,100,100,100,62.21,0,2001,09
ID,0,100,100,100,57.09,0,2001,09
ID,0,100,100,100,51.3,0,2001,08
ID,0,100,100,100,50,0,2001,08
ID,0,100,100,100,35.38,0,2001,08
ID,0,100,100,100,33.71,0,2001,08
ID,0,100,100,100,33.71,0,2001,07
ID,0,100,100,100,0,0,2001,07
ID,0,100,100,100,0,0,2001,07
ID,0,100,100,100,0,0,2001,07
ID,0,100,100,100,0,0,2001,07
ID,0,100,100,99.98,0,0,2001,06
ID,0,100,100,98.05,0,0,2001,06
ID,0,100,100,81.86,0,0,2001,06
ID,0,100,100,81.86,0,0,2001,06
ID,0,100,98.35,81.86,0,0,2001,05
ID,0,100,98.35,81.45,0,0,2001,05
ID,0,100,98.35,81.45,0,0,2001,05
ID,0,100,98.35,73.24,0,0,2001,05
ID,0,100,98.35,73.24,0,0,2001,05
ID,0,100,98.35,73.24,0,0,2001,04
ID,0,100,98.35,73.24,0,0,2001,04
ID,0,100,98.35,73.24,0,0,2001,04
ID,0,100,99.85,73.24,0,0,2001,04
ID,0,100,97.34,53.64,0,0,2001,03
ID,0,100,97.34,53.64,0,0,2001,03
ID,0,100,90.32,53.64,0,0,2001,03
ID,0.59,99.41,90.32,0,0,0,2001,03
ID,0.59,99.41,85.97,0,0,0,2001,02
ID,13.99,86.01,85.26,0,0,0,2001,02
ID,15.21,84.79,83.87,0,0,0,2001,02
ID,23.27,76.73,2.99,0,0,0,2001,02
ID,23.27,76.73,2.99,0,0,0,2001,01
ID,23.58,76.42,0,0,0,0,2001,01
ID,87.29,12.71,0,0,0,0,2001,01
ID,87.29,12.71,0,0,0,0,2001,01
ID,99.83,0.17,0,0,0,0,2001,01
ID,99.83,0.17,0,0,0,0,2000,12
ID,99.83,0.17,0,0,0,0,2000,12
ID,89.21,10.79,0,0,0,0,2000,12
ID,86.99,13.01,0,0,0,0,2000,12
ID,78.97,21.03,0,0,0,0,2000,11
ID,78.97,21.03,0,0,0,0,2000,11
ID,76.21,23.79,0,0,0,0,2000,11
ID,69.08,30.92,0,0,0,0,2000,11
ID,58.91,41.09,0.25,0,0,0,2000,10
ID,41.63,58.37,27.92,0,0,0,2000,10
ID,28.61,71.39,53.1,0.68,0,0,2000,10
ID,16.76,83.24,61.81,12.06,0.32,0,2000,10
ID,16.43,83.57,61.87,12.06,0.32,0,2000,10
ID,12.67,87.33,61.87,12.06,0.32,0,2000,09
ID,12.67,87.33,57.02,13.87,0.4,0,2000,09
ID,12.67,87.33,57.02,15.19,0.4,0,2000,09
ID,12.67,87.33,57.02,15.19,0.4,0,2000,09
ID,8.92,91.08,73.2,18.35,0.4,0,2000,08
ID,8.7,91.3,68.65,17.23,0,0,2000,08
ID,8.7,91.3,57.58,11.21,0,0,2000,08
ID,8.7,91.3,54.47,0,0,0,2000,08
ID,10.28,89.72,53.79,0,0,0,2000,08
ID,9.17,90.83,49.87,0,0,0,2000,07
ID,7.87,92.13,49.87,0,0,0,2000,07
ID,26.77,73.23,34.77,0,0,0,2000,07
ID,27.14,72.86,10.16,0,0,0,2000,07
ID,72.4,27.6,0,0,0,0,2000,06
ID,99.91,0.09,0,0,0,0,2000,06
ID,100,0,0,0,0,0,2000,06
ID,100,0,0,0,0,0,2000,06
ID,100,0,0,0,0,0,2000,05
ID,100,0,0,0,0,0,2000,05
ID,100,0,0,0,0,0,2000,05
ID,100,0,0,0,0,0,2000,05
ID,100,0,0,0,0,0,2000,05
ID,100,0,0,0,0,0,2000,04
ID,98.76,1.24,0,0,0,0,2000,04
ID,96.59,3.41,0,0,0,0,2000,04
ID,100,0,0,0,0,0,2000,04
ID,100,0,0,0,0,0,2000,03
ID,100,0,0,0,0,0,2000,03
ID,100,0,0,0,0,0,2000,03
ID,100,0,0,0,0,0,2000,03
ID,100,0,0,0,0,0,2000,02
ID,100,0,0,0,0,0,2000,02
ID,100,0,0,0,0,0,2000,02
ID,100,0,0,0,0,0,2000,02
ID,100,0,0,0,0,0,2000,02
ID,94.65,5.35,0,0,0,0,2000,01
ID,99.26,0.74,0,0,0,0,2000,01
ID,99.48,0.52,0,0,0,0,2000,01
ID,100,0,0,0,0,0,2000,01
ID,54.42,45.58,0,0,0,0,2009,12
ID,73.99,26.01,0,0,0,0,2009,12
ID,73.99,26.01,0,0,0,0,2009,12
ID,74.82,25.18,0,0,0,0,2009,12
ID,87.04,12.96,0,0,0,0,2009,12
ID,87.69,12.31,0,0,0,0,2009,11
ID,87.69,12.31,0,0,0,0,2009,11
ID,81.96,18.04,0,0,0,0,2009,11
ID,81.96,18.04,0,0,0,0,2009,11
ID,79.05,20.95,0,0,0,0,2009,10
ID,72.48,27.52,0,0,0,0,2009,10
ID,66.31,33.69,0,0,0,0,2009,10
ID,66.31,33.69,0,0,0,0,2009,10
ID,65.55,34.45,0,0,0,0,2009,09
ID,100,0,0,0,0,0,2009,09
ID,100,0,0,0,0,0,2009,09
ID,100,0,0,0,0,0,2009,09
ID,100,0,0,0,0,0,2009,09
ID,100,0,0,0,0,0,2009,08
ID,100,0,0,0,0,0,2009,08
ID,96.67,3.33,0,0,0,0,2009,08
ID,96.62,3.38,0.12,0,0,0,2009,08
ID,95.74,4.26,0.74,0,0,0,2009,07
ID,95.74,4.26,0.79,0,0,0,2009,07
ID,98.32,1.68,0.08,0,0,0,2009,07
ID,98.69,1.31,0,0,0,0,2009,07
ID,99.27,0.73,0,0,0,0,2009,06
ID,99.1,0.9,0,0,0,0,2009,06
ID,77.72,22.28,4.08,0,0,0,2009,06
ID,72.24,27.76,14.26,0,0,0,2009,06
ID,44.57,55.43,16.14,0,0,0,2009,06
ID,45.04,54.96,15.97,0,0,0,2009,05
ID,45.04,54.96,15.97,0,0,0,2009,05
ID,45.19,54.81,19.15,0,0,0,2009,05
ID,36.72,63.28,21.37,0,0,0,2009,05
ID,36.09,63.91,30.62,0,0,0,2009,04
ID,36,64,30.73,0,0,0,2009,04
ID,36,64,37.64,0,0,0,2009,04
ID,26.05,73.95,37.64,0,0,0,2009,04
ID,22.42,77.58,39.7,0,0,0,2009,03
ID,22.42,77.58,39.7,0,0,0,2009,03
ID,22.39,77.61,39.7,0,0,0,2009,03
ID,22.39,77.61,39.7,0,0,0,2009,03
ID,22.39,77.61,66.5,0,0,0,2009,03
ID,22.39,77.61,66.5,0,0,0,2009,02
ID,22.39,77.61,49.46,0,0,0,2009,02
ID,24.05,75.95,49.44,0,0,0,2009,02
ID,24.5,75.5,49.46,0,0,0,2009,02
ID,27.64,72.36,49.45,0,0,0,2009,01
ID,27.71,72.29,49.45,0,0,0,2009,01
ID,23.98,76.02,53.36,0,0,0,2009,01
ID,22.44,77.56,53.54,0,0,0,2009,01
ID,21.2,78.8,53.54,0,0,0,2008,12
ID,21.2,78.8,56.78,0,0,0,2008,12
ID,21.2,78.8,59.47,0,0,0,2008,12
ID,26.01,73.99,59.47,0,0,0,2008,12
ID,26.01,73.99,59.47,0,0,0,2008,12
ID,27.25,72.75,59.47,0,0,0,2008,11
ID,27.25,72.75,59.47,0,0,0,2008,11
ID,22.78,77.22,56.81,0,0,0,2008,11
ID,22.95,77.05,56.81,0,0,0,2008,11
ID,22.95,77.05,56.81,0,0,0,2008,10
ID,22.93,77.07,56.8,0,0,0,2008,10
ID,23.43,76.57,34.48,0,0,0,2008,10
ID,23.21,76.79,34.51,0,0,0,2008,10
ID,23.21,76.79,34.51,0,0,0,2008,09
ID,23.21,76.79,34.51,0,0,0,2008,09
ID,20.92,79.08,37.79,0,0,0,2008,09
ID,20.94,79.06,37.79,0,0,0,2008,09
ID,20.94,79.06,37.79,0,0,0,2008,09
ID,20.94,79.06,37.79,0,0,0,2008,08
ID,20.94,79.06,37.79,0,0,0,2008,08
ID,20.95,79.05,37.79,0,0,0,2008,08
ID,20.71,79.29,37.79,0,0,0,2008,08
ID,22.05,77.95,37.79,0,0,0,2008,07
ID,22.05,77.95,37.79,0,0,0,2008,07
ID,26.74,73.26,37.66,0,0,0,2008,07
ID,26.76,73.24,38.68,0,0,0,2008,07
ID,28.74,71.26,38.68,0,0,0,2008,07
ID,28.74,71.26,38.68,0,0,0,2008,06
ID,28.74,71.26,35.7,0,0,0,2008,06
ID,39.07,60.93,35.64,0,0,0,2008,06
ID,39.32,60.68,35.64,0,0,0,2008,06
ID,50.96,49.04,20.7,0,0,0,2008,05
ID,47.66,52.34,22.84,0,0,0,2008,05
ID,47.66,52.34,22.84,0,0,0,2008,05
ID,47.58,52.42,22.84,0,0,0,2008,05
ID,50.06,49.94,22.33,0,0,0,2008,04
ID,50.06,49.94,22.33,0,0,0,2008,04
ID,50.06,49.94,22.33,1.43,0,0,2008,04
ID,50.03,49.97,22.33,1.43,0,0,2008,04
ID,37.52,62.48,35.74,7.82,0,0,2008,04
ID,30.74,69.26,48.86,38.7,0,0,2008,03
ID,31.11,68.89,48.86,38.52,0,0,2008,03
ID,31.11,68.89,48.86,38.52,0,0,2008,03
ID,31.11,68.89,48.86,38.52,0,0,2008,03
ID,30.49,69.51,52.38,39.54,0,0,2008,02
ID,30.49,69.51,52.38,39.54,0,0,2008,02
ID,30.49,69.51,52.38,39.54,0,0,2008,02
ID,29.72,70.28,52.39,39.54,0,0,2008,02
ID,8.62,91.38,52.39,39.83,0,0,2008,01
ID,8.62,91.38,52.39,39.83,0,0,2008,01
ID,0.75,99.25,71.6,49.69,0,0,2008,01
ID,0.51,99.49,88.32,49.69,0,0,2008,01
ID,0.52,99.48,88.72,51.25,0,0,2008,01
ID,0.52,99.48,88.72,51.25,0,0,2007,12
ID,0.52,99.48,88.72,51.25,0,0,2007,12
ID,0.52,99.48,88.83,51.25,0,0,2007,12
ID,0.52,99.48,88.83,51.25,0,0,2007,12
ID,0,100,97.62,77.56,0,0,2007,11
ID,0,100,97.62,77.56,0,0,2007,11
ID,0,100,99.84,85.67,0,0,2007,11
ID,0,100,100,97.78,12.92,0,2007,11
ID,0,100,100,97.78,13.4,0,2007,10
ID,0,100,100,97.78,13.4,0,2007,10
ID,0,100,100,97.88,34.08,0,2007,10
ID,0,100,100,97.88,34.08,0,2007,10
ID,0,100,100,100,34.08,0,2007,10
ID,0,100,100,100,34.08,0,2007,09
ID,0,100,100,100,35.03,0,2007,09
ID,0,100,100,100,30.16,0,2007,09
ID,0,100,100,100,30.16,0,2007,09
ID,0,100,100,100,30.16,0,2007,08
ID,0,100,100,100,30.16,0,2007,08
ID,0,100,100,100,19.31,0,2007,08
ID,0,100,100,100,10.8,0,2007,08
ID,0,100,100,70.72,0,0,2007,07
ID,0,100,94.56,41.91,0,0,2007,07
ID,0,100,94.56,3.86,0,0,2007,07
ID,0,100,90.45,3.86,0,0,2007,07
ID,6,94,31.5,1.57,0,0,2007,07
ID,6.97,93.03,22.23,1.36,0,0,2007,06
ID,6.97,93.03,22.23,1.36,0,0,2007,06
ID,6.97,93.03,22.23,1.3,0,0,2007,06
ID,8.4,91.6,23.47,1.3,0,0,2007,06
ID,8.4,91.6,23.47,1.3,0,0,2007,05
ID,8.4,91.6,22.96,1.15,0,0,2007,05
ID,8.4,91.6,22.89,1.15,0,0,2007,05
ID,8.4,91.6,19.1,0.84,0,0,2007,05
ID,8.4,91.6,19.1,0.84,0,0,2007,05
ID,8.4,91.6,17.42,0.39,0,0,2007,04
ID,8.5,91.5,23.25,0.55,0,0,2007,04
ID,42.46,57.54,9.39,0,0,0,2007,04
ID,57.32,42.68,9.26,0,0,0,2007,04
ID,57.78,42.22,8.88,0,0,0,2007,03
ID,65.73,34.27,0.88,0,0,0,2007,03
ID,67.2,32.8,0.88,0,0,0,2007,03
ID,67.2,32.8,0.88,0,0,0,2007,03
ID,67.01,32.99,0.9,0,0,0,2007,02
ID,63.35,36.65,7.37,0,0,0,2007,02
ID,63.35,36.65,7.37,0,0,0,2007,02
ID,69.9,30.1,7.37,0,0,0,2007,02
ID,71.56,28.44,7.37,0,0,0,2007,01
ID,71.56,28.44,6.66,0,0,0,2007,01
ID,71.56,28.44,6.66,0,0,0,2007,01
ID,71.56,28.44,6.66,0,0,0,2007,01
ID,72.11,27.89,3.11,0,0,0,2007,01
ID,71.68,28.32,3.11,0,0,0,2006,12
ID,71.68,28.32,3.11,0,0,0,2006,12
ID,78.43,21.57,0.16,0,0,0,2006,12
ID,75,25,0.83,0,0,0,2006,12
ID,75.01,24.99,0.18,0,0,0,2006,11
ID,74.86,25.14,0.18,0,0,0,2006,11
ID,74.56,25.44,0.18,0,0,0,2006,11
ID,74.56,25.44,0.18,0,0,0,2006,11
ID,39.27,60.73,0.54,0,0,0,2006,10
ID,33.58,66.42,0.54,0,0,0,2006,10
ID,33.58,66.42,0.54,0,0,0,2006,10
ID,33.58,66.42,0.54,0,0,0,2006,10
ID,20.12,79.88,2.72,0.38,0,0,2006,10
ID,19.81,80.19,2.39,0.38,0,0,2006,09
ID,19.67,80.33,2.39,0.38,0,0,2006,09
ID,25.89,74.11,2.55,0,0,0,2006,09
ID,25.09,74.91,2.55,0,0,0,2006,09
ID,43.75,56.25,2.55,0,0,0,2006,08
ID,42.47,57.53,2.8,0,0,0,2006,08
ID,39.79,60.21,3.25,0,0,0,2006,08
ID,40.3,59.7,0,0,0,0,2006,08
ID,80.71,19.29,0,0,0,0,2006,08
ID,95.01,4.99,0,0,0,0,2006,07
ID,99.94,0.06,0,0,0,0,2006,07
ID,100,0,0,0,0,0,2006,07
ID,100,0,0,0,0,0,2006,07
ID,100,0,0,0,0,0,2006,06
ID,100,0,0,0,0,0,2006,06
ID,100,0,0,0,0,0,2006,06
ID,100,0,0,0,0,0,2006,06
ID,100,0,0,0,0,0,2006,05
ID,100,0,0,0,0,0,2006,05
ID,100,0,0,0,0,0,2006,05
ID,100,0,0,0,0,0,2006,05
ID,100,0,0,0,0,0,2006,05
ID,100,0,0,0,0,0,2006,04
ID,100,0,0,0,0,0,2006,04
ID,100,0,0,0,0,0,2006,04
ID,87.04,12.96,0,0,0,0,2006,04
ID,82.56,17.44,0,0,0,0,2006,03
ID,82.56,17.44,0,0,0,0,2006,03
ID,82.56,17.44,0,0,0,0,2006,03
ID,82.56,17.44,0,0,0,0,2006,03
ID,82.56,17.44,0,0,0,0,2006,02
ID,82.56,17.44,0,0,0,0,2006,02
ID,82.56,17.44,0,0,0,0,2006,02
ID,82.56,17.44,0,0,0,0,2006,02
ID,82.47,17.53,0,0,0,0,2006,01
ID,81.66,18.34,0,0,0,0,2006,01
ID,60.49,39.51,0,0,0,0,2006,01
ID,57.05,42.95,0,0,0,0,2006,01
ID,45.9,54.1,18.08,0,0,0,2006,01
ID,27.62,72.38,50.19,0.78,0,0,2005,12
ID,4.62,95.38,51.38,0.78,0,0,2005,12
ID,4.62,95.38,40.31,0.78,0,0,2005,12
ID,4.62,95.38,40.31,0.78,0,0,2005,12
ID,4.41,95.59,46.42,0.78,0,0,2005,11
ID,4.39,95.61,54.53,0.78,0,0,2005,11
ID,4.39,95.61,54.53,0.78,0,0,2005,11
ID,4.39,95.61,55.46,0.78,0,0,2005,11
ID,4.39,95.61,83.15,17.17,0,0,2005,11
ID,4.39,95.61,83.15,17.17,0,0,2005,10
ID,4.39,95.61,83.15,17.17,0,0,2005,10
ID,4.39,95.61,83.15,22.69,0,0,2005,10
ID,4.39,95.61,83.15,22.69,0,0,2005,10
ID,4.39,95.61,87.5,26.06,0,0,2005,09
ID,3.83,96.17,88.23,26.87,0,0,2005,09
ID,3.23,96.77,88.52,27.45,0,0,2005,09
ID,3.23,96.77,88.52,27.45,0,0,2005,09
ID,2.37,97.63,88.52,27.45,0,0,2005,08
ID,2.38,97.62,88.52,27.45,0,0,2005,08
ID,2.38,97.62,91.51,28.99,0,0,2005,08
ID,2.37,97.63,91.51,25.11,0,0,2005,08
ID,2.25,97.75,92.05,25.91,0,0,2005,08
ID,2.3,97.7,92.05,25.91,0,0,2005,07
ID,2.3,97.7,92.05,25.91,0,0,2005,07
ID,2.3,97.7,92.05,25.91,0,0,2005,07
ID,2.3,97.7,92.2,25.91,0,0,2005,07
ID,2.3,97.7,92.2,25.91,0,0,2005,06
ID,1.62,98.38,92.2,25.91,0,0,2005,06
ID,1.2,98.8,92.96,25.91,6.67,0,2005,06
ID,1.2,98.8,96.86,56.08,6.38,0,2005,06
ID,1.2,98.8,96.86,72.56,26.5,0,2005,05
ID,1.2,98.8,96.86,72.56,26.5,0,2005,05
ID,0,100,98.76,72.56,26.5,0,2005,05
ID,0,100,99.06,78.44,37,0,2005,05
ID,0,100,99.06,79.92,37.91,4.29,2005,05
ID,0,100,99.82,80.1,38.65,4.29,2005,04
ID,0,100,100,82.09,44.77,10.02,2005,04
ID,0,100,100,89.92,45.13,10.27,2005,04
ID,0,100,100,89.82,44.16,7.75,2005,04
ID,0,100,100,90.34,48.24,9.93,2005,03
ID,0,100,100,97.96,53.19,11.75,2005,03
ID,0,100,100,97.96,53.19,11.75,2005,03
ID,0,100,100,97.96,36.28,3.53,2005,03
ID,0,100,100,97.96,36.28,3.53,2005,03
ID,0,100,100,86.51,36.28,3.53,2005,02
ID,0,100,100,86.25,36.28,3.53,2005,02
ID,0,100,100,60.79,33.49,3.53,2005,02
ID,0,100,100,54.2,31.71,3.65,2005,02
ID,0,100,65.25,52.39,31.71,3.65,2005,01
ID,0,100,61.55,50.69,30.71,3.65,2005,01
ID,0,100,61.55,50.69,30.71,4.43,2005,01
ID,32.51,67.49,60.77,51.6,30.59,4.38,2005,01
ID,32.51,67.49,60.77,51.6,33.25,10.01,2004,12
ID,23.76,76.24,41.73,18.49,3.4,0,2014,12
ID,23.38,76.62,41.83,18.49,3.4,0,2014,12
ID,23.38,76.62,44.14,19.49,3.53,0,2014,12
ID,21.08,78.92,44.14,19.49,3.53,0,2014,12
ID,21.08,78.92,44.14,19.49,3.53,0,2014,12
ID,21.08,78.92,44.14,19.49,3.53,0,2014,11
ID,20.79,79.21,44.14,19.49,3.53,0,2014,11
ID,21.9,78.1,43.96,20.01,3.53,0,2014,11
