county,state,none,D0,D1,D2,D3,D4,year,month
"Beaver County",UT,0.00,100.00,1.05,0.00,0.00,0.00,2004,12
"Beaver County",UT,0.00,100.00,1.05,0.00,0.00,0.00,2004,12
"Beaver County",UT,0.00,100.00,1.05,0.00,0.00,0.00,2004,12
"Beaver County",UT,0.00,100.00,2.17,0.00,0.00,0.00,2004,12
"Beaver County",UT,0.00,100.00,0.99,0.00,0.00,0.00,2004,11
"Beaver County",UT,0.00,100.00,100.00,25.36,0.00,0.00,2004,11
"Beaver County",UT,0.00,100.00,100.00,25.36,0.00,0.00,2004,11
"Beaver County",UT,0.00,100.00,100.00,45.58,0.00,0.00,2004,11
"Beaver County",UT,0.00,100.00,100.00,53.21,0.00,0.00,2004,11
"Beaver County",UT,0.00,100.00,100.00,53.21,0.00,0.00,2004,10
"Beaver County",UT,0.00,100.00,100.00,100.00,42.54,0.00,2004,10
"Beaver County",UT,0.00,100.00,100.00,100.00,42.54,0.00,2004,10
"Beaver County",UT,0.00,100.00,100.00,100.00,42.54,0.00,2004,10
"Beaver County",UT,0.00,100.00,100.00,100.00,42.54,0.00,2004,09
"Beaver County",UT,0.00,100.00,100.00,100.00,42.54,0.00,2004,09
"Beaver County",UT,0.00,100.00,100.00,100.00,42.54,0.00,2004,09
"Beaver County",UT,0.00,100.00,100.00,100.00,42.54,0.00,2004,09
"Beaver County",UT,0.00,100.00,100.00,100.00,40.02,0.00,2004,08
"Beaver County",UT,0.00,100.00,100.00,100.00,40.02,0.00,2004,08
"Beaver County",UT,0.00,100.00,100.00,100.00,40.02,0.00,2004,08
"Beaver County",UT,0.00,100.00,100.00,100.00,40.02,0.00,2004,08
"Beaver County",UT,0.00,100.00,100.00,100.00,52.24,0.00,2004,08
"Beaver County",UT,0.00,100.00,100.00,100.00,52.24,0.00,2004,07
"Beaver County",UT,0.00,100.00,100.00,100.00,54.16,0.00,2004,07
"Beaver County",UT,0.00,100.00,100.00,100.00,54.16,0.00,2004,07
"Beaver County",UT,0.00,100.00,100.00,100.00,54.16,0.00,2004,07
"Beaver County",UT,0.00,100.00,100.00,100.00,54.16,0.00,2004,06
"Beaver County",UT,0.00,100.00,100.00,100.00,54.16,0.00,2004,06
"Beaver County",UT,0.00,100.00,100.00,100.00,54.16,0.00,2004,06
"Beaver County",UT,0.00,100.00,100.00,100.00,54.16,0.00,2004,06
"Beaver County",UT,0.00,100.00,100.00,100.00,51.35,0.00,2004,06
"Beaver County",UT,0.00,100.00,100.00,100.00,51.35,0.00,2004,05
"Beaver County",UT,0.00,100.00,100.00,100.00,51.35,0.00,2004,05
"Beaver County",UT,0.00,100.00,100.00,100.00,51.35,0.00,2004,05
"Beaver County",UT,0.00,100.00,100.00,100.00,51.35,0.00,2004,05
"Beaver County",UT,0.00,100.00,100.00,100.00,26.63,0.00,2004,04
"Beaver County",UT,0.00,100.00,100.00,100.00,26.63,0.00,2004,04
"Beaver County",UT,0.00,100.00,100.00,100.00,26.63,0.00,2004,04
"Beaver County",UT,0.00,100.00,100.00,100.00,26.63,0.00,2004,04
"Beaver County",UT,0.00,100.00,100.00,100.00,19.72,0.00,2004,03
"Beaver County",UT,0.00,100.00,100.00,100.00,19.72,0.00,2004,03
"Beaver County",UT,0.00,100.00,100.00,100.00,28.69,0.00,2004,03
"Beaver County",UT,0.00,100.00,100.00,100.00,28.69,0.00,2004,03
"Beaver County",UT,0.00,100.00,100.00,100.00,28.69,0.00,2004,03
"Beaver County",UT,0.00,100.00,100.00,100.00,93.64,0.00,2004,02
"Beaver County",UT,0.00,100.00,100.00,100.00,93.64,0.00,2004,02
"Beaver County",UT,0.00,100.00,100.00,100.00,93.64,0.00,2004,02
"Beaver County",UT,0.00,100.00,100.00,100.00,93.64,0.00,2004,02
"Beaver County",UT,0.00,100.00,100.00,100.00,93.64,0.00,2004,01
"Beaver County",UT,0.00,100.00,100.00,100.00,93.64,0.00,2004,01
"Beaver County",UT,0.00,100.00,100.00,100.00,90.41,0.00,2004,01
"Beaver County",UT,0.00,100.00,100.00,100.00,90.04,0.00,2004,01
"Beaver County",UT,0.00,100.00,100.00,100.00,99.59,0.00,2003,12
"Beaver County",UT,0.00,100.00,100.00,100.00,100.00,0.00,2003,12
