state,none,D0,D1,D2,D3,D4,year,month
MT,9.71,90.29,73.54,52.91,30.76,7.6,2004,12
MT,9.71,90.29,73.54,52.37,29.83,7.6,2004,12
MT,15.62,84.38,69.6,46.18,28.21,7.13,2004,12
MT,15.62,84.38,66.74,45.91,28.21,7.13,2004,12
MT,15.62,84.38,66.26,45.91,28.21,7.13,2004,11
MT,15.27,84.73,66.87,46.01,30.09,7.13,2004,11
MT,15.27,84.73,66.87,46.01,30.09,7.13,2004,11
MT,15.27,84.73,66.87,46.01,30.09,7.13,2004,11
MT,15.27,84.73,66.87,46.01,30.09,7.13,2004,11
MT,15.11,84.89,66.87,46.01,30.09,7.13,2004,10
MT,15.11,84.89,66.87,46.01,30.09,7.13,2004,10
MT,15.11,84.89,66.87,50.19,30.6,7.76,2004,10
MT,15.11,84.89,66.87,50.19,30.6,7.76,2004,10
MT,19.65,80.35,66.87,50.19,30.6,7.76,2004,09
MT,15.79,84.21,69.49,51.68,30.6,7.76,2004,09
MT,13.51,86.49,73.26,55.32,30.6,8.51,2004,09
MT,10.75,89.25,74.56,59.28,37.6,10.88,2004,09
MT,10.65,89.35,74.56,59.28,37.5,10.88,2004,08
MT,3.77,96.23,77.26,59.28,38.03,11.27,2004,08
MT,2.6,97.4,81.77,66.62,38.2,11.23,2004,08
MT,11.24,88.76,76.34,61.98,32.88,11.23,2004,08
MT,11.12,88.88,76.34,61.98,35.05,13.58,2004,08
MT,11.08,88.92,76.34,61.98,34.73,13.58,2004,07
MT,12.92,87.08,75.97,61.98,33.74,13,2004,07
MT,12.92,87.08,76.34,61.98,33.74,7.3,2004,07
MT,12.92,87.08,76.34,61.98,33.74,7.3,2004,07
MT,12.94,87.06,77.01,62.02,33.74,7.3,2004,06
MT,12.95,87.05,76.99,62.02,33.74,7.3,2004,06
MT,12.37,87.63,78.9,60.85,36.35,7.26,2004,06
MT,11.63,88.37,79.38,60.82,37.71,2.97,2004,06
MT,8.86,91.14,84.09,68.75,42.1,7.52,2004,06
MT,6.56,93.44,86.48,70.26,45.38,7.52,2004,05
MT,3.83,96.17,89.9,74.96,55.62,12.39,2004,05
MT,2.21,97.79,90.07,74.96,55.62,12.39,2004,05
MT,2.24,97.76,90.07,74.96,55.5,12.39,2004,05
MT,2.24,97.76,89.99,71.4,45.52,7.36,2004,04
MT,2.24,97.76,89.99,71.4,45.52,7.36,2004,04
MT,2.24,97.76,82.01,66.87,40.95,7.33,2004,04
MT,2.24,97.76,82.09,66.82,35.59,5.21,2004,04
MT,2.28,97.72,82.44,66.82,35.59,5.21,2004,03
MT,2.28,97.72,82.44,66.82,35.45,5.21,2004,03
MT,2.28,97.72,82.44,66.82,36.62,5.21,2004,03
MT,0,100,87.95,69.69,36.62,5.21,2004,03
MT,0,100,89,70.24,37.42,6.02,2004,03
MT,0,100,89,70.23,37.94,6.15,2004,02
MT,0,100,89,70.23,37.94,6.15,2004,02
MT,0,100,89,70.23,37.94,6.15,2004,02
MT,0,100,89,70.23,37.94,9.01,2004,02
MT,0,100,89.18,70.23,37.94,9.01,2004,01
MT,0,100,90.54,70.18,37.94,9.01,2004,01
MT,0,100,91.26,68.86,37.4,9.27,2004,01
MT,0,100,97.12,74.98,37.59,11.12,2004,01
MT,0,100,96.96,76.74,40.03,13.21,2003,12
MT,0,100,100,84.11,41.63,13.03,2003,12
MT,0,100,100,85.23,42.78,13.48,2003,12
MT,0,100,100,85.38,40.55,13.01,2003,12
MT,0,100,100,85.57,43.14,13.36,2003,12
MT,0,100,100,85.75,45.5,13.27,2003,11
MT,0,100,100,85.57,47.98,12.53,2003,11
MT,0,100,100,85.81,59.58,13.49,2003,11
MT,0,100,100,86.3,59.33,12.88,2003,11
MT,0,100,100,85.18,58.62,12.82,2003,10
MT,0,100,100,85.48,58.73,12.47,2003,10
MT,0,100,100,84.75,59.09,12.48,2003,10
MT,0,100,100,81.21,59.82,13.15,2003,10
MT,0,100,96.83,81.36,60.03,12.83,2003,09
MT,0,100,96.56,81.16,59.61,12.85,2003,09
MT,0,100,96.63,83.55,65.21,15.64,2003,09
MT,0,100,95.84,88.34,64.12,13.65,2003,09
MT,0,100,96.18,78.26,53.72,6.06,2003,09
MT,0,100,97.38,79,53.17,6.15,2003,08
MT,0,100,90.08,78.1,53.25,5.68,2003,08
MT,1.16,98.84,89.82,77.17,32.92,3.83,2003,08
MT,0.22,99.78,89.67,77,32.49,3.64,2003,08
MT,7.56,92.44,84.82,72.17,32.92,3.78,2003,07
MT,9.09,90.91,80.84,69.48,28.55,3.11,2003,07
MT,15.25,84.75,77.65,61.19,8.43,0,2003,07
MT,15.11,84.89,72.74,47.38,6.41,0,2003,07
MT,15.29,84.71,69.22,42.96,3.14,0,2003,07
MT,9.86,90.14,70.84,41.44,2.77,0,2003,06
MT,8.74,91.26,71.84,44.84,2.89,0,2003,06
MT,8.72,91.28,71.19,46.03,2.69,0,2003,06
MT,18.34,81.66,66.55,40.98,2,0,2003,06
MT,17.89,82.11,66.94,41.26,2.3,0,2003,05
MT,17.82,82.18,66.06,41.03,2.16,0,2003,05
MT,17.81,82.19,67.35,40.86,2.34,0,2003,05
MT,13.46,86.54,72.17,52.7,6.41,0,2003,05
MT,10.83,89.17,79.45,57.58,21.47,0,2003,04
MT,11.41,88.59,78.14,49.34,26.85,0,2003,04
MT,10.07,89.93,75.95,48.38,24.72,0,2003,04
MT,9.82,90.18,76.59,50.6,25.4,0,2003,04
MT,3.41,96.59,88.67,62.18,35.54,0,2003,04
MT,3.23,96.77,89.67,69.9,42.35,0,2003,03
MT,3.36,96.64,90.58,73.51,46.3,0,2003,03
MT,0.12,99.88,91.01,74.26,46.15,0,2003,03
MT,0,100,93.45,76.24,50.42,4.98,2003,03
MT,0,100,90.49,68.63,38.83,5.04,2003,02
MT,0,100,90.49,68.02,39.79,5.24,2003,02
MT,0,100,90.86,67.66,39.06,5.43,2003,02
MT,0,100,91.06,68.29,39.37,5.04,2003,02
MT,0,100,91.9,75.77,42.69,8.52,2003,01
MT,0,100,90.96,76.55,43.01,8.32,2003,01
MT,0,100,92.86,77.22,43.67,9.18,2003,01
MT,0,100,89.49,68.57,36.02,7.22,2003,01
MT,0,100,88.92,65.03,34.61,0,2002,12
MT,0,100,81.86,63.43,29.36,0,2002,12
MT,0,100,81.48,63,29.24,0,2002,12
MT,0,100,81.09,62.45,28.43,0,2002,12
MT,0,100,80.41,57.38,28.55,0,2002,12
MT,0,100,80.57,57.53,28.31,0,2002,11
MT,0,100,80.47,56.93,28.61,0,2002,11
MT,0,100,79.89,57.02,28.34,0,2002,11
MT,0,100,77.31,47.65,28.68,0,2002,11
MT,0,100,68.14,43.25,28.52,0,2002,10
MT,0,100,68.47,43.34,29.53,0,2002,10
MT,0,100,68.4,43.63,29.22,0,2002,10
MT,0,100,68.92,44.5,29.56,0,2002,10
MT,2.22,97.78,59.35,37.02,22.28,0,2002,10
MT,5.98,94.02,67.21,41.2,26.52,0,2002,09
MT,9.02,90.98,67.1,41.19,25.94,0,2002,09
MT,6.35,93.65,67.64,41.2,24.87,0,2002,09
MT,5.19,94.81,68.92,44.22,27.61,0,2002,09
MT,5.29,94.71,71.82,43.77,26.68,0,2002,08
MT,5.37,94.63,72.52,49.01,28.5,0,2002,08
MT,5.47,94.53,72.1,48.37,27.86,0,2002,08
MT,2.62,97.38,79.49,62.39,34.73,0,2002,08
MT,2.77,97.23,79.65,58.29,29.26,0,2002,07
MT,11.34,88.66,74.92,57,25.76,0,2002,07
MT,12.4,87.6,71.86,53.79,26.92,0,2002,07
MT,14.4,85.6,67.26,51.81,26.97,0,2002,07
MT,8.11,91.89,71.59,51.56,26.68,0,2002,07
MT,8.03,91.97,67.9,48.6,27.06,0,2002,06
MT,8.38,91.62,67.92,49.25,25.87,0,2002,06
MT,12.86,87.14,67.54,46.18,23.65,0,2002,06
MT,10.14,89.86,76.23,59.45,36.93,13.11,2002,06
MT,8.4,91.6,78.53,67.88,45.95,13.82,2002,05
MT,7.21,92.79,79.06,66.71,44.62,12.48,2002,05
MT,7.11,92.89,86.06,70.13,44.74,13.23,2002,05
MT,7.46,92.54,87.76,78.09,48.3,12.57,2002,05
MT,7.34,92.66,88.39,78.04,48.84,5.71,2002,04
MT,7.34,92.66,88.58,78.12,48.69,0,2002,04
MT,7.31,92.69,88.52,78.02,49.32,0,2002,04
MT,6.34,93.66,88.48,71.32,41.98,0,2002,04
MT,6.54,93.46,88.41,71.27,42.34,0,2002,04
MT,6.26,93.74,88.64,71.09,42.73,0,2002,03
MT,6.39,93.61,87.8,71.01,42.6,0,2002,03
