state,none,D0,D1,D2,D3,D4,year,month
NM,30.55,69.45,61.05,37.12,12.93,0,2004,12
NM,30.55,69.45,61.05,37.12,12.93,0,2004,12
NM,30.55,69.45,61.05,37.12,12.93,0,2004,12
NM,30.55,69.45,61.15,37.17,12.93,0,2004,12
NM,30.55,69.45,61.05,37.17,12.93,0,2004,11
NM,31.28,68.72,60.22,38.41,12.93,0,2004,11
NM,31.28,68.72,60.22,38.41,12.93,0,2004,11
NM,25.31,74.69,64.01,42.73,14.18,0,2004,11
NM,25.31,74.69,64.01,42.8,14.77,0,2004,11
NM,25.77,74.23,64.01,42.8,14.77,0,2004,10
NM,25.77,74.23,64.01,42.8,14.77,0,2004,10
NM,25.77,74.23,64.01,42.8,14.77,0,2004,10
NM,22.97,77.03,67.33,50.56,7.7,0,2004,10
NM,17.79,82.21,67.33,50.56,7.7,0,2004,09
NM,15.7,84.3,68.34,50.56,7.7,0,2004,09
NM,15.47,84.53,68.34,50.56,7.93,0,2004,09
NM,16.08,83.92,68.3,50.56,7.93,0,2004,09
NM,16.54,83.46,68.3,50.56,7.72,0,2004,08
NM,17.12,82.88,68.3,50.56,7.72,0,2004,08
NM,14.94,85.06,69.05,50.56,7.72,0,2004,08
NM,10.33,89.67,76.78,58.89,8.96,0,2004,08
NM,6.4,93.6,77.96,64.23,10.75,0,2004,08
NM,7.26,92.74,77.43,61.62,10.75,0,2004,07
NM,0,100,89.74,68.07,10.49,0,2004,07
NM,0,100,89.94,68.07,10.49,0,2004,07
NM,0,100,86.52,47.53,10.6,0,2004,07
NM,0,100,86.32,47.64,10.6,0,2004,06
NM,0,100,91.18,48.73,11.55,0,2004,06
NM,0,100,77.37,48.46,11.55,0,2004,06
NM,0,100,75.2,48.03,11.61,0,2004,06
NM,0,100,71.86,47.94,11.67,0,2004,06
NM,0,100,73.64,47.79,11.67,0,2004,05
NM,1.12,98.88,73.64,47.79,11.67,0,2004,05
NM,1.12,98.88,73.64,47.79,11.67,0,2004,05
NM,1.33,98.67,73.64,47.79,11.67,0,2004,05
NM,1.33,98.67,73.64,47.79,11.67,0,2004,04
NM,0.24,99.76,79.61,49.52,11.67,0,2004,04
NM,0.24,99.76,79.61,49.52,11.67,0,2004,04
NM,0.24,99.76,82.46,64.65,22.02,0,2004,04
NM,0,100,100,96.38,75.64,30.52,2004,03
NM,0,100,100,96.38,75.63,30.52,2004,03
NM,0,100,100,96.38,77.5,30.52,2004,03
NM,0,100,100,96.87,77.5,30.52,2004,03
NM,0,100,100,96.87,79.42,33.21,2004,03
NM,0,100,100,100,91.24,36.35,2004,02
NM,0,100,100,100,91.24,36.35,2004,02
NM,0,100,100,100,92.56,36.35,2004,02
NM,0,100,100,100,92.56,36.35,2004,02
NM,0,100,100,100,92.56,36.35,2004,01
NM,0,100,100,100,92.56,34.98,2004,01
NM,0,100,100,100,92.08,35.11,2004,01
NM,0,100,100,100,92.02,35.11,2004,01
NM,0,100,100,100,79.35,22.87,2003,12
NM,0,100,100,95.05,66.25,22.28,2003,12
NM,0,100,100,95.83,67.21,12.96,2003,12
NM,0,100,100,94.62,66.41,12.95,2003,12
NM,0,100,100,94.19,66.35,12.52,2003,12
NM,0,100,100,93.64,66.94,11.57,2003,11
NM,0,100,100,93.49,67.42,11.87,2003,11
NM,0,100,100,93.45,68.26,12.42,2003,11
NM,0,100,100,92.65,67.74,12.91,2003,11
NM,0,100,100,93.93,68.23,12.36,2003,10
NM,0,100,100,93.92,64.05,0,2003,10
NM,0,100,100,94.56,68.09,0,2003,10
NM,0,100,100,95.81,66.39,0,2003,10
NM,0,100,100,96.11,72.47,0,2003,09
NM,0,100,100,95.83,72.46,0,2003,09
NM,0,100,100,95.93,72.21,0,2003,09
NM,0,100,100,96.2,40.24,0,2003,09
NM,0,100,100,86.2,34.4,0,2003,09
NM,0,100,100,89.62,34.55,0.01,2003,08
NM,0,100,100,86.74,30.62,0,2003,08
NM,0,100,100,83.21,28.09,0,2003,08
NM,0,100,100,76.55,26.09,0,2003,08
NM,0,100,100,64.03,25.28,0.01,2003,07
NM,0,100,94.31,63.91,25.95,0.09,2003,07
NM,0,100,93.25,63.01,25.91,0.08,2003,07
NM,0.14,99.86,86.72,56.35,25.27,0.08,2003,07
NM,1.57,98.43,87.09,56.93,24.59,0.05,2003,07
NM,0.16,99.84,92.45,56.84,25.81,0.09,2003,06
NM,0,100,95.26,57.41,25.25,0.07,2003,06
NM,0,100,95.41,58.2,21.77,0.08,2003,06
NM,0,100,96.5,58.66,24.44,0,2003,06
NM,0,100,96.58,67.67,23.24,0,2003,05
NM,0,100,96.41,67.86,23.25,0,2003,05
NM,0,100,96.14,36.77,18.68,0,2003,05
NM,0,100,94.8,28.68,4.63,0,2003,05
NM,0,100,84.14,27.55,4.16,0,2003,04
NM,0,100,70.9,15.43,1.56,0,2003,04
NM,0,100,70.5,15.75,0.86,0,2003,04
NM,0.03,99.97,69.17,16.09,0.77,0,2003,04
NM,0,100,68.82,17.15,1.16,0,2003,04
NM,0,100,69.16,16.88,1.29,0,2003,03
NM,0,100,68.98,16.53,5.25,0,2003,03
NM,0,100,68.28,16.68,4.99,0,2003,03
NM,6.9,93.1,68.1,17.03,4.84,0,2003,03
NM,6.74,93.26,68.58,16.47,4.46,0,2003,02
NM,5.98,94.02,70.7,22.28,5.1,0,2003,02
NM,3.89,96.11,69.82,18.42,5.15,0,2003,02
NM,3.95,96.05,69.62,17.57,4.57,0,2003,02
NM,3.77,96.23,69.98,18.2,5.11,0,2003,01
NM,9.08,90.92,70.73,17.6,2.47,0,2003,01
NM,9.13,90.87,71.32,18.09,2.9,0,2003,01
NM,8.63,91.37,71.9,15.14,3.69,0,2003,01
NM,9.19,90.81,70.96,15.33,3.09,0,2002,12
NM,6.95,93.05,77.11,21.47,3.08,0,2002,12
NM,6.65,93.35,77.73,22.29,3.08,0,2002,12
