county,state,none,D0,D1,D2,D3,D4,year,month
"Adams County",CO,66.96,33.04,0.00,0.00,0.00,0.00,2004,12
"Adams County",CO,66.96,33.04,0.00,0.00,0.00,0.00,2004,12
"Adams County",CO,66.96,33.04,0.00,0.00,0.00,0.00,2004,12
"Adams County",CO,66.96,33.04,0.00,0.00,0.00,0.00,2004,12
"Adams County",CO,66.96,33.04,0.00,0.00,0.00,0.00,2004,11
"Adams County",CO,61.17,38.83,2.90,0.00,0.00,0.00,2004,11
"Adams County",CO,61.17,38.83,2.90,0.00,0.00,0.00,2004,11
"Adams County",CO,61.17,38.83,2.90,0.00,0.00,0.00,2004,11
"Adams County",CO,61.17,38.83,2.90,0.00,0.00,0.00,2004,11
"Adams County",CO,59.77,40.23,2.90,0.00,0.00,0.00,2004,10
"Adams County",CO,59.77,40.23,2.90,0.00,0.00,0.00,2004,10
"Adams County",CO,40.98,59.02,33.42,0.00,0.00,0.00,2004,10
"Adams County",CO,40.98,59.02,33.42,0.00,0.00,0.00,2004,10
"Adams County",CO,36.59,63.41,45.84,0.00,0.00,0.00,2004,09
"Adams County",CO,34.57,65.43,45.84,0.00,0.00,0.00,2004,09
"Adams County",CO,35.77,64.23,45.84,0.00,0.00,0.00,2004,09
"Adams County",CO,27.80,72.20,50.74,0.00,0.00,0.00,2004,09
"Adams County",CO,24.46,75.54,50.74,0.00,0.00,0.00,2004,08
"Adams County",CO,17.47,82.53,57.88,0.00,0.00,0.00,2004,08
"Adams County",CO,0.00,100.00,80.63,0.00,0.00,0.00,2004,08
"Adams County",CO,0.00,100.00,80.63,0.00,0.00,0.00,2004,08
"Adams County",CO,0.00,100.00,80.53,0.00,0.00,0.00,2004,08
"Adams County",CO,0.00,100.00,80.53,0.00,0.00,0.00,2004,07
"Adams County",CO,0.00,100.00,100.00,44.28,0.00,0.00,2004,07
"Adams County",CO,0.00,100.00,100.00,44.28,0.00,0.00,2004,07
"Adams County",CO,0.00,100.00,100.00,44.28,0.00,0.00,2004,07
"Adams County",CO,0.00,100.00,100.00,43.67,0.00,0.00,2004,06
"Adams County",CO,0.00,100.00,100.00,93.21,0.00,0.00,2004,06
"Adams County",CO,0.00,100.00,100.00,89.79,0.00,0.00,2004,06
"Adams County",CO,0.00,100.00,100.00,89.79,0.00,0.00,2004,06
"Adams County",CO,0.00,100.00,100.00,71.01,0.00,0.00,2004,06
"Adams County",CO,0.00,100.00,100.00,74.83,0.00,0.00,2004,05
"Adams County",CO,0.00,100.00,100.00,68.28,0.00,0.00,2004,05
"Adams County",CO,0.00,100.00,100.00,68.28,0.00,0.00,2004,05
"Adams County",CO,0.00,100.00,100.00,68.28,0.00,0.00,2004,05
"Adams County",CO,0.00,100.00,100.00,68.28,0.00,0.00,2004,04
"Adams County",CO,0.00,100.00,100.00,63.31,0.00,0.00,2004,04
"Adams County",CO,0.00,100.00,100.00,63.31,0.00,0.00,2004,04
"Adams County",CO,0.00,100.00,100.00,63.31,0.00,0.00,2004,04
"Adams County",CO,0.00,100.00,100.00,63.30,0.00,0.00,2004,03
"Adams County",CO,0.00,100.00,100.00,48.31,0.00,0.00,2004,03
"Adams County",CO,0.00,100.00,79.02,26.86,0.00,0.00,2004,03
"Adams County",CO,0.00,100.00,79.02,26.86,0.00,0.00,2004,03
"Adams County",CO,0.00,100.00,79.02,26.86,0.00,0.00,2004,03
"Adams County",CO,0.00,100.00,79.02,0.00,0.00,0.00,2004,02
"Adams County",CO,0.00,100.00,79.02,0.00,0.00,0.00,2004,02
"Adams County",CO,0.00,100.00,15.22,0.00,0.00,0.00,2004,02
"Adams County",CO,0.00,100.00,15.22,0.00,0.00,0.00,2004,02
"Adams County",CO,0.00,100.00,8.44,0.00,0.00,0.00,2004,01
"Adams County",CO,0.00,100.00,13.94,0.00,0.00,0.00,2004,01
"Adams County",CO,0.00,100.00,40.27,0.00,0.00,0.00,2004,01
"Adams County",CO,0.00,100.00,22.44,0.00,0.00,0.00,2004,01
"Adams County",CO,0.00,100.00,21.87,0.00,0.00,0.00,2003,12
"Adams County",CO,0.00,100.00,20.61,0.00,0.00,0.00,2003,12
"Adams County",CO,0.00,100.00,20.06,0.00,0.00,0.00,2003,12
"Adams County",CO,0.00,100.00,17.97,0.00,0.00,0.00,2003,12
"Adams County",CO,0.00,100.00,0.00,0.00,0.00,0.00,2003,12
"Adams County",CO,0.00,100.00,0.00,0.00,0.00,0.00,2003,11
"Adams County",CO,0.00,100.00,0.00,0.00,0.00,0.00,2003,11
"Adams County",CO,0.00,100.00,0.00,0.00,0.00,0.00,2003,11
"Adams County",CO,0.00,100.00,0.00,0.00,0.00,0.00,2003,11
"Adams County",CO,0.00,100.00,0.00,0.00,0.00,0.00,2003,10
"Adams County",CO,0.00,100.00,0.00,0.00,0.00,0.00,2003,10
"Adams County",CO,0.00,100.00,0.00,0.00,0.00,0.00,2003,10
"Adams County",CO,0.00,100.00,0.00,0.00,0.00,0.00,2003,10
"Adams County",CO,0.00,100.00,0.00,0.00,0.00,0.00,2003,09
"Adams County",CO,0.00,100.00,0.00,0.00,0.00,0.00,2003,09
"Adams County",CO,0.00,100.00,0.00,0.00,0.00,0.00,2003,09
"Adams County",CO,0.00,100.00,0.00,0.00,0.00,0.00,2003,09
"Adams County",CO,0.00,100.00,100.00,0.00,0.00,0.00,2003,09
"Adams County",CO,0.00,100.00,100.00,0.00,0.00,0.00,2003,08
"Adams County",CO,0.00,100.00,100.00,0.00,0.00,0.00,2003,08
"Adams County",CO,0.00,100.00,100.00,0.00,0.00,0.00,2003,08
"Adams County",CO,0.00,100.00,100.00,0.00,0.00,0.00,2003,08
"Adams County",CO,0.00,100.00,100.00,0.00,0.00,0.00,2003,07
"Adams County",CO,0.00,100.00,20.45,0.00,0.00,0.00,2003,07
"Adams County",CO,0.00,100.00,0.00,0.00,0.00,0.00,2003,07
"Adams County",CO,100.00,0.00,0.00,0.00,0.00,0.00,2003,07
"Adams County",CO,100.00,0.00,0.00,0.00,0.00,0.00,2003,07
"Adams County",CO,100.00,0.00,0.00,0.00,0.00,0.00,2003,06
"Adams County",CO,0.26,99.74,0.00,0.00,0.00,0.00,2003,06
"Adams County",CO,0.00,100.00,0.00,0.00,0.00,0.00,2003,06
"Adams County",CO,0.00,100.00,0.00,0.00,0.00,0.00,2003,06
"Adams County",CO,0.00,100.00,0.00,0.00,0.00,0.00,2003,05
"Adams County",CO,0.00,100.00,0.00,0.00,0.00,0.00,2003,05
"Adams County",CO,0.00,100.00,100.00,0.00,0.00,0.00,2003,05
"Adams County",CO,0.00,100.00,100.00,0.00,0.00,0.00,2003,05
"Adams County",CO,0.00,100.00,100.00,0.00,0.00,0.00,2003,04
"Adams County",CO,0.00,100.00,100.00,0.00,0.00,0.00,2003,04
"Adams County",CO,0.00,100.00,100.00,0.00,0.00,0.00,2003,04
"Adams County",CO,0.00,100.00,100.00,0.00,0.00,0.00,2003,04
"Adams County",CO,0.00,100.00,100.00,0.00,0.00,0.00,2003,04
"Adams County",CO,0.00,100.00,100.00,5.27,0.00,0.00,2003,03
"Adams County",CO,0.00,100.00,100.00,100.00,38.56,0.00,2003,03
"Adams County",CO,0.00,100.00,100.00,100.00,25.57,0.00,2003,03
"Adams County",CO,0.00,100.00,100.00,100.00,0.00,0.00,2003,03
"Adams County",CO,0.00,100.00,100.00,100.00,0.00,0.00,2003,02
"Adams County",CO,0.00,100.00,100.00,100.00,0.00,0.00,2003,02
"Adams County",CO,0.00,100.00,100.00,100.00,0.00,0.00,2003,02
"Adams County",CO,0.00,100.00,100.00,100.00,0.00,0.00,2003,02
"Adams County",CO,0.00,100.00,100.00,100.00,0.00,0.00,2003,01
"Adams County",CO,0.00,100.00,100.00,100.00,0.97,0.00,2003,01
"Adams County",CO,0.00,100.00,100.00,100.00,30.91,0.00,2003,01
"Adams County",CO,0.00,100.00,100.00,100.00,50.11,0.00,2003,01
"Adams County",CO,0.00,100.00,100.00,100.00,25.16,0.00,2002,12
"Adams County",CO,0.00,100.00,100.00,100.00,36.81,0.00,2002,12
"Adams County",CO,0.00,100.00,100.00,100.00,31.69,0.00,2002,12
"Adams County",CO,0.00,100.00,100.00,100.00,22.68,0.00,2002,12
"Adams County",CO,0.00,100.00,100.00,100.00,27.17,0.00,2002,12
"Adams County",CO,0.00,100.00,100.00,100.00,28.83,0.00,2002,11
"Adams County",CO,0.00,100.00,100.00,100.00,30.49,0.00,2002,11
"Adams County",CO,0.00,100.00,100.00,100.00,19.26,0.00,2002,11
"Adams County",CO,0.00,100.00,100.00,100.00,32.51,0.00,2002,11
"Adams County",CO,0.00,100.00,100.00,100.00,49.05,0.00,2002,10
