state,none,D0,D1,D2,D3,D4,year,month
NV,0,100,94.94,67.36,28.01,0,2004,12
NV,0,100,94.94,67.36,28.01,0,2004,12
NV,0,100,95.34,67.36,28.01,0,2004,12
NV,0,100,95.52,69.94,28.22,0,2004,12
NV,0,100,95.43,69.94,28.22,0,2004,11
NV,0,100,100,77.76,43.49,0,2004,11
NV,0,100,100,77.76,43.49,0,2004,11
NV,0,100,100,79.44,43.49,0,2004,11
NV,0,100,100,81.21,45.04,0,2004,11
NV,0,100,100,81.21,45.04,0,2004,10
NV,0,100,100,85.02,53.17,0,2004,10
NV,0,100,100,85.02,53.17,0,2004,10
NV,0,100,100,85.02,53.17,0,2004,10
NV,0,100,100,85.02,53.17,0,2004,09
NV,0,100,100,85.02,53.17,0,2004,09
NV,0,100,100,85.02,53.17,0,2004,09
NV,0,100,100,85.14,53.17,0,2004,09
NV,0,100,100,85.14,53.64,0,2004,08
NV,0,100,100,85.14,53.64,0,2004,08
NV,0,100,100,85.14,54.05,0,2004,08
NV,0,100,100,87.01,52.81,0,2004,08
NV,0,100,100,86.95,38.58,0,2004,08
NV,0,100,100,86.95,38.58,0,2004,07
NV,0,100,100,86.95,38.54,0,2004,07
NV,0,100,100,85.51,38.54,0,2004,07
NV,0,100,100,85.51,38.54,0,2004,07
NV,0,100,100,83.38,38.54,0,2004,06
NV,0,100,100,83.38,38.54,0,2004,06
NV,0,100,100,83.08,38.54,0,2004,06
NV,0,100,100,83.08,38.54,0,2004,06
NV,0,100,100,83.2,38.59,0,2004,06
NV,0,100,100,83.31,38.59,0,2004,05
NV,0,100,100,84.39,18.05,0,2004,05
NV,0,100,100,84.39,18.05,0,2004,05
NV,0,100,100,84.39,18.05,0,2004,05
NV,0,100,100,84.39,14.39,0,2004,04
NV,0,100,98.59,79.11,14.39,0,2004,04
NV,0,100,98.59,79.11,14.39,0,2004,04
NV,1.49,98.51,93.4,75,14.35,0,2004,04
NV,1.35,98.65,94.03,75.28,14.46,0,2004,03
NV,1.35,98.65,94.03,75.28,14.46,0,2004,03
NV,1.35,98.65,94.03,75.28,12.95,0,2004,03
NV,1.35,98.65,94.03,75.28,13.05,0,2004,03
NV,1.35,98.65,94.03,75.28,13.05,0,2004,03
NV,1.28,98.72,94.04,90.1,21.83,0.29,2004,02
NV,1.28,98.72,94.04,90.1,21.83,0.29,2004,02
NV,1.28,98.72,94.04,90.1,21.83,0.29,2004,02
NV,1.28,98.72,94.04,90.19,25.73,0.29,2004,02
NV,1.28,98.72,94.04,90.19,25.73,0.29,2004,01
NV,0.94,99.06,94.84,90.19,25.73,0.29,2004,01
NV,0.22,99.78,97.76,92.61,26.43,0.29,2004,01
NV,1.08,98.92,96.02,90.42,26.92,1.61,2004,01
NV,0.75,99.25,94.52,91.48,29.11,2.26,2003,12
NV,0,100,99.74,94.17,63.99,2.55,2003,12
NV,0,100,99.72,93.68,63.31,2.63,2003,12
NV,0,100,99.36,92.59,62,2.51,2003,12
NV,0,100,99.63,93.46,63.29,3.36,2003,12
NV,0,100,99.51,94.45,61.64,2.79,2003,11
NV,0.04,99.96,99.7,95.5,61.39,2.6,2003,11
NV,0.06,99.94,99.38,94.43,60.81,2.59,2003,11
NV,0.03,99.97,99.64,95.55,62.67,3.25,2003,11
NV,0,100,98.7,94.96,63.25,3.38,2003,10
NV,0,100,98.74,94.9,63.22,3.55,2003,10
NV,0,100,97.8,95.26,66.37,4.27,2003,10
NV,0,100,98.14,95.92,58.97,3.81,2003,10
NV,0,100,98.29,94.74,57.69,3.99,2003,09
NV,0,100,98.63,95.47,59,3.99,2003,09
