county,state,none,D0,D1,D2,D3,D4,year,month
"Ada County",ID,0.00,100.00,63.73,7.00,0.00,0.00,2004,12
"Ada County",ID,0.00,100.00,63.73,7.00,0.00,0.00,2004,12
"Ada County",ID,0.00,100.00,63.73,7.00,0.00,0.00,2004,12
"Ada County",ID,0.00,100.00,94.48,38.96,0.00,0.00,2004,12
"Ada County",ID,0.00,100.00,89.73,38.96,0.00,0.00,2004,11
"Ada County",ID,0.00,100.00,91.93,35.76,0.00,0.00,2004,11
"Ada County",ID,0.00,100.00,91.93,35.76,0.00,0.00,2004,11
"Ada County",ID,0.00,100.00,91.93,35.76,0.00,0.00,2004,11
"Ada County",ID,0.00,100.00,91.93,35.76,0.00,0.00,2004,11
"Ada County",ID,0.00,100.00,91.93,35.76,0.00,0.00,2004,10
"Ada County",ID,0.00,100.00,91.93,35.76,0.00,0.00,2004,10
"Ada County",ID,0.00,100.00,91.93,35.76,0.00,0.00,2004,10
"Ada County",ID,0.00,100.00,91.93,35.76,0.00,0.00,2004,10
"Ada County",ID,0.00,100.00,91.93,35.76,0.00,0.00,2004,09
"Ada County",ID,0.00,100.00,91.93,35.76,0.00,0.00,2004,09
"Ada County",ID,0.00,100.00,91.93,35.76,0.00,0.00,2004,09
"Ada County",ID,0.00,100.00,84.17,35.76,0.00,0.00,2004,09
"Ada County",ID,0.00,100.00,84.17,35.76,0.00,0.00,2004,08
"Ada County",ID,0.00,100.00,84.42,35.76,0.00,0.00,2004,08
"Ada County",ID,0.00,100.00,96.60,35.76,0.00,0.00,2004,08
"Ada County",ID,0.00,100.00,96.60,34.63,0.00,0.00,2004,08
"Ada County",ID,0.00,100.00,96.60,34.63,0.00,0.00,2004,08
"Ada County",ID,0.00,100.00,96.60,34.63,0.00,0.00,2004,07
"Ada County",ID,0.00,100.00,93.25,34.63,0.02,0.00,2004,07
"Ada County",ID,0.00,100.00,96.60,34.63,0.02,0.00,2004,07
"Ada County",ID,0.00,100.00,96.60,34.63,0.02,0.00,2004,07
"Ada County",ID,0.00,100.00,96.24,37.04,0.02,0.00,2004,06
"Ada County",ID,0.00,100.00,96.60,37.04,0.02,0.00,2004,06
"Ada County",ID,0.00,100.00,96.85,40.55,0.02,0.00,2004,06
"Ada County",ID,0.00,100.00,96.85,40.55,0.02,0.00,2004,06
"Ada County",ID,0.00,100.00,93.35,69.69,0.00,0.00,2004,06
"Ada County",ID,0.00,100.00,100.00,72.68,0.00,0.00,2004,05
"Ada County",ID,0.00,100.00,100.00,72.68,0.00,0.00,2004,05
"Ada County",ID,0.00,100.00,100.00,72.68,0.00,0.00,2004,05
"Ada County",ID,0.00,100.00,100.00,72.68,0.00,0.00,2004,05
"Ada County",ID,0.00,100.00,100.00,63.18,0.00,0.00,2004,04
"Ada County",ID,0.00,100.00,100.00,63.18,0.00,0.00,2004,04
"Ada County",ID,0.00,100.00,100.00,25.82,0.00,0.00,2004,04
"Ada County",ID,0.00,100.00,100.00,24.05,0.00,0.00,2004,04
"Ada County",ID,0.00,100.00,93.56,6.04,0.00,0.00,2004,03
"Ada County",ID,0.00,100.00,93.56,6.04,0.00,0.00,2004,03
"Ada County",ID,0.00,100.00,93.56,6.04,0.00,0.00,2004,03
"Ada County",ID,0.00,100.00,93.56,6.04,0.00,0.00,2004,03
"Ada County",ID,0.00,100.00,93.56,6.04,0.00,0.00,2004,03
"Ada County",ID,0.00,100.00,100.00,11.30,0.00,0.00,2004,02
"Ada County",ID,0.00,100.00,100.00,11.30,0.00,0.00,2004,02
"Ada County",ID,0.00,100.00,100.00,11.30,0.00,0.00,2004,02
"Ada County",ID,0.00,100.00,100.00,19.62,0.00,0.00,2004,02
"Ada County",ID,0.00,100.00,100.00,80.44,0.00,0.00,2004,01
"Ada County",ID,0.00,100.00,100.00,80.44,0.00,0.00,2004,01
"Ada County",ID,0.00,100.00,100.00,66.35,0.00,0.00,2004,01
"Ada County",ID,0.00,100.00,100.00,100.00,34.51,0.00,2004,01
"Ada County",ID,0.00,100.00,100.00,100.00,43.55,0.00,2003,12
"Ada County",ID,0.00,100.00,100.00,100.00,98.25,0.00,2003,12
"Ada County",ID,0.00,100.00,100.00,100.00,100.00,0.00,2003,12
"Ada County",ID,0.00,100.00,100.00,100.00,100.00,0.00,2003,12
"Ada County",ID,0.00,100.00,100.00,100.00,100.00,0.00,2003,12
"Ada County",ID,0.00,100.00,100.00,100.00,100.00,0.00,2003,11
"Ada County",ID,0.00,100.00,100.00,100.00,100.00,0.00,2003,11
"Ada County",ID,0.00,100.00,100.00,100.00,100.00,0.00,2003,11
"Ada County",ID,0.00,100.00,100.00,100.00,100.00,0.00,2003,11
"Ada County",ID,0.00,100.00,100.00,100.00,100.00,0.00,2003,10
"Ada County",ID,0.00,100.00,100.00,100.00,100.00,0.00,2003,10
"Ada County",ID,0.00,100.00,100.00,100.00,100.00,0.00,2003,10
"Ada County",ID,0.00,100.00,100.00,100.00,100.00,0.00,2003,10
"Ada County",ID,0.00,100.00,100.00,100.00,100.00,0.00,2003,09
"Ada County",ID,0.00,100.00,100.00,100.00,100.00,0.00,2003,09
"Ada County",ID,0.00,100.00,100.00,100.00,100.00,0.00,2003,09
"Ada County",ID,0.00,100.00,100.00,100.00,74.18,0.00,2003,09
"Ada County",ID,0.00,100.00,100.00,100.00,71.30,0.00,2003,09
"Ada County",ID,0.00,100.00,100.00,100.00,71.65,0.00,2003,08
"Ada County",ID,0.00,100.00,100.00,100.00,69.19,0.00,2003,08
"Ada County",ID,0.00,100.00,100.00,97.27,0.00,0.00,2003,08
"Ada County",ID,0.00,100.00,100.00,92.76,0.00,0.00,2003,08
"Ada County",ID,0.00,100.00,100.00,100.00,0.00,0.00,2003,07
"Ada County",ID,0.00,100.00,100.00,40.40,0.00,0.00,2003,07
"Ada County",ID,0.00,100.00,71.14,0.00,0.00,0.00,2003,07
"Ada County",ID,0.00,100.00,41.84,0.00,0.00,0.00,2003,07
"Ada County",ID,0.00,100.00,43.78,0.00,0.00,0.00,2003,07
"Ada County",ID,21.88,78.12,31.20,0.00,0.00,0.00,2003,06
"Ada County",ID,23.92,76.08,23.88,0.00,0.00,0.00,2003,06
"Ada County",ID,31.56,68.44,24.07,0.00,0.00,0.00,2003,06
"Ada County",ID,38.71,61.29,18.68,0.00,0.00,0.00,2003,06
"Ada County",ID,11.25,88.75,28.91,0.00,0.00,0.00,2003,05
"Ada County",ID,15.12,84.88,27.36,0.00,0.00,0.00,2003,05
"Ada County",ID,10.55,89.45,28.98,0.00,0.00,0.00,2003,05
"Ada County",ID,0.00,100.00,72.68,0.00,0.00,0.00,2003,05
"Ada County",ID,0.00,100.00,100.00,81.77,0.00,0.00,2003,04
"Ada County",ID,0.00,100.00,100.00,100.00,0.00,0.00,2003,04
"Ada County",ID,0.00,100.00,100.00,95.71,0.00,0.00,2003,04
"Ada County",ID,0.00,100.00,100.00,86.27,0.00,0.00,2003,04
"Ada County",ID,0.00,100.00,100.00,87.41,0.00,0.00,2003,04
"Ada County",ID,0.00,100.00,100.00,100.00,0.00,0.00,2003,03
"Ada County",ID,0.00,100.00,100.00,100.00,0.00,0.00,2003,03
"Ada County",ID,0.00,100.00,100.00,100.00,0.00,0.00,2003,03
"Ada County",ID,0.00,100.00,100.00,100.00,0.00,0.00,2003,03
"Ada County",ID,0.00,100.00,100.00,100.00,0.00,0.00,2003,02
"Ada County",ID,0.00,100.00,100.00,100.00,0.00,0.00,2003,02
"Ada County",ID,0.00,100.00,100.00,100.00,0.00,0.00,2003,02
"Ada County",ID,0.00,100.00,100.00,100.00,0.00,0.00,2003,02
"Ada County",ID,0.00,100.00,100.00,100.00,0.00,0.00,2003,01
"Ada County",ID,0.00,100.00,100.00,100.00,0.00,0.00,2003,01
