Apache,County,AZ,0,100,100,100,59.85,2018,11
Apache,County,AZ,0,100,100,100,59.85,2018,11
Apache,County,AZ,0,100,100,100,59.85,2018,11
Apache,County,AZ,0,100,100,100,59.85,2018,11
Apache,County,AZ,0,100,100,100,59.85,2018,10
Cochise,County,AZ,0,100,4.97,0,0,2018,11
Cochise,County,AZ,0,100,4.97,0,0,2018,11
Cochise,County,AZ,0,100,85.39,0,0,2018,11
Cochise,County,AZ,0,100,85.39,0,0,2018,11
Cochise,County,AZ,0,100,100,0,0,2018,10
Coconino,County,AZ,0,100,92.63,40.19,6.88,2018,11
Coconino,County,AZ,0,100,92.63,40.19,6.88,2018,11
Coconino,County,AZ,0,100,92.63,40.19,6.88,2018,11
Coconino,County,AZ,0,100,92.64,40.19,6.88,2018,11
Coconino,County,AZ,0,100,92.64,40.19,6.88,2018,10
Gila,County,AZ,0,100,100,9.36,0,2018,11
Gila,County,AZ,0,100,100,9.36,0,2018,11
Gila,County,AZ,0,100,100,9.36,0,2018,11
Gila,County,AZ,0,100,100,9.36,0,2018,11
Gila,County,AZ,0,100,100,9.36,0,2018,10
Graham,County,AZ,0,100,100,42.26,0,2018,11
Graham,County,AZ,0,100,100,42.26,0,2018,11
Graham,County,AZ,0,100,100,42.26,0,2018,11
Graham,County,AZ,0,100,100,42.26,0,2018,11
Graham,County,AZ,0,100,100,42.26,0,2018,10
Greenlee,County,AZ,0,100,100,85.45,0,2018,11
Greenlee,County,AZ,0,100,100,85.45,0,2018,11
Greenlee,County,AZ,0,100,100,85.45,0,2018,11
Greenlee,County,AZ,0,100,100,85.45,0,2018,11
Greenlee,County,AZ,0,100,100,85.45,0,2018,10
Maricopa,County,AZ,0,100,43.19,1.88,0,2018,11
Maricopa,County,AZ,0,100,58.24,2.74,0,2018,11
Maricopa,County,AZ,0,100,58.24,2.74,0,2018,11
Maricopa,County,AZ,0,100,69.54,2.74,0,2018,11
Maricopa,County,AZ,0,100,69.54,23.16,0,2018,10
Mohave,County,AZ,0,100,100,24.45,0,2018,11
Mohave,County,AZ,0,100,100,24.45,0,2018,11
Mohave,County,AZ,0,100,100,24.45,0,2018,11
Mohave,County,AZ,0,100,100,24.45,0,2018,11
Mohave,County,AZ,0,100,100,24.45,0,2018,10
Navajo,County,AZ,0,100,100,95.49,63.91,2018,11
Navajo,County,AZ,0,100,100,95.49,63.91,2018,11
Navajo,County,AZ,0,100,100,95.49,63.91,2018,11
Navajo,County,AZ,0,100,100,95.49,63.91,2018,11
