state,none,D0,D1,D2,D3,D4,year,month
UT,0,100,76.51,39.51,16.06,0.74,2004,12
UT,0,100,76.51,47.02,16.06,0.74,2004,12
UT,0,100,76.83,47.95,16.19,0.74,2004,12
UT,0,100,78.18,47.98,16.19,0.74,2004,12
UT,0,100,78.29,47.98,16.19,0.74,2004,11
UT,0,100,94.87,57.98,32.18,0.74,2004,11
UT,0,100,100,58.89,33.58,0.74,2004,11
UT,0,100,100,64.7,33.58,0.74,2004,11
UT,0,100,100,67.83,38.51,0.74,2004,11
UT,0,100,100,67.83,38.2,0.74,2004,10
UT,0,100,100,98.8,55.28,1.5,2004,10
UT,0,100,100,98.8,55.28,1.5,2004,10
UT,0,100,100,98.8,55.28,1.5,2004,10
UT,0,100,100,98.8,55.28,1.5,2004,09
UT,0,100,100,98.8,55.28,1.5,2004,09
UT,0,100,100,98.8,55.28,1.5,2004,09
UT,0,100,100,98.8,55.28,1.64,2004,09
UT,0,100,100,98.8,55.64,1.64,2004,08
UT,0,100,100,98.8,55.64,1.64,2004,08
UT,0,100,100,98.8,55.79,1.94,2004,08
UT,0,100,100,98.8,47.19,1.94,2004,08
UT,0,100,100,98.8,47.57,1.94,2004,08
UT,0,100,100,98.8,47.57,1.94,2004,07
UT,0,100,100,98.8,47.57,1.94,2004,07
UT,0,100,100,98.8,47.57,1.94,2004,07
UT,0,100,100,98.8,46.7,1.94,2004,07
UT,0,100,100,98.8,46.7,1.94,2004,06
UT,0,100,100,98.8,46.7,1.94,2004,06
UT,0,100,100,98.74,46.7,1.94,2004,06
UT,0,100,100,98.74,46.69,1.94,2004,06
UT,0,100,100,98.95,46.63,1.94,2004,06
UT,0,100,100,98.94,46.63,1.94,2004,05
UT,0,100,100,92.9,46.63,2.36,2004,05
UT,0,100,100,92.9,46.63,2.1,2004,05
UT,0,100,100,92.9,46.63,1.99,2004,05
UT,0,100,100,89.61,51.95,1.99,2004,04
UT,0,100,100,89.61,51.95,1.99,2004,04
UT,0,100,100,89.61,51.95,1.99,2004,04
UT,0,100,100,91.05,51.96,2.32,2004,04
UT,0,100,100,84.75,51.31,2.32,2004,03
UT,0,100,100,84.75,51.31,2.32,2004,03
UT,0,100,100,84.75,49.64,2.32,2004,03
UT,0,100,100,84.75,49.64,2.32,2004,03
UT,0,100,100,84.75,49.64,2.32,2004,03
UT,0,100,100,100,64.09,13.03,2004,02
UT,0,100,100,100,64.09,13.03,2004,02
UT,0,100,100,100,64.16,13.03,2004,02
UT,0,100,100,100,64.49,13.03,2004,02
UT,0,100,100,100,64.49,12.85,2004,01
UT,0,100,100,100,64.49,12.85,2004,01
UT,0,100,100,100,64.42,12.75,2004,01
UT,0,100,100,100,64.45,12.85,2004,01
UT,0,100,100,100,68.72,15.99,2003,12
UT,0,100,100,100,100,18.77,2003,12
UT,0,100,100,100,100,19.29,2003,12
UT,0,100,100,100,100,18.65,2003,12
UT,0,100,100,100,99.99,18.84,2003,12
UT,0,100,100,100,100,18.03,2003,11
UT,0,100,100,100,99.99,17.42,2003,11
UT,0,100,100,100,99.99,17.8,2003,11
UT,0,100,100,100,99.99,15.43,2003,11
UT,0,100,100,100,99.92,14.22,2003,10
UT,0,100,100,100,99.97,14.46,2003,10
UT,0,100,100,100,100,14.46,2003,10
UT,0,100,100,100,98.25,15.46,2003,10
UT,0,100,100,100,98.59,15.24,2003,09
UT,0,100,100,100,98.24,14.46,2003,09
UT,0,100,100,100,98.45,14.58,2003,09
