reservoir,storage,capacity,pct_capacity,date
Wildhorse,46552,71500,65.1,01/2000,nv
Wildhorse,47704,71500,66.7,02/2000,nv
Wildhorse,49591,71500,69.4,03/2000,nv
Wildhorse,58593,71500,81.9,04/2000,nv
Wildhorse,63303,71500,88.5,05/2000,nv
Wildhorse,57359,71500,80.2,06/2000,nv
Wildhorse,47271,71500,66.1,07/2000,nv
Wildhorse,40171,71500,56.2,08/2000,nv
Wildhorse,35238,71500,49.3,09/2000,nv
Wildhorse,34074,71500,47.7,10/2000,nv
Wildhorse,34290,71500,48,11/2000,nv
Wildhorse,34740,71500,48.6,12/2000,nv
Wildhorse,35276,71500,49.3,01/2001,nv
Wildhorse,35842,71500,50.1,02/2001,nv
Wildhorse,37073,71500,51.9,03/2001,nv
Wildhorse,41396,71500,57.9,04/2001,nv
Wildhorse,42889,71500,60,05/2001,nv
Wildhorse,34600,71500,48.4,06/2001,nv
Wildhorse,27313,71500,38.2,07/2001,nv
Wildhorse,23330,71500,32.6,08/2001,nv
Wildhorse,20714,71500,29,09/2001,nv
Wildhorse,20066,71500,28.1,10/2001,nv
Wildhorse,19816,71500,27.7,11/2001,nv
Wildhorse,20596,71500,28.8,12/2001,nv
Wildhorse,21275,71500,29.8,01/2002,nv
Wildhorse,21800,71500,30.5,02/2002,nv
Wildhorse,22560,71500,31.6,03/2002,nv
Wildhorse,32843,71500,45.9,04/2002,nv
Wildhorse,41637,71500,58.2,05/2002,nv
Wildhorse,39925,71500,55.8,06/2002,nv
Wildhorse,31773,71500,44.4,07/2002,nv
Wildhorse,24368,71500,34.1,08/2002,nv
Wildhorse,20058,71500,28.1,09/2002,nv
Wildhorse,18753,71500,26.2,10/2002,nv
Wildhorse,18747,71500,26.2,11/2002,nv
Wildhorse,19029,71500,26.6,12/2002,nv
Wildhorse,19591,71500,27.4,01/2003,nv
Wildhorse,20205,71500,28.3,02/2003,nv
Wildhorse,21398,71500,29.9,03/2003,nv
Wildhorse,24274,71500,33.9,04/2003,nv
Wildhorse,29884,71500,41.8,05/2003,nv
Wildhorse,28147,71500,39.4,06/2003,nv
Wildhorse,20488,71500,28.7,07/2003,nv
Wildhorse,15782,71500,22.1,08/2003,nv
Wildhorse,15178,71500,21.2,09/2003,nv
Wildhorse,14035,71500,19.6,10/2003,nv
Wildhorse,13146,71500,18.4,11/2003,nv
Wildhorse,13380,71500,18.7,12/2003,nv
Wildhorse,13865,71500,19.4,01/2004,nv
Wildhorse,14331,71500,20,02/2004,nv
Wildhorse,16544,71500,23.1,03/2004,nv
Wildhorse,25315,71500,35.4,04/2004,nv
Wildhorse,29224,71500,40.9,05/2004,nv
Wildhorse,27500,71500,38.5,06/2004,nv
Wildhorse,21323,71500,29.8,07/2004,nv
Wildhorse,17205,71500,24.1,08/2004,nv
Wildhorse,13417,71500,18.8,09/2004,nv
Wildhorse,12831,71500,17.9,10/2004,nv
Wildhorse,12939,71500,18.1,11/2004,nv
Wildhorse,13330,71500,18.6,12/2004,nv
Wildhorse,13840,71500,19.4,01/2005,nv
Wildhorse,14229,71500,19.9,02/2005,nv
Wildhorse,16439,71500,23,03/2005,nv
Wildhorse,24633,71500,34.5,04/2005,nv
Wildhorse,41266,71500,57.7,05/2005,nv
Wildhorse,50882,71500,71.2,06/2005,nv
Wildhorse,48835,71500,68.3,07/2005,nv
Wildhorse,42201,71500,59,08/2005,nv
Wildhorse,37255,71500,52.1,09/2005,nv
