year,value,anomaly,month,type,state
2000,-1.86,-1.96,01,drought,ID
2001,-3.62,-3.72,01,drought,ID
2002,-2.75,-2.85,01,drought,ID
2003,-3.40,-3.50,01,drought,ID
2004,-3.03,-3.13,01,drought,ID
2005,-1.32,-1.42,01,drought,ID
2006,2.37,2.27,01,drought,ID
2007,-1.12,-1.22,01,drought,ID
2008,-1.64,-1.74,01,drought,ID
2009,-1.80,-1.90,01,drought,ID
2010,-1.24,-1.34,01,drought,ID
2011,2.65,2.55,01,drought,ID
2012,-0.91,-1.01,01,drought,ID
2013,-0.33,-0.43,01,drought,ID
2014,-3.91,-4.01,01,drought,ID
2015,-1.34,-1.44,01,drought,ID
2016,-1.53,-1.63,01,drought,ID
2017,1.72,1.62,01,drought,ID
2018,-0.88,-0.98,01,drought,ID
2019,-2.49,-2.59,01,drought,ID
2000,-1.26,-1.28,02,drought,ID
2001,-4.15,-4.17,02,drought,ID
2002,-3.10,-3.12,02,drought,ID
2003,-3.27,-3.29,02,drought,ID
2004,-2.82,-2.84,02,drought,ID
2005,-2.20,-2.22,02,drought,ID
2006,1.78,1.76,02,drought,ID
2007,-0.95,-0.97,02,drought,ID
2008,-1.55,-1.57,02,drought,ID
2009,-2.17,-2.19,02,drought,ID
2010,-1.91,-1.93,02,drought,ID
2011,2.11,2.09,02,drought,ID
2012,-1.17,-1.19,02,drought,ID
2013,-1.09,-1.11,02,drought,ID
2014,-3.00,-3.02,02,drought,ID
2015,-1.71,-1.73,02,drought,ID
2016,-1.80,-1.82,02,drought,ID
2017,3.09,3.07,02,drought,ID
2018,-0.81,-0.83,02,drought,ID
2019,-0.86,-0.88,02,drought,ID
2000,-1.48,-1.42,03,drought,ID
2001,-4.45,-4.39,03,drought,ID
2002,-2.62,-2.56,03,drought,ID
2003,-2.54,-2.48,03,drought,ID
2004,-3.77,-3.71,03,drought,ID
2005,-2.10,-2.04,03,drought,ID
2006,1.91,1.97,03,drought,ID
2007,-1.84,-1.78,03,drought,ID
2008,-1.30,-1.24,03,drought,ID
2009,0.65,0.71,03,drought,ID
2010,-2.16,-2.10,03,drought,ID
2011,2.88,2.94,03,drought,ID
2012,-0.06,0.00,03,drought,ID
2013,-1.66,-1.60,03,drought,ID
2014,-1.90,-1.84,03,drought,ID
2015,-2.62,-2.56,03,drought,ID
2016,-1.10,-1.04,03,drought,ID
2017,3.53,3.59,03,drought,ID
2018,-0.49,-0.43,03,drought,ID
2019,-1.15,-1.09,03,drought,ID
2000,-1.88,-1.85,04,drought,ID
2001,-3.69,-3.66,04,drought,ID
2002,-2.35,-2.32,04,drought,ID
2003,-1.89,-1.86,04,drought,ID
2004,-3.96,-3.93,04,drought,ID
2005,0.13,0.16,04,drought,ID
2006,2.28,2.31,04,drought,ID
2007,-1.99,-1.96,04,drought,ID
2008,-1.28,-1.25,04,drought,ID
2009,0.56,0.59,04,drought,ID
2010,0.50,0.53,04,drought,ID
