year,value,anomaly,month,type,state
2013,35.1,2.5,03,temp,ID
2014,36.2,3.6,03,temp,ID
2015,40.8,8.2,03,temp,ID
2016,37.0,4.4,03,temp,ID
2017,38.5,5.9,03,temp,ID
2018,33.7,1.1,03,temp,ID
2019,32.6,0.0,03,temp,ID
2000,45.3,4.3,04,temp,ID
2001,40.1,-0.9,04,temp,ID
2002,41.5,0.5,04,temp,ID
2003,40.8,-0.2,04,temp,ID
2004,44.6,3.6,04,temp,ID
2005,41.7,0.7,04,temp,ID
2006,42.8,1.8,04,temp,ID
2007,43.0,2.0,04,temp,ID
2008,36.3,-4.7,04,temp,ID
2009,40.7,-0.3,04,temp,ID
2010,40.0,-1.0,04,temp,ID
2011,36.4,-4.6,04,temp,ID
2012,44.4,3.4,04,temp,ID
2013,40.1,-0.9,04,temp,ID
2014,41.6,0.6,04,temp,ID
2015,42.3,1.3,04,temp,ID
2016,47.0,6.0,04,temp,ID
2017,40.4,-0.6,04,temp,ID
2018,42.4,1.4,04,temp,ID
2000,50.3,1.0,05,temp,ID
2001,52.6,3.3,05,temp,ID
2002,48.7,-0.6,05,temp,ID
2003,49.9,0.6,05,temp,ID
2004,48.9,-0.4,05,temp,ID
2005,49.9,0.6,05,temp,ID
2006,51.8,2.5,05,temp,ID
2007,52.0,2.7,05,temp,ID
2008,48.9,-0.4,05,temp,ID
2009,50.8,1.5,05,temp,ID
2010,44.1,-5.2,05,temp,ID
2011,45.8,-3.5,05,temp,ID
2012,49.0,-0.3,05,temp,ID
2013,51.0,1.7,05,temp,ID
2014,51.6,2.3,05,temp,ID
2015,51.8,2.5,05,temp,ID
2016,50.6,1.3,05,temp,ID
2017,50.5,1.2,05,temp,ID
2018,54.0,4.7,05,temp,ID
2000,58.6,1.9,06,temp,ID
2001,57.4,0.7,06,temp,ID
2002,58.8,2.1,06,temp,ID
2003,59.1,2.4,06,temp,ID
2004,58.4,1.7,06,temp,ID
2005,54.3,-2.4,06,temp,ID
2006,60.6,3.9,06,temp,ID
2007,59.6,2.9,06,temp,ID
2008,56.3,-0.4,06,temp,ID
2009,56.3,-0.4,06,temp,ID
2010,55.5,-1.2,06,temp,ID
2011,54.0,-2.7,06,temp,ID
2012,56.9,0.2,06,temp,ID
2013,59.3,2.6,06,temp,ID
2014,56.7,0.0,06,temp,ID
2015,64.7,8.0,06,temp,ID
2016,61.2,4.5,06,temp,ID
2017,59.1,2.4,06,temp,ID
2018,57.7,1.0,06,temp,ID
2000,66.5,1.4,07,temp,ID
2001,65.6,0.5,07,temp,ID
2002,69.0,3.9,07,temp,ID
2003,70.4,5.3,07,temp,ID
2004,66.3,1.2,07,temp,ID
2005,66.8,1.7,07,temp,ID
2006,70.1,5.0,07,temp,ID
2007,72.0,6.9,07,temp,ID
2008,66.5,1.4,07,temp,ID
2009,65.8,0.7,07,temp,ID
2010,64.2,-0.9,07,temp,ID
2011,64.3,-0.8,07,temp,ID
2012,68.5,3.4,07,temp,ID
2013,69.6,4.5,07,temp,ID
2014,69.3,4.2,07,temp,ID
2015,65.1,0.0,07,temp,ID
2016,64.8,-0.3,07,temp,ID
2017,69.9,4.8,07,temp,ID
2018,68.5,3.4,07,temp,ID
2000,66.3,2.7,08,temp,ID
2001,68.2,4.6,08,temp,ID
2002,61.8,-1.8,08,temp,ID
2003,67.7,4.1,08,temp,ID
2004,63.7,0.1,08,temp,ID
2005,64.8,1.2,08,temp,ID
2006,63.7,0.1,08,temp,ID
2007,65.4,1.8,08,temp,ID
2008,64.8,1.2,08,temp,ID
2009,63.8,0.2,08,temp,ID
2010,62.8,-0.8,08,temp,ID
2011,66.1,2.5,08,temp,ID
2012,67.3,3.7,08,temp,ID
2013,67.6,4.0,08,temp,ID
2014,63.8,0.2,08,temp,ID
2015,65.8,2.2,08,temp,ID
2016,64.7,1.1,08,temp,ID
2017,66.9,3.3,08,temp,ID
2018,65.0,1.4,08,temp,ID
2000,54.0,-0.7,09,temp,ID
2001,59.4,4.7,09,temp,ID
2002,55.9,1.2,09,temp,ID
2003,56.7,2.0,09,temp,ID
2004,53.7,-1.0,09,temp,ID
2005,54.1,-0.6,09,temp,ID
2006,55.1,0.4,09,temp,ID
2007,54.9,0.2,09,temp,ID
2008,55.5,0.8,09,temp,ID
2009,60.1,5.4,09,temp,ID
2010,56.4,1.7,09,temp,ID
2011,59.6,4.9,09,temp,ID
2012,58.4,3.7,09,temp,ID
2013,57.1,2.4,09,temp,ID
2014,57.6,2.9,09,temp,ID
2015,57.2,2.5,09,temp,ID
2016,54.6,-0.1,09,temp,ID
2017,55.7,1.0,09,temp,ID
2018,56.4,1.7,09,temp,ID
2000,44.1,0.0,10,temp,ID
2001,44.6,0.5,10,temp,ID
2002,41.0,-3.1,10,temp,ID
2003,48.7,4.6,10,temp,ID
2004,44.6,0.5,10,temp,ID
2005,45.5,1.4,10,temp,ID
2006,43.0,-1.1,10,temp,ID
2007,43.1,-1.0,10,temp,ID
2008,44.5,0.4,10,temp,ID
2009,39.5,-4.6,10,temp,ID
2010,47.5,3.4,10,temp,ID
2011,45.4,1.3,10,temp,ID
2012,43.7,-0.4,10,temp,ID
2013,42.1,-2.0,10,temp,ID
2014,48.5,4.4,10,temp,ID
2015,50.7,6.6,10,temp,ID
2016,45.7,1.6,10,temp,ID
2017,41.9,-2.2,10,temp,ID
2018,44.3,0.2,10,temp,ID
2000,25.7,-5.9,11,temp,ID
2001,36.2,4.6,11,temp,ID
2002,32.8,1.2,11,temp,ID
2003,28.2,-3.4,11,temp,ID
2004,32.7,1.1,11,temp,ID
2005,32.0,0.4,11,temp,ID
2006,33.1,1.5,11,temp,ID
2007,33.5,1.9,11,temp,ID
2008,37.1,5.5,11,temp,ID
2009,33.0,1.4,11,temp,ID
2010,30.5,-1.1,11,temp,ID
2011,30.5,-1.1,11,temp,ID
2012,36.0,4.4,11,temp,ID
2013,33.8,2.2,11,temp,ID
2014,31.1,-0.5,11,temp,ID
2015,29.9,-1.7,11,temp,ID
2016,38.7,7.1,11,temp,ID
2017,34.9,3.3,11,temp,ID
2018,32.3,0.7,11,temp,ID
2000,24.2,0.3,12,temp,ID
2001,22.1,-1.8,12,temp,ID
2002,28.8,4.9,12,temp,ID
2003,28.1,4.2,12,temp,ID
2004,28.5,4.6,12,temp,ID
2005,23.0,-0.9,12,temp,ID
2006,25.3,1.4,12,temp,ID
2007,23.4,-0.5,12,temp,ID
2008,22.6,-1.3,12,temp,ID
2009,19.8,-4.1,12,temp,ID
2010,26.6,2.7,12,temp,ID
2011,24.8,0.9,12,temp,ID
2012,25.8,1.9,12,temp,ID
2013,21.1,-2.8,12,temp,ID
2014,29.1,5.2,12,temp,ID
2015,24.3,0.4,12,temp,ID
2016,19.1,-4.8,12,temp,ID
2017,25.2,1.3,12,temp,ID
2018,24.5,0.6,12,temp,ID
