year,value,anomaly,month,type,state
2014,-1.04,-0.98,05,drought,OR
2015,-2.58,-2.52,05,drought,OR
2016,-2.02,-1.96,05,drought,OR
2017,-0.33,-0.27,05,drought,OR
2018,-1.92,-1.86,05,drought,OR
2000,-1.41,-1.34,06,drought,OR
2001,-3.49,-3.42,06,drought,OR
2002,-2.27,-2.20,06,drought,OR
2003,-2.01,-1.94,06,drought,OR
2004,-2.13,-2.06,06,drought,OR
2005,1.72,1.79,06,drought,OR
2006,-0.29,-0.22,06,drought,OR
2007,-1.93,-1.86,06,drought,OR
2008,-0.94,-0.87,06,drought,OR
2009,-1.28,-1.21,06,drought,OR
2010,2.18,2.25,06,drought,OR
2011,3.82,3.89,06,drought,OR
2012,2.04,2.11,06,drought,OR
2013,-1.76,-1.69,06,drought,OR
2014,-1.19,-1.12,06,drought,OR
2015,-3.17,-3.10,06,drought,OR
2016,-2.31,-2.24,06,drought,OR
2017,-0.51,-0.44,06,drought,OR
2018,-2.03,-1.96,06,drought,OR
2000,-1.58,-1.55,07,drought,OR
2001,-3.22,-3.19,07,drought,OR
2002,-2.74,-2.71,07,drought,OR
2003,-2.71,-2.68,07,drought,OR
2004,-2.02,-1.99,07,drought,OR
2005,1.85,1.88,07,drought,OR
2006,-0.70,-0.67,07,drought,OR
2007,-2.31,-2.28,07,drought,OR
2008,-1.22,-1.19,07,drought,OR
2009,-1.01,-0.98,07,drought,OR
2010,2.44,2.47,07,drought,OR
2011,3.89,3.92,07,drought,OR
2012,2.23,2.26,07,drought,OR
2013,-1.79,-1.76,07,drought,OR
2014,-1.41,-1.38,07,drought,OR
2015,-3.52,-3.49,07,drought,OR
2016,-2.48,-2.45,07,drought,OR
2017,-1.12,-1.09,07,drought,OR
2018,-2.64,-2.61,07,drought,OR
2000,-1.92,-1.89,08,drought,OR
2001,-3.17,-3.14,08,drought,OR
2002,-3.01,-2.98,08,drought,OR
2003,-2.96,-2.93,08,drought,OR
2004,-1.29,-1.26,08,drought,OR
2005,1.23,1.26,08,drought,OR
2006,-1.19,-1.16,08,drought,OR
2007,-2.42,-2.39,08,drought,OR
2008,-1.23,-1.20,08,drought,OR
2009,-0.95,-0.92,08,drought,OR
2010,2.27,2.30,08,drought,OR
2011,-0.16,-0.13,08,drought,OR
2012,1.64,1.67,08,drought,OR
2013,-1.73,-1.70,08,drought,OR
2014,-1.55,-1.52,08,drought,OR
2015,-3.70,-3.67,08,drought,OR
2016,-2.81,-2.78,08,drought,OR
2017,-1.73,-1.70,08,drought,OR
2018,-3.03,-3.00,08,drought,OR
2000,-1.82,-1.87,09,drought,OR
2001,-3.31,-3.36,09,drought,OR
2002,-3.18,-3.23,09,drought,OR
2003,-2.97,-3.02,09,drought,OR
2004,-1.06,-1.11,09,drought,OR
2005,0.75,0.70,09,drought,OR
2006,-1.50,-1.55,09,drought,OR
2007,-2.28,-2.33,09,drought,OR
2008,-1.76,-1.81,09,drought,OR
2009,-1.43,-1.48,09,drought,OR
2010,2.29,2.24,09,drought,OR
2011,-0.90,-0.95,09,drought,OR
2012,0.60,0.55,09,drought,OR
2013,1.86,1.81,09,drought,OR
2014,-1.59,-1.64,09,drought,OR
2015,-3.65,-3.70,09,drought,OR
2016,-2.94,-2.99,09,drought,OR
2017,-1.60,-1.65,09,drought,OR
2018,-3.47,-3.52,09,drought,OR
2000,-1.42,-1.40,10,drought,OR
2001,-3.18,-3.16,10,drought,OR
2002,-3.75,-3.73,10,drought,OR
2003,-3.42,-3.40,10,drought,OR
2004,-0.63,-0.61,10,drought,OR
2005,0.62,0.64,10,drought,OR
2006,-2.01,-1.99,10,drought,OR
2007,-1.57,-1.55,10,drought,OR
2008,-2.13,-2.11,10,drought,OR
2009,-1.02,-1.00,10,drought,OR
2010,2.45,2.47,10,drought,OR
2011,-1.08,-1.06,10,drought,OR
2012,1.01,1.03,10,drought,OR
2013,-0.47,-0.45,10,drought,OR
2014,-1.24,-1.22,10,drought,OR
2015,-3.83,-3.81,10,drought,OR
2016,2.00,2.02,10,drought,OR
2017,-1.20,-1.18,10,drought,OR
2018,-3.39,-3.37,10,drought,OR
2000,-1.98,-2.03,11,drought,OR
2001,-2.72,-2.77,11,drought,OR
2002,-4.33,-4.38,11,drought,OR
2003,-3.44,-3.49,11,drought,OR
2004,-1.45,-1.50,11,drought,OR
2005,0.81,0.76,11,drought,OR
2006,1.04,0.99,11,drought,OR
2007,-1.65,-1.70,11,drought,OR
2008,-2.46,-2.51,11,drought,OR
2009,-1.16,-1.21,11,drought,OR
2010,2.40,2.35,11,drought,OR
2011,-1.40,-1.45,11,drought,OR
2012,1.22,1.17,11,drought,OR
2013,-1.25,-1.30,11,drought,OR
2014,-1.26,-1.31,11,drought,OR
2015,-3.79,-3.84,11,drought,OR
2016,1.94,1.89,11,drought,OR
2017,-0.90,-0.95,11,drought,OR
2018,-3.91,-3.96,11,drought,OR
2000,-2.66,-2.56,12,drought,OR
2001,-2.01,-1.91,12,drought,OR
2002,-3.50,-3.40,12,drought,OR
2003,-2.64,-2.54,12,drought,OR
2004,-1.73,-1.63,12,drought,OR
2005,1.81,1.91,12,drought,OR
2006,1.21,1.31,12,drought,OR
2007,-1.13,-1.03,12,drought,OR
2008,-2.18,-2.08,12,drought,OR
2009,-1.57,-1.47,12,drought,OR
2010,2.96,3.06,12,drought,OR
2011,-2.16,-2.06,12,drought,OR
2012,1.82,1.92,12,drought,OR
2013,-2.29,-2.19,12,drought,OR
2014,-0.80,-0.70,12,drought,OR
2015,-1.79,-1.69,12,drought,OR
2016,1.98,2.08,12,drought,OR
2017,-1.66,-1.56,12,drought,OR
2018,-3.81,-3.71,12,drought,OR
