year,value,anomaly,month,type,state
2000,45.8,5.1,01,temp,AZ
2001,40.3,-0.4,01,temp,AZ
2002,42.3,1.6,01,temp,AZ
2003,48.8,8.1,01,temp,AZ
2004,42.8,2.1,01,temp,AZ
2005,45.1,4.4,01,temp,AZ
2006,44.1,3.4,01,temp,AZ
2007,39.0,-1.7,01,temp,AZ
2008,39.8,-0.9,01,temp,AZ
2009,45.2,4.5,01,temp,AZ
2010,42.2,1.5,01,temp,AZ
2011,41.5,0.8,01,temp,AZ
2012,45.3,4.6,01,temp,AZ
2013,38.6,-2.1,01,temp,AZ
2014,46.5,5.8,01,temp,AZ
2015,45.1,4.4,01,temp,AZ
2016,41.8,1.1,01,temp,AZ
2017,42.3,1.6,01,temp,AZ
2018,47.6,6.9,01,temp,AZ
2019,42.4,1.7,01,temp,AZ
2020,43.7,3.0,01,temp,AZ
2021,42.8,2.1,01,temp,AZ
2000,48.4,3.7,02,temp,AZ
2001,44.2,-0.5,02,temp,AZ
2002,46.2,1.5,02,temp,AZ
2003,45.5,0.8,02,temp,AZ
2004,42.1,-2.6,02,temp,AZ
2005,46.2,1.5,02,temp,AZ
2006,47.8,3.1,02,temp,AZ
2007,46.7,2.0,02,temp,AZ
2008,45.0,0.3,02,temp,AZ
2009,46.6,1.9,02,temp,AZ
2010,44.3,-0.4,02,temp,AZ
2011,41.7,-3.0,02,temp,AZ
2012,45.6,0.9,02,temp,AZ
2013,42.2,-2.5,02,temp,AZ
2014,50.0,5.3,02,temp,AZ
2015,52.0,7.3,02,temp,AZ
2016,50.6,5.9,02,temp,AZ
2017,49.4,4.7,02,temp,AZ
2018,46.7,2.0,02,temp,AZ
2019,40.9,-3.8,02,temp,AZ
2020,46.0,1.3,02,temp,AZ
2021,46.7,2.0,02,temp,AZ
2000,50.5,1.0,03,temp,AZ
2001,51.8,2.3,03,temp,AZ
2002,49.8,0.3,03,temp,AZ
2003,50.6,1.1,03,temp,AZ
2004,58.1,8.6,03,temp,AZ
2005,49.9,0.4,03,temp,AZ
2006,48.3,-1.2,03,temp,AZ
2007,54.5,5.0,03,temp,AZ
2008,51.8,2.3,03,temp,AZ
2009,52.5,3.0,03,temp,AZ
2010,49.2,-0.3,03,temp,AZ
2011,53.3,3.8,03,temp,AZ
