year,value,anomaly,month,type,state
2000,31.9,6.6,01,temp,UT
2001,26.3,1.0,01,temp,UT
2002,26.1,0.8,01,temp,UT
2003,35.2,9.9,01,temp,UT
2004,24.2,-1.1,01,temp,UT
2005,32.6,7.3,01,temp,UT
2006,29.9,4.6,01,temp,UT
2007,22.4,-2.9,01,temp,UT
2008,22.8,-2.5,01,temp,UT
2009,29.5,4.2,01,temp,UT
2010,27.0,1.7,01,temp,UT
2011,25.4,0.1,01,temp,UT
2012,31.0,5.7,01,temp,UT
2013,19.7,-5.6,01,temp,UT
2014,30.4,5.1,01,temp,UT
2015,32.1,6.8,01,temp,UT
2016,26.6,1.3,01,temp,UT
2017,25.9,0.6,01,temp,UT
2018,32.9,7.6,01,temp,UT
2019,27.1,1.8,01,temp,UT
2000,36.0,5.7,02,temp,UT
2001,31.7,1.4,02,temp,UT
2002,29.0,-1.3,02,temp,UT
2003,31.0,0.7,02,temp,UT
2004,27.8,-2.5,02,temp,UT
2005,33.5,3.2,02,temp,UT
2006,31.5,1.2,02,temp,UT
2007,34.3,4.0,02,temp,UT
2008,30.5,0.2,02,temp,UT
2009,33.1,2.8,02,temp,UT
2010,29.9,-0.4,02,temp,UT
2011,28.6,-1.7,02,temp,UT
2012,31.7,1.4,02,temp,UT
2013,27.6,-2.7,02,temp,UT
2014,35.7,5.4,02,temp,UT
2015,38.9,8.6,02,temp,UT
2016,33.7,3.4,02,temp,UT
2017,36.5,6.2,02,temp,UT
2018,32.2,1.9,02,temp,UT
2019,27.0,-3.3,02,temp,UT
2000,38.8,1.5,03,temp,UT
2001,41.4,4.1,03,temp,UT
2002,36.0,-1.3,03,temp,UT
2003,40.3,3.0,03,temp,UT
2004,45.6,8.3,03,temp,UT
2005,39.0,1.7,03,temp,UT
2006,36.3,-1.0,03,temp,UT
2007,43.0,5.7,03,temp,UT
2008,37.2,-0.1,03,temp,UT
2009,39.2,1.9,03,temp,UT
2010,38.0,0.7,03,temp,UT
2011,39.4,2.1,03,temp,UT
2012,42.6,5.3,03,temp,UT
2013,41.0,3.7,03,temp,UT
2014,41.0,3.7,03,temp,UT
2015,44.9,7.6,03,temp,UT
2016,42.2,4.9,03,temp,UT
2017,45.3,8.0,03,temp,UT
2018,39.2,1.9,03,temp,UT
2019,38.1,0.8,03,temp,UT
2000,51.0,5.5,04,temp,UT
2001,47.0,1.5,04,temp,UT
2002,49.7,4.2,04,temp,UT
2003,45.8,0.3,04,temp,UT
2004,48.0,2.5,04,temp,UT
2005,45.9,0.4,04,temp,UT
2006,48.4,2.9,04,temp,UT
2007,48.3,2.8,04,temp,UT
2008,43.1,-2.4,04,temp,UT
2009,45.3,-0.2,04,temp,UT
2010,44.7,-0.8,04,temp,UT
2011,43.5,-2.0,04,temp,UT
2012,49.6,4.1,04,temp,UT
2013,45.0,-0.5,04,temp,UT
2014,46.7,1.2,04,temp,UT
2015,47.1,1.6,04,temp,UT
2016,47.9,2.4,04,temp,UT
2017,46.0,0.5,04,temp,UT
2018,49.0,3.5,04,temp,UT
2019,48.5,3.0,04,temp,UT
2000,59.3,4.6,05,temp,UT
2001,59.3,4.6,05,temp,UT
2002,56.3,1.6,05,temp,UT
2003,57.4,2.7,05,temp,UT
2004,57.0,2.3,05,temp,UT
2005,56.0,1.3,05,temp,UT
2006,58.9,4.2,05,temp,UT
2007,57.7,3.0,05,temp,UT
2008,52.8,-1.9,05,temp,UT
2009,58.7,4.0,05,temp,UT
2010,50.2,-4.5,05,temp,UT
2011,50.8,-3.9,05,temp,UT
2012,58.0,3.3,05,temp,UT
2013,56.0,1.3,05,temp,UT
2014,56.5,1.8,05,temp,UT
2015,53.8,-0.9,05,temp,UT
2016,54.4,-0.3,05,temp,UT
2017,55.6,0.9,05,temp,UT
2018,58.2,3.5,05,temp,UT
2000,67.3,3.3,06,temp,UT
2001,67.1,3.1,06,temp,UT
2002,68.7,4.7,06,temp,UT
2003,66.0,2.0,06,temp,UT
2004,66.1,2.1,06,temp,UT
2005,61.8,-2.2,06,temp,UT
2006,68.8,4.8,06,temp,UT
2007,68.2,4.2,06,temp,UT
2008,65.0,1.0,06,temp,UT
2009,62.0,-2.0,06,temp,UT
2010,65.4,1.4,06,temp,UT
2011,63.3,-0.7,06,temp,UT
2012,68.7,4.7,06,temp,UT
2013,69.2,5.2,06,temp,UT
2014,66.0,2.0,06,temp,UT
2015,70.0,6.0,06,temp,UT
2016,70.9,6.9,06,temp,UT
2017,69.5,5.5,06,temp,UT
2018,69.3,5.3,06,temp,UT
2000,74.0,2.5,07,temp,UT
2001,72.9,1.4,07,temp,UT
2002,76.2,4.7,07,temp,UT
2003,77.2,5.7,07,temp,UT
2004,72.2,0.7,07,temp,UT
2005,74.8,3.3,07,temp,UT
2006,75.0,3.5,07,temp,UT
2007,76.2,4.7,07,temp,UT
2008,74.1,2.6,07,temp,UT
2009,73.2,1.7,07,temp,UT
2010,73.1,1.6,07,temp,UT
2011,71.8,0.3,07,temp,UT
