year,value,anomaly,month,type,state
2010,1.35,0.45,10,precip,AZ
2011,0.67,-0.23,10,precip,AZ
2012,0.25,-0.65,10,precip,AZ
2013,0.21,-0.69,10,precip,AZ
2014,0.60,-0.30,10,precip,AZ
2015,1.88,0.98,10,precip,AZ
2016,0.35,-0.55,10,precip,AZ
2017,0.03,-0.87,10,precip,AZ
2018,2.57,1.67,10,precip,AZ
2000,0.84,-0.01,11,precip,AZ
2001,0.29,-0.56,11,precip,AZ
2002,0.64,-0.21,11,precip,AZ
2003,1.15,0.30,11,precip,AZ
2004,1.76,0.91,11,precip,AZ
2005,0.06,-0.79,11,precip,AZ
2006,0.07,-0.78,11,precip,AZ
2007,0.60,-0.25,11,precip,AZ
2008,0.89,0.04,11,precip,AZ
2009,0.15,-0.70,11,precip,AZ
2010,0.19,-0.66,11,precip,AZ
2011,0.92,0.07,11,precip,AZ
2012,0.21,-0.64,11,precip,AZ
2013,1.86,1.01,11,precip,AZ
2014,0.11,-0.74,11,precip,AZ
2015,0.76,-0.09,11,precip,AZ
2016,0.94,0.09,11,precip,AZ
2017,0.02,-0.83,11,precip,AZ
2018,0.30,-0.55,11,precip,AZ
2000,0.12,-1.06,12,precip,AZ
2001,0.82,-0.36,12,precip,AZ
2002,0.86,-0.32,12,precip,AZ
2003,0.54,-0.64,12,precip,AZ
2004,1.66,0.48,12,precip,AZ
2005,0.04,-1.14,12,precip,AZ
2006,0.37,-0.81,12,precip,AZ
2007,2.28,1.10,12,precip,AZ
2008,1.89,0.71,12,precip,AZ
2009,1.21,0.03,12,precip,AZ
2010,1.67,0.49,12,precip,AZ
2011,1.55,0.37,12,precip,AZ
2012,1.46,0.28,12,precip,AZ
2013,0.44,-0.74,12,precip,AZ
2014,1.47,0.29,12,precip,AZ
2015,0.60,-0.58,12,precip,AZ
2016,2.13,0.95,12,precip,AZ
2017,0.13,-1.05,12,precip,AZ
2018,0.70,-0.48,12,precip,AZ
