year,value,anomaly,month,type,state
2000,30.4,2.0,01,temp,WA
2001,31.8,3.4,01,temp,WA
2002,32.9,4.5,01,temp,WA
2003,36.1,7.7,01,temp,WA
2004,29.8,1.4,01,temp,WA
2005,31.5,3.1,01,temp,WA
2006,35.9,7.5,01,temp,WA
2007,28.6,0.2,01,temp,WA
2008,27.4,-1.0,01,temp,WA
2009,30.1,1.7,01,temp,WA
2010,36.3,7.9,01,temp,WA
2011,32.1,3.7,01,temp,WA
2012,30.7,2.3,01,temp,WA
2013,29.1,0.7,01,temp,WA
2014,34.1,5.7,01,temp,WA
2015,35.1,6.7,01,temp,WA
2016,33.0,4.6,01,temp,WA
2017,24.8,-3.6,01,temp,WA
2018,35.4,7.0,01,temp,WA
2019,34.2,5.8,01,temp,WA
2020,34.2,5.8,01,temp,WA
2021,34.5,6.1,01,temp,WA
2000,35.2,2.1,02,temp,WA
2001,32.1,-1.0,02,temp,WA
2002,34.3,1.2,02,temp,WA
2003,35.4,2.3,02,temp,WA
2004,35.1,2.0,02,temp,WA
2005,35.8,2.7,02,temp,WA
2006,32.8,-0.3,02,temp,WA
2007,35.6,2.5,02,temp,WA
2008,35.4,2.3,02,temp,WA
2009,33.1,0.0,02,temp,WA
2010,38.5,5.4,02,temp,WA
2011,31.1,-2.0,02,temp,WA
2012,34.5,1.4,02,temp,WA
2013,35.5,2.4,02,temp,WA
2014,29.8,-3.3,02,temp,WA
2015,40.7,7.6,02,temp,WA
2016,39.1,6.0,02,temp,WA
2017,31.0,-2.1,02,temp,WA
2018,32.4,-0.7,02,temp,WA
2019,25.3,-7.8,02,temp,WA
2020,35.5,2.4,02,temp,WA
2021,31.2,-1.9,02,temp,WA
2000,39.1,0.5,03,temp,WA
2001,40.0,1.4,03,temp,WA
2002,35.6,-3.0,03,temp,WA
2003,41.0,2.4,03,temp,WA
2004,42.9,4.3,03,temp,WA
2005,42.7,4.1,03,temp,WA
2006,38.8,0.2,03,temp,WA
2007,41.5,2.9,03,temp,WA
2008,37.0,-1.6,03,temp,WA
2009,35.3,-3.3,03,temp,WA
2010,40.9,2.3,03,temp,WA
2011,38.4,-0.2,03,temp,WA
2012,37.6,-1.0,03,temp,WA
2013,40.2,1.6,03,temp,WA
2014,40.1,1.5,03,temp,WA
2015,44.8,6.2,03,temp,WA
2016,41.8,3.2,03,temp,WA
2017,39.3,0.7,03,temp,WA
2018,38.8,0.2,03,temp,WA
2019,36.2,-2.4,03,temp,WA
2020,38.3,-0.3,03,temp,WA
2021,39.8,1.2,03,temp,WA
2000,47.8,2.7,04,temp,WA
2001,43.5,-1.6,04,temp,WA
2002,44.7,-0.4,04,temp,WA
2003,44.6,-0.5,04,temp,WA
2004,48.6,3.5,04,temp,WA
2005,46.3,1.2,04,temp,WA
2006,45.7,0.6,04,temp,WA
2007,44.9,-0.2,04,temp,WA
2008,40.8,-4.3,04,temp,WA
2009,44.1,-1.0,04,temp,WA
2010,44.6,-0.5,04,temp,WA
2011,40.2,-4.9,04,temp,WA
2012,46.0,0.9,04,temp,WA
2013,44.7,-0.4,04,temp,WA
2014,45.8,0.7,04,temp,WA
2015,45.7,0.6,04,temp,WA
2016,51.6,6.5,04,temp,WA
2017,44.2,-0.9,04,temp,WA
2018,45.3,0.2,04,temp,WA
2019,46.3,1.2,04,temp,WA
2020,46.0,0.9,04,temp,WA
2021,46.9,1.8,04,temp,WA
2000,51.1,-0.7,05,temp,WA
2001,53.1,1.3,05,temp,WA
2002,49.7,-2.1,05,temp,WA
2003,51.3,-0.5,05,temp,WA
2004,52.4,0.6,05,temp,WA
2005,54.7,2.9,05,temp,WA
2006,53.0,1.2,05,temp,WA
2007,52.9,1.1,05,temp,WA
2008,53.1,1.3,05,temp,WA
2009,52.3,0.5,05,temp,WA
2010,48.7,-3.1,05,temp,WA
2011,48.6,-3.2,05,temp,WA
2012,50.9,-0.9,05,temp,WA
2013,53.5,1.7,05,temp,WA
2014,54.3,2.5,05,temp,WA
2015,56.0,4.2,05,temp,WA
2016,55.1,3.3,05,temp,WA
2017,53.7,1.9,05,temp,WA
2018,57.6,5.8,05,temp,WA
2019,55.6,3.8,05,temp,WA
2020,53.3,1.5,05,temp,WA
