year,value,anomaly,month,type,state
2000,0.23,-0.38,01,precip,NM
2001,1.16,0.55,01,precip,NM
2002,0.52,-0.09,01,precip,NM
2003,0.07,-0.54,01,precip,NM
2004,0.49,-0.12,01,precip,NM
2005,1.63,1.02,01,precip,NM
2006,0.16,-0.45,01,precip,NM
2007,1.04,0.43,01,precip,NM
2008,0.61,0.00,01,precip,NM
2009,0.20,-0.41,01,precip,NM
2010,1.44,0.83,01,precip,NM
2011,0.08,-0.53,01,precip,NM
2012,0.28,-0.33,01,precip,NM
2013,0.50,-0.11,01,precip,NM
2014,0.03,-0.58,01,precip,NM
2015,1.41,0.80,01,precip,NM
2016,0.52,-0.09,01,precip,NM
2017,1.71,1.10,01,precip,NM
2018,0.16,-0.45,01,precip,NM
2019,0.55,-0.06,01,precip,NM
2020,0.52,-0.09,01,precip,NM
2021,0.49,-0.12,01,precip,NM
2000,0.16,-0.48,02,precip,NM
2001,0.70,0.06,02,precip,NM
2002,0.33,-0.31,02,precip,NM
2003,1.07,0.43,02,precip,NM
2004,1.07,0.43,02,precip,NM
2005,1.85,1.21,02,precip,NM
2006,0.11,-0.53,02,precip,NM
2007,0.53,-0.11,02,precip,NM
2008,0.56,-0.08,02,precip,NM
2009,0.19,-0.45,02,precip,NM
2010,1.18,0.54,02,precip,NM
2011,0.34,-0.30,02,precip,NM
2012,0.36,-0.28,02,precip,NM
2013,0.39,-0.25,02,precip,NM
2014,0.17,-0.47,02,precip,NM
2015,0.72,0.08,02,precip,NM
2016,0.27,-0.37,02,precip,NM
2017,0.61,-0.03,02,precip,NM
2018,0.74,0.10,02,precip,NM
2019,0.61,-0.03,02,precip,NM
2020,0.81,0.17,02,precip,NM
2021,0.40,-0.24,02,precip,NM
2000,1.62,0.89,03,precip,NM
2001,1.06,0.33,03,precip,NM
2002,0.43,-0.30,03,precip,NM
2003,0.67,-0.06,03,precip,NM
2004,0.87,0.14,03,precip,NM
2005,1.13,0.40,03,precip,NM
2006,0.55,-0.18,03,precip,NM
2007,1.03,0.30,03,precip,NM
2008,0.19,-0.54,03,precip,NM
2009,0.49,-0.24,03,precip,NM
2010,1.00,0.27,03,precip,NM
2011,0.15,-0.58,03,precip,NM
2012,0.27,-0.46,03,precip,NM
2013,0.22,-0.51,03,precip,NM
2014,0.47,-0.26,03,precip,NM
2015,0.71,-0.02,03,precip,NM
2016,0.08,-0.65,03,precip,NM
2017,0.48,-0.25,03,precip,NM
2018,0.27,-0.46,03,precip,NM
2019,1.03,0.30,03,precip,NM
2020,1.20,0.47,03,precip,NM
2021,0.52,-0.21,03,precip,NM
2000,0.34,-0.41,04,precip,NM
2001,0.41,-0.34,04,precip,NM
2002,0.26,-0.49,04,precip,NM
2003,0.16,-0.59,04,precip,NM
2004,2.61,1.86,04,precip,NM
2005,0.84,0.09,04,precip,NM
2006,0.29,-0.46,04,precip,NM
2007,0.77,0.02,04,precip,NM
2008,0.16,-0.59,04,precip,NM
2009,0.46,-0.29,04,precip,NM
2010,0.87,0.12,04,precip,NM
2011,0.25,-0.50,04,precip,NM
2012,0.39,-0.36,04,precip,NM
2013,0.18,-0.57,04,precip,NM
2014,0.37,-0.38,04,precip,NM
2015,0.74,-0.01,04,precip,NM
2016,0.98,0.23,04,precip,NM
2017,0.99,0.24,04,precip,NM
2018,0.15,-0.60,04,precip,NM
2019,0.83,0.08,04,precip,NM
2020,0.19,-0.56,04,precip,NM
2021,0.41,-0.34,04,precip,NM
2000,0.12,-0.93,05,precip,NM
2001,1.02,-0.03,05,precip,NM
2002,0.14,-0.91,05,precip,NM
2003,0.38,-0.67,05,precip,NM
2004,0.17,-0.88,05,precip,NM
2005,1.21,0.16,05,precip,NM
2006,0.39,-0.66,05,precip,NM
2007,1.98,0.93,05,precip,NM
2008,0.98,-0.07,05,precip,NM
2009,0.91,-0.14,05,precip,NM
2010,0.47,-0.58,05,precip,NM
2011,0.23,-0.82,05,precip,NM
2012,0.81,-0.24,05,precip,NM
2013,0.22,-0.83,05,precip,NM
2014,1.06,0.01,05,precip,NM
2015,2.54,1.49,05,precip,NM
2016,0.98,-0.07,05,precip,NM
2017,0.73,-0.32,05,precip,NM
2018,0.47,-0.58,05,precip,NM
2019,1.00,-0.05,05,precip,NM
2020,0.20,-0.85,05,precip,NM
2021,1.04,-0.01,05,precip,NM
2000,2.27,1.10,06,precip,NM
2001,0.80,-0.37,06,precip,NM
2002,0.73,-0.44,06,precip,NM
2003,1.26,0.09,06,precip,NM
2004,1.20,0.03,06,precip,NM
2005,0.47,-0.70,06,precip,NM
2006,1.05,-0.12,06,precip,NM
2007,1.14,-0.03,06,precip,NM
2008,0.56,-0.61,06,precip,NM
2009,1.48,0.31,06,precip,NM
2010,0.89,-0.28,06,precip,NM
2011,0.17,-1.00,06,precip,NM
2012,0.33,-0.84,06,precip,NM
2013,0.64,-0.53,06,precip,NM
2014,0.55,-0.62,06,precip,NM
2015,1.57,0.40,06,precip,NM
2016,1.05,-0.12,06,precip,NM
2017,0.94,-0.23,06,precip,NM
2018,0.87,-0.30,06,precip,NM
2019,0.86,-0.31,06,precip,NM
2020,0.57,-0.60,06,precip,NM
2000,1.71,-0.63,07,precip,NM
2001,1.78,-0.56,07,precip,NM
2002,2.25,-0.09,07,precip,NM
2003,0.78,-1.56,07,precip,NM
2004,2.32,-0.02,07,precip,NM
2005,0.98,-1.36,07,precip,NM
2006,3.21,0.87,07,precip,NM
2007,2.33,-0.01,07,precip,NM
2008,4.06,1.72,07,precip,NM
2009,2.67,0.33,07,precip,NM
2010,3.70,1.36,07,precip,NM
2011,1.70,-0.64,07,precip,NM
2012,1.95,-0.39,07,precip,NM
2013,3.48,1.14,07,precip,NM
2014,3.19,0.85,07,precip,NM
2015,3.70,1.36,07,precip,NM
2016,1.25,-1.09,07,precip,NM
2017,2.65,0.31,07,precip,NM
2018,2.43,0.09,07,precip,NM
2019,1.73,-0.61,07,precip,NM
2020,2.09,-0.25,07,precip,NM
2000,1.69,-0.78,08,precip,NM
2001,2.39,-0.08,08,precip,NM
2002,1.75,-0.72,08,precip,NM
2003,1.63,-0.84,08,precip,NM
2004,2.25,-0.22,08,precip,NM
2005,3.03,0.56,08,precip,NM
2006,4.78,2.31,08,precip,NM
2007,1.99,-0.48,08,precip,NM
2008,2.78,0.31,08,precip,NM
2009,1.26,-1.21,08,precip,NM
2010,2.26,-0.21,08,precip,NM
2011,1.84,-0.63,08,precip,NM
2012,1.62,-0.85,08,precip,NM
2013,2.16,-0.31,08,precip,NM
2014,2.16,-0.31,08,precip,NM
2015,2.05,-0.42,08,precip,NM
2016,3.21,0.74,08,precip,NM
2017,2.98,0.51,08,precip,NM
2018,1.94,-0.53,08,precip,NM
2019,1.54,-0.93,08,precip,NM
2020,0.86,-1.61,08,precip,NM
2000,0.22,-1.45,09,precip,NM
2001,0.92,-0.75,09,precip,NM
2002,2.61,0.94,09,precip,NM
2003,0.94,-0.73,09,precip,NM
2004,2.22,0.55,09,precip,NM
2005,1.83,0.16,09,precip,NM
2006,2.36,0.69,09,precip,NM
2007,1.80,0.13,09,precip,NM
2008,1.27,-0.40,09,precip,NM
2009,1.75,0.08,09,precip,NM
2010,1.43,-0.24,09,precip,NM
2011,1.66,-0.01,09,precip,NM
2012,1.31,-0.36,09,precip,NM
2013,4.19,2.52,09,precip,NM
2014,3.15,1.48,09,precip,NM
2015,1.10,-0.57,09,precip,NM
2016,1.83,0.16,09,precip,NM
2017,2.42,0.75,09,precip,NM
2018,1.81,0.14,09,precip,NM
2019,1.50,-0.17,09,precip,NM
2020,0.70,-0.97,09,precip,NM
2000,3.23,2.08,10,precip,NM
2001,0.23,-0.92,10,precip,NM
2002,1.54,0.39,10,precip,NM
2003,1.03,-0.12,10,precip,NM
