year,value,anomaly,month,type,state
2000,-0.05,0.00,01,drought,CA
2001,-2.35,-2.30,01,drought,CA
2002,-1.69,-1.64,01,drought,CA
2003,0.69,0.74,01,drought,CA
2004,0.14,0.19,01,drought,CA
2005,2.33,2.38,01,drought,CA
2006,3.49,3.54,01,drought,CA
2007,-3.09,-3.04,01,drought,CA
2008,-2.36,-2.31,01,drought,CA
2009,-4.81,-4.76,01,drought,CA
2010,0.67,0.72,01,drought,CA
2011,1.98,2.03,01,drought,CA
2012,-2.27,-2.22,01,drought,CA
2013,-0.80,-0.75,01,drought,CA
2014,-5.88,-5.83,01,drought,CA
2015,-4.84,-4.79,01,drought,CA
2016,-2.30,-2.25,01,drought,CA
2017,3.61,3.66,01,drought,CA
2018,-3.13,-3.08,01,drought,CA
2019,-2.68,-2.63,01,drought,CA
2000,1.00,1.08,02,drought,CA
2001,-2.06,-1.98,02,drought,CA
2002,-2.24,-2.16,02,drought,CA
2003,0.37,0.45,02,drought,CA
2004,1.01,1.09,02,drought,CA
2005,2.28,2.36,02,drought,CA
2006,2.84,2.92,02,drought,CA
2007,-2.81,-2.73,02,drought,CA
2008,-2.33,-2.25,02,drought,CA
2009,-4.15,-4.07,02,drought,CA
2010,0.66,0.74,02,drought,CA
2011,1.82,1.90,02,drought,CA
2012,-3.18,-3.10,02,drought,CA
2013,-1.66,-1.58,02,drought,CA
2014,-5.87,-5.79,02,drought,CA
2015,-4.86,-4.78,02,drought,CA
2016,-2.99,-2.91,02,drought,CA
2017,4.76,4.84,02,drought,CA
2018,-4.14,-4.06,02,drought,CA
2019,-0.66,-0.58,02,drought,CA
2000,-0.54,-0.50,03,drought,CA
2001,-2.36,-2.32,03,drought,CA
2002,-2.48,-2.44,03,drought,CA
2003,0.10,0.14,03,drought,CA
2004,-1.19,-1.15,03,drought,CA
2005,2.21,2.25,03,drought,CA
2006,3.71,3.75,03,drought,CA
2007,-3.73,-3.69,03,drought,CA
2008,-3.18,-3.14,03,drought,CA
2009,-4.08,-4.04,03,drought,CA
2010,0.22,0.26,03,drought,CA
2011,3.03,3.07,03,drought,CA
2012,-2.31,-2.27,03,drought,CA
2013,-2.43,-2.39,03,drought,CA
2014,-5.59,-5.55,03,drought,CA
2015,-5.67,-5.63,03,drought,CA
2016,-2.08,-2.04,03,drought,CA
2017,-0.45,-0.41,03,drought,CA
2018,-3.06,-3.02,03,drought,CA
2019,2.20,2.24,03,drought,CA
2000,-0.56,-0.49,04,drought,CA
