year,value,anomaly,month,type,state
2000,3.41,0.39,01,precip,ID
2001,1.37,-1.65,01,precip,ID
2002,2.97,-0.05,01,precip,ID
2003,3.19,0.17,01,precip,ID
2004,2.90,-0.12,01,precip,ID
2005,1.81,-1.21,01,precip,ID
2006,4.71,1.69,01,precip,ID
2007,1.36,-1.66,01,precip,ID
2008,3.53,0.51,01,precip,ID
2009,2.72,-0.30,01,precip,ID
2010,2.54,-0.48,01,precip,ID
2011,2.79,-0.23,01,precip,ID
2012,3.33,0.31,01,precip,ID
2013,1.90,-1.12,01,precip,ID
2014,2.02,-1.00,01,precip,ID
2015,2.06,-0.96,01,precip,ID
2016,2.66,-0.36,01,precip,ID
2017,3.33,0.31,01,precip,ID
2018,2.77,-0.25,01,precip,ID
2019,2.16,-0.86,01,precip,ID
2000,3.05,0.59,02,precip,ID
2001,1.18,-1.28,02,precip,ID
2002,1.33,-1.13,02,precip,ID
2003,2.01,-0.45,02,precip,ID
2004,2.19,-0.27,02,precip,ID
2005,0.71,-1.75,02,precip,ID
2006,1.79,-0.67,02,precip,ID
2007,2.45,-0.01,02,precip,ID
2008,2.23,-0.23,02,precip,ID
2009,1.46,-1.00,02,precip,ID
2010,1.06,-1.40,02,precip,ID
2011,1.93,-0.53,02,precip,ID
2012,1.78,-0.68,02,precip,ID
2013,1.07,-1.39,02,precip,ID
2014,3.68,1.22,02,precip,ID
2015,1.86,-0.60,02,precip,ID
2016,1.65,-0.81,02,precip,ID
2017,4.91,2.45,02,precip,ID
2018,2.33,-0.13,02,precip,ID
2019,4.59,2.13,02,precip,ID
2000,1.92,-0.40,03,precip,ID
2001,1.58,-0.74,03,precip,ID
2002,2.39,0.07,03,precip,ID
2003,3.31,0.99,03,precip,ID
2004,1.10,-1.22,03,precip,ID
2005,2.44,0.12,03,precip,ID
2006,2.69,0.37,03,precip,ID
2007,1.45,-0.87,03,precip,ID
2008,2.28,-0.04,03,precip,ID
2009,3.17,0.85,03,precip,ID
2010,1.86,-0.46,03,precip,ID
2011,3.88,1.56,03,precip,ID
2012,4.25,1.93,03,precip,ID
2013,1.47,-0.85,03,precip,ID
2014,3.92,1.60,03,precip,ID
2015,1.51,-0.81,03,precip,ID
2016,3.58,1.26,03,precip,ID
2017,4.14,1.82,03,precip,ID
2018,2.74,0.42,03,precip,ID
2019,1.41,-0.91,03,precip,ID
2000,1.50,-0.44,04,precip,ID
2001,2.33,0.39,04,precip,ID
2002,1.98,0.04,04,precip,ID
2003,2.54,0.60,04,precip,ID
2004,1.37,-0.57,04,precip,ID
2005,2.22,0.28,04,precip,ID
2006,3.07,1.13,04,precip,ID
2007,1.59,-0.35,04,precip,ID
2008,1.20,-0.74,04,precip,ID
2009,1.84,-0.10,04,precip,ID
2010,2.64,0.70,04,precip,ID
2011,3.18,1.24,04,precip,ID
2012,2.12,0.18,04,precip,ID
2013,1.81,-0.13,04,precip,ID
2014,2.15,0.21,04,precip,ID
2015,1.23,-0.71,04,precip,ID
2016,1.65,-0.29,04,precip,ID
2017,2.95,1.01,04,precip,ID
2018,2.54,0.60,04,precip,ID
2019,3.18,1.24,04,precip,ID
2000,2.05,-0.07,05,precip,ID
2001,1.02,-1.10,05,precip,ID
2002,1.53,-0.59,05,precip,ID
2003,2.02,-0.10,05,precip,ID
2004,3.50,1.38,05,precip,ID
2005,4.11,1.99,05,precip,ID
2006,1.63,-0.49,05,precip,ID
2007,1.09,-1.03,05,precip,ID
2008,1.82,-0.30,05,precip,ID
2009,2.03,-0.09,05,precip,ID
2010,2.77,0.65,05,precip,ID
2011,3.15,1.03,05,precip,ID
2012,1.91,-0.21,05,precip,ID
2013,1.51,-0.61,05,precip,ID
2014,1.26,-0.86,05,precip,ID
2015,2.89,0.77,05,precip,ID
2016,2.21,0.09,05,precip,ID
2017,1.59,-0.53,05,precip,ID
2018,2.39,0.27,05,precip,ID
2000,0.86,-0.94,06,precip,ID
2001,1.40,-0.40,06,precip,ID
2002,1.42,-0.38,06,precip,ID
2003,0.64,-1.16,06,precip,ID
2004,1.43,-0.37,06,precip,ID
2005,2.44,0.64,06,precip,ID
2006,1.74,-0.06,06,precip,ID
2007,1.23,-0.57,06,precip,ID
2008,1.43,-0.37,06,precip,ID
2009,3.51,1.71,06,precip,ID
2010,3.24,1.44,06,precip,ID
2011,1.96,0.16,06,precip,ID
2012,1.60,-0.20,06,precip,ID
2013,1.35,-0.45,06,precip,ID
2014,1.32,-0.48,06,precip,ID
2015,0.77,-1.03,06,precip,ID
2016,0.80,-1.00,06,precip,ID
2017,1.69,-0.11,06,precip,ID
2018,1.70,-0.10,06,precip,ID
2000,0.35,-0.48,07,precip,ID
2001,1.12,0.29,07,precip,ID
2002,0.51,-0.32,07,precip,ID
2003,0.30,-0.53,07,precip,ID
2004,0.91,0.08,07,precip,ID
2005,0.35,-0.48,07,precip,ID
2006,0.46,-0.37,07,precip,ID
2007,0.38,-0.45,07,precip,ID
2008,0.31,-0.52,07,precip,ID
2009,0.71,-0.12,07,precip,ID
2010,0.52,-0.31,07,precip,ID
2011,0.55,-0.28,07,precip,ID
2012,0.93,0.10,07,precip,ID
2013,0.53,-0.30,07,precip,ID
2014,0.39,-0.44,07,precip,ID
2015,1.37,0.54,07,precip,ID
2016,0.72,-0.11,07,precip,ID
2017,0.33,-0.50,07,precip,ID
2018,0.24,-0.59,07,precip,ID
2000,0.31,-0.53,08,precip,ID
2001,0.17,-0.67,08,precip,ID
2002,0.51,-0.33,08,precip,ID
2003,0.96,0.12,08,precip,ID
2004,1.90,1.06,08,precip,ID
2005,0.47,-0.37,08,precip,ID
2006,0.40,-0.44,08,precip,ID
2007,0.51,-0.33,08,precip,ID
2008,0.82,-0.02,08,precip,ID
2009,1.45,0.61,08,precip,ID
2010,0.83,-0.01,08,precip,ID
2011,0.51,-0.33,08,precip,ID
2012,0.28,-0.56,08,precip,ID
2013,0.71,-0.13,08,precip,ID
2014,2.29,1.45,08,precip,ID
2015,0.76,-0.08,08,precip,ID
2016,0.15,-0.69,08,precip,ID
2017,0.35,-0.49,08,precip,ID
2018,0.58,-0.26,08,precip,ID
2000,1.65,0.44,09,precip,ID
2001,0.73,-0.48,09,precip,ID
2002,1.03,-0.18,09,precip,ID
2003,0.72,-0.49,09,precip,ID
2004,1.55,0.34,09,precip,ID
2005,0.93,-0.28,09,precip,ID
2006,1.25,0.04,09,precip,ID
2007,1.26,0.05,09,precip,ID
2008,0.77,-0.44,09,precip,ID
2009,0.35,-0.86,09,precip,ID
2010,0.94,-0.27,09,precip,ID
2011,0.39,-0.82,09,precip,ID
2012,0.32,-0.89,09,precip,ID
2013,2.96,1.75,09,precip,ID
2014,1.53,0.32,09,precip,ID
2015,1.31,0.10,09,precip,ID
2016,1.82,0.61,09,precip,ID
2017,2.09,0.88,09,precip,ID
2018,0.19,-1.02,09,precip,ID
2000,2.77,1.03,10,precip,ID
2001,2.22,0.48,10,precip,ID
2002,0.63,-1.11,10,precip,ID
2003,0.80,-0.94,10,precip,ID
2004,2.41,0.67,10,precip,ID
2005,1.84,0.10,10,precip,ID
2006,1.58,-0.16,10,precip,ID
2007,2.58,0.84,10,precip,ID
2008,1.04,-0.70,10,precip,ID
2009,2.47,0.73,10,precip,ID
2010,2.49,0.75,10,precip,ID
2011,2.83,1.09,10,precip,ID
2012,2.32,0.58,10,precip,ID
2013,0.85,-0.89,10,precip,ID
2014,1.29,-0.45,10,precip,ID
2015,1.69,-0.05,10,precip,ID
2016,4.54,2.80,10,precip,ID
2017,1.65,-0.09,10,precip,ID
2018,1.95,0.21,10,precip,ID
2000,1.34,-1.34,11,precip,ID
2001,2.51,-0.17,11,precip,ID
2002,1.60,-1.08,11,precip,ID
2003,2.45,-0.23,11,precip,ID
2004,1.38,-1.30,11,precip,ID
2005,2.88,0.20,11,precip,ID
2006,4.34,1.66,11,precip,ID
2007,2.04,-0.64,11,precip,ID
2008,2.80,0.12,11,precip,ID
2009,1.33,-1.35,11,precip,ID
2010,3.03,0.35,11,precip,ID
2011,1.99,-0.69,11,precip,ID
2012,2.75,0.07,11,precip,ID
2013,1.72,-0.96,11,precip,ID
2014,3.32,0.64,11,precip,ID
2015,2.51,-0.17,11,precip,ID
2016,1.44,-1.24,11,precip,ID
2017,3.55,0.87,11,precip,ID
2018,2.34,-0.34,11,precip,ID
2000,1.68,-1.22,12,precip,ID
2001,3.50,0.60,12,precip,ID
2002,3.08,0.18,12,precip,ID
2003,3.62,0.72,12,precip,ID
2004,2.54,-0.36,12,precip,ID
2005,4.38,1.48,12,precip,ID
2006,2.72,-0.18,12,precip,ID
2007,3.62,0.72,12,precip,ID
2008,3.74,0.84,12,precip,ID
2009,1.84,-1.06,12,precip,ID
2010,4.22,1.32,12,precip,ID
2011,1.53,-1.37,12,precip,ID
2012,4.12,1.22,12,precip,ID
2013,1.76,-1.14,12,precip,ID
2014,3.30,0.40,12,precip,ID
2015,4.56,1.66,12,precip,ID
2016,3.66,0.76,12,precip,ID
2017,2.24,-0.66,12,precip,ID
2018,2.18,-0.72,12,precip,ID
