year,value,anomaly,month,type,state
2000,-3.11,-2.96,01,drought,TX
2001,3.38,3.53,01,drought,TX
2002,-0.54,-0.39,01,drought,TX
2003,2.40,2.55,01,drought,TX
2004,-1.46,-1.31,01,drought,TX
2005,4.49,4.64,01,drought,TX
2006,-3.20,-3.05,01,drought,TX
2007,1.23,1.38,01,drought,TX
2008,-1.47,-1.32,01,drought,TX
2009,-3.32,-3.17,01,drought,TX
2010,2.29,2.44,01,drought,TX
2011,-1.96,-1.81,01,drought,TX
2012,-5.17,-5.02,01,drought,TX
2013,-4.08,-3.93,01,drought,TX
2014,-2.94,-2.79,01,drought,TX
2015,0.74,0.89,01,drought,TX
2016,4.45,4.60,01,drought,TX
2017,-0.81,-0.66,01,drought,TX
2018,-1.83,-1.68,01,drought,TX
2019,4.40,4.55,01,drought,TX
2000,-3.76,-3.64,02,drought,TX
2001,3.41,3.53,02,drought,TX
2002,-0.73,-0.61,02,drought,TX
2003,2.85,2.97,02,drought,TX
2004,0.47,0.59,02,drought,TX
2005,4.66,4.78,02,drought,TX
2006,-3.55,-3.43,02,drought,TX
2007,0.68,0.80,02,drought,TX
2008,-1.92,-1.80,02,drought,TX
2009,-4.18,-4.06,02,drought,TX
2010,2.98,3.10,02,drought,TX
2011,-2.50,-2.38,02,drought,TX
2012,-4.40,-4.28,02,drought,TX
2013,-4.13,-4.01,02,drought,TX
2014,-3.20,-3.08,02,drought,TX
2015,0.51,0.63,02,drought,TX
2016,3.76,3.88,02,drought,TX
2017,-1.11,-0.99,02,drought,TX
2018,-1.53,-1.41,02,drought,TX
2019,3.76,3.88,02,drought,TX
2000,-3.48,-3.48,03,drought,TX
2001,4.14,4.14,03,drought,TX
2002,-0.40,-0.40,03,drought,TX
2003,-0.20,-0.20,03,drought,TX
2004,0.48,0.48,03,drought,TX
2005,4.36,4.36,03,drought,TX
2006,-3.42,-3.42,03,drought,TX
2007,1.84,1.84,03,drought,TX
2008,-1.52,-1.52,03,drought,TX
2009,-3.89,-3.89,03,drought,TX
2010,2.97,2.97,03,drought,TX
2011,-3.39,-3.39,03,drought,TX
2012,-3.53,-3.53,03,drought,TX
2013,-4.31,-4.31,03,drought,TX
2014,-3.10,-3.10,03,drought,TX
2015,1.48,1.48,03,drought,TX
2016,3.85,3.85,03,drought,TX
2017,-1.31,-1.31,03,drought,TX
2018,-1.54,-1.54,03,drought,TX
2019,3.27,3.27,03,drought,TX
2000,-3.58,-3.64,04,drought,TX
2001,-0.63,-0.69,04,drought,TX
2002,-0.74,-0.80,04,drought,TX
2003,-0.78,-0.84,04,drought,TX
2004,1.26,1.20,04,drought,TX
2005,-0.50,-0.56,04,drought,TX
2006,-4.10,-4.16,04,drought,TX
2007,1.92,1.86,04,drought,TX
2008,-1.63,-1.69,04,drought,TX
2009,-3.36,-3.42,04,drought,TX
2010,3.03,2.97,04,drought,TX
2011,-4.47,-4.53,04,drought,TX
2012,-3.77,-3.83,04,drought,TX
2013,-4.19,-4.25,04,drought,TX
2014,-3.49,-3.55,04,drought,TX
2015,2.20,2.14,04,drought,TX
2016,4.50,4.44,04,drought,TX
2017,-1.14,-1.20,04,drought,TX
2018,-1.83,-1.89,04,drought,TX
2000,-4.18,-4.22,05,drought,TX
2001,-0.81,-0.85,05,drought,TX
2002,-1.50,-1.54,05,drought,TX
2003,-1.76,-1.80,05,drought,TX
2004,0.72,0.68,05,drought,TX
2005,-0.54,-0.58,05,drought,TX
2006,-4.95,-4.99,05,drought,TX
2007,2.96,2.92,05,drought,TX
2008,-2.32,-2.36,05,drought,TX
2009,-3.92,-3.96,05,drought,TX
2010,2.34,2.30,05,drought,TX
2011,-5.39,-5.43,05,drought,TX
2012,-3.84,-3.88,05,drought,TX
2013,-4.48,-4.52,05,drought,TX
2014,-3.07,-3.11,05,drought,TX
2015,4.75,4.71,05,drought,TX
2016,4.96,4.92,05,drought,TX
2017,-1.49,-1.53,05,drought,TX
2018,-2.91,-2.95,05,drought,TX
2000,-3.47,-3.42,06,drought,TX
2001,-0.94,-0.89,06,drought,TX
2002,-1.87,-1.82,06,drought,TX
2003,-1.17,-1.12,06,drought,TX
2004,2.28,2.33,06,drought,TX
2005,-1.09,-1.04,06,drought,TX
2006,-5.56,-5.51,06,drought,TX
2007,4.21,4.26,06,drought,TX
2008,-3.07,-3.02,06,drought,TX
2009,-4.72,-4.67,06,drought,TX
2010,2.13,2.18,06,drought,TX
2011,-6.56,-6.51,06,drought,TX
