year,value,anomaly,month,type,state
2000,-1.43,-1.91,01,drought,MT
2001,-4.16,-4.64,01,drought,MT
2002,-6.08,-6.56,01,drought,MT
2003,-3.92,-4.40,01,drought,MT
2004,-3.31,-3.79,01,drought,MT
2005,-3.85,-4.33,01,drought,MT
2006,0.90,0.42,01,drought,MT
2007,-0.71,-1.19,01,drought,MT
2008,-1.99,-2.47,01,drought,MT
2009,0.87,0.39,01,drought,MT
2010,-0.75,-1.23,01,drought,MT
2011,3.69,3.21,01,drought,MT
2012,-1.10,-1.58,01,drought,MT
2013,-2.44,-2.92,01,drought,MT
2014,1.01,0.53,01,drought,MT
2015,0.65,0.17,01,drought,MT
2016,-1.98,-2.46,01,drought,MT
2017,1.11,0.63,01,drought,MT
2018,0.20,-0.28,01,drought,MT
2019,-0.70,-1.18,01,drought,MT
2020,3.30,2.82,01,drought,MT
2021,0.66,0.18,01,drought,MT
2000,-1.46,-1.95,02,drought,MT
2001,-4.62,-5.11,02,drought,MT
2002,-6.27,-6.76,02,drought,MT
2003,-3.83,-4.32,02,drought,MT
2004,-3.58,-4.07,02,drought,MT
2005,-4.63,-5.12,02,drought,MT
2006,0.83,0.34,02,drought,MT
2007,-0.54,-1.03,02,drought,MT
2008,-2.14,-2.63,02,drought,MT
2009,0.59,0.10,02,drought,MT
2010,-1.16,-1.65,02,drought,MT
2011,4.19,3.70,02,drought,MT
2012,-1.28,-1.77,02,drought,MT
2013,-2.73,-3.22,02,drought,MT
2014,1.39,0.90,02,drought,MT
2015,0.61,0.12,02,drought,MT
2016,-2.31,-2.80,02,drought,MT
2017,1.59,1.10,02,drought,MT
2018,0.87,0.38,02,drought,MT
2019,0.52,0.03,02,drought,MT
2020,3.61,3.12,02,drought,MT
2021,0.61,0.12,02,drought,MT
2000,-2.12,-2.53,03,drought,MT
2001,-5.60,-6.01,03,drought,MT
2002,-6.42,-6.83,03,drought,MT
2003,-3.20,-3.61,03,drought,MT
2004,-4.71,-5.12,03,drought,MT
2005,-5.21,-5.62,03,drought,MT
2006,1.00,0.59,03,drought,MT
2007,-1.19,-1.60,03,drought,MT
2008,-2.56,-2.97,03,drought,MT
2009,0.97,0.56,03,drought,MT
2010,-2.01,-2.42,03,drought,MT
2011,4.62,4.21,03,drought,MT
2012,-1.78,-2.19,03,drought,MT
2013,-3.00,-3.41,03,drought,MT
2014,2.36,1.95,03,drought,MT
2015,-0.64,-1.05,03,drought,MT
2016,-2.86,-3.27,03,drought,MT
2017,2.01,1.60,03,drought,MT
2018,1.28,0.87,03,drought,MT
2019,0.21,-0.20,03,drought,MT
2020,3.56,3.15,03,drought,MT
2021,-1.67,-2.08,03,drought,MT
2000,-2.47,-2.86,04,drought,MT
2001,-5.47,-5.86,04,drought,MT
2002,-6.08,-6.47,04,drought,MT
2003,-2.74,-3.13,04,drought,MT
2004,-5.23,-5.62,04,drought,MT
2005,-4.99,-5.38,04,drought,MT
2006,1.53,1.14,04,drought,MT
2007,0.06,-0.33,04,drought,MT
2008,-2.63,-3.02,04,drought,MT
2009,1.36,0.97,04,drought,MT
2010,0.10,-0.29,04,drought,MT
2011,5.20,4.81,04,drought,MT
2012,-1.74,-2.13,04,drought,MT
2013,0.14,-0.25,04,drought,MT
2014,2.18,1.79,04,drought,MT
2015,-1.07,-1.46,04,drought,MT
2016,-2.55,-2.94,04,drought,MT
2017,2.25,1.86,04,drought,MT
2018,1.94,1.55,04,drought,MT
2019,0.64,0.25,04,drought,MT
2020,3.24,2.85,04,drought,MT
2021,-2.03,-2.42,04,drought,MT
2000,-2.60,-3.08,05,drought,MT
2001,-6.35,-6.83,05,drought,MT
2002,-5.58,-6.06,05,drought,MT
2003,-2.38,-2.86,05,drought,MT
2004,-4.40,-4.88,05,drought,MT
2005,0.17,-0.31,05,drought,MT
2006,-0.46,-0.94,05,drought,MT
2007,1.05,0.57,05,drought,MT
2008,1.09,0.61,05,drought,MT
2009,-0.59,-1.07,05,drought,MT
2010,1.39,0.91,05,drought,MT
2011,7.14,6.66,05,drought,MT
2012,-1.48,-1.96,05,drought,MT
2013,1.21,0.73,05,drought,MT
2014,1.70,1.22,05,drought,MT
2015,-0.90,-1.38,05,drought,MT
2016,-1.89,-2.37,05,drought,MT
2017,-0.59,-1.07,05,drought,MT
2018,1.74,1.26,05,drought,MT
2019,1.04,0.56,05,drought,MT
2020,3.06,2.58,05,drought,MT
2021,-1.67,-2.15,05,drought,MT
2000,-2.91,-3.37,06,drought,MT
2001,-5.56,-6.02,06,drought,MT
2002,-4.89,-5.35,06,drought,MT
2003,-2.41,-2.87,06,drought,MT
2004,-4.46,-4.92,06,drought,MT
2005,1.24,0.78,06,drought,MT
2006,-0.86,-1.32,06,drought,MT
2007,-0.43,-0.89,06,drought,MT
2008,1.22,0.76,06,drought,MT
2009,-0.82,-1.28,06,drought,MT
2010,1.92,1.46,06,drought,MT
2011,6.97,6.51,06,drought,MT
2012,-1.93,-2.39,06,drought,MT
2013,1.35,0.89,06,drought,MT
2014,1.91,1.45,06,drought,MT
2015,-1.74,-2.20,06,drought,MT
2016,-2.66,-3.12,06,drought,MT
2017,-1.31,-1.77,06,drought,MT
2018,2.06,1.60,06,drought,MT
2019,0.90,0.44,06,drought,MT
2020,3.05,2.59,06,drought,MT
2000,-3.07,-3.60,07,drought,MT
2001,-5.03,-5.56,07,drought,MT
2002,-4.76,-5.29,07,drought,MT
2003,-2.86,-3.39,07,drought,MT
2004,-4.52,-5.05,07,drought,MT
2005,0.70,0.17,07,drought,MT
2006,-1.79,-2.32,07,drought,MT
2007,-0.95,-1.48,07,drought,MT
2008,1.20,0.67,07,drought,MT
2009,0.33,-0.20,07,drought,MT
2010,2.23,1.70,07,drought,MT
2011,6.63,6.10,07,drought,MT
2012,-2.25,-2.78,07,drought,MT
2013,1.40,0.87,07,drought,MT
2014,1.44,0.91,07,drought,MT
2015,-1.72,-2.25,07,drought,MT
