year,value,anomaly,month,type,state
2000,1.42,0.20,01,precip,UT
2001,1.02,-0.20,01,precip,UT
2002,0.43,-0.79,01,precip,UT
2003,0.40,-0.82,01,precip,UT
2004,0.60,-0.62,01,precip,UT
2005,2.76,1.54,01,precip,UT
2006,1.35,0.13,01,precip,UT
2007,0.53,-0.69,01,precip,UT
2008,1.67,0.45,01,precip,UT
2009,1.12,-0.10,01,precip,UT
2010,1.58,0.36,01,precip,UT
2011,0.39,-0.83,01,precip,UT
2012,0.97,-0.25,01,precip,UT
2013,1.01,-0.21,01,precip,UT
2014,0.61,-0.61,01,precip,UT
2015,0.92,-0.30,01,precip,UT
2016,1.42,0.20,01,precip,UT
2017,2.76,1.54,01,precip,UT
2018,0.89,-0.33,01,precip,UT
2019,1.51,0.29,01,precip,UT
2000,1.92,0.70,02,precip,UT
2001,1.24,0.02,02,precip,UT
2002,0.28,-0.94,02,precip,UT
2003,1.47,0.25,02,precip,UT
2004,1.89,0.67,02,precip,UT
2005,1.61,0.39,02,precip,UT
2006,0.56,-0.66,02,precip,UT
2007,1.05,-0.17,02,precip,UT
2008,1.53,0.31,02,precip,UT
2009,0.98,-0.24,02,precip,UT
2010,1.11,-0.11,02,precip,UT
2011,1.21,-0.01,02,precip,UT
2012,1.04,-0.18,02,precip,UT
2013,0.52,-0.70,02,precip,UT
2014,1.06,-0.16,02,precip,UT
2015,0.63,-0.59,02,precip,UT
2016,0.62,-0.60,02,precip,UT
2017,1.54,0.32,02,precip,UT
2018,0.83,-0.39,02,precip,UT
2019,2.23,1.01,02,precip,UT
2000,1.29,-0.07,03,precip,UT
2001,1.24,-0.12,03,precip,UT
2002,0.80,-0.56,03,precip,UT
2003,1.33,-0.03,03,precip,UT
2004,0.33,-1.03,03,precip,UT
2005,1.63,0.27,03,precip,UT
2006,2.40,1.04,03,precip,UT
2007,0.82,-0.54,03,precip,UT
2008,0.67,-0.69,03,precip,UT
2009,0.79,-0.57,03,precip,UT
2010,1.30,-0.06,03,precip,UT
2011,1.27,-0.09,03,precip,UT
2012,0.73,-0.63,03,precip,UT
2013,0.73,-0.63,03,precip,UT
2014,0.99,-0.37,03,precip,UT
2015,0.85,-0.51,03,precip,UT
2016,1.20,-0.16,03,precip,UT
2017,1.59,0.23,03,precip,UT
2018,1.29,-0.07,03,precip,UT
2019,2.71,1.35,03,precip,UT
2000,0.58,-0.64,04,precip,UT
2001,1.49,0.27,04,precip,UT
2002,0.87,-0.35,04,precip,UT
2003,0.93,-0.29,04,precip,UT
2004,1.82,0.60,04,precip,UT
2005,1.75,0.53,04,precip,UT
2006,1.16,-0.06,04,precip,UT
2007,0.91,-0.31,04,precip,UT
2008,0.42,-0.80,04,precip,UT
2009,1.56,0.34,04,precip,UT
2010,1.39,0.17,04,precip,UT
2011,2.02,0.80,04,precip,UT
2012,0.73,-0.49,04,precip,UT
2013,1.28,0.06,04,precip,UT
2014,0.94,-0.28,04,precip,UT
2015,0.98,-0.24,04,precip,UT
2016,1.70,0.48,04,precip,UT
2017,1.17,-0.05,04,precip,UT
2018,0.86,-0.36,04,precip,UT
2019,1.69,0.47,04,precip,UT
2000,0.93,-0.22,05,precip,UT
2001,0.65,-0.50,05,precip,UT
2002,0.38,-0.77,05,precip,UT
2003,1.08,-0.07,05,precip,UT
2004,0.63,-0.52,05,precip,UT
2005,1.74,0.59,05,precip,UT
2006,0.42,-0.73,05,precip,UT
2007,0.68,-0.47,05,precip,UT
2008,1.07,-0.08,05,precip,UT
2009,1.23,0.08,05,precip,UT
2010,1.24,0.09,05,precip,UT
2011,2.81,1.66,05,precip,UT
2012,0.28,-0.87,05,precip,UT
2013,0.97,-0.18,05,precip,UT
2014,1.02,-0.13,05,precip,UT
2015,3.20,2.05,05,precip,UT
2016,1.36,0.21,05,precip,UT
2017,0.64,-0.51,05,precip,UT
