year,value,anomaly,month,type,state
2000,22.1,5.4,01,temp,MT
2001,24.6,7.9,01,temp,MT
2002,22.7,6.0,01,temp,MT
2003,24.7,8.0,01,temp,MT
2004,17.0,0.3,01,temp,MT
2005,18.1,1.4,01,temp,MT
2006,31.4,14.7,01,temp,MT
2007,21.8,5.1,01,temp,MT
2008,18.1,1.4,01,temp,MT
2009,21.1,4.4,01,temp,MT
2010,20.6,3.9,01,temp,MT
2011,19.1,2.4,01,temp,MT
2012,25.1,8.4,01,temp,MT
2013,21.7,5.0,01,temp,MT
2014,24.5,7.8,01,temp,MT
2015,24.7,8.0,01,temp,MT
2016,23.4,6.7,01,temp,MT
2017,15.2,-1.5,01,temp,MT
2018,21.7,5.0,01,temp,MT
2019,24.7,8.0,01,temp,MT
2020,23.4,6.7,01,temp,MT
2021,26.6,9.9,01,temp,MT
2000,26.9,5.6,02,temp,MT
2001,16.5,-4.8,02,temp,MT
2002,26.4,5.1,02,temp,MT
2003,21.4,0.1,02,temp,MT
2004,24.1,2.8,02,temp,MT
2005,28.9,7.6,02,temp,MT
2006,23.4,2.1,02,temp,MT
2007,22.0,0.7,02,temp,MT
2008,24.2,2.9,02,temp,MT
2009,25.1,3.8,02,temp,MT
2010,21.1,-0.2,02,temp,MT
2011,16.4,-4.9,02,temp,MT
2012,24.9,3.6,02,temp,MT
2013,27.4,6.1,02,temp,MT
2014,14.7,-6.6,02,temp,MT
2015,26.9,5.6,02,temp,MT
2016,33.6,12.3,02,temp,MT
2017,25.4,4.1,02,temp,MT
2018,11.4,-9.9,02,temp,MT
2019,5.1,-16.2,02,temp,MT
2020,25.5,4.2,02,temp,MT
2021,13.9,-7.4,02,temp,MT
2000,35.5,6.1,03,temp,MT
2001,33.8,4.4,03,temp,MT
2002,19.8,-9.6,03,temp,MT
2003,29.8,0.4,03,temp,MT
2004,37.5,8.1,03,temp,MT
2005,34.6,5.2,03,temp,MT
2006,30.6,1.2,03,temp,MT
2007,38.9,9.5,03,temp,MT
2008,31.2,1.8,03,temp,MT
2009,28.3,-1.1,03,temp,MT
2010,36.2,6.8,03,temp,MT
2011,28.6,-0.8,03,temp,MT
2012,39.4,10.0,03,temp,MT
2013,30.5,1.1,03,temp,MT
2014,29.4,0.0,03,temp,MT
2015,39.5,10.1,03,temp,MT
2016,37.4,8.0,03,temp,MT
2017,35.8,6.4,03,temp,MT
2018,28.3,-1.1,03,temp,MT
2019,25.2,-4.2,03,temp,MT
2020,31.5,2.1,03,temp,MT
2021,36.2,6.8,03,temp,MT
2000,43.2,2.5,04,temp,MT
2001,41.1,0.4,04,temp,MT
2002,37.6,-3.1,04,temp,MT
2003,44.1,3.4,04,temp,MT
2004,44.3,3.6,04,temp,MT
2005,42.7,2.0,04,temp,MT
2006,44.9,4.2,04,temp,MT
2007,40.9,0.2,04,temp,MT
2008,37.6,-3.1,04,temp,MT
2009,39.8,-0.9,04,temp,MT
2010,41.6,0.9,04,temp,MT
2011,37.7,-3.0,04,temp,MT
2012,44.8,4.1,04,temp,MT
2013,36.9,-3.8,04,temp,MT
2014,41.0,0.3,04,temp,MT
2015,42.8,2.1,04,temp,MT
2016,45.0,4.3,04,temp,MT
2017,42.1,1.4,04,temp,MT
2018,37.9,-2.8,04,temp,MT
2019,41.9,1.2,04,temp,MT
2020,38.2,-2.5,04,temp,MT
2021,40.4,-0.3,04,temp,MT
2000,51.5,1.3,05,temp,MT
2001,53.3,3.1,05,temp,MT
2002,47.5,-2.7,05,temp,MT
2003,50.1,-0.1,05,temp,MT
2004,48.1,-2.1,05,temp,MT
2005,49.0,-1.2,05,temp,MT
2006,52.9,2.7,05,temp,MT
2007,52.1,1.9,05,temp,MT
2008,49.6,-0.6,05,temp,MT
2009,50.5,0.3,05,temp,MT
2010,46.3,-3.9,05,temp,MT
2011,47.1,-3.1,05,temp,MT
2012,49.5,-0.7,05,temp,MT
2013,51.9,1.7,05,temp,MT
2014,51.1,0.9,05,temp,MT
2015,49.6,-0.6,05,temp,MT
2016,51.0,0.8,05,temp,MT
2017,52.3,2.1,05,temp,MT
2018,55.7,5.5,05,temp,MT
2019,47.7,-2.5,05,temp,MT
2020,50.5,0.3,05,temp,MT
2021,48.6,-1.6,05,temp,MT
2000,58.0,-0.3,06,temp,MT
2001,58.4,0.1,06,temp,MT
2002,59.5,1.2,06,temp,MT
2003,58.4,0.1,06,temp,MT
2004,56.1,-2.2,06,temp,MT
2005,57.7,-0.6,06,temp,MT
2006,61.6,3.3,06,temp,MT
2007,60.7,2.4,06,temp,MT
2008,56.7,-1.6,06,temp,MT
2009,56.6,-1.7,06,temp,MT
2010,57.5,-0.8,06,temp,MT
2011,56.3,-2.0,06,temp,MT
2012,60.2,1.9,06,temp,MT
2013,59.0,0.7,06,temp,MT
2014,56.5,-1.8,06,temp,MT
2015,63.8,5.5,06,temp,MT
2016,62.4,4.1,06,temp,MT
2017,60.6,2.3,06,temp,MT
2018,59.2,0.9,06,temp,MT
2019,58.6,0.3,06,temp,MT
2020,59.4,1.1,06,temp,MT
2000,68.4,2.7,07,temp,MT
2001,67.1,1.4,07,temp,MT
2002,69.6,3.9,07,temp,MT
2003,70.3,4.6,07,temp,MT
2004,66.1,0.4,07,temp,MT
2005,67.6,1.9,07,temp,MT
2006,71.2,5.5,07,temp,MT
2007,73.3,7.6,07,temp,MT
2008,66.5,0.8,07,temp,MT
2009,64.6,-1.1,07,temp,MT
2010,64.3,-1.4,07,temp,MT
2011,66.6,0.9,07,temp,MT
2012,70.7,5.0,07,temp,MT
2013,67.5,1.8,07,temp,MT
2014,67.6,1.9,07,temp,MT
2015,66.2,0.5,07,temp,MT
2016,65.9,0.2,07,temp,MT
2017,71.6,5.9,07,temp,MT
2018,66.8,1.1,07,temp,MT
2019,65.0,-0.7,07,temp,MT
2020,65.7,0.0,07,temp,MT
2000,66.8,2.7,08,temp,MT
2001,68.9,4.8,08,temp,MT
2002,61.3,-2.8,08,temp,MT
2003,70.0,5.9,08,temp,MT
2004,62.4,-1.7,08,temp,MT
2005,63.9,-0.2,08,temp,MT
2006,65.5,1.4,08,temp,MT
2007,65.8,1.7,08,temp,MT
2008,65.6,1.5,08,temp,MT
2009,63.4,-0.7,08,temp,MT
2010,63.8,-0.3,08,temp,MT
2011,66.8,2.7,08,temp,MT
2012,66.7,2.6,08,temp,MT
2013,67.3,3.2,08,temp,MT
2014,64.8,0.7,08,temp,MT
2015,65.9,1.8,08,temp,MT
2016,64.4,0.3,08,temp,MT
2017,65.5,1.4,08,temp,MT
2018,64.5,0.4,08,temp,MT
2019,64.8,0.7,08,temp,MT
2020,67.5,3.4,08,temp,MT
2000,54.4,0.6,09,temp,MT
2001,58.7,4.9,09,temp,MT
2002,55.7,1.9,09,temp,MT
2003,54.6,0.8,09,temp,MT
2004,54.1,0.3,09,temp,MT
2005,55.4,1.6,09,temp,MT
2006,54.8,1.0,09,temp,MT
2007,55.0,1.2,09,temp,MT
2008,53.6,-0.2,09,temp,MT
2009,60.7,6.9,09,temp,MT
2010,54.1,0.3,09,temp,MT
2011,58.3,4.5,09,temp,MT
2012,58.2,4.4,09,temp,MT
2013,58.8,5.0,09,temp,MT
2014,55.1,1.3,09,temp,MT
2015,57.3,3.5,09,temp,MT
2016,54.8,1.0,09,temp,MT
2017,55.2,1.4,09,temp,MT
2018,53.0,-0.8,09,temp,MT
2019,55.0,1.2,09,temp,MT
2020,57.1,3.3,09,temp,MT
2000,43.5,0.3,10,temp,MT
2001,42.7,-0.5,10,temp,MT
2002,36.6,-6.6,10,temp,MT
2003,47.5,4.3,10,temp,MT
2004,43.1,-0.1,10,temp,MT
2005,45.1,1.9,10,temp,MT
2006,40.4,-2.8,10,temp,MT
2007,44.6,1.4,10,temp,MT
2008,43.7,0.5,10,temp,MT
2009,36.4,-6.8,10,temp,MT
2010,47.6,4.4,10,temp,MT
2011,45.9,2.7,10,temp,MT
