year,value,anomaly,month,type,state
2000,-2.97,-2.99,01,drought,AZ
2001,1.67,1.65,01,drought,AZ
2002,-2.69,-2.71,01,drought,AZ
2003,-4.69,-4.71,01,drought,AZ
2004,-3.48,-3.50,01,drought,AZ
2005,2.93,2.91,01,drought,AZ
2006,-2.87,-2.89,01,drought,AZ
2007,-3.03,-3.05,01,drought,AZ
2008,-2.08,-2.10,01,drought,AZ
2009,-1.42,-1.44,01,drought,AZ
2010,1.59,1.57,01,drought,AZ
2011,-1.39,-1.41,01,drought,AZ
2012,-2.68,-2.70,01,drought,AZ
2013,-2.82,-2.84,01,drought,AZ
2014,-2.26,-2.28,01,drought,AZ
2015,-1.78,-1.80,01,drought,AZ
2016,-0.25,-0.27,01,drought,AZ
2017,-0.80,-0.82,01,drought,AZ
2018,-4.15,-4.17,01,drought,AZ
2019,0.60,0.58,01,drought,AZ
2020,1.20,1.18,01,drought,AZ
2021,-3.94,-3.96,01,drought,AZ
2000,-3.40,-3.51,02,drought,AZ
2001,1.55,1.44,02,drought,AZ
2002,-3.27,-3.38,02,drought,AZ
2003,-3.51,-3.62,02,drought,AZ
2004,-3.12,-3.23,02,drought,AZ
2005,4.34,4.23,02,drought,AZ
2006,-3.64,-3.75,02,drought,AZ
2007,-3.24,-3.35,02,drought,AZ
2008,-1.64,-1.75,02,drought,AZ
2009,-1.41,-1.52,02,drought,AZ
2010,1.88,1.77,02,drought,AZ
2011,-1.25,-1.36,02,drought,AZ
2012,-2.94,-3.05,02,drought,AZ
2013,-2.79,-2.90,02,drought,AZ
2014,-3.06,-3.17,02,drought,AZ
2015,-2.19,-2.30,02,drought,AZ
2016,-1.06,-1.17,02,drought,AZ
2017,-0.66,-0.77,02,drought,AZ
2018,-4.04,-4.15,02,drought,AZ
2019,1.76,1.65,02,drought,AZ
2020,1.14,1.03,02,drought,AZ
2021,-4.24,-4.35,02,drought,AZ
2000,-2.97,-3.11,03,drought,AZ
2001,1.33,1.19,03,drought,AZ
2002,-3.76,-3.90,03,drought,AZ
2003,-3.18,-3.32,03,drought,AZ
2004,-3.55,-3.69,03,drought,AZ
2005,3.95,3.81,03,drought,AZ
2006,-3.25,-3.39,03,drought,AZ
2007,-3.50,-3.64,03,drought,AZ
2008,-2.10,-2.24,03,drought,AZ
2009,-1.98,-2.12,03,drought,AZ
2010,1.81,1.67,03,drought,AZ
2011,-1.80,-1.94,03,drought,AZ
2012,-3.11,-3.25,03,drought,AZ
2013,-3.09,-3.23,03,drought,AZ
2014,-3.40,-3.54,03,drought,AZ
2015,-2.40,-2.54,03,drought,AZ
2016,-2.06,-2.20,03,drought,AZ
2017,-1.31,-1.45,03,drought,AZ
2018,-4.35,-4.49,03,drought,AZ
2019,1.66,1.52,03,drought,AZ
2020,1.86,1.72,03,drought,AZ
2021,-4.19,-4.33,03,drought,AZ
2000,-3.54,-3.72,04,drought,AZ
2001,1.61,1.43,04,drought,AZ
2002,-4.54,-4.72,04,drought,AZ
2003,-2.90,-3.08,04,drought,AZ
2004,-3.13,-3.31,04,drought,AZ
2005,4.17,3.99,04,drought,AZ
2006,-3.55,-3.73,04,drought,AZ
2007,-4.07,-4.25,04,drought,AZ
2008,-2.29,-2.47,04,drought,AZ
2009,-2.37,-2.55,04,drought,AZ
2010,1.80,1.62,04,drought,AZ
2011,-2.30,-2.48,04,drought,AZ
2012,-3.67,-3.85,04,drought,AZ
2013,-3.46,-3.64,04,drought,AZ
2014,-3.96,-4.14,04,drought,AZ
2015,-2.67,-2.85,04,drought,AZ
2016,-2.24,-2.42,04,drought,AZ
2017,-1.67,-1.85,04,drought,AZ
2018,-5.24,-5.42,04,drought,AZ
2019,1.46,1.28,04,drought,AZ
2020,1.82,1.64,04,drought,AZ
2021,-4.80,-4.98,04,drought,AZ
2000,-4.35,-4.56,05,drought,AZ
2001,1.56,1.35,05,drought,AZ
2002,-5.05,-5.26,05,drought,AZ
2003,-3.22,-3.43,05,drought,AZ
2004,-3.67,-3.88,05,drought,AZ
2005,5.10,4.89,05,drought,AZ
2006,-4.28,-4.49,05,drought,AZ
2007,-4.48,-4.69,05,drought,AZ
2008,-1.63,-1.84,05,drought,AZ
2009,-2.44,-2.65,05,drought,AZ
2010,2.02,1.81,05,drought,AZ
2011,-2.54,-2.75,05,drought,AZ
2012,-4.24,-4.45,05,drought,AZ
2013,-3.69,-3.90,05,drought,AZ
2014,-4.48,-4.69,05,drought,AZ
2015,0.25,0.04,05,drought,AZ
2016,-2.40,-2.61,05,drought,AZ
2017,-1.48,-1.69,05,drought,AZ
2018,-5.64,-5.85,05,drought,AZ
2019,1.96,1.75,05,drought,AZ
2020,2.03,1.82,05,drought,AZ
2021,-5.26,-5.47,05,drought,AZ
2000,-4.31,-4.58,06,drought,AZ
2001,-0.21,-0.48,06,drought,AZ
2002,-5.61,-5.88,06,drought,AZ
2003,-3.58,-3.85,06,drought,AZ
2004,-4.07,-4.34,06,drought,AZ
2005,5.44,5.17,06,drought,AZ
2006,-4.65,-4.92,06,drought,AZ
2007,-4.94,-5.21,06,drought,AZ
2008,-1.30,-1.57,06,drought,AZ
2009,-2.58,-2.85,06,drought,AZ
2010,2.32,2.05,06,drought,AZ
2011,-3.09,-3.36,06,drought,AZ
2012,-4.75,-5.02,06,drought,AZ
2013,-4.07,-4.34,06,drought,AZ
2014,-5.06,-5.33,06,drought,AZ
2015,0.33,0.06,06,drought,AZ
2016,-2.77,-3.04,06,drought,AZ
2017,-1.68,-1.95,06,drought,AZ
2018,-5.85,-6.12,06,drought,AZ
2019,2.04,1.77,06,drought,AZ
2020,1.76,1.49,06,drought,AZ
2000,-5.15,-5.50,07,drought,AZ
2001,-0.50,-0.85,07,drought,AZ
2002,-5.67,-6.02,07,drought,AZ
2003,-3.93,-4.28,07,drought,AZ
2004,-4.31,-4.66,07,drought,AZ
2005,-0.49,-0.84,07,drought,AZ
2006,-3.77,-4.12,07,drought,AZ
2007,-4.21,-4.56,07,drought,AZ
2008,-0.74,-1.09,07,drought,AZ
2009,-3.11,-3.46,07,drought,AZ
2010,2.29,1.94,07,drought,AZ
2011,-2.91,-3.26,07,drought,AZ
2012,-3.71,-4.06,07,drought,AZ
2013,-3.01,-3.36,07,drought,AZ
2014,-4.65,-5.00,07,drought,AZ
2015,0.42,0.07,07,drought,AZ
2016,-3.04,-3.39,07,drought,AZ
2017,-0.69,-1.04,07,drought,AZ
2018,-4.76,-5.11,07,drought,AZ
2019,-0.84,-1.19,07,drought,AZ
2020,-1.19,-1.54,07,drought,AZ
2000,-4.49,-4.75,08,drought,AZ
2001,-0.61,-0.87,08,drought,AZ
2002,-6.20,-6.46,08,drought,AZ
2003,-3.88,-4.14,08,drought,AZ
2004,-4.37,-4.63,08,drought,AZ
2005,-0.17,-0.43,08,drought,AZ
2006,-3.49,-3.75,08,drought,AZ
2007,-4.11,-4.37,08,drought,AZ
2008,-0.61,-0.87,08,drought,AZ
2009,-4.06,-4.32,08,drought,AZ
2010,-0.27,-0.53,08,drought,AZ
2011,-3.48,-3.74,08,drought,AZ
2012,-3.39,-3.65,08,drought,AZ
2013,-2.56,-2.82,08,drought,AZ
2014,-3.33,-3.59,08,drought,AZ
2015,0.24,-0.02,08,drought,AZ
2016,-2.39,-2.65,08,drought,AZ
2017,-1.28,-1.54,08,drought,AZ
2018,-4.49,-4.75,08,drought,AZ
2019,-1.91,-2.17,08,drought,AZ
2020,-2.57,-2.83,08,drought,AZ
2000,-5.01,-5.23,09,drought,AZ
2001,-1.39,-1.61,09,drought,AZ
2002,-5.07,-5.29,09,drought,AZ
2003,-3.70,-3.92,09,drought,AZ
2004,0.32,0.10,09,drought,AZ
2005,-0.87,-1.09,09,drought,AZ
2006,-2.86,-3.08,09,drought,AZ
2007,-3.95,-4.17,09,drought,AZ
2008,-1.10,-1.32,09,drought,AZ
2009,-4.17,-4.39,09,drought,AZ
2010,-0.89,-1.11,09,drought,AZ
2011,-3.15,-3.37,09,drought,AZ
2012,-3.23,-3.45,09,drought,AZ
2013,-1.74,-1.96,09,drought,AZ
2014,-2.01,-2.23,09,drought,AZ
2015,0.22,0.00,09,drought,AZ
2016,-2.00,-2.22,09,drought,AZ
2017,-1.67,-1.89,09,drought,AZ
2018,-4.54,-4.76,09,drought,AZ
2019,-1.39,-1.61,09,drought,AZ
2020,-3.35,-3.57,09,drought,AZ
2000,2.19,2.10,10,drought,AZ
2001,-1.81,-1.90,10,drought,AZ
2002,-4.68,-4.77,10,drought,AZ
2003,-4.02,-4.11,10,drought,AZ
2004,1.18,1.09,10,drought,AZ
2005,-0.85,-0.94,10,drought,AZ
2006,-2.32,-2.41,10,drought,AZ
2007,-4.24,-4.33,10,drought,AZ
2008,-1.59,-1.68,10,drought,AZ
2009,-4.30,-4.39,10,drought,AZ
2010,-0.52,-0.61,10,drought,AZ
2011,-3.11,-3.20,10,drought,AZ
2012,-3.57,-3.66,10,drought,AZ
2013,-2.05,-2.14,10,drought,AZ
2014,-2.23,-2.32,10,drought,AZ
2015,0.84,0.75,10,drought,AZ
2016,-2.49,-2.58,10,drought,AZ
2017,-2.41,-2.50,10,drought,AZ
2018,1.51,1.42,10,drought,AZ
2019,-1.94,-2.03,10,drought,AZ
2020,-3.88,-3.97,10,drought,AZ
2000,2.23,2.12,11,drought,AZ
2001,-2.22,-2.33,11,drought,AZ
2002,-4.45,-4.56,11,drought,AZ
2003,-3.36,-3.47,11,drought,AZ
2004,1.84,1.73,11,drought,AZ
2005,-1.52,-1.63,11,drought,AZ
2006,-2.84,-2.95,11,drought,AZ
2007,-4.29,-4.40,11,drought,AZ
2008,-1.58,-1.69,11,drought,AZ
2009,-4.56,-4.67,11,drought,AZ
2010,-0.92,-1.03,11,drought,AZ
2011,-2.74,-2.85,11,drought,AZ
2012,-3.90,-4.01,11,drought,AZ
2013,-1.16,-1.27,11,drought,AZ
2014,-2.68,-2.79,11,drought,AZ
2015,-0.03,-0.14,11,drought,AZ
2016,-2.34,-2.45,11,drought,AZ
2017,-3.21,-3.32,11,drought,AZ
2018,0.95,0.84,11,drought,AZ
2019,1.48,1.37,11,drought,AZ
2020,-4.10,-4.21,11,drought,AZ
2000,1.36,1.31,12,drought,AZ
2001,-2.21,-2.26,12,drought,AZ
2002,-4.21,-4.26,12,drought,AZ
2003,-3.45,-3.50,12,drought,AZ
2004,1.99,1.94,12,drought,AZ
2005,-2.19,-2.24,12,drought,AZ
2006,-3.10,-3.15,12,drought,AZ
2007,-3.13,-3.18,12,drought,AZ
2008,-1.02,-1.07,12,drought,AZ
2009,0.06,0.01,12,drought,AZ
2010,-0.73,-0.78,12,drought,AZ
2011,-2.20,-2.25,12,drought,AZ
2012,-3.38,-3.43,12,drought,AZ
2013,-1.46,-1.51,12,drought,AZ
2014,-2.34,-2.39,12,drought,AZ
2015,-0.40,-0.45,12,drought,AZ
2016,-1.63,-1.68,12,drought,AZ
2017,-3.75,-3.80,12,drought,AZ
2018,0.49,0.44,12,drought,AZ
2019,1.74,1.69,12,drought,AZ
2020,-4.26,-4.31,12,drought,AZ
