year,value,anomaly,month,type,state
2000,-1.61,-2.00,01,drought,CO
2001,-2.58,-2.97,01,drought,CO
2002,-3.56,-3.95,01,drought,CO
2003,-6.27,-6.66,01,drought,CO
2004,-4.03,-4.42,01,drought,CO
2005,1.66,1.27,01,drought,CO
2006,-0.58,-0.97,01,drought,CO
2007,1.89,1.50,01,drought,CO
2008,1.42,1.03,01,drought,CO
2009,-0.31,-0.70,01,drought,CO
2010,1.25,0.86,01,drought,CO
2011,-0.56,-0.95,01,drought,CO
2012,-0.95,-1.34,01,drought,CO
2013,-6.24,-6.63,01,drought,CO
2014,1.34,0.95,01,drought,CO
2015,-0.29,-0.68,01,drought,CO
2016,2.13,1.74,01,drought,CO
2017,1.01,0.62,01,drought,CO
2018,-2.40,-2.79,01,drought,CO
2019,-3.96,-4.35,01,drought,CO
2000,-1.69,-2.10,02,drought,CO
2001,-2.55,-2.96,02,drought,CO
2002,-4.22,-4.63,02,drought,CO
2003,-5.83,-6.24,02,drought,CO
2004,-3.71,-4.12,02,drought,CO
2005,1.80,1.39,02,drought,CO
2006,-1.18,-1.59,02,drought,CO
2007,1.83,1.42,02,drought,CO
2008,1.80,1.39,02,drought,CO
2009,-0.61,-1.02,02,drought,CO
2010,1.38,0.97,02,drought,CO
2011,-0.52,-0.93,02,drought,CO
2012,-0.89,-1.30,02,drought,CO
2013,-6.35,-6.76,02,drought,CO
2014,1.31,0.90,02,drought,CO
2015,-0.06,-0.47,02,drought,CO
2016,1.88,1.47,02,drought,CO
2017,-0.18,-0.59,02,drought,CO
2018,-2.71,-3.12,02,drought,CO
2019,-3.16,-3.57,02,drought,CO
2000,-1.12,-1.50,03,drought,CO
2001,-2.73,-3.11,03,drought,CO
2002,-4.74,-5.12,03,drought,CO
2003,-5.31,-5.69,03,drought,CO
2004,-4.73,-5.11,03,drought,CO
2005,1.80,1.42,03,drought,CO
2006,-1.30,-1.68,03,drought,CO
2007,-0.55,-0.93,03,drought,CO
2008,0.01,-0.37,03,drought,CO
2009,-1.17,-1.55,03,drought,CO
