year,value,anomaly,month,type,state
2018,0.90,-0.62,03,precip,CO
2019,2.69,1.17,03,precip,CO
2000,1.32,-0.52,04,precip,CO
2001,1.65,-0.19,04,precip,CO
2002,0.57,-1.27,04,precip,CO
2003,1.57,-0.27,04,precip,CO
2004,3.15,1.31,04,precip,CO
2005,1.97,0.13,04,precip,CO
2006,0.91,-0.93,04,precip,CO
2007,2.08,0.24,04,precip,CO
2008,1.14,-0.70,04,precip,CO
2009,2.36,0.52,04,precip,CO
2010,2.13,0.29,04,precip,CO
2011,2.10,0.26,04,precip,CO
2012,1.38,-0.46,04,precip,CO
2013,1.67,-0.17,04,precip,CO
2014,1.35,-0.49,04,precip,CO
2015,1.88,0.04,04,precip,CO
2016,2.74,0.90,04,precip,CO
2017,2.16,0.32,04,precip,CO
2018,1.30,-0.54,04,precip,CO
2000,1.20,-0.82,05,precip,CO
2001,2.69,0.67,05,precip,CO
2002,0.57,-1.45,05,precip,CO
2003,1.75,-0.27,05,precip,CO
2004,0.70,-1.32,05,precip,CO
2005,1.49,-0.53,05,precip,CO
2006,0.91,-1.11,05,precip,CO
2007,2.09,0.07,05,precip,CO
2008,1.55,-0.47,05,precip,CO
2009,1.94,-0.08,05,precip,CO
2010,1.34,-0.68,05,precip,CO
2011,2.57,0.55,05,precip,CO
2012,0.91,-1.11,05,precip,CO
2013,1.55,-0.47,05,precip,CO
2014,2.15,0.13,05,precip,CO
2015,5.30,3.28,05,precip,CO
2016,2.07,0.05,05,precip,CO
2017,2.82,0.80,05,precip,CO
2018,1.55,-0.47,05,precip,CO
2000,1.00,-0.54,06,precip,CO
2001,0.94,-0.60,06,precip,CO
2002,0.87,-0.67,06,precip,CO
2003,2.07,0.53,06,precip,CO
2004,1.99,0.45,06,precip,CO
2005,2.20,0.66,06,precip,CO
2006,0.81,-0.73,06,precip,CO
2007,1.17,-0.37,06,precip,CO
2008,0.98,-0.56,06,precip,CO
2009,2.64,1.10,06,precip,CO
2010,1.35,-0.19,06,precip,CO
2011,0.94,-0.60,06,precip,CO
2012,0.42,-1.12,06,precip,CO
2013,0.66,-0.88,06,precip,CO
2014,1.19,-0.35,06,precip,CO
2015,1.91,0.37,06,precip,CO
2016,1.35,-0.19,06,precip,CO
2017,0.69,-0.85,06,precip,CO
2018,0.94,-0.60,06,precip,CO
2000,1.63,-0.47,07,precip,CO
2001,2.44,0.34,07,precip,CO
2002,1.02,-1.08,07,precip,CO
2003,1.02,-1.08,07,precip,CO
2004,2.36,0.26,07,precip,CO
2005,1.05,-1.05,07,precip,CO
2006,3.00,0.90,07,precip,CO
2007,2.00,-0.10,07,precip,CO
2008,1.48,-0.62,07,precip,CO
2009,2.31,0.21,07,precip,CO
2010,2.46,0.36,07,precip,CO
2011,2.54,0.44,07,precip,CO
2012,2.27,0.17,07,precip,CO
2013,2.44,0.34,07,precip,CO
2014,2.76,0.66,07,precip,CO
2015,2.37,0.27,07,precip,CO
2016,1.64,-0.46,07,precip,CO
2017,3.05,0.95,07,precip,CO
2018,2.07,-0.03,07,precip,CO
2000,2.01,-0.02,08,precip,CO
2001,1.97,-0.06,08,precip,CO
2002,1.49,-0.54,08,precip,CO
2003,1.85,-0.18,08,precip,CO
2004,1.85,-0.18,08,precip,CO
2005,2.23,0.20,08,precip,CO
2006,2.66,0.63,08,precip,CO
2007,2.41,0.38,08,precip,CO
2008,3.14,1.11,08,precip,CO
2009,1.18,-0.85,08,precip,CO
2010,2.34,0.31,08,precip,CO
2011,1.60,-0.43,08,precip,CO
2012,1.07,-0.96,08,precip,CO
2013,2.24,0.21,08,precip,CO
2014,2.59,0.56,08,precip,CO
2015,1.67,-0.36,08,precip,CO
2016,2.07,0.04,08,precip,CO
2017,1.87,-0.16,08,precip,CO
2018,1.47,-0.56,08,precip,CO
2000,1.35,-0.08,09,precip,CO
2001,1.04,-0.39,09,precip,CO
2002,2.10,0.67,09,precip,CO
2003,1.44,0.01,09,precip,CO
2004,2.17,0.74,09,precip,CO
2005,1.35,-0.08,09,precip,CO
2006,2.19,0.76,09,precip,CO
2007,1.80,0.37,09,precip,CO
2008,1.10,-0.33,09,precip,CO
2009,1.46,0.03,09,precip,CO
2010,0.73,-0.70,09,precip,CO
2011,1.27,-0.16,09,precip,CO
2012,1.29,-0.14,09,precip,CO
2013,3.88,2.45,09,precip,CO
2014,2.08,0.65,09,precip,CO
2015,0.76,-0.67,09,precip,CO
2016,1.00,-0.43,09,precip,CO
2017,1.98,0.55,09,precip,CO
2018,0.72,-0.71,09,precip,CO
2000,1.76,0.41,10,precip,CO
2001,0.65,-0.70,10,precip,CO
2002,1.62,0.27,10,precip,CO
2003,0.37,-0.98,10,precip,CO
2004,1.47,0.12,10,precip,CO
2005,2.33,0.98,10,precip,CO
2006,2.83,1.48,10,precip,CO
2007,1.13,-0.22,10,precip,CO
2008,1.27,-0.08,10,precip,CO
2009,2.10,0.75,10,precip,CO
2010,1.41,0.06,10,precip,CO
2011,1.66,0.31,10,precip,CO
2012,0.72,-0.63,10,precip,CO
2013,1.51,0.16,10,precip,CO
2014,1.08,-0.27,10,precip,CO
2015,1.82,0.47,10,precip,CO
2016,0.49,-0.86,10,precip,CO
2017,0.93,-0.42,10,precip,CO
2018,2.43,1.08,10,precip,CO
2000,0.83,-0.24,11,precip,CO
2001,1.20,0.13,11,precip,CO
2002,0.98,-0.09,11,precip,CO
2003,1.34,0.27,11,precip,CO
2004,1.69,0.62,11,precip,CO
2005,0.89,-0.18,11,precip,CO
2006,0.80,-0.27,11,precip,CO
2007,0.40,-0.67,11,precip,CO
2008,0.92,-0.15,11,precip,CO
2009,0.61,-0.46,11,precip,CO
2010,0.95,-0.12,11,precip,CO
2011,0.99,-0.08,11,precip,CO
2012,0.44,-0.63,11,precip,CO
2013,1.15,0.08,11,precip,CO
2014,1.12,0.05,11,precip,CO
2015,1.69,0.62,11,precip,CO
2016,0.92,-0.15,11,precip,CO
2017,0.52,-0.55,11,precip,CO
2018,0.87,-0.20,11,precip,CO
2000,0.82,-0.26,12,precip,CO
2001,0.65,-0.43,12,precip,CO
2002,0.64,-0.44,12,precip,CO
2003,0.91,-0.17,12,precip,CO
2004,0.77,-0.31,12,precip,CO
2005,1.01,-0.07,12,precip,CO
2006,1.51,0.43,12,precip,CO
2007,2.58,1.50,12,precip,CO
2008,1.83,0.75,12,precip,CO
2009,1.30,0.22,12,precip,CO
2010,1.65,0.57,12,precip,CO
2011,0.91,-0.17,12,precip,CO
2012,1.31,0.23,12,precip,CO
2013,0.82,-0.26,12,precip,CO
2014,1.31,0.23,12,precip,CO
2015,1.47,0.39,12,precip,CO
2016,1.65,0.57,12,precip,CO
2017,0.40,-0.68,12,precip,CO
2018,0.74,-0.34,12,precip,CO
