year,value,anomaly,month,type,state
2000,-0.01,0.10,01,drought,WA
2001,-2.97,-2.86,01,drought,WA
2002,1.25,1.36,01,drought,WA
2003,0.70,0.81,01,drought,WA
2004,-1.58,-1.47,01,drought,WA
2005,-2.13,-2.02,01,drought,WA
2006,1.89,2.00,01,drought,WA
2007,-0.28,-0.17,01,drought,WA
2008,-0.72,-0.61,01,drought,WA
2009,-1.35,-1.24,01,drought,WA
2010,-1.05,-0.94,01,drought,WA
2011,2.39,2.50,01,drought,WA
2012,0.08,0.19,01,drought,WA
2013,-0.62,-0.51,01,drought,WA
2014,-2.53,-2.42,01,drought,WA
2015,-0.58,-0.47,01,drought,WA
2016,1.91,2.02,01,drought,WA
2017,0.59,0.70,01,drought,WA
2018,-0.07,0.04,01,drought,WA
2019,-2.55,-2.44,01,drought,WA
2000,-0.22,-0.04,02,drought,WA
2001,-3.58,-3.40,02,drought,WA
2002,0.93,1.11,02,drought,WA
2003,-0.86,-0.68,02,drought,WA
2004,-2.02,-1.84,02,drought,WA
2005,-3.29,-3.11,02,drought,WA
2006,-0.39,-0.21,02,drought,WA
2007,-0.35,-0.17,02,drought,WA
2008,-1.09,-0.91,02,drought,WA
2009,-2.19,-2.01,02,drought,WA
2010,-1.58,-1.40,02,drought,WA
2011,1.97,2.15,02,drought,WA
2012,0.06,0.24,02,drought,WA
2013,-1.32,-1.14,02,drought,WA
2014,0.62,0.80,02,drought,WA
2015,-0.89,-0.71,02,drought,WA
2016,1.66,1.84,02,drought,WA
2017,1.47,1.65,02,drought,WA
2018,-0.15,0.03,02,drought,WA
2019,-2.35,-2.17,02,drought,WA
2000,-0.38,-0.16,03,drought,WA
2001,-3.59,-3.37,03,drought,WA
2002,1.01,1.23,03,drought,WA
2003,1.00,1.22,03,drought,WA
2004,-2.45,-2.23,03,drought,WA
2005,-3.11,-2.89,03,drought,WA
2006,-0.70,-0.48,03,drought,WA
2007,-0.08,0.14,03,drought,WA
2008,-1.03,-0.81,03,drought,WA
2009,-1.59,-1.37,03,drought,WA
2010,-1.77,-1.55,03,drought,WA
2011,3.17,3.39,03,drought,WA
2012,1.52,1.74,03,drought,WA
2013,-1.49,-1.27,03,drought,WA
2014,1.87,2.09,03,drought,WA
2015,-1.09,-0.87,03,drought,WA
2016,2.41,2.63,03,drought,WA
2017,2.97,3.19,03,drought,WA
2018,-0.57,-0.35,03,drought,WA
2019,-3.27,-3.05,03,drought,WA
2000,-0.74,-0.52,04,drought,WA
2001,0.28,0.50,04,drought,WA
2002,1.11,1.33,04,drought,WA
2003,1.39,1.61,04,drought,WA
2004,-3.08,-2.86,04,drought,WA
2005,0.18,0.40,04,drought,WA
2006,-0.62,-0.40,04,drought,WA
2007,-0.39,-0.17,04,drought,WA
2008,-0.95,-0.73,04,drought,WA
2009,-1.46,-1.24,04,drought,WA
2010,0.59,0.81,04,drought,WA
2011,3.96,4.18,04,drought,WA
2012,1.82,2.04,04,drought,WA
