year,value,anomaly,month,type,state
2000,-2.05,-2.56,01,drought,WY
2001,-4.31,-4.82,01,drought,WY
2002,-6.51,-7.02,01,drought,WY
2003,-6.05,-6.56,01,drought,WY
2004,-3.95,-4.46,01,drought,WY
2005,-3.32,-3.83,01,drought,WY
2006,-1.53,-2.04,01,drought,WY
2007,-3.74,-4.25,01,drought,WY
2008,-3.79,-4.30,01,drought,WY
2009,-0.29,-0.80,01,drought,WY
2010,-0.74,-1.25,01,drought,WY
2011,1.71,1.20,01,drought,WY
2012,0.31,-0.20,01,drought,WY
2013,-5.79,-6.30,01,drought,WY
2014,1.79,1.28,01,drought,WY
2015,-0.23,-0.74,01,drought,WY
2016,-0.96,-1.47,01,drought,WY
2017,1.04,0.53,01,drought,WY
2018,0.19,-0.32,01,drought,WY
2019,-0.68,-1.19,01,drought,WY
2020,2.26,1.75,01,drought,WY
2021,-3.49,-4.00,01,drought,WY
2000,-2.00,-2.55,02,drought,WY
2001,-4.42,-4.97,02,drought,WY
2002,-6.87,-7.42,02,drought,WY
2003,-5.67,-6.22,02,drought,WY
2004,-3.72,-4.27,02,drought,WY
2005,-3.62,-4.17,02,drought,WY
2006,-1.59,-2.14,02,drought,WY
2007,-3.74,-4.29,02,drought,WY
2008,-3.59,-4.14,02,drought,WY
2009,-0.64,-1.19,02,drought,WY
2010,-0.97,-1.52,02,drought,WY
2011,1.84,1.29,02,drought,WY
2012,0.58,0.03,02,drought,WY
2013,-5.87,-6.42,02,drought,WY
2014,2.50,1.95,02,drought,WY
2015,-0.11,-0.66,02,drought,WY
2016,-1.13,-1.68,02,drought,WY
2017,2.09,1.54,02,drought,WY
2018,0.31,-0.24,02,drought,WY
2019,0.35,-0.20,02,drought,WY
2020,2.51,1.96,02,drought,WY
2021,-3.42,-3.97,02,drought,WY
2000,-2.55,-3.04,03,drought,WY
2001,-5.25,-5.74,03,drought,WY
2002,-7.05,-7.54,03,drought,WY
2003,-4.84,-5.33,03,drought,WY
2004,-4.89,-5.38,03,drought,WY
2005,-4.00,-4.49,03,drought,WY
2006,-1.66,-2.15,03,drought,WY
2007,-4.33,-4.82,03,drought,WY
2008,-3.44,-3.93,03,drought,WY
2009,0.10,-0.39,03,drought,WY
2010,-1.28,-1.77,03,drought,WY
2011,2.23,1.74,03,drought,WY
2012,-1.29,-1.78,03,drought,WY
2013,-6.52,-7.01,03,drought,WY
2014,3.20,2.71,03,drought,WY
2015,-1.15,-1.64,03,drought,WY
2016,0.15,-0.34,03,drought,WY
2017,2.33,1.84,03,drought,WY
2018,0.33,-0.16,03,drought,WY
2019,0.41,-0.08,03,drought,WY
2020,2.39,1.90,03,drought,WY
2021,-3.72,-4.21,03,drought,WY
2000,-3.02,-3.67,04,drought,WY
2001,-5.63,-6.28,04,drought,WY
2002,-7.42,-8.07,04,drought,WY
2003,-4.93,-5.58,04,drought,WY
2004,-5.51,-6.16,04,drought,WY
2005,-4.09,-4.74,04,drought,WY
2006,-2.41,-3.06,04,drought,WY
2007,-4.94,-5.59,04,drought,WY
2008,-3.56,-4.21,04,drought,WY
2009,0.66,0.01,04,drought,WY
2010,0.25,-0.40,04,drought,WY
2011,3.04,2.39,04,drought,WY
2012,-2.48,-3.13,04,drought,WY
2013,-6.11,-6.76,04,drought,WY
2014,2.88,2.23,04,drought,WY
2015,-1.57,-2.22,04,drought,WY
2016,0.43,-0.22,04,drought,WY
2017,3.09,2.44,04,drought,WY
2018,0.01,-0.64,04,drought,WY
2019,0.42,-0.23,04,drought,WY
2020,0.04,-0.61,04,drought,WY
2021,-4.10,-4.75,04,drought,WY
2000,-2.97,-3.64,05,drought,WY
2001,-6.27,-6.94,05,drought,WY
2002,-7.51,-8.18,05,drought,WY
2003,-4.92,-5.59,05,drought,WY
2004,-5.80,-6.47,05,drought,WY
2005,-2.98,-3.65,05,drought,WY
2006,-3.11,-3.78,05,drought,WY
2007,-4.89,-5.56,05,drought,WY
2008,1.39,0.72,05,drought,WY
2009,-0.62,-1.29,05,drought,WY
2010,1.40,0.73,05,drought,WY
2011,4.87,4.20,05,drought,WY
2012,-3.07,-3.74,05,drought,WY
2013,-5.75,-6.42,05,drought,WY
2014,2.30,1.63,05,drought,WY
2015,1.75,1.08,05,drought,WY
2016,0.76,0.09,05,drought,WY
2017,-0.19,-0.86,05,drought,WY
2018,0.37,-0.30,05,drought,WY
2019,1.91,1.24,05,drought,WY
2020,-0.65,-1.32,05,drought,WY
2021,-3.99,-4.66,05,drought,WY
2000,-3.46,-3.94,06,drought,WY
2001,-6.73,-7.21,06,drought,WY
2002,-8.33,-8.81,06,drought,WY
2003,-4.25,-4.73,06,drought,WY
2004,-5.78,-6.26,06,drought,WY
2005,-2.63,-3.11,06,drought,WY
2006,-4.25,-4.73,06,drought,WY
2007,-5.51,-5.99,06,drought,WY
2008,-0.11,-0.59,06,drought,WY
2009,1.10,0.62,06,drought,WY
2010,1.96,1.48,06,drought,WY
2011,4.37,3.89,06,drought,WY
2012,-4.48,-4.96,06,drought,WY
2013,-6.39,-6.87,06,drought,WY
2014,2.15,1.67,06,drought,WY
2015,1.50,1.02,06,drought,WY
2016,-0.99,-1.47,06,drought,WY
2017,-0.72,-1.20,06,drought,WY
2018,0.42,-0.06,06,drought,WY
2019,1.72,1.24,06,drought,WY
2020,1.09,0.61,06,drought,WY
2000,-4.29,-4.80,07,drought,WY
2001,-7.04,-7.55,07,drought,WY
2002,-9.02,-9.53,07,drought,WY
2003,-4.79,-5.30,07,drought,WY
2004,-5.65,-6.16,07,drought,WY
2005,-2.70,-3.21,07,drought,WY
2006,-5.37,-5.88,07,drought,WY
2007,-6.05,-6.56,07,drought,WY
2008,-0.22,-0.73,07,drought,WY
2009,1.68,1.17,07,drought,WY
2010,2.33,1.82,07,drought,WY
2011,4.08,3.57,07,drought,WY
2012,-5.50,-6.01,07,drought,WY
2013,-6.55,-7.06,07,drought,WY
2014,1.98,1.47,07,drought,WY
2015,1.79,1.28,07,drought,WY
2016,-1.64,-2.15,07,drought,WY
2017,-1.19,-1.70,07,drought,WY
2018,0.54,0.03,07,drought,WY
2019,1.96,1.45,07,drought,WY
2020,-1.19,-1.70,07,drought,WY
2000,-4.91,-5.43,08,drought,WY
2001,-7.55,-8.07,08,drought,WY
2002,-8.68,-9.20,08,drought,WY
2003,-4.99,-5.51,08,drought,WY
2004,-5.32,-5.84,08,drought,WY
2005,-2.36,-2.88,08,drought,WY
2006,-5.53,-6.05,08,drought,WY
2007,-5.89,-6.41,08,drought,WY
2008,-0.49,-1.01,08,drought,WY
