year,value,anomaly,month,type,state
2000,1.19,-0.16,01,precip,MT
2001,0.51,-0.84,01,precip,MT
2002,1.26,-0.09,01,precip,MT
2003,1.37,0.02,01,precip,MT
2004,1.30,-0.05,01,precip,MT
2005,0.79,-0.56,01,precip,MT
2006,1.40,0.05,01,precip,MT
2007,0.72,-0.63,01,precip,MT
2008,1.26,-0.09,01,precip,MT
2009,1.34,-0.01,01,precip,MT
2010,1.08,-0.27,01,precip,MT
2011,1.77,0.42,01,precip,MT
2012,1.23,-0.12,01,precip,MT
2013,1.05,-0.30,01,precip,MT
2014,1.21,-0.14,01,precip,MT
2015,1.18,-0.17,01,precip,MT
2016,0.91,-0.44,01,precip,MT
2017,0.91,-0.44,01,precip,MT
2018,1.15,-0.20,01,precip,MT
2019,1.02,-0.33,01,precip,MT
2000,1.26,0.20,02,precip,MT
2001,0.82,-0.24,02,precip,MT
2002,0.98,-0.08,02,precip,MT
2003,1.21,0.15,02,precip,MT
2004,0.72,-0.34,02,precip,MT
2005,0.27,-0.79,02,precip,MT
2006,0.91,-0.15,02,precip,MT
2007,1.42,0.36,02,precip,MT
2008,1.08,0.02,02,precip,MT
2009,0.74,-0.32,02,precip,MT
2010,0.50,-0.56,02,precip,MT
2011,1.37,0.31,02,precip,MT
2012,0.95,-0.11,02,precip,MT
2013,0.55,-0.51,02,precip,MT
2014,1.71,0.65,02,precip,MT
2015,0.90,-0.16,02,precip,MT
2016,0.85,-0.21,02,precip,MT
2017,1.72,0.66,02,precip,MT
2018,2.12,1.06,02,precip,MT
2019,1.86,0.80,02,precip,MT
2000,1.00,-0.28,03,precip,MT
2001,0.83,-0.45,03,precip,MT
2002,1.48,0.20,03,precip,MT
2003,2.10,0.82,03,precip,MT
2004,0.64,-0.64,03,precip,MT
2005,1.46,0.18,03,precip,MT
2006,1.25,-0.03,03,precip,MT
2007,1.16,-0.12,03,precip,MT
2008,0.93,-0.35,03,precip,MT
2009,1.72,0.44,03,precip,MT
2010,0.74,-0.54,03,precip,MT
2011,1.62,0.34,03,precip,MT
2012,1.60,0.32,03,precip,MT
2013,0.91,-0.37,03,precip,MT
2014,2.26,0.98,03,precip,MT
2015,0.99,-0.29,03,precip,MT
2016,1.37,0.09,03,precip,MT
2017,1.84,0.56,03,precip,MT
2018,1.42,0.14,03,precip,MT
2019,0.60,-0.68,03,precip,MT
2000,1.28,-0.23,04,precip,MT
2001,1.72,0.21,04,precip,MT
2002,1.25,-0.26,04,precip,MT
2003,2.03,0.52,04,precip,MT
2004,1.15,-0.36,04,precip,MT
2005,1.94,0.43,04,precip,MT
2006,2.68,1.17,04,precip,MT
2007,1.78,0.27,04,precip,MT
2008,0.98,-0.53,04,precip,MT
2009,1.94,0.43,04,precip,MT
2010,2.08,0.57,04,precip,MT
2011,2.52,1.01,04,precip,MT
2012,1.98,0.47,04,precip,MT
2013,1.50,-0.01,04,precip,MT
2014,1.47,-0.04,04,precip,MT
2015,1.08,-0.43,04,precip,MT
2016,2.33,0.82,04,precip,MT
2017,2.13,0.62,04,precip,MT
2018,2.11,0.60,04,precip,MT
2000,2.09,-0.33,05,precip,MT
2001,0.83,-1.59,05,precip,MT
2002,2.04,-0.38,05,precip,MT
2003,2.33,-0.09,05,precip,MT
2004,3.00,0.58,05,precip,MT
2005,2.72,0.30,05,precip,MT
2006,1.80,-0.62,05,precip,MT
2007,4.05,1.63,05,precip,MT
2008,4.05,1.63,05,precip,MT
2009,1.34,-1.08,05,precip,MT
2010,3.93,1.51,05,precip,MT
2011,5.70,3.28,05,precip,MT
2012,2.42,0.00,05,precip,MT
2013,4.15,1.73,05,precip,MT
2014,1.92,-0.50,05,precip,MT
2015,2.43,0.01,05,precip,MT
