year,value,anomaly,month,type,state
2000,24.0,5.6,01,temp,WY
2001,20.9,2.5,01,temp,WY
2002,20.2,1.8,01,temp,WY
2003,28.0,9.6,01,temp,WY
2004,20.8,2.4,01,temp,WY
2005,24.6,6.2,01,temp,WY
2006,26.9,8.5,01,temp,WY
2007,16.5,-1.9,01,temp,WY
2008,16.2,-2.2,01,temp,WY
2009,23.4,5.0,01,temp,WY
2010,22.2,3.8,01,temp,WY
2011,20.3,1.9,01,temp,WY
2012,25.1,6.7,01,temp,WY
2013,19.9,1.5,01,temp,WY
2014,23.3,4.9,01,temp,WY
2015,25.6,7.2,01,temp,WY
2016,22.7,4.3,01,temp,WY
2017,16.7,-1.7,01,temp,WY
2018,25.2,6.8,01,temp,WY
2019,22.8,4.4,01,temp,WY
2000,29.4,7.1,02,temp,WY
2001,19.8,-2.5,02,temp,WY
2002,22.9,0.6,02,temp,WY
2003,20.2,-2.1,02,temp,WY
2004,23.4,1.1,02,temp,WY
2005,26.6,4.3,02,temp,WY
2006,21.3,-1.0,02,temp,WY
2007,24.8,2.5,02,temp,WY
2008,23.4,1.1,02,temp,WY
2009,26.8,4.5,02,temp,WY
2010,21.5,-0.8,02,temp,WY
2011,18.0,-4.3,02,temp,WY
2012,22.7,0.4,02,temp,WY
2013,22.6,0.3,02,temp,WY
2014,20.0,-2.3,02,temp,WY
2015,28.4,6.1,02,temp,WY
2016,30.1,7.8,02,temp,WY
2017,27.8,5.5,02,temp,WY
2018,19.4,-2.9,02,temp,WY
2019,17.4,-4.9,02,temp,WY
2000,33.4,4.3,03,temp,WY
2001,32.5,3.4,03,temp,WY
2002,24.8,-4.3,03,temp,WY
2003,32.0,2.9,03,temp,WY
2004,36.5,7.4,03,temp,WY
2005,32.5,3.4,03,temp,WY
2006,30.2,1.1,03,temp,WY
2007,37.6,8.5,03,temp,WY
2008,28.4,-0.7,03,temp,WY
2009,30.8,1.7,03,temp,WY
2010,34.2,5.1,03,temp,WY
2011,32.0,2.9,03,temp,WY
2012,39.4,10.3,03,temp,WY
2013,31.3,2.2,03,temp,WY
2014,32.3,3.2,03,temp,WY
2015,37.7,8.6,03,temp,WY
2016,34.5,5.4,03,temp,WY
2017,38.4,9.3,03,temp,WY
2018,32.3,3.2,03,temp,WY
2019,28.2,-0.9,03,temp,WY
2000,42.5,3.7,04,temp,WY
2001,41.1,2.3,04,temp,WY
2002,40.1,1.3,04,temp,WY
2003,42.7,3.9,04,temp,WY
2004,42.2,3.4,04,temp,WY
2005,40.3,1.5,04,temp,WY
2006,43.5,4.7,04,temp,WY
2007,40.5,1.7,04,temp,WY
2008,35.7,-3.1,04,temp,WY
2009,38.4,-0.4,04,temp,WY
2010,39.2,0.4,04,temp,WY
2011,37.1,-1.7,04,temp,WY
2012,44.7,5.9,04,temp,WY
2013,34.7,-4.1,04,temp,WY
2014,39.6,0.8,04,temp,WY
2015,41.3,2.5,04,temp,WY
2016,41.8,3.0,04,temp,WY
2017,40.1,1.3,04,temp,WY
2018,39.8,1.0,04,temp,WY
2019,41.3,2.5,04,temp,WY
2000,51.3,2.9,05,temp,WY
2001,51.3,2.9,05,temp,WY
2002,47.7,-0.7,05,temp,WY
2003,49.8,1.4,05,temp,WY
2004,49.4,1.0,05,temp,WY
2005,47.9,-0.5,05,temp,WY
2006,51.2,2.8,05,temp,WY
2007,51.1,2.7,05,temp,WY
2008,46.8,-1.6,05,temp,WY
2009,50.0,1.6,05,temp,WY
2010,44.0,-4.4,05,temp,WY
2011,44.2,-4.2,05,temp,WY
2012,50.0,1.6,05,temp,WY
2013,50.4,2.0,05,temp,WY
2014,50.1,1.7,05,temp,WY
