"San Carlos",74247,910000,8.2,01/2000,AZ
"San Carlos",76506,910000,8.4,02/2000,AZ
"San Carlos",70584,910000,7.8,03/2000,AZ
"San Carlos",52152,910000,5.7,04/2000,AZ
"San Carlos",37300,910000,4.1,05/2000,AZ
"San Carlos",32385,910000,3.6,06/2000,AZ
"San Carlos",30394,910000,3.3,07/2000,AZ
"San Carlos",28577,910000,3.1,08/2000,AZ
"San Carlos",26723,910000,2.9,09/2000,AZ
"San Carlos",40172,910000,4.4,10/2000,AZ
"San Carlos",180364,910000,19.8,11/2000,AZ
"San Carlos",234484,910000,25.8,12/2000,AZ
"San Carlos",247542,910000,27.2,01/2001,AZ
"San Carlos",260279,910000,28.6,02/2001,AZ
"San Carlos",265865,910000,29.2,03/2001,AZ
"San Carlos",260860,910000,28.7,04/2001,AZ
"San Carlos",248361,910000,27.3,05/2001,AZ
"San Carlos",211243,910000,23.2,06/2001,AZ
"San Carlos",165000,910000,18.1,07/2001,AZ
"San Carlos",127584,910000,14,08/2001,AZ
"San Carlos",102172,910000,11.2,09/2001,AZ
"San Carlos",84814,910000,9.3,10/2001,AZ
"San Carlos",79237,910000,8.7,11/2001,AZ
"San Carlos",72398,910000,8,12/2001,AZ
"San Carlos",67936,910000,7.5,01/2002,AZ
"San Carlos",70483,910000,7.7,02/2002,AZ
"San Carlos",61466,910000,6.8,03/2002,AZ
"San Carlos",57029,910000,6.3,04/2002,AZ
"San Carlos",55452,910000,6.1,05/2002,AZ
"San Carlos",52333,910000,5.8,06/2002,AZ
"San Carlos",50047,910000,5.5,07/2002,AZ
"San Carlos",46721,910000,5.1,08/2002,AZ
"San Carlos",47451,910000,5.2,09/2002,AZ
"San Carlos",45277,910000,5,10/2002,AZ
"San Carlos",42835,910000,4.7,11/2002,AZ
"San Carlos",38174,910000,4.2,12/2002,AZ
"San Carlos",36427,910000,4,01/2003,AZ
"San Carlos",36415,910000,4,02/2003,AZ
"San Carlos",41026,910000,4.5,03/2003,AZ
"San Carlos",39858,910000,4.4,04/2003,AZ
"San Carlos",37813,910000,4.2,05/2003,AZ
"San Carlos",35273,910000,3.9,06/2003,AZ
"San Carlos",32725,910000,3.6,07/2003,AZ
"San Carlos",30249,910000,3.3,08/2003,AZ
"San Carlos",29770,910000,3.3,09/2003,AZ
"San Carlos",29278,910000,3.2,10/2003,AZ
"San Carlos",28913,910000,3.2,11/2003,AZ
"San Carlos",28183,910000,3.1,12/2003,AZ
"San Carlos",27056,910000,3,01/2004,AZ
"San Carlos",27247,910000,3,02/2004,AZ
"San Carlos",29538,910000,3.2,03/2004,AZ
"San Carlos",31712,910000,3.5,04/2004,AZ
"San Carlos",27312,910000,3,05/2004,AZ
"San Carlos",21984,910000,2.4,06/2004,AZ
"San Carlos",20665,910000,2.3,07/2004,AZ
"San Carlos",19503,910000,2.1,08/2004,AZ
"San Carlos",16758,910000,1.8,09/2004,AZ
"San Carlos",16136,910000,1.8,10/2004,AZ
"San Carlos",19731,910000,2.2,11/2004,AZ
"San Carlos",22816,910000,2.5,12/2004,AZ
"San Carlos",62460,910000,6.9,01/2005,AZ
"San Carlos",199833,910000,22,02/2005,AZ
"San Carlos",424323,910000,46.6,03/2005,AZ
"San Carlos",430387,910000,47.3,04/2005,AZ
"San Carlos",413032,910000,45.4,05/2005,AZ
"San Carlos",374723,910000,41.2,06/2005,AZ
"San Carlos",323397,910000,35.5,07/2005,AZ
"San Carlos",280823,910000,30.9,08/2005,AZ
"San Carlos",243907,910000,26.8,09/2005,AZ
"San Carlos",220845,910000,24.3,10/2005,AZ
"San Carlos",212140,910000,23.3,11/2005,AZ
"San Carlos",199523,910000,21.9,12/2005,AZ
"San Carlos",188761,910000,20.7,01/2006,AZ
"San Carlos",178279,910000,19.6,02/2006,AZ
"San Carlos",168297,910000,18.5,03/2006,AZ
"San Carlos",151260,910000,16.6,04/2006,AZ
"San Carlos",122126,910000,13.4,05/2006,AZ
"San Carlos",86635,910000,9.5,06/2006,AZ
"San Carlos",61039,910000,6.7,07/2006,AZ
"San Carlos",150374,910000,16.5,08/2006,AZ
"San Carlos",235987,910000,25.9,09/2006,AZ
"San Carlos",259548,910000,28.5,10/2006,AZ
"San Carlos",274777,910000,30.2,11/2006,AZ
"San Carlos",275906,910000,30.3,12/2006,AZ
