ReleaseDate,StateAbbreviation,None,D0,D1,D2,D3,D4
20191224,AZ,50.54,49.46,26.63,22.01,0,0
20191217,AZ,50.54,49.46,26.63,22.01,0,0
20191210,AZ,50.54,49.46,26.63,22.01,0,0
20191203,AZ,24.05,75.95,46.33,25.44,0,0
20191126,AZ,8.68,91.32,70.86,38.52,1,0
20191119,AZ,8.18,91.82,78.4,45.75,1,0
20191112,AZ,8.18,91.82,78.4,45.56,0,0
20191105,AZ,8.18,91.82,78.35,39.52,0,0
20191029,AZ,8.18,91.82,78.35,39.52,0,0
20191022,AZ,8.18,91.82,78.35,39.52,0,0
20191015,AZ,8.18,91.82,76.85,33.96,0,0
20191008,AZ,8.18,91.82,76.85,27.53,0,0
20191001,AZ,5,95,80.99,25.66,0,0
20190924,AZ,3.3,96.7,85.47,25.8,0,0
20190917,AZ,3.3,96.7,85.47,25.8,0,0
20190910,AZ,6.19,93.81,73.59,15.83,0,0
20190903,AZ,11.16,88.84,25.91,0,0,0
20190827,AZ,23.61,76.39,19.47,0,0,0
20190820,AZ,46.57,53.43,0,0,0,0
20190813,AZ,61.13,38.87,0,0,0,0
20190806,AZ,95.17,4.83,0,0,0,0
20190730,AZ,95.17,4.83,0,0,0,0
20190723,AZ,95.17,4.83,0,0,0,0
20190716,AZ,95.31,4.69,0,0,0,0
20190709,AZ,95.31,4.69,0,0,0,0
20190702,AZ,95.31,4.69,0,0,0,0
20190625,AZ,95.31,4.69,0,0,0,0
20190618,AZ,95.31,4.69,0,0,0,0
20190611,AZ,95.31,4.69,0,0,0,0
20190604,AZ,84.31,15.69,4.44,0,0,0
20190528,AZ,83.91,16.09,4.44,0,0,0
20190521,AZ,83.91,16.09,4.44,0,0,0
20190514,AZ,83.31,16.69,4.59,0,0,0
20190507,AZ,83.31,16.69,4.59,0,0,0
20190430,AZ,83.31,16.69,4.59,0,0,0
20190423,AZ,83.27,16.73,4.63,0,0,0
20190416,AZ,82.23,17.77,4.63,0,0,0
20190409,AZ,82.23,17.77,4.63,0,0,0
20190402,AZ,82.23,17.77,4.63,0,0,0
20190326,AZ,82.23,17.77,4.63,0,0,0
20190319,AZ,82.17,17.83,5.5,0.21,0,0
20190312,AZ,73.02,26.98,16.28,5.13,0,0
20190305,AZ,62.24,37.76,18.74,5.5,0,0
20190226,AZ,62.24,37.76,18.69,5.5,0,0
20190219,AZ,31.27,68.73,30.13,16.62,3.34,0
20190212,AZ,16,84,30.74,16.62,3.34,0
20190205,AZ,16,84,32.9,18.3,3.34,0
20190129,AZ,16,84,32.98,18.23,3.3,0
20190122,AZ,16,84,39.01,18.23,3.3,0
20190115,AZ,15.82,84.18,59.33,27.8,12.6,3.3
20190108,AZ,15.82,84.18,59.68,27.8,12.6,3.3
20190101,AZ,7.38,92.62,66.78,32.09,12.6,3.3
20210629,CA,0,100,100,94.73,85.44,33.32
20210622,CA,0,100,100,94.73,85.44,33.32
20210615,CA,0,100,100,94.75,85.44,33.32
20210608,CA,0,100,100,94.75,85.2,33.32
20210601,CA,0,100,100,94.61,74.46,26.04
20210525,CA,0,100,100,94.61,74.46,26.04
20210518,CA,0,100,100,94.31,73.33,15.91
20210511,CA,0,100,100,94.31,73.33,13.53
20210504,CA,0,100,97.52,92.88,73.31,5.36
20210427,CA,0,100,97.51,87.95,52.86,5.36
20210420,CA,0,100,96.54,85.37,49.86,5.36
20210413,CA,0.78,99.22,94.14,76.97,38.68,5.36
20210406,CA,0.77,99.23,92.65,69.68,35.42,5.36
20210330,CA,0.77,99.23,90.66,64.02,31.76,5.36
20210323,CA,0.7,99.3,90.66,64.02,31.76,5.36
20210316,CA,0.78,99.22,90.62,58.59,29.54,3.75
20210309,CA,0.75,99.25,90.89,58.59,29.54,3.75
20210302,CA,0.75,99.25,90.89,56.98,29.54,3.75
20210223,CA,0.7,99.3,84.88,56.98,29.54,3.75
20210216,CA,0.7,99.3,84.88,57.58,30.99,3.75
20210209,CA,0.64,99.36,85.1,57.87,31.41,3.75
20210202,CA,0,100,85.99,58.44,31.65,3.75
20210126,CA,0,100,95.2,75.74,39.46,3.86
20210119,CA,0,100,95.2,78.12,39.46,1.19
20210112,CA,0,100,95.2,79.1,39.5,1.19
20210105,CA,0,100,95.2,74.34,33.84,1.19
20201229,CA,0,100,95.17,74.34,33.75,1.19
20201222,CA,0,100,95.17,74.34,33.75,1.19
20201215,CA,0,100,95.17,74.35,33.75,1.19
20201208,CA,0,100,95.17,66.79,21.3,0
20201201,CA,3.46,96.54,75.03,48.19,19.36,0
20201124,CA,3.5,96.5,75.03,48.19,19.36,0
20201117,CA,15.61,84.39,70.91,41.25,15.83,0
20201110,CA,15.48,84.52,70.91,41.25,15.83,0
20201103,CA,15.48,84.52,67.54,35.61,12.74,0
20201027,CA,15.4,84.6,67.54,35.61,12.74,0
20201020,CA,15.4,84.6,67.54,35.61,12.74,0
20201013,CA,15.4,84.6,67.54,35.61,12.74,0
20201006,CA,15.4,84.6,67.54,35.61,12.74,0
20200929,CA,15.35,84.65,67.65,35.62,12.74,0
20200922,CA,15.62,84.38,67.09,35.27,3.39,0
20200915,CA,15.62,84.38,67.09,35.26,3.17,0
20200908,CA,20.45,79.55,54.18,32.98,3.04,0
20200901,CA,20.39,79.61,54.38,31.78,3.04,0
20200825,CA,20.55,79.45,54.38,31.88,3.04,0
20200818,CA,20.55,79.45,54.22,21.72,3.04,0
20200811,CA,33.74,66.26,50.39,21.72,3.04,0
20200804,CA,33.74,66.26,50.38,21.5,3.04,0
20200728,CA,40.34,59.66,50.38,21.5,3.04,0
20200721,CA,40.34,59.66,48.21,21.5,3.04,0
20200714,CA,40.38,59.62,48.19,21.5,2.45,0
20200707,CA,41.79,58.21,46.74,20.84,2.45,0
20200630,CA,41.79,58.21,46.74,20.84,2.45,0
20200623,CA,41.79,58.21,46.74,20.84,2.45,0
20200616,CA,41.79,58.21,46.74,20.84,2.45,0
20200609,CA,41.79,58.21,46.74,20.84,2.45,0
20200602,CA,41.8,58.2,46.67,20.84,2.97,0
20200526,CA,41.8,58.2,46.67,20.84,2.97,0
20200519,CA,41.8,58.2,46.67,20.84,2.97,0
20200512,CA,41.8,58.2,46.67,20.84,2.99,0
20200505,CA,41.8,58.2,42.87,19.56,3.94,0
20200428,CA,41.8,58.2,41.58,19.59,4.66,0
20200421,CA,41.8,58.2,35.7,19.59,4.66,0
20200414,CA,41.8,58.2,35.7,12.83,0,0
20200407,CA,32.29,67.71,43.31,1.3,0,0
20200331,CA,24.86,75.14,43.31,1.3,0,0
20200324,CA,24.86,75.14,40.42,1.3,0,0
20200317,CA,24.64,75.36,47.59,1.26,0,0
20200310,CA,21.5,78.5,48.09,0,0,0
20200303,CA,30.26,69.74,34.16,0,0,0
20200225,CA,30.26,69.74,23.34,0,0,0
20200218,CA,40.02,59.98,9.54,0,0,0
20200211,CA,53.85,46.15,9.54,0,0,0
20200204,CA,65.72,34.28,0,0,0,0
20200128,CA,65.72,34.28,0,0,0,0
20200121,CA,96.39,3.61,0,0,0,0
20200114,CA,96.39,3.61,0,0,0,0
20200107,CA,96.43,3.57,0,0,0,0
20191231,CA,96.43,3.57,0,0,0,0
20191224,CA,96.43,3.57,0,0,0,0
20191217,CA,96.43,3.57,0,0,0,0
20191210,CA,96.43,3.57,0,0,0,0
20191203,CA,14.74,85.26,0.01,0,0,0
20191126,CA,9.22,90.78,3.31,0.01,0,0
20191119,CA,18.55,81.45,3.59,0.01,0,0
20191112,CA,18.61,81.39,3.57,0.01,0,0
20191105,CA,82.26,17.74,2.06,0,0,0
20191029,CA,82.26,17.74,2.06,0,0,0
20191022,CA,82.26,17.74,2.06,0,0,0
20191015,CA,85.4,14.6,2.06,0,0,0
20191008,CA,95.29,4.71,2.06,0,0,0
20191001,CA,95.29,4.71,2.06,0,0,0
20190924,CA,89.73,10.27,2.06,0,0,0
20190917,CA,89.61,10.39,2.06,0,0,0
20190910,CA,90.94,9.06,1.09,0.01,0,0
20190903,CA,90.94,9.06,1.09,0,0,0
20190827,CA,90.94,9.06,1.09,0,0,0
20190820,CA,93.27,6.73,0,0,0,0
20190813,CA,94.07,5.93,0,0,0,0
20190806,CA,95.55,4.45,0,0,0,0
20190730,CA,95.68,4.32,0,0,0,0
20190723,CA,95.68,4.32,0,0,0,0
20190716,CA,95.68,4.32,0,0,0,0
20190709,CA,95.68,4.32,0,0,0,0
20190702,CA,95.68,4.32,0,0,0,0
20190625,CA,95.68,4.32,0,0,0,0
20190618,CA,95.68,4.32,0,0,0,0
20190611,CA,95.68,4.32,0,0,0,0
20190604,CA,95.68,4.32,0,0,0,0
20190528,CA,94.03,5.97,0,0,0,0
20190521,CA,94.03,5.97,0,0,0,0
20190514,CA,94.03,5.97,0,0,0,0
20190507,CA,94.03,5.97,0,0,0,0
20190430,CA,94.03,5.97,0,0,0,0
20190423,CA,94.03,5.97,0,0,0,0
20190416,CA,94.03,5.97,0,0,0,0
20190409,CA,94.03,5.97,0,0,0,0
20190402,CA,93.42,6.58,0,0,0,0
20190326,CA,93.42,6.58,0,0,0,0
20190319,CA,93.42,6.58,0,0,0,0
20190312,CA,93.42,6.58,0,0,0,0
20190305,CA,89.84,10.16,0.6,0,0,0
20190226,CA,87.17,12.83,2.33,0,0,0
20190219,CA,67.07,32.93,3.77,1.36,0,0
20190212,CA,36.77,63.23,10.55,1.63,0,0
20190205,CA,34.37,65.63,10.55,1.89,0,0
20190129,CA,23.93,76.07,23.66,1.89,0,0
20190122,CA,7.77,92.23,72.23,3.44,0.71,0
20190115,CA,7.77,92.23,75.17,5.54,0.71,0
20190108,CA,7.77,92.23,75.17,14.12,1.55,0
20190101,CA,7.77,92.23,75.17,14.12,2.1,0
20210629,CO,54.48,45.52,41.62,36.37,29.95,17.52
20210622,CO,54.41,45.59,41.62,36.37,30.35,17.73
20210615,CO,54.98,45.02,41.42,35.54,29.86,17.53
20210608,CO,54.98,45.02,41.42,35.54,29.15,17.53
20210601,CO,51.1,48.9,43.36,35.53,29.15,16.39
20210525,CO,33.83,66.17,46.22,35.53,29.15,16.39
20210518,CO,23.3,76.7,51.8,39.29,28.96,16.39
20210511,CO,13.05,86.95,75.19,43.27,29.45,16.39
20210504,CO,7.84,92.16,79.86,51.85,31.01,16.39
20210427,CO,1.19,98.81,89.13,60.45,32.13,16.68
20210420,CO,1.19,98.81,89.13,60.45,32.13,14.65
20210413,CO,0,100,92.31,61.69,32.13,14.65
20210406,CO,0,100,92.31,61.69,32.13,14.65
20210330,CO,0,100,92.31,61.69,32.13,14.65
20210323,CO,0,100,92.62,62.13,32.13,15.1
20210316,CO,0,100,95.76,71.47,38.64,15.1
20210309,CO,0,100,98.57,88.76,56.64,15.89
20210302,CO,0,100,98.57,88.76,56.66,15.89
20210223,CO,0,100,98.57,88.76,56.93,15.89
20210216,CO,0,100,100,90.24,58.91,17.78
20210209,CO,0,100,100,90.24,70.11,24.79
20210202,CO,0,100,100,90.24,70.73,24.79
20210126,CO,0,100,100,90.65,73.11,24.91
20210119,CO,0,100,100,91.06,73.63,27.59
20210112,CO,0,100,100,91.03,73.63,27.59
20210105,CO,0,100,100,93.73,76.17,27.6
20201229,CO,0,100,100,93.73,76.17,27.6
20201222,CO,0,100,100,93.73,76.17,27.6
20201215,CO,0,100,100,93.73,76.17,27.6
20201208,CO,0,100,100,93.71,76.17,27.6
20201201,CO,0,100,100,93.71,74.68,26.71
20201124,CO,0,100,100,93.71,74.63,27.22
20201117,CO,0,100,100,93.71,74.08,27.22
20201110,CO,0,100,100,93.71,74.08,24.64
20201103,CO,0,100,100,93.71,74.08,24.39
20201027,CO,0,100,100,97.26,75.91,21.82
20201020,CO,0,100,100,97.26,77.72,21.82
20201013,CO,0,100,100,97.23,59.23,16.72
20201006,CO,0,100,99.3,90.39,59.23,16.72
20200929,CO,0,100,99.29,89.35,52.88,2.64
20200922,CO,0,100,98.61,87.77,50.1,0.38
20200915,CO,0,100,98.6,88.89,50.1,0.38
20200908,CO,0,100,98.83,92.27,54.82,0.38
20200901,CO,0,100,98.8,91.55,36.85,0.38
20200825,CO,0,100,98.26,93.29,36.52,0.38
20200818,CO,0,100,98.76,72.69,27.31,0
20200811,CO,0,100,93.87,61.43,23.66,0
20200804,CO,0,100,85.88,58.79,26.64,0
20200728,CO,0.65,99.35,83.72,58.79,26.64,0
20200721,CO,2.95,97.05,73.99,60.34,31.77,0
20200714,CO,4.64,95.36,70.2,57.84,36.91,0
20200707,CO,15.67,84.33,69.18,55.41,34.07,0
20200630,CO,15.67,84.33,67.96,56.23,34.07,1.37
20200623,CO,17.21,82.79,67.96,56.23,32.96,0
20200616,CO,18.4,81.6,65.91,55.41,32.96,0
20200609,CO,23.22,76.78,63.64,49.38,25.49,0
20200602,CO,23.22,76.78,63.5,47.08,19.46,0
20200526,CO,23.22,76.78,65.2,43.76,17.52,0
20200519,CO,23.22,76.78,65.2,46.31,17.52,0
20200512,CO,20.76,79.24,62.66,46.08,14.65,0
20200505,CO,23.79,76.21,61.83,40.72,11.34,0
20200428,CO,24.47,75.53,56.64,32.72,0,0
20200421,CO,33.26,66.74,53.58,28.51,0,0
20200414,CO,33.26,66.74,53.23,12.88,0,0
20200407,CO,35.36,64.64,47.33,6.5,0,0
20200331,CO,32.23,67.77,47.33,3.25,0,0
20200324,CO,30.32,69.68,45.87,3.25,0,0
20200317,CO,30.09,69.91,46.88,3.3,0,0
20200310,CO,30.09,69.91,46.88,3.3,0,0
20200303,CO,30.09,69.91,45.33,3.3,0,0
20200225,CO,30.09,69.91,42.77,3.3,0,0
20200218,CO,28.74,71.26,43.82,3.3,0,0
20200211,CO,27.72,72.28,43.82,3.3,0,0
20200204,CO,22.39,77.61,51.12,3.3,0,0
20200128,CO,22.39,77.61,51.19,3.3,0,0
20200121,CO,22.39,77.61,51.19,13.84,0,0
20200114,CO,31.72,68.28,51.19,13.84,0,0
20200107,CO,31.72,68.28,51.19,13.84,0,0
20191231,CO,31.72,68.28,51.19,20.11,0,0
20191224,CO,31.72,68.28,51.19,20.11,0,0
20191217,CO,31.72,68.28,51.19,20.11,0,0
20191210,CO,28.03,71.97,55.82,30.09,0,0
20191203,CO,28.2,71.8,55.9,30.26,0,0
20191126,CO,24.08,75.92,61.85,32.29,0,0
20191119,CO,25.19,74.81,59.95,32.23,0,0
20191112,CO,25.74,74.26,55.27,31.02,0,0
20191105,CO,18.73,81.27,58.24,27.41,0,0
20191029,CO,18.73,81.27,58.24,27.41,0,0
20191022,CO,11.64,88.36,60.76,27.41,0,0
20191015,CO,25.44,74.56,37.01,11.23,0,0
20191008,CO,25.48,74.52,37.01,11.23,0,0
20191001,CO,30.14,69.86,27.53,0,0,0
20190924,CO,34.06,65.94,10.81,0,0,0
20190917,CO,50.45,49.55,6.68,0,0,0
20190910,CO,50.45,49.55,6.68,0,0,0
20190903,CO,58.99,41.01,3.46,0,0,0
20190827,CO,80.47,19.53,1.98,0,0,0
20190820,CO,93.35,6.65,0,0,0,0
20190813,CO,93.35,6.65,0,0,0,0
20190806,CO,94.53,5.47,0,0,0,0
20190730,CO,95.32,4.68,0,0,0,0
20190723,CO,96.93,3.07,0,0,0,0
20190716,CO,100,0,0,0,0,0
20190709,CO,100,0,0,0,0,0
20190702,CO,100,0,0,0,0,0
20190625,CO,100,0,0,0,0,0
20190618,CO,100,0,0,0,0,0
20190611,CO,100,0,0,0,0,0
20190604,CO,100,0,0,0,0,0
20190528,CO,100,0,0,0,0,0
20190521,CO,99.99,0.01,0,0,0,0
20190514,CO,89.35,10.65,0.01,0,0,0
20190507,CO,84.23,15.77,0.59,0,0,0
20190430,CO,84.72,15.28,0.59,0,0,0
20190423,CO,78.01,21.99,0.98,0,0,0
20190416,CO,78.01,21.99,4.74,0,0,0
20190409,CO,78.01,21.99,4.74,0,0,0
20190402,CO,78.01,21.99,4.74,0,0,0
20190326,CO,74.78,25.22,4.74,0,0,0
20190319,CO,53.87,46.13,6.39,0.63,0,0
20190312,CO,17,83,25.44,6.26,0.58,0
20190305,CO,10.64,89.36,58.05,12.08,0.58,0
20190226,CO,10.64,89.36,62.26,35.26,0.59,0
20190219,CO,8.15,91.85,67.16,39.69,10.21,0.11
20190212,CO,8.15,91.85,67.16,39.69,21.84,0.11
20190205,CO,8.14,91.86,67.16,40.83,22.05,2.96
20190129,CO,15.91,84.09,66.35,41.02,22.04,2.79
20190122,CO,15.91,84.09,68.49,42.41,22.04,2.79
20190115,CO,15.91,84.09,68.49,53,25.35,10.51
20190108,CO,14.89,85.11,69.48,54.91,25.69,10.51
20190101,CO,17.94,82.06,66.26,54.91,27.11,11.22
20210629,ID,0,100,98.76,60.58,16.21,0.84
20210622,ID,1.2,98.8,88.94,47.17,3.56,0.84
20210615,ID,1.2,98.8,79.9,34.38,3.56,0.84
20210608,ID,1.2,98.8,79.9,34.38,3.56,0.84
20210601,ID,8.36,91.64,62.05,13.12,0.85,0
20210525,ID,8.36,91.64,60.67,12.79,0.85,0
20210518,ID,8.41,91.59,60.16,12.62,0.85,0
20210511,ID,11.69,88.31,47.49,10.23,0.85,0
20210504,ID,11.69,88.31,47.36,10.23,0.85,0
20210427,ID,11.73,88.27,47.36,8.69,0.85,0
20210420,ID,19.75,80.25,42.48,5.51,0.85,0
20210413,ID,24.9,75.1,36.31,5.48,0.85,0
20210406,ID,35.76,64.24,23.09,4.19,0.85,0
20210330,ID,37.51,62.49,23.09,4.19,0.85,0
20210323,ID,37.86,62.14,23.09,4.19,0.85,0
20210316,ID,38.48,61.52,23.34,4.19,0.85,0
20210309,ID,38.46,61.54,24.56,4.19,0.85,0
20210302,ID,38.46,61.54,24.58,4.19,0.85,0
20210223,ID,16.9,83.1,24.83,5.87,0.77,0
20210216,ID,16.12,83.88,24.83,5.87,0.77,0
20210209,ID,15.27,84.73,25.3,5.87,0.77,0
20210202,ID,15.27,84.73,25.3,5.87,0.77,0
20210126,ID,31.17,68.83,21.12,4.25,0.77,0
20210119,ID,32.35,67.65,20.63,4.25,0.77,0
20210112,ID,32.47,67.53,20.63,4.24,0.77,0
20210105,ID,32.47,67.53,20.63,4.24,0.77,0
20201229,ID,37.41,62.59,20.67,4.24,0.77,0
20201222,ID,37.41,62.59,20.67,4.24,0.77,0
20201215,ID,37.41,62.59,20.67,4.24,0.77,0
20201208,ID,35.29,64.71,22.59,4.23,0.77,0
20201201,ID,39.27,60.73,19.32,4.2,0.77,0
20201124,ID,36.28,63.72,18.5,4.19,0.77,0
20201117,ID,36.28,63.72,18.5,4.19,0.77,0
20201110,ID,32.66,67.34,20.26,4.55,0.96,0
20201103,ID,31.36,68.64,20.91,4.55,0.96,0
20201027,ID,24.48,75.52,18.39,4.55,0.96,0
20201020,ID,21.87,78.13,18.39,4.55,0.96,0
20201013,ID,21.87,78.13,21.01,4.55,0.96,0
20201006,ID,21.87,78.13,21.01,4.55,0.96,0
20200929,ID,29.22,70.78,17.04,4.43,0.96,0
20200922,ID,32.88,67.12,16.6,4.43,0.96,0
20200915,ID,45.1,54.9,13.35,2.37,0,0
20200908,ID,57.22,42.78,12.18,2.37,0,0
20200901,ID,68.32,31.68,10.94,2.37,0,0
20200825,ID,69.94,30.06,10.94,2.37,0,0
20200818,ID,71.29,28.71,8.52,2.37,0,0
20200811,ID,71.28,28.72,8.52,2.37,0,0
20200804,ID,71.29,28.71,8.53,2.37,0,0
20200728,ID,71.44,28.56,8.53,2.37,0,0
20200721,ID,71.44,28.56,8.53,2.37,0,0
20200714,ID,71.44,28.56,8.53,2.37,0,0
20200707,ID,71.44,28.56,9.31,2.37,0,0
20200630,ID,71.4,28.6,9.31,2.37,0,0
20200623,ID,55.54,44.46,15.78,2.37,0,0
20200616,ID,47.41,52.59,16.5,2.37,0,0
20200609,ID,50.84,49.16,20.3,2.37,0,0
20200602,ID,50.72,49.28,19.97,2.37,0,0
20200526,ID,51.32,48.68,19.97,2.37,0,0
20200519,ID,46.57,53.43,19.27,1.99,0,0
20200512,ID,46.57,53.43,17.09,1.99,0,0
20200505,ID,55.07,44.93,17.04,1.99,0,0
20200428,ID,57.07,42.93,16.2,1.99,0,0
20200421,ID,59.79,40.21,16.2,1.99,0,0
20200414,ID,58.89,41.11,9.34,1.22,0,0
20200407,ID,65.44,34.56,8.88,1.22,0,0
20200331,ID,65.78,34.22,8.88,1.62,0,0
20200324,ID,65.78,34.22,8.88,1.62,0,0
20200317,ID,65.78,34.22,8.88,1.62,0,0
20200310,ID,65.78,34.22,8.88,1.62,0,0
20200303,ID,65.78,34.22,8.88,1.62,0,0
20200225,ID,65.99,34.01,8.88,1.62,0,0
20200218,ID,66.64,33.36,7.55,0,0,0
20200211,ID,66.63,33.37,7.76,0,0,0
20200204,ID,47.68,52.32,12.48,0,0,0
20200128,ID,44.88,55.12,18.13,0,0,0
20200121,ID,44.88,55.12,18.13,0,0,0
20200114,ID,38.72,61.28,16.06,0,0,0
20200107,ID,33.69,66.31,18.13,0,0,0
20191231,ID,35.67,64.33,10.68,0,0,0
20191224,ID,41.67,58.33,10.68,0,0,0
20191217,ID,41.67,58.33,11.63,0,0,0
20191210,ID,41.05,58.95,0,0,0,0
20191203,ID,100,0,0,0,0,0
20191126,ID,100,0,0,0,0,0
20191119,ID,100,0,0,0,0,0
20191112,ID,100,0,0,0,0,0
20191105,ID,100,0,0,0,0,0
20191029,ID,100,0,0,0,0,0
20191022,ID,97.26,2.74,0,0,0,0
20191015,ID,97.26,2.74,0,0,0,0
20191008,ID,97.26,2.74,0,0,0,0
20191001,ID,95.38,4.62,2.72,0,0,0
20190924,ID,95.38,4.62,2.72,0,0,0
20190917,ID,93.41,6.59,4.63,0,0,0
20190910,ID,83.24,16.76,4.63,0,0,0
20190903,ID,83.24,16.76,4.65,0,0,0
20190827,ID,93.1,6.9,4.65,0,0,0
20190820,ID,93.1,6.9,4.65,0,0,0
20190813,ID,93.1,6.9,4.65,0,0,0
20190806,ID,83.8,16.2,4.87,0,0,0
20190730,ID,86.79,13.21,4.87,0,0,0
20190723,ID,86.79,13.21,4.87,0,0,0
20190716,ID,85.92,14.08,4.87,2.49,0,0
20190709,ID,85.92,14.08,4.8,2.49,0,0
20190702,ID,91.05,8.95,4.8,2.49,0,0
20190625,ID,93.58,6.42,4.8,2.49,0,0
20190618,ID,93.58,6.42,3.64,0,0,0
20190611,ID,93.58,6.42,3.61,0,0,0
20190604,ID,94.07,5.93,2.96,0,0,0
20190528,ID,94.07,5.93,2.96,0,0,0
20190521,ID,94.07,5.93,0,0,0,0
20190514,ID,94.07,5.93,0,0,0,0
20190507,ID,94.07,5.93,0,0,0,0
20190430,ID,94.08,5.92,0,0,0,0
20190423,ID,94.08,5.92,0,0,0,0
20190416,ID,93.65,6.35,0,0,0,0
20190409,ID,89.93,10.07,0.13,0,0,0
20190402,ID,84.8,15.2,0.13,0,0,0
20190326,ID,84.8,15.2,0.13,0,0,0
20190319,ID,84.86,15.14,0.62,0,0,0
20190312,ID,84.38,15.62,1.02,0,0,0
20190305,ID,35.99,64.01,7.81,0,0,0
20190226,ID,35.99,64.01,7.81,0,0,0
20190219,ID,22.82,77.18,37.38,0.4,0,0
20190212,ID,18.41,81.59,40.22,5.94,0,0
20190205,ID,18.41,81.59,39.17,5.94,0,0
20190129,ID,19.42,80.58,39.12,5.93,0,0
20190122,ID,19.42,80.58,23.7,10.46,0,0
20190115,ID,19.42,80.58,23.7,10.46,0,0
20190108,ID,33.28,66.72,23.58,10.46,0,0
