ReleaseDate,StateAbbreviation,None,D0,D1,D2,D3,D4
20080422,AZ,54.74,45.26,20.49,0,0,0
20080415,AZ,54.74,45.26,20.49,0,0,0
20080408,AZ,54.95,45.05,18.58,0,0,0
20080401,AZ,54.95,45.05,18.58,0,0,0
20080325,AZ,62.02,37.98,17.39,0,0,0
20080318,AZ,62.02,37.98,17.39,0.78,0,0
20080311,AZ,62.02,37.98,17.39,0.78,0,0
20080304,AZ,62.02,37.98,17.39,0.78,0,0
20080226,AZ,60.11,39.89,17.9,0.78,0,0
20080219,AZ,60.11,39.89,17.9,0.78,0,0
20080212,AZ,60.11,39.89,17.9,0.78,0,0
20080205,AZ,62.7,37.3,18.04,0.78,0,0
20080129,AZ,58.02,41.98,20.62,0.78,0,0
20080122,AZ,29.26,70.74,42.59,21.9,0,0
20080115,AZ,29.26,70.74,42.72,21.9,0,0
20080108,AZ,29.26,70.74,42.72,21.9,0,0
20080101,AZ,23.12,76.88,48.69,30.8,0,0
20071225,AZ,23.12,76.88,48.7,30.8,0,0
20071218,AZ,23.12,76.88,48.7,30.8,0,0
20071211,AZ,23.12,76.88,48.37,30.8,0,0
20071204,AZ,13.6,86.4,54.12,30.8,0,0
20071127,AZ,7.11,92.89,81.11,41.16,27.16,0
20071120,AZ,7.11,92.89,63.55,41.16,27.16,0
20071113,AZ,7.11,92.89,63.55,41.16,27.16,0
20071106,AZ,7.11,92.89,63.55,40.52,27.16,0
20071030,AZ,12.94,87.06,63.55,40.52,27.16,0
20071023,AZ,12.94,87.06,63.55,40.52,27.16,0
20071016,AZ,12.94,87.06,63.55,40.52,27.16,0
20071009,AZ,12.94,87.06,63.55,40.52,27.16,0
20071002,AZ,12.94,87.06,63.55,40.52,27.16,0
20070925,AZ,12.96,87.04,63.92,40.52,27.16,0
20070918,AZ,11.45,88.55,67.85,50.77,27.16,0
20070911,AZ,11.45,88.55,67.85,50.77,27.16,0
20070904,AZ,11.45,88.55,67.85,50.77,27.16,0
20070828,AZ,11.45,88.55,67.85,50.77,27.16,0
20070821,AZ,10.57,89.43,68.27,50.77,27.16,0
20070814,AZ,3.13,96.87,86.75,52.61,28.59,0
20070807,AZ,0,100,89.08,51.51,28.59,0
20070731,AZ,0,100,89.08,80.46,28.59,0
20070724,AZ,0,100,89.08,80.46,28.59,0
20070717,AZ,0,100,89.08,74.21,28.59,0
20070710,AZ,0,100,89.08,74.21,28.59,0
20070703,AZ,0,100,89.08,74.21,26.51,0
20070626,AZ,0,100,89.08,74.21,26.51,0
20070619,AZ,0,100,89.08,74.21,21.93,0
20070612,AZ,0,100,89.08,74.21,21.96,0
20070605,AZ,0,100,89.08,74.21,21.96,0
20070529,AZ,0,100,89.08,74.21,21.96,0
20070522,AZ,0,100,89.54,74.21,21.96,0
20070515,AZ,0,100,89.54,74.21,21.96,0
20070508,AZ,0,100,89.54,74.21,21.96,0
20070501,AZ,0,100,89.54,74.21,21.96,0
20070424,AZ,0,100,89.24,74.21,21.96,0
20070417,AZ,0,100,89.24,74.21,21.96,0
20070410,AZ,0,100,89.24,71.68,21.69,0
20070403,AZ,0,100,89.24,71.68,21.69,0
20070327,AZ,0,100,89.88,71.68,21.69,0
20070320,AZ,0,100,90.48,72.24,21.69,0
20070313,AZ,0,100,89.19,68.86,21.69,0
20070306,AZ,5.17,94.83,77.44,50.05,0,0
20070227,AZ,5.17,94.83,74.98,50.05,0,0
20070220,AZ,4.77,95.23,78,50.05,0,0
20070213,AZ,4.77,95.23,78,50.05,0,0
20070206,AZ,4.77,95.23,78,50.05,0,0
20070130,AZ,4.49,95.51,78,33.36,0,0
20070123,AZ,4.49,95.51,77.75,33.36,0,0
20070116,AZ,4.05,95.95,77.94,31.74,3.02,0
20070109,AZ,4.05,95.95,77.94,31.74,3.02,0
20070102,AZ,1.01,98.99,77.29,22.75,3.02,0
20061226,AZ,1,99,77.13,22.75,3.02,0
20061219,AZ,1,99,77.13,22.75,3.02,0
20061212,AZ,1.08,98.92,77.08,22.75,3.02,0
20061205,AZ,6.13,93.87,68.28,22.75,3.02,0
20061128,AZ,5.95,94.05,67.87,22.75,3.02,0
20061121,AZ,6.04,93.96,67.87,22.75,3.02,0
20061114,AZ,6.25,93.75,67.87,22.75,3.02,0
20061107,AZ,6.25,93.75,67.87,22.75,3.02,0
20061031,AZ,6.25,93.75,67.87,22.75,3.02,0
20061024,AZ,6.25,93.75,67.87,22.75,3.02,0
20061017,AZ,6.25,93.75,67.87,22.75,3.02,0
20061010,AZ,6.25,93.75,67.87,22.75,3.02,0
20061003,AZ,5.42,94.58,75.93,28.46,7.27,0
20060926,AZ,5.58,94.42,75.93,28.46,7.27,0
20060919,AZ,5.63,94.37,75.93,28.46,7.27,0
20060912,AZ,1.19,98.81,87.33,40.16,10.16,0
20060905,AZ,1.24,98.76,87.33,44.46,10.61,0
20060829,AZ,1.42,98.58,84.17,41.53,10.61,0
20060822,AZ,1.07,98.93,90.77,41.53,11.78,0
20060815,AZ,0.85,99.15,91.66,58.52,15.24,0
20060808,AZ,0.85,99.15,93.22,62.85,18.82,0
20060801,AZ,0.85,99.15,94.57,74.14,22.07,1.48
20060725,AZ,0.04,99.96,95.59,79.13,46.11,6.36
20060718,AZ,0.04,99.96,95.59,79.13,46.11,6.36
20060711,AZ,0,100,95.59,79.13,46.11,6.36
20060704,AZ,0,100,95.5,76.8,45.77,14.25
20060627,AZ,0,100,97.19,84.2,51.21,16.78
20060620,AZ,0,100,97.19,84.2,51.21,14.47
20060613,AZ,0,100,97.19,84.2,51.21,14.47
20060606,AZ,0,100,97.32,84.57,51.21,14.44
20060530,AZ,0,100,94.49,80.82,51.21,14.44
20060523,AZ,0,100,94.49,80.82,51.21,14.44
20060516,AZ,0,100,94.32,79.15,50.2,14.44
20060509,AZ,0,100,91.37,76.27,48.33,12.37
20060502,AZ,0,100,91.76,76.27,31.17,12.37
20060425,AZ,0,100,92.67,76.27,26.16,0
20060418,AZ,0,100,92.67,76.27,26.16,0
20060411,AZ,0,100,92.67,76.27,26.16,0
20060404,AZ,0,100,92.67,76.27,27.84,0
20060328,AZ,0,100,91.58,76.27,27.84,0
20060321,AZ,0,100,91.56,76.27,27.84,0
20060314,AZ,0,100,91.45,76.27,27.84,0
20060307,AZ,0,100,91.73,77.18,45.36,0
20060228,AZ,0,100,91.92,73.1,32.4,0
20060221,AZ,0,100,86.65,72.07,32.4,0
20060214,AZ,0,100,82.25,62.46,32.4,0
20060207,AZ,0,100,82.25,62.46,32.4,0
20060131,AZ,3.03,96.97,78,46.07,7.84,0
20060124,AZ,3.03,96.97,56.29,35.9,0,0
20060117,AZ,3.03,96.97,56.29,17.02,0,0
20060110,AZ,2.64,97.36,54.47,9.71,0,0
20060103,AZ,2.77,97.23,40.36,0,0,0
20051227,AZ,21.92,78.08,20.27,0,0,0
20051220,AZ,21.92,78.08,20.27,0,0,0
20051213,AZ,21.92,78.08,20.27,0,0,0
20051206,AZ,49.95,50.05,11.19,0,0,0
20051129,AZ,49.95,50.05,11.19,0,0,0
20051122,AZ,49.95,50.05,11.19,0,0,0
20051115,AZ,49.95,50.05,11.19,0,0,0
20051108,AZ,49.95,50.05,11.19,0,0,0
20051101,AZ,49.95,50.05,11.19,0,0,0
20051025,AZ,49.95,50.05,11.19,0,0,0
20051018,AZ,49.95,50.05,11.19,0,0,0
20051011,AZ,49.95,50.05,11.16,0,0,0
20051004,AZ,66.74,33.26,11.65,0,0,0
20050927,AZ,66.72,33.28,11.65,0,0,0
20050920,AZ,66.45,33.55,11.65,0,0,0
20050913,AZ,65.06,34.94,11.65,0,0,0
20050906,AZ,65.06,34.94,11.65,0,0,0
20050830,AZ,64.63,35.37,11.65,0,0,0
20050823,AZ,64.79,35.21,11.65,0,0,0
20050816,AZ,57.69,42.31,16.47,0,0,0
20050809,AZ,39.26,60.74,19.87,0,0,0
20050802,AZ,21.89,78.11,26.26,0,0,0
20050726,AZ,19.12,80.88,27.77,0,0,0
20050719,AZ,45.08,54.92,19.46,0,0,0
20050712,AZ,45.08,54.92,19.46,0,0,0
20050705,AZ,45.08,54.92,19.46,0,0,0
20050628,AZ,46.13,53.87,19.46,0,0,0
20050621,AZ,45.52,54.48,19.46,0,0,0
20050614,AZ,45.2,54.8,19.46,0,0,0
20050607,AZ,45.2,54.8,19.46,0,0,0
20050531,AZ,46.63,53.37,9.53,0,0,0
20050524,AZ,46.63,53.37,9.53,0,0,0
20050517,AZ,46.63,53.37,9.53,0,0,0
20050510,AZ,46.62,53.38,9.53,2.89,0,0
20050503,AZ,42.47,57.53,11.9,2.89,0,0
20050426,AZ,42.35,57.65,14.45,2.89,0,0
20050419,AZ,38.38,61.62,23.08,2.89,0,0
20050412,AZ,38.38,61.62,23.12,2.89,0,0
20050405,AZ,33.52,66.48,37.35,5.67,0,0
20050329,AZ,33.55,66.45,38.01,5.9,0,0
20050322,AZ,27.79,72.21,38.01,5.91,0,0
20050315,AZ,24.22,75.78,38.01,5.91,0,0
20050308,AZ,24.22,75.78,38.01,5.91,0,0
20050301,AZ,24.22,75.78,38.01,5.91,0,0
20050222,AZ,8.76,91.24,42.52,7.55,2.75,0
20050215,AZ,8.76,91.24,46.83,12.68,2.75,0
20050208,AZ,3.31,96.69,79.04,37.43,7.99,0
20050201,AZ,0.38,99.62,82.15,40.14,10.09,0
20050125,AZ,0.38,99.62,83.71,40.14,10.09,0
20050118,AZ,0.31,99.69,83.71,40.14,10.09,0
20050111,AZ,0,100,83.71,40.14,13.9,0
20050104,AZ,0,100,91.28,50.23,17.15,0
20041228,AZ,0,100,94.2,61.02,23.12,0
20091229,CA,6.56,93.44,72.16,9.24,0,0
20091222,CA,6.56,93.44,72.16,9.24,0,0
20091215,CA,6.56,93.44,72.16,9.24,0,0
20091208,CA,7.72,92.28,74.05,17.26,0,0
20091201,CA,7.72,92.28,74.05,17.26,0,0
20091124,CA,8.4,91.6,73.62,17.26,0,0
20091117,CA,7.59,92.41,77.32,17.7,0,0
20091110,CA,7.59,92.41,77.32,17.7,0,0
20091103,CA,7.59,92.41,77.35,17.7,0,0
20091027,CA,9.09,90.91,62.51,17.7,0,0
20091020,CA,10.59,89.41,61.23,17.7,0,0
20091013,CA,0,100,73.44,45.82,0,0
20091006,CA,0,100,73.44,45.82,0,0
20090929,CA,0,100,73.44,45.82,0,0
20090922,CA,0,100,73.44,45.82,0,0
20090915,CA,0,100,73.44,45.82,0,0
20090908,CA,0,100,73.44,45.82,0,0
20090901,CA,0,100,73.44,45.82,0,0
20090825,CA,0.02,99.98,72.86,42.8,0,0
20090818,CA,0.02,99.98,72.86,42.8,0,0
20090811,CA,0.8,99.2,72.86,42.8,0,0
20090804,CA,0.78,99.22,72.86,44.26,0,0
20090728,CA,2.47,97.53,72.86,44.26,0,0
20090721,CA,2.47,97.53,72.86,44.26,0,0
20090714,CA,2.47,97.53,72.86,44.26,0,0
20090707,CA,2.47,97.53,72.86,44.26,0,0
20090630,CA,2.86,97.14,72.01,44.26,0,0
20090623,CA,2.86,97.14,72.01,44.26,0,0
20090616,CA,2.81,97.19,72.01,44.26,0,0
20090609,CA,2.72,97.28,72,44.26,0,0
20090602,CA,2.72,97.28,72.32,44.25,0,0
20090526,CA,3.62,96.38,72.11,35.29,0,0
20090519,CA,3.62,96.38,72.11,35.29,0,0
20090512,CA,3.65,96.35,72.11,35.29,0,0
20090505,CA,3.65,96.35,72.11,35.29,0,0
20090428,CA,3.65,96.35,73,38.81,0,0
20090421,CA,3.65,96.35,73,38.81,0,0
20090414,CA,5.15,94.85,62.69,35.49,0,0
20090407,CA,5.15,94.85,62.69,35.49,0,0
20090331,CA,5.15,94.85,63.83,22.53,0,0
20090324,CA,5.15,94.85,63.83,22.53,0,0
20090317,CA,5.15,94.85,63.83,22.5,0,0
20090310,CA,5.15,94.85,62.32,22.5,0,0
20090303,CA,5.15,94.85,70.73,41.84,4.37,0
20090224,CA,5.15,94.85,70.73,49.69,14.78,0
20090217,CA,5.15,94.85,70.73,50.06,16.7,0
20090210,CA,0.9,99.1,78.76,54.7,19,0
20090203,CA,0.77,99.23,89.43,54.7,19.01,0
20090127,CA,1.23,98.77,88.21,48.9,15.94,0
20090120,CA,1.71,98.29,88.21,48.9,12.97,0
20090113,CA,1.71,98.29,88.21,44.08,2.77,0
20090106,CA,1.71,98.29,88.21,41.26,2.77,0
20081230,CA,1.69,98.31,88.21,43.02,2.77,0
20081223,CA,0.07,99.93,88.79,43.02,2.77,0
20081216,CA,0,100,93.97,50.72,5.83,0
20081209,CA,0,100,87.41,49.19,3.21,0
20081202,CA,0,100,86.02,41.34,0,0
20081125,CA,4.71,95.29,86.02,41.34,0,0
20081118,CA,4.71,95.29,86.02,41.34,0,0
20081111,CA,4.71,95.29,86.02,41.34,0,0
20081104,CA,0,100,90.51,40.37,0,0
20081028,CA,0,100,93.55,55.56,0,0
20081021,CA,0,100,93.48,55.62,0,0
20081014,CA,0.05,99.95,95.81,55.11,0,0
20081007,CA,0.04,99.96,95.9,55,0,0
20080930,CA,0.04,99.96,95.9,55.23,2.05,0
20080923,CA,0.04,99.96,95.9,55.23,2.05,0
20080916,CA,0.04,99.96,95.9,48.77,0,0
20080909,CA,0.04,99.96,95.9,48.77,0,0
20080902,CA,0.04,99.96,98.43,44.47,0,0
20080826,CA,0.04,99.96,97.69,43.07,0,0
20080819,CA,0.04,99.96,96.88,41.38,0,0
20080812,CA,0.04,99.96,88.88,38.7,0,0
20080805,CA,0.06,99.94,88.88,38.7,0,0
20080729,CA,0.06,99.94,88.88,38.7,0,0
20080722,CA,0.12,99.88,88.88,16.57,0,0
20080715,CA,0.06,99.94,89.2,18.07,0,0
20080708,CA,0.14,99.86,89.2,18.07,0,0
20080701,CA,0.14,99.86,89.2,18.07,0,0
20080624,CA,0.14,99.86,89.2,18.07,0,0
20080617,CA,0.17,99.83,89.2,18.07,0,0
20080610,CA,4.69,95.31,63.74,9.26,0,0
20080603,CA,4.78,95.22,63.74,9.26,0,0
20080527,CA,8.91,91.09,47.51,9.26,0,0
20080520,CA,7.75,92.25,48.43,9.26,0,0
20080513,CA,7.75,92.25,48.43,9.26,0,0
20080506,CA,7.73,92.27,48.43,9.26,0,0
20080429,CA,7.29,92.71,45.66,9.26,0,0
20080422,CA,24.58,75.42,39.61,5.45,0,0
20080415,CA,24.58,75.42,39.61,5.45,0,0
20080408,CA,36.77,63.23,39.61,5.45,0,0
20080401,CA,44.52,55.48,31.58,3.83,0,0
20080325,CA,44.52,55.48,30.08,3.88,0,0
20080318,CA,44.52,55.48,34.28,13.33,0,0
20080311,CA,44.52,55.48,34.28,13.33,0,0
20080304,CA,44.52,55.48,34.28,13.33,0,0
20080226,CA,44.52,55.48,34.28,13.33,0,0
20080219,CA,18.27,81.73,37.46,14.06,0,0
20080212,CA,18.27,81.73,37.37,14.06,0,0
20080205,CA,18.23,81.77,36.63,14.06,0,0
20080129,CA,18.23,81.77,41.6,14.83,0,0
20080122,CA,11.36,88.64,79.85,32.8,0,0
20080115,CA,11.36,88.64,79.77,32.8,0,0
20080108,CA,11.36,88.64,79.77,31.56,0,0
20080101,CA,8.87,91.13,84.7,58.04,14.55,0
20071225,CA,8.87,91.13,84.7,58.04,14.54,0
20071218,CA,8.87,91.13,84.7,58.04,14.54,0
20071211,CA,8.87,91.13,84.83,58.04,14.55,0
20071204,CA,8.87,91.13,84.83,58.04,14.53,0
20071127,CA,8.87,91.13,84.83,58.02,33.68,0
20071120,CA,8.87,91.13,84.83,58.02,33.68,0
20071113,CA,8.87,91.13,84.83,58.02,33.67,0
20071106,CA,8.87,91.13,84.83,58.3,33.69,0
20071030,CA,8.87,91.13,84.83,58.3,33.68,0
20071023,CA,5.61,94.39,86.09,64.62,33.74,0
20071016,CA,1.17,98.83,92.56,64.62,33.76,0
20071009,CA,0.1,99.9,92.56,64.62,33.75,0
20071002,CA,0,100,92.56,64.62,33.76,0
20070925,CA,0,100,92.56,64.62,33.76,0
20070918,CA,0,100,92.56,65.34,35.23,0
20070911,CA,0,100,92.56,65.34,35.22,0
20070904,CA,0,100,92.56,65.34,35.22,0
20070828,CA,0,100,92.56,65.34,35.21,0
20070821,CA,0,100,92.32,65.34,35.23,0
20070814,CA,0,100,92.32,65.34,35.23,0
20070807,CA,0,100,92.32,65.34,35.15,0
20070731,CA,0,100,92.32,65.34,35.15,0
20070724,CA,0,100,92.32,65.34,35.15,0
20070717,CA,0,100,92.32,65.34,35.15,0
20070710,CA,0,100,92.32,65.34,35.15,0
20070703,CA,0,100,92.32,65.34,35.14,0
20070626,CA,0,100,92.32,65.34,34.31,0
20070619,CA,0,100,92.32,65.34,34.31,0
20070612,CA,3.31,96.69,92.32,65.34,34.4,0
20070605,CA,3.31,96.69,92.32,65.34,34.4,0
20070529,CA,3.31,96.69,92.32,65.34,34.4,0
20070522,CA,3.31,96.69,92.06,65.34,34.39,0
20070515,CA,3.31,96.69,89.76,60.45,28.65,0
20070508,CA,7.51,92.49,82.35,51.64,28.65,0
20070501,CA,7.51,92.49,82.35,51.64,28.65,0
20070424,CA,7.75,92.25,82.43,51.64,28.65,0
20070417,CA,3.77,96.23,87.3,56.13,28.65,0
20070410,CA,5.3,94.7,82.27,38.57,21.32,0
20070403,CA,8.52,91.48,63.02,33.01,21.32,0
20070327,CA,19.95,80.05,60.74,33.69,21.32,0
20070320,CA,25.44,74.56,59.6,32.59,21.23,0
20070313,CA,25.41,74.59,59.37,32.59,21.23,0
20070306,CA,25.41,74.59,54.02,28.8,0,0
20070227,CA,25.41,74.59,54.02,28.8,0,0
20070220,CA,15.18,84.82,59.19,29.64,0,0
20070213,CA,24.95,75.05,54.44,29.73,0,0
20070206,CA,9.64,90.36,61.27,24.23,0,0
20070130,CA,9.82,90.18,61.27,22.87,0,0
20070123,CA,10.72,89.28,46.97,17.72,0,0
20070116,CA,34.97,65.03,27.15,2.62,0,0
20070109,CA,34.97,65.03,27.15,2.62,0,0
20070102,CA,40.73,59.27,26.77,0,0,0
20061226,CA,40.35,59.65,11.64,0,0,0
20061219,CA,40.35,59.65,11.64,0,0,0
20061212,CA,49.79,50.21,0.79,0,0,0
20061205,CA,44.03,55.97,0.79,0,0,0
20061128,CA,77.72,22.28,0.82,0,0,0
20061121,CA,77.64,22.36,0.82,0,0,0
20061114,CA,84.57,15.43,0.82,0,0,0
20061107,CA,84.57,15.43,0.82,0,0,0
20061031,CA,84.57,15.43,0.82,0,0,0
20061024,CA,84.57,15.43,0.82,0,0,0
20061017,CA,84.57,15.43,0.82,0,0,0
20061010,CA,85.15,14.85,0.82,0,0,0
20061003,CA,85.15,14.85,0.82,0,0,0
20060926,CA,84.97,15.03,0.82,0,0,0
20060919,CA,84.97,15.03,0.82,0,0,0
20060912,CA,84.97,15.03,2.62,0.13,0,0
20060905,CA,84.79,15.21,2.62,0.13,0,0
20060829,CA,93.23,6.77,0.05,0,0,0
20060822,CA,93.03,6.97,0.06,0,0,0
20060815,CA,92.27,7.73,0.16,0,0,0
20060808,CA,92.27,7.73,0.12,0,0,0
20060801,CA,92.27,7.73,0.12,0,0,0
20060725,CA,92.27,7.73,0.12,0,0,0
20060718,CA,92.27,7.73,0.12,0,0,0
20060711,CA,92,8,0.12,0,0,0
20060704,CA,91.7,8.3,0.07,0,0,0
20060627,CA,91.76,8.24,0.07,0,0,0
20060620,CA,92.46,7.54,0.07,0,0,0
20060613,CA,92.46,7.54,0.07,0,0,0
20060606,CA,92.46,7.54,0.07,0,0,0
20060530,CA,92.46,7.54,0.07,0,0,0
20060523,CA,92.36,7.64,0.07,0,0,0
20060516,CA,92.36,7.64,0.07,0,0,0
20060509,CA,92.36,7.64,0,0,0,0
20060502,CA,92.36,7.64,0.01,0,0,0
20060425,CA,92.92,7.08,0.16,0,0,0
20060418,CA,92.92,7.08,0.16,0,0,0
20060411,CA,92.92,7.08,0.16,0,0,0
20060404,CA,92.47,7.53,0.16,0,0,0
20060328,CA,91.62,8.38,0.55,0,0,0
20060321,CA,83.59,16.41,0.55,0,0,0
20060314,CA,83.59,16.41,0.52,0,0,0
20060307,CA,78.18,21.82,0.52,0,0,0
20060228,CA,75.86,24.14,0.48,0,0,0
20060221,CA,84.21,15.79,0,0,0,0
20060214,CA,86.59,13.41,0,0,0,0
20060207,CA,86.68,13.32,0,0,0,0
20060131,CA,97.08,2.92,0,0,0,0
20060124,CA,97.08,2.92,0,0,0,0
20060117,CA,97.08,2.92,0,0,0,0
20060110,CA,96.6,3.4,0,0,0,0
20060103,CA,98.32,1.68,0,0,0,0
20051227,CA,93.91,6.09,0,0,0,0
20051220,CA,93.69,6.31,0,0,0,0
20051213,CA,90.03,9.97,0,0,0,0
20051206,CA,90.03,9.97,0,0,0,0
20051129,CA,75.23,24.77,0,0,0,0
20051122,CA,99.66,0.34,0,0,0,0
20051115,CA,99.66,0.34,0,0,0,0
20051108,CA,99.66,0.34,0,0,0,0
20051101,CA,99.58,0.42,0,0,0,0
20051025,CA,99.58,0.42,0,0,0,0
20051018,CA,99.58,0.42,0,0,0,0
20051011,CA,99.58,0.42,0,0,0,0
20051004,CA,99.58,0.42,0,0,0,0
20050927,CA,99.58,0.42,0,0,0,0
20050920,CA,99.41,0.59,0.05,0,0,0
20050913,CA,99.2,0.8,0.06,0,0,0
20050906,CA,99.2,0.8,0.06,0,0,0
20050830,CA,98.84,1.16,0.06,0,0,0
20050823,CA,98.85,1.15,0.06,0,0,0
20050816,CA,99.04,0.96,0.06,0,0,0
20050809,CA,99.03,0.97,0.06,0,0,0
20050802,CA,98.96,1.04,0.06,0,0,0
20050726,CA,99.01,0.99,0.06,0,0,0
20050719,CA,99.01,0.99,0.06,0,0,0
20050712,CA,99.01,0.99,0.06,0,0,0
20050705,CA,99.01,0.99,0.06,0,0,0
20050628,CA,99.01,0.99,0.06,0,0,0
20050621,CA,98.71,1.29,0.06,0,0,0
20050614,CA,98.48,1.52,0.06,0,0,0
20050607,CA,98.48,1.52,0.06,0,0,0
20050531,CA,98.48,1.52,0.06,0,0,0
20050524,CA,98.48,1.52,0.06,0,0,0
20050517,CA,98.48,1.52,0.06,0,0,0
20050510,CA,97,3,1.09,0,0,0
20050503,CA,95.53,4.47,2.09,0,0,0
20050426,CA,96.16,3.84,2.09,0,0,0
20050419,CA,96.16,3.84,2.09,0,0,0
20050412,CA,95.46,4.54,2.64,0.04,0,0
20050405,CA,94.54,5.46,2.63,0.04,0,0
20050329,CA,95.35,4.65,2.87,0.21,0,0
20050322,CA,87.97,12.03,3,0.21,0,0
20050315,CA,87.97,12.03,3,0.21,0,0
20050308,CA,90.12,9.88,1.3,0,0,0
20050301,CA,90.4,9.6,1.22,0,0,0
20050222,CA,88.57,11.43,1.22,0,0,0
20050215,CA,88.57,11.43,1.22,0,0,0
20050208,CA,89.8,10.2,4.1,0,0,0
20050201,CA,88.93,11.07,4.1,0,0,0
20050125,CA,88.24,11.76,4.1,0.21,0,0
20050118,CA,88.37,11.63,4.1,0.21,0,0
20050111,CA,83.4,16.6,4.1,0.21,0,0
20050104,CA,69.05,30.95,7.85,1.77,0,0
20041228,CA,40.46,59.54,28.85,3.98,0,0
20091229,CO,69.22,30.78,7.52,0,0,0
20091222,CO,69.22,30.78,7.52,0,0,0
